ap_orig,ap_dest,enmu_base,enmu_nec,ours_current,unreached_current,ours_base,unreached_base,ours_nec,unreached_nec
5200258003007,5212501003007,175.66855581926885,143.7897687141141,,1.0,,1.0,179.0,0.9950513423047778
5200258003007,5300108005050,177.89137649350684,130.9035095937146,,1.0,,1.0,169.16583136099945,0.9674357497166537
5219753003002,3170404003003,257.91975035916033,245.71894283950118,,,,,,
5219753003002,3109451001001,498.02986918529945,476.822692191875,,,,,,
5219753003002,5206206003002,176.92130404121073,121.21751289558793,,1.0,,1.0,,1.0
5219753003002,5206206003001,176.87864447063026,121.27348449036485,,1.0,,1.0,,1.0
5219753003002,5205497003001,140.2704997947131,117.02784418083,,1.0,,1.0,,1.0
5219753003002,5212501003007,155.85701324846931,113.27183308914742,,1.0,,1.0,,1.0
5219753003002,5300108005050,193.9489449421902,186.69974991647175,,1.0,,1.0,,1.0
5200258003001,3170404003003,264.58926686395756,254.72591583011538,,,,,,
5200258003001,3109451001001,503.25490820628187,414.4383291801409,,,,,,
5200258003001,5206206003002,237.11338384027513,155.93149825487552,,1.0,,1.0,,1.0
5200258003001,5206206003001,237.08495162455088,155.92295882923378,,1.0,,1.0,,1.0
5200258003001,5205497003001,203.72793556005308,136.51720705627065,,1.0,,1.0,,1.0
5200258003001,5212501003007,215.7087858472063,147.98074960852284,,1.0,,1.0,,1.0
5200258003001,5300108005050,193.1139822268808,134.09952132305634,,1.0,,1.0,177.18941121261696,0.9881463472535211
5200258003002,3170404003003,269.85446877402063,254.04751535762128,,,,,,
5200258003002,3109451001001,495.91787604299844,414.43805722141315,,,,,,
5200258003002,5206206003002,207.18665690634396,155.93094594029643,,1.0,,1.0,,1.0
