processing_acps,policy_config,interest_housing,policy_melhorias,seed,delta_gini_periphery,delta_house_values_periphery,delta_median_affordability_periphery,total_pop,n_municipalities
BELEM,low_inactive,low,False,0,-0.0056382013161904495,14.7118945392098,0.005438364562656318,6070.55,3
BELEM,low_inactive,low,False,1,-0.01164633442774142,0.8928611425289226,0.002031765308459249,6035.733333333334,3
BELEM,low_inactive,low,False,2,0.01012455493843717,0.1875815500891296,-0.003039768245841023,6337.700000000001,3
BELEM,low_inactive,low,False,3,-0.003936191374467654,-0.899838007248351,-0.004812065560387783,6131.666666666666,3
BELEM,low_inactive,low,False,4,0.003445444802638183,0.9930387862018647,-0.0038017264588853044,6384.916666666666,3
BELEM,low_inactive,low,False,5,-0.00532951477836728,0.5213716153723412,-0.0018964977743482461,6166.483333333334,3
BELEM,low_inactive,low,False,6,-0.003431074882354677,-1.5158001306146158,0.00022763747113866087,6628.916666666667,3
BELEM,low_inactive,low,False,7,0.0005555493501227749,-2.861271816965172,0.00031355060142880016,6152.016666666666,3
BELEM,low_inactive,low,False,8,0.006322970875359466,-0.7454627224855072,-0.002516561453936621,6171.75,3
BELEM,low_inactive,low,False,9,0.0025025308705242948,1.282322799035266,-0.0007203423438421877,6016.616666666667,3
BELEM,medium_active,medium,True,0,0.0027328704290934445,9.344051358196538,-7.087188859878602e-05,6070.55,3
BELEM,medium_active,medium,True,1,0.004084119259189697,10.343695175123692,0.0023241848988247785,6035.733333333334,3
BELEM,medium_active,medium,True,2,0.017719812339913,-2.9270231645549605,0.0023045784464395627,6337.700000000001,3
BELEM,medium_active,medium,True,3,0.011882603497327197,6.387543802663774,0.0013293887389689218,6131.666666666666,3
BELEM,medium_active,medium,True,4,0.00737390980479172,2.9468284585633664,0.007401563915303861,6384.916666666666,3
BELEM,medium_active,medium,True,5,-0.00021363248637120067,4.439447436004844,0.0017705816144984437,6166.483333333334,3
BELEM,medium_active,medium,True,6,-0.004725078071245081,12.153603690229234,0.0031562744666675034,6628.916666666667,3
BELEM,medium_active,medium,True,7,-0.007517742772695184,12.255236453222652,-0.0011887757424168981,6152.016666666666,3
