processing_acps,mun_id,policy_config,interest_housing,policy_melhorias,seed,delta_regional_gini,regional_gini,regional_gini_base,delta_regional_house_values,regional_house_values,regional_house_values_base,delta_median_affordability,median_affordability,median_affordability_base,pop_base
CUIABA,5103403,high_inactive,high,False,0,-0.006623333333333314,0.369105,0.37572833333333333,6.832933333333358,192.58051666666668,185.74758333333332,-0.0011045833333333394,0.07162148333333333,0.07272606666666667,6669.866666666667
CUIABA,5103403,high_inactive,high,False,1,0.007163333333333355,0.3847116666666667,0.3775483333333333,2.3564666666666767,182.72651666666667,180.37005,0.011123833333333319,0.07402141666666666,0.06289758333333334,7013.766666666666
CUIABA,5103403,high_inactive,high,False,2,-0.002686666666666615,0.3742516666666667,0.3769383333333333,-2.418133333333344,182.32708333333332,184.74521666666666,-0.0037772166666666662,0.06429,0.06806721666666667,6874.55
CUIABA,5103403,high_inactive,high,False,3,-0.0025616666666666843,0.37215666666666664,0.3747183333333333,-5.414650000000023,180.5144,185.92905000000002,-0.005661866666666668,0.06643725,0.07209911666666667,6854.116666666667
CUIABA,5103403,high_inactive,high,False,4,-0.0027816666666666823,0.3745283333333333,0.37731,11.324966666666654,185.48684999999998,174.16188333333332,-0.0013526166666666603,0.057530450000000004,0.058883066666666664,7245.5
CUIABA,5103403,high_inactive,high,False,5,0.0020999999999999353,0.3766116666666666,0.3745116666666667,-1.5732833333333076,184.52075000000002,186.09403333333333,0.005474116666666674,0.06490296666666667,0.05942885,7385.0
CUIABA,5103403,high_inactive,high,False,6,-0.00023000000000000798,0.3741966666666666,0.37442666666666663,-15.000033333333334,179.54964999999999,194.54968333333332,-0.008665583333333338,0.06292031666666667,0.07158590000000001,6638.15
CUIABA,5103403,high_inactive,high,False,7,-0.004598333333333315,0.37036833333333335,0.37496666666666667,-0.7183833333333496,179.15025,179.86863333333335,-8.920000000001149e-05,0.06593956666666666,0.06602876666666667,6887.583333333333
CUIABA,5103403,high_inactive,high,False,8,0.00015666666666674933,0.37323500000000004,0.3730783333333333,6.580583333333351,187.189,180.60841666666664,0.00013384999999999786,0.0590079,0.058874050000000004,7352.616666666667
CUIABA,5103403,high_inactive,high,False,9,1.5000000000042757e-05,0.37520333333333333,0.3751883333333333,5.901150000000001,186.91868333333332,181.01753333333332,-0.0006378500000000092,0.06760396666666667,0.06824181666666668,7004.166666666667
GOIANIA,5208707,high_inactive,high,False,0,-0.0014199999999999768,0.450575,0.451995,-4.767366666666703,168.99131666666665,173.75868333333335,-0.0020089500000000093,0.08203936666666665,0.08404831666666666,15886.8
GOIANIA,5208707,high_inactive,high,False,1,-0.003604999999999914,0.4376666666666667,0.4412716666666666,2.773216666666684,181.98975000000002,179.21653333333333,-0.0018059333333333427,0.07681831666666666,0.07862425,15885.083333333334
GOIANIA,5208707,high_inactive,high,False,2,0.0026900000000000257,0.43739833333333333,0.4347083333333333,-2.794633333333337,167.07758333333334,169.87221666666667,0.0004723000000000088,0.07888066666666667,0.07840836666666666,15869.066666666668
GOIANIA,5208707,high_inactive,high,False,3,0.003318333333333312,0.4507083333333333,0.44739,-3.3104999999999905,173.34796666666668,176.65846666666667,0.0026516500000000054,0.08121126666666667,0.07855961666666667,15898.683333333332
GOIANIA,5208707,high_inactive,high,False,4,-0.006900000000000017,0.44279166666666664,0.44969166666666666,-12.725133333333332,175.14381666666668,187.86895,-0.005230799999999994,0.08062646666666667,0.08585726666666667,15847.983333333334
GOIANIA,5208707,high_inactive,high,False,5,0.0011866666666666692,0.45310833333333334,0.45192166666666667,-7.090933333333339,177.76538333333335,184.8563166666667,-0.001868333333333333,0.08029211666666666,0.08216045,15886.583333333334
GOIANIA,5208707,high_inactive,high,False,6,0.010841666666666638,0.44703333333333334,0.4361916666666667,-0.6453000000000202,172.68791666666667,173.3332166666667,-0.0003347499999999948,0.07777885000000001,0.0781136,15863.016666666666
GOIANIA,5208707,high_inactive,high,False,7,-0.0007066666666666888,0.45940666666666663,0.4601133333333333,-5.148166666666668,173.75701666666666,178.90518333333333,-0.00045951666666667335,0.07965068333333333,0.0801102,15877.933333333332
GOIANIA,5208707,high_inactive,high,False,8,0.005328333333333324,0.4567833333333333,0.451455,-2.497550000000018,178.00143333333332,180.49898333333334,0.002339250000000001,0.08509018333333333,0.08275093333333333,15896.966666666667
GOIANIA,5208707,high_inactive,high,False,9,0.004538333333333311,0.452995,0.44845666666666667,2.225999999999999,182.15903333333333,179.93303333333333,-0.002861866666666671,0.07991126666666666,0.08277313333333333,15898.366666666667
MACAPA,1600303,high_inactive,high,False,0,-0.003564999999999985,0.3909766666666667,0.3945416666666667,-1.4104666666666787,159.43035,160.84081666666668,-0.016472383333333326,0.060094850000000005,0.07656723333333333,4931.983333333334
MACAPA,1600303,high_inactive,high,False,1,-0.005766666666666642,0.3913816666666667,0.3971483333333333,1.944250000000011,160.03736666666666,158.09311666666665,0.0047800999999999955,0.06536193333333333,0.060581833333333335,5086.616666666667
MACAPA,1600303,high_inactive,high,False,2,0.002788333333333337,0.3941966666666667,0.39140833333333336,-4.016016666666701,153.54874999999998,157.56476666666669,-0.012884300000000001,0.057158233333333336,0.07004253333333334,5031.483333333334
MACAPA,1600303,high_inactive,high,False,3,-0.012776666666666714,0.3891033333333333,0.40188,2.5566666666667004,157.48010000000002,154.92343333333332,0.013723749999999993,0.07816333333333333,0.06443958333333334,5071.35
MACAPA,1600303,high_inactive,high,False,4,0.007863333333333278,0.3978683333333333,0.39000500000000005,-6.432183333333313,150.78696666666667,157.21914999999998,0.013151800000000019,0.08665196666666668,0.07350016666666666,5054.6
MACAPA,1600303,high_inactive,high,False,5,0.00047666666666662527,0.40041666666666664,0.39994,-1.3643666666666832,155.12033333333332,156.4847,-0.0015631333333333344,0.05566715,0.05723028333333333,5084.266666666666
MACAPA,1600303,high_inactive,high,False,6,-0.002281666666666682,0.39870833333333333,0.40099,-1.4250500000000272,151.9759,153.40095000000002,0.0033616999999999952,0.068012,0.06465030000000001,5062.466666666666
MACAPA,1600303,high_inactive,high,False,7,-0.021453333333333324,0.3931133333333333,0.41456666666666664,2.6231333333333,152.44563333333332,149.82250000000002,0.011404666666666674,0.06703353333333334,0.055628866666666665,5056.8
MACAPA,1600303,high_inactive,high,False,8,0.0010066666666666557,0.39242166666666667,0.391415,1.9189833333333297,157.65501666666665,155.73603333333332,0.0022807999999999995,0.060984783333333334,0.058703983333333334,5044.266666666666
MACAPA,1600303,high_inactive,high,False,9,-0.007788333333333286,0.41419500000000004,0.4219833333333333,3.0372833333333062,160.56945,157.53216666666668,0.003622100000000003,0.06603295,0.062410850000000004,5084.3
MANAUS,1302603,high_inactive,high,False,0,0.003043333333333287,0.385935,0.3828916666666667,1.6037499999999625,190.8700333333333,189.26628333333335,0.002954016666666663,0.06454206666666666,0.06158805,25281.95
MANAUS,1302603,high_inactive,high,False,1,0.00018000000000001348,0.38670166666666667,0.38652166666666665,-1.7963000000000022,181.00681666666665,182.80311666666665,-0.00010828333333331996,0.07104930000000001,0.07115758333333333,25281.283333333333
MANAUS,1302603,high_inactive,high,False,2,0.0008900000000000019,0.3882066666666667,0.3873166666666667,2.9949000000000012,194.49025,191.49535,0.014009050000000002,0.07517498333333333,0.06116593333333333,25281.483333333334
MANAUS,1302603,high_inactive,high,False,3,0.001495000000000024,0.39375166666666667,0.39225666666666664,7.190949999999958,174.75959999999998,167.56865000000002,0.004916816666666664,0.06500188333333333,0.060085066666666666,25281.533333333333
MANAUS,1302603,high_inactive,high,False,4,-0.0047416666666666996,0.381335,0.3860766666666667,-1.179883333333322,179.01901666666666,180.19889999999998,-0.002990516666666665,0.06159481666666666,0.06458533333333333,25283.183333333334
MANAUS,1302603,high_inactive,high,False,5,0.0019033333333333124,0.38788,0.3859766666666667,1.8326499999999726,185.13206666666665,183.29941666666667,-0.002831283333333323,0.06785208333333334,0.07068336666666666,25281.15
MANAUS,1302603,high_inactive,high,False,6,-0.0009366666666666967,0.38503333333333334,0.38597000000000004,-0.8458333333333314,187.40571666666668,188.25155,-0.010139166666666671,0.0713284,0.08146756666666667,25280.75
MANAUS,1302603,high_inactive,high,False,7,0.0007466666666666733,0.38946833333333336,0.3887216666666667,2.152966666666657,184.40063333333333,182.24766666666667,-0.004955033333333345,0.07483998333333333,0.07979501666666668,25282.983333333334
MANAUS,1302603,high_inactive,high,False,8,-0.0043583333333334084,0.384605,0.3889633333333334,-5.053433333333345,184.32626666666664,189.37969999999999,0.0028787666666666573,0.07048404999999999,0.06760528333333334,25278.716666666667
MANAUS,1302603,high_inactive,high,False,9,-0.0018483333333332852,0.37916,0.3810083333333333,-0.5504833333333465,195.02703333333332,195.57751666666667,-0.0034195166666666707,0.06193885,0.06535836666666667,25281.783333333333
RECIFE,2611606,high_inactive,high,False,0,-0.006106666666666594,0.5116516666666667,0.5177583333333333,-6.766483333333326,140.09461666666667,146.8611,-0.004781299999999988,0.07069813333333334,0.07547943333333333,14328.0
RECIFE,2611606,high_inactive,high,False,1,-0.010896666666666666,0.49296833333333334,0.503865,-3.255999999999972,143.89946666666668,147.15546666666665,-9.890000000001287e-05,0.07963408333333333,0.07973298333333334,13829.85
RECIFE,2611606,high_inactive,high,False,2,-0.011488333333333323,0.5031483333333333,0.5146366666666666,4.826216666666653,153.70036666666667,148.87415000000001,-0.004643183333333328,0.08026863333333334,0.08491181666666667,13812.433333333332
RECIFE,2611606,high_inactive,high,False,3,-0.003976666666666628,0.5139616666666667,0.5179383333333333,2.450266666666664,149.43248333333335,146.9822166666667,0.00278005000000002,0.07781463333333334,0.07503458333333332,14783.766666666666
RECIFE,2611606,high_inactive,high,False,4,-0.00909833333333332,0.5058366666666667,0.514935,-3.673866666666669,150.51155,154.18541666666667,0.001096983333333329,0.077813,0.07671601666666666,14381.366666666667
RECIFE,2611606,high_inactive,high,False,5,-0.006073333333333375,0.503235,0.5093083333333334,6.710600000000028,150.69418333333334,143.9835833333333,0.0006149833333333327,0.07818024999999999,0.07756526666666666,14123.75
RECIFE,2611606,high_inactive,high,False,6,0.0017583333333333062,0.5114083333333334,0.50965,-2.781349999999975,143.17028333333334,145.95163333333332,0.0018032500000000062,0.07779733333333333,0.07599408333333332,14203.933333333332
RECIFE,2611606,high_inactive,high,False,7,0.01093000000000005,0.5087816666666667,0.49785166666666664,2.6410166666666726,147.02715,144.38613333333333,0.003979133333333315,0.08075486666666666,0.07677573333333335,14313.566666666668
RECIFE,2611606,high_inactive,high,False,8,-0.007725000000000037,0.4974633333333333,0.5051883333333334,-3.0246999999999957,149.74163333333334,152.76633333333334,0.0005205833333333243,0.07786169999999999,0.07734111666666667,14316.333333333334
RECIFE,2611606,high_inactive,high,False,9,-0.007358333333333411,0.49657999999999997,0.5039383333333334,-2.549433333333326,148.1833,150.73273333333333,-0.004827733333333348,0.07811823333333333,0.08294596666666668,13911.183333333332
BELEM,1501402,high_active,high,True,0,-0.00983666666666666,0.36338333333333334,0.37322,17.973899999999986,160.59031666666667,142.61641666666668,0.004211833333333331,0.06658968333333333,0.06237785,13688.883333333333
BELEM,1501402,high_active,high,True,1,0.0038383333333333325,0.3762416666666667,0.37240333333333336,4.833733333333328,152.14421666666667,147.31048333333334,0.0025692333333333373,0.062305766666666665,0.05973653333333333,13691.633333333333
BELEM,1501402,high_active,high,True,2,0.0006050000000000222,0.37451,0.373905,11.14588333333333,163.21895,152.07306666666668,0.006321800000000002,0.06738968333333334,0.061067883333333337,13665.6
BELEM,1501402,high_active,high,True,3,-0.0024533333333333074,0.37616666666666665,0.37861999999999996,9.390699999999981,162.5177,153.127,-0.00047869999999999857,0.06202015,0.06249885,13682.633333333333
BELEM,1501402,high_active,high,True,4,0.004013333333333313,0.37433833333333333,0.370325,9.757216666666665,156.23586666666668,146.47865000000002,0.005934533333333339,0.06631153333333334,0.060377,13661.466666666667
BELEM,1501402,high_active,high,True,5,-0.006926666666666692,0.37004333333333334,0.37697,3.2367166666666662,145.65233333333333,142.41561666666666,0.002735566666666675,0.06263848333333334,0.05990291666666667,13678.483333333334
BELEM,1501402,high_active,high,True,6,-0.005351666666666699,0.37277666666666665,0.37812833333333334,7.5417333333333545,150.57756666666668,143.03583333333333,0.00329985,0.06289493333333333,0.05959508333333333,13643.066666666668
BELEM,1501402,high_active,high,True,7,-0.003993333333333293,0.37507833333333335,0.37907166666666664,13.030233333333342,161.71068333333332,148.68044999999998,0.0028885666666666615,0.0646233,0.06173473333333333,13680.916666666666
BELEM,1501402,high_active,high,True,8,-0.009143333333333281,0.3714066666666667,0.38055,-2.085000000000008,151.5882,153.6732,0.0017349333333333272,0.06549408333333333,0.06375915,13680.65
BELEM,1501402,high_active,high,True,9,0.0065449999999999675,0.37351166666666663,0.36696666666666666,15.906883333333326,162.74098333333333,146.8341,0.004639383333333323,0.06523451666666666,0.060595133333333336,13692.3
CUIABA,5103403,high_active,high,True,0,-0.0015066666666667117,0.3742216666666666,0.37572833333333333,1.944733333333346,187.69231666666667,185.74758333333332,-0.00944795000000001,0.06327811666666666,0.07272606666666667,6669.866666666667
CUIABA,5103403,high_active,high,True,1,-0.007546666666666646,0.3700016666666667,0.3775483333333333,11.854166666666657,192.22421666666665,180.37005,0.0114234,0.07432098333333334,0.06289758333333334,7013.766666666666
CUIABA,5103403,high_active,high,True,2,0.00301499999999999,0.3799533333333333,0.3769383333333333,5.123333333333335,189.86855,184.74521666666666,-0.005186483333333325,0.06288073333333334,0.06806721666666667,6874.55
CUIABA,5103403,high_active,high,True,3,-0.002141666666666653,0.37257666666666667,0.3747183333333333,11.029516666666638,196.95856666666666,185.92905000000002,-0.013204300000000009,0.05889481666666666,0.07209911666666667,6854.116666666667
CUIABA,5103403,high_active,high,True,4,-0.0003866666666666463,0.37692333333333333,0.37731,5.711850000000027,179.87373333333335,174.16188333333332,0.0019772666666666647,0.06086033333333333,0.058883066666666664,7245.5
CUIABA,5103403,high_active,high,True,5,0.00911833333333334,0.38363,0.3745116666666667,-1.7036833333333163,184.39035,186.09403333333333,0.02097480000000001,0.08040365000000001,0.05942885,7385.0
CUIABA,5103403,high_active,high,True,6,0.0072650000000000214,0.38169166666666665,0.37442666666666663,-13.081266666666664,181.46841666666666,194.54968333333332,-0.01624446666666668,0.05534143333333333,0.07158590000000001,6638.15
CUIABA,5103403,high_active,high,True,7,-0.005861666666666654,0.369105,0.37496666666666667,0.40253333333333785,180.2711666666667,179.86863333333335,-0.008011150000000002,0.05801761666666667,0.06602876666666667,6887.583333333333
CUIABA,5103403,high_active,high,True,8,0.004801666666666704,0.37788,0.3730783333333333,-0.9274833333332992,179.68093333333334,180.60841666666664,-0.004990700000000001,0.05388335,0.058874050000000004,7352.616666666667
CUIABA,5103403,high_active,high,True,9,-0.00018499999999999073,0.3750033333333333,0.3751883333333333,0.4773833333333357,181.49491666666665,181.01753333333332,-0.016439100000000012,0.051802716666666665,0.06824181666666668,7004.166666666667
GOIANIA,5208707,high_active,high,True,0,-0.013654999999999973,0.43834,0.451995,1.8492499999999836,175.60793333333334,173.75868333333335,7.053333333334466e-05,0.08411885000000001,0.08404831666666666,15886.8
GOIANIA,5208707,high_active,high,True,1,0.0016283333333333427,0.44289999999999996,0.4412716666666666,9.392133333333334,188.60866666666666,179.21653333333333,0.006172349999999993,0.0847966,0.07862425,15885.083333333334
GOIANIA,5208707,high_active,high,True,2,0.019806666666666695,0.454515,0.4347083333333333,10.274033333333307,180.14624999999998,169.87221666666667,0.0026265166666666756,0.08103488333333334,0.07840836666666666,15869.066666666668
GOIANIA,5208707,high_active,high,True,3,-0.0008033333333333226,0.4465866666666667,0.44739,-2.2221166666666647,174.43635,176.65846666666667,-0.0024234666666666654,0.07613615,0.07855961666666667,15898.683333333332
GOIANIA,5208707,high_active,high,True,4,0.0034916666666666707,0.4531833333333333,0.44969166666666666,-16.149916666666684,171.71903333333333,187.86895,-0.006242816666666665,0.07961445,0.08585726666666667,15847.983333333334
GOIANIA,5208707,high_active,high,True,5,-0.009828333333333328,0.44209333333333334,0.45192166666666667,-6.407950000000028,178.44836666666666,184.8563166666667,0.0010053666666666738,0.08316581666666667,0.08216045,15886.583333333334
GOIANIA,5208707,high_active,high,True,6,0.005721666666666625,0.4419133333333333,0.4361916666666667,6.317499999999967,179.65071666666665,173.3332166666667,-0.0008983833333333358,0.07721521666666667,0.0781136,15863.016666666666
GOIANIA,5208707,high_active,high,True,7,-0.01258333333333328,0.44753000000000004,0.4601133333333333,-8.728849999999994,170.17633333333333,178.90518333333333,0.001282133333333324,0.08139233333333333,0.0801102,15877.933333333332
GOIANIA,5208707,high_active,high,True,8,-0.004641666666666655,0.44681333333333334,0.451455,-15.777950000000004,164.72103333333334,180.49898333333334,-0.0011524333333333414,0.08159849999999999,0.08275093333333333,15896.966666666667
GOIANIA,5208707,high_active,high,True,9,-0.008648333333333313,0.43980833333333336,0.44845666666666667,-4.406916666666689,175.52611666666664,179.93303333333333,0.0029266833333333325,0.08569981666666666,0.08277313333333333,15898.366666666667
MACAPA,1600303,high_active,high,True,0,0.007953333333333312,0.402495,0.3945416666666667,1.8068833333333032,162.6477,160.84081666666668,-0.004008533333333328,0.0725587,0.07656723333333333,4931.983333333334
MACAPA,1600303,high_active,high,True,1,0.013878333333333326,0.41102666666666665,0.3971483333333333,0.7138333333333549,158.80695,158.09311666666665,0.007493349999999996,0.06807518333333333,0.060581833333333335,5086.616666666667
MACAPA,1600303,high_active,high,True,2,0.004964999999999942,0.3963733333333333,0.39140833333333336,9.394283333333306,166.95905,157.56476666666669,0.007814950000000001,0.07785748333333334,0.07004253333333334,5031.483333333334
MACAPA,1600303,high_active,high,True,3,-0.024798333333333367,0.37708166666666665,0.40188,0.6583333333333599,155.58176666666668,154.92343333333332,0.007117849999999995,0.07155743333333334,0.06443958333333334,5071.35
MACAPA,1600303,high_active,high,True,4,0.027401666666666602,0.41740666666666665,0.39000500000000005,-2.28064999999998,154.9385,157.21914999999998,-0.005608149999999978,0.06789201666666668,0.07350016666666666,5054.6
MACAPA,1600303,high_active,high,True,5,0.00026166666666666005,0.4002016666666667,0.39994,-2.514949999999999,153.96975,156.4847,0.00790243333333334,0.06513271666666667,0.05723028333333333,5084.266666666666
MACAPA,1600303,high_active,high,True,6,-0.011461666666666648,0.38952833333333337,0.40099,-0.31720000000004234,153.08374999999998,153.40095000000002,-0.0010835666666666743,0.06356673333333333,0.06465030000000001,5062.466666666666
MACAPA,1600303,high_active,high,True,7,-0.00835166666666659,0.40621500000000005,0.41456666666666664,7.496749999999992,157.31925,149.82250000000002,0.013868766666666657,0.06949763333333332,0.055628866666666665,5056.8
MACAPA,1600303,high_active,high,True,8,-0.0014466666666667072,0.3899683333333333,0.391415,-3.098666666666645,152.63736666666668,155.73603333333332,0.00491193333333334,0.06361591666666667,0.058703983333333334,5044.266666666666
MACAPA,1600303,high_active,high,True,9,-0.023619999999999974,0.39836333333333335,0.4219833333333333,10.337699999999955,167.86986666666664,157.53216666666668,0.006724250000000001,0.0691351,0.062410850000000004,5084.3
MANAUS,1302603,high_active,high,True,0,0.0022699999999999942,0.3851616666666667,0.3828916666666667,-0.3702833333333331,188.89600000000002,189.26628333333335,0.0020501333333333358,0.06363818333333333,0.06158805,25281.95
MANAUS,1302603,high_active,high,True,1,0.0015100000000000113,0.38803166666666666,0.38652166666666665,-1.5448166666666623,181.2583,182.80311666666665,-0.004591366666666666,0.06656621666666666,0.07115758333333333,25281.283333333333
MANAUS,1302603,high_active,high,True,2,-0.0018150000000000666,0.38550166666666663,0.3873166666666667,-6.798866666666669,184.69648333333333,191.49535,0.004262750000000003,0.06542868333333333,0.06116593333333333,25281.483333333334
MANAUS,1302603,high_active,high,True,3,-0.004413333333333269,0.3878433333333334,0.39225666666666664,20.333099999999973,187.90175,167.56865000000002,0.00748416666666666,0.06756923333333333,0.060085066666666666,25281.533333333333
MANAUS,1302603,high_active,high,True,4,0.0020000000000000018,0.3880766666666667,0.3860766666666667,6.2391500000000235,186.43805,180.19889999999998,0.0012431333333333405,0.06582846666666667,0.06458533333333333,25283.183333333334
MANAUS,1302603,high_active,high,True,5,0.003909999999999969,0.38988666666666666,0.3859766666666667,-11.832549999999998,171.46686666666668,183.29941666666667,0.0011536166666666764,0.07183698333333334,0.07068336666666666,25281.15
MANAUS,1302603,high_active,high,True,6,0.00216666666666665,0.3881366666666667,0.38597000000000004,-1.271266666666662,186.98028333333335,188.25155,-0.006788616666666664,0.07467895000000001,0.08146756666666667,25280.75
MANAUS,1302603,high_active,high,True,7,-0.00520833333333337,0.3835133333333333,0.3887216666666667,4.130616666666668,186.37828333333334,182.24766666666667,-0.0069434666666666756,0.07285155,0.07979501666666668,25282.983333333334
MANAUS,1302603,high_active,high,True,8,-0.0037950000000000483,0.38516833333333333,0.3889633333333334,1.15891666666667,190.53861666666666,189.37969999999999,0.00015309999999998936,0.06775838333333332,0.06760528333333334,25278.716666666667
MANAUS,1302603,high_active,high,True,9,0.010671666666666746,0.39168000000000003,0.3810083333333333,-7.334049999999991,188.24346666666668,195.57751666666667,0.0001176666666666687,0.06547603333333334,0.06535836666666667,25281.783333333333
RECIFE,2611606,high_active,high,True,0,-0.007253333333333334,0.510505,0.5177583333333333,-2.185266666666678,144.67583333333332,146.8611,0.0039881833333333255,0.07946761666666666,0.07547943333333333,14328.0
RECIFE,2611606,high_active,high,True,1,0.006161666666666732,0.5100266666666667,0.503865,1.770700000000005,148.92616666666666,147.15546666666665,-0.0008632500000000098,0.07886973333333333,0.07973298333333334,13829.85
RECIFE,2611606,high_active,high,True,2,0.0014049999999999896,0.5160416666666666,0.5146366666666666,8.705266666666631,157.57941666666665,148.87415000000001,-0.004021483333333339,0.08089033333333333,0.08491181666666667,13812.433333333332
RECIFE,2611606,high_active,high,True,3,-0.003401666666666636,0.5145366666666666,0.5179383333333333,0.2175666666666416,147.19978333333333,146.9822166666667,0.0015514666666666815,0.07658605,0.07503458333333332,14783.766666666666
RECIFE,2611606,high_active,high,True,4,-0.010800000000000032,0.504135,0.514935,-2.0270166666666682,152.1584,154.18541666666667,0.0015684666666666708,0.07828448333333334,0.07671601666666666,14381.366666666667
RECIFE,2611606,high_active,high,True,5,0.0038566666666666194,0.513165,0.5093083333333334,4.853650000000016,148.83723333333333,143.9835833333333,0.004572833333333345,0.0821381,0.07756526666666666,14123.75
RECIFE,2611606,high_active,high,True,6,0.005714999999999915,0.515365,0.50965,-4.377516666666651,141.57411666666667,145.95163333333332,0.004856833333333338,0.08085091666666666,0.07599408333333332,14203.933333333332
RECIFE,2611606,high_active,high,True,7,0.009050000000000058,0.5069016666666667,0.49785166666666664,-4.007799999999975,140.37833333333336,144.38613333333333,-0.00040511666666667723,0.07637061666666667,0.07677573333333335,14313.566666666668
RECIFE,2611606,high_active,high,True,8,0.014711666666666678,0.5199,0.5051883333333334,3.245999999999981,156.01233333333332,152.76633333333334,0.0018382333333333278,0.07917935,0.07734111666666667,14316.333333333334
RECIFE,2611606,high_active,high,True,9,0.014348333333333296,0.5182866666666667,0.5039383333333334,-6.979199999999992,143.75353333333334,150.73273333333333,-0.007263050000000007,0.07568291666666667,0.08294596666666668,13911.183333333332
BELEM,1501402,low_inactive,low,False,0,-0.0009350000000000191,0.372285,0.37322,8.712733333333318,151.32915,142.61641666666668,0.00047903333333333686,0.06285688333333334,0.06237785,13688.883333333333
BELEM,1501402,low_inactive,low,False,1,-0.0018633333333333835,0.37054,0.37240333333333336,-4.429249999999996,142.88123333333334,147.31048333333334,0.0004299333333333405,0.06016646666666667,0.05973653333333333,13691.633333333333
BELEM,1501402,low_inactive,low,False,2,0.0069466666666666566,0.38085166666666664,0.373905,3.1029499999999928,155.17601666666667,152.07306666666668,0.0007507333333333296,0.061818616666666666,0.061067883333333337,13665.6
BELEM,1501402,low_inactive,low,False,3,-0.0024033333333332574,0.3762166666666667,0.37861999999999996,-3.242050000000006,149.88495,153.127,-0.0014287499999999995,0.0610701,0.06249885,13682.633333333333
BELEM,1501402,low_inactive,low,False,4,0.007198333333333307,0.3775233333333333,0.370325,5.248950000000008,151.72760000000002,146.47865000000002,0.0006508833333333311,0.06102788333333333,0.060377,13661.466666666667
BELEM,1501402,low_inactive,low,False,5,-0.006521666666666703,0.3704483333333333,0.37697,-0.4452666666666687,141.97035,142.41561666666666,-2.17833333333306e-05,0.059881133333333336,0.05990291666666667,13678.483333333334
BELEM,1501402,low_inactive,low,False,6,-0.001573333333333371,0.376555,0.37812833333333334,2.5678000000000054,145.60363333333333,143.03583333333333,0.0026026833333333346,0.06219776666666667,0.05959508333333333,13643.066666666668
BELEM,1501402,low_inactive,low,False,7,-0.006296666666666673,0.37277499999999997,0.37907166666666664,0.09445000000002324,148.7749,148.68044999999998,0.0009927500000000006,0.06272748333333333,0.06173473333333333,13680.916666666666
BELEM,1501402,low_inactive,low,False,8,0.0003383333333333294,0.38088833333333333,0.38055,-1.3654166666666754,152.30778333333333,153.6732,-0.0018748666666666691,0.06188428333333333,0.06375915,13680.65
BELEM,1501402,low_inactive,low,False,9,0.006810000000000038,0.3737766666666667,0.36696666666666666,-1.8726500000000215,144.96144999999999,146.8341,0.0015690166666666658,0.06216415,0.060595133333333336,13692.3
CUIABA,5103403,low_inactive,low,False,0,-0.011929999999999996,0.36379833333333333,0.37572833333333333,-0.2423166666666532,185.50526666666667,185.74758333333332,-0.0008758333333333396,0.07185023333333333,0.07272606666666667,6669.866666666667
CUIABA,5103403,low_inactive,low,False,1,-0.008208333333333317,0.36934,0.3775483333333333,5.420633333333342,185.79068333333333,180.37005,0.010441883333333332,0.07333946666666667,0.06289758333333334,7013.766666666666
