processing_acps,mun_id,is_capital,capital_mun_id,policy_config,interest_housing,policy_melhorias,seed,delta_regional_gini,regional_gini,regional_gini_base,delta_regional_house_values,regional_house_values,regional_house_values_base,delta_median_affordability,median_affordability,median_affordability_base,pop_base
BELEM,1501501,False,1501402,high_inactive,high,False,2,0.004354999999999942,0.3760516666666666,0.3716966666666667,0.13074999999997772,156.75431666666665,156.62356666666668,0.007973550000000003,0.061748616666666666,0.05377506666666666,566.0
BELEM,1504422,False,1501402,high_inactive,high,False,2,0.02034333333333327,0.38265666666666664,0.3623133333333334,3.6904333333333312,124.24045,120.55001666666666,0.0027789500000000023,0.04323785,0.0404589,1134.6
BELEM,1500800,False,1501402,high_inactive,high,False,3,8.333333333332416e-05,0.37180166666666664,0.3717183333333333,2.786766666666665,148.054,145.26723333333334,-0.002249283333333331,0.05717605,0.05942533333333333,4494.4
BELEM,1501402,True,1501402,high_inactive,high,False,3,-0.012471666666666603,0.36614833333333335,0.37861999999999996,6.867850000000004,159.99485,153.127,-0.001780533333333334,0.06071831666666667,0.06249885,13682.633333333333
BELEM,1501501,False,1501402,high_inactive,high,False,3,0.002746666666666675,0.3788066666666667,0.37606,9.972650000000016,159.6081166666667,149.63546666666667,0.0022623166666666597,0.06177745,0.05951513333333334,544.3333333333334
BELEM,1504422,False,1501402,high_inactive,high,False,3,-0.017330000000000012,0.36346,0.38079,3.9630333333333283,126.59115,122.62811666666667,-0.0007279666666666698,0.039083183333333334,0.039811150000000003,1092.9333333333334
BELEM,1500800,False,1501402,high_inactive,high,False,4,0.007171666666666743,0.38101333333333337,0.3738416666666666,-6.796966666666663,130.2535,137.05046666666667,-0.0021786499999999973,0.05223958333333333,0.05441823333333333,4742.833333333333
BELEM,1501402,True,1501402,high_inactive,high,False,4,0.005598333333333316,0.37592333333333333,0.370325,2.067949999999996,148.5466,146.47865000000002,0.0007046333333333363,0.061081633333333336,0.060377,13661.466666666667
BELEM,1501501,False,1501402,high_inactive,high,False,4,0.002055000000000029,0.378095,0.37604,-3.308716666666669,150.49495,153.80366666666666,-0.0052057166666666654,0.05480165,0.060007366666666666,554.0333333333333
BELEM,1504422,False,1501402,high_inactive,high,False,4,0.01659833333333338,0.40565500000000004,0.38905666666666666,-3.6433833333333325,115.75415,119.39753333333333,-0.00021990000000000204,0.041295116666666666,0.04151501666666667,1088.05
BELEM,1500800,False,1501402,high_inactive,high,False,5,-0.005888333333333384,0.3779833333333333,0.38387166666666667,3.28834999999998,135.68314999999998,132.3948,-0.0030886500000000053,0.05459936666666666,0.05768801666666667,4600.933333333333
BELEM,1501402,True,1501402,high_inactive,high,False,5,-0.003213333333333346,0.3737566666666667,0.37697,2.6702333333333286,145.08585,142.41561666666666,-0.0003656166666666655,0.0595373,0.05990291666666667,13678.483333333334
BELEM,1501501,False,1501402,high_inactive,high,False,5,0.009106666666666707,0.3701433333333333,0.3610366666666666,10.306933333333319,151.20278333333331,140.89585,-0.0010980166666666666,0.05341275,0.05451076666666667,546.1
BELEM,1504422,False,1501402,high_inactive,high,False,5,0.0011183333333333878,0.3908666666666667,0.3897483333333333,5.1210166666666765,114.1667,109.04568333333333,-0.0007352833333333364,0.04191296666666667,0.042648250000000006,1019.45
BELEM,1500800,False,1501402,high_inactive,high,False,6,-0.0074966666666666515,0.37305,0.38054666666666664,0.28318333333334067,132.07295000000002,131.78976666666668,0.0006272000000000014,0.05471045,0.05408325,4967.733333333334
BELEM,1501402,True,1501402,high_inactive,high,False,6,-0.009136666666666682,0.36899166666666666,0.37812833333333334,4.3443499999999915,147.38018333333332,143.03583333333333,-0.0007024166666666637,0.05889266666666667,0.05959508333333333,13643.066666666668
BELEM,1501501,False,1501402,high_inactive,high,False,6,-0.036650000000000016,0.36661,0.40326,8.222716666666685,148.6783,140.45558333333332,-0.008831966666666663,0.046206166666666666,0.05503813333333333,577.3
BELEM,1504422,False,1501402,high_inactive,high,False,6,-0.010571666666666646,0.38375833333333337,0.39433,8.18068333333332,113.00071666666666,104.82003333333334,0.0011400000000000021,0.037185,0.036045,1083.8833333333334
BELEM,1500800,False,1501402,high_inactive,high,False,7,-0.012556666666666716,0.37678666666666666,0.3893433333333334,1.7681333333333384,133.62763333333334,131.8595,-0.002411383333333336,0.05589976666666666,0.05831115,4488.733333333334
BELEM,1501402,True,1501402,high_inactive,high,False,7,-0.007553333333333301,0.37151833333333334,0.37907166666666664,-0.4837833333333208,148.19666666666666,148.68044999999998,-0.00045263333333333405,0.0612821,0.06173473333333333,13680.916666666666
BELEM,1501501,False,1501402,high_inactive,high,False,7,-0.0014866666666666917,0.3797583333333333,0.381245,-9.013233333333346,148.13305,157.14628333333334,0.005929999999999998,0.060976633333333335,0.05504663333333334,524.0833333333334
BELEM,1504422,False,1501402,high_inactive,high,False,7,-0.024963333333333337,0.3790983333333333,0.40406166666666665,-4.2584666666666635,113.16226666666667,117.42073333333333,-0.0026127000000000025,0.04160088333333333,0.044213583333333334,1139.2
BELEM,1500800,False,1501402,high_inactive,high,False,8,-0.004538333333333366,0.38127666666666665,0.385815,-3.5394333333333066,134.16303333333335,137.70246666666665,-0.007060366666666672,0.05123253333333333,0.0582929,4602.35
BELEM,1501402,True,1501402,high_inactive,high,False,8,-0.005088333333333361,0.37546166666666664,0.38055,-5.62478333333334,148.04841666666667,153.6732,-0.002678449999999999,0.0610807,0.06375915,13680.65
BELEM,1501501,False,1501402,high_inactive,high,False,8,0.002554999999999974,0.37414,0.371585,1.6942166666666765,152.06785,150.37363333333332,-0.005403616666666666,0.0484594,0.053863016666666666,534.0
BELEM,1504422,False,1501402,high_inactive,high,False,8,-0.041288333333333316,0.35381999999999997,0.3951083333333333,-3.563533333333325,114.10633333333334,117.66986666666666,-0.010668366666666672,0.03392716666666666,0.04459553333333333,1035.4
BELEM,1500800,False,1501402,high_inactive,high,False,9,0.016495000000000037,0.3855116666666667,0.36901666666666666,7.560649999999981,139.9289,132.36825000000002,0.004053383333333334,0.061216316666666666,0.05716293333333333,4431.483333333334
BELEM,1501402,True,1501402,high_inactive,high,False,9,0.008668333333333333,0.375635,0.36696666666666666,3.6212666666666564,150.45536666666666,146.8341,0.005896283333333328,0.06649141666666666,0.060595133333333336,13692.3
BELEM,1501501,False,1501402,high_inactive,high,False,9,0.021683333333333332,0.3720833333333333,0.3504,21.413016666666664,167.77083333333334,146.35781666666668,0.0024866166666666634,0.060886466666666667,0.05839985,559.4833333333333
BELEM,1504422,False,1501402,high_inactive,high,False,9,-0.004251666666666654,0.3615366666666667,0.3657883333333333,11.974599999999995,129.31913333333333,117.34453333333333,0.007354933333333327,0.04715373333333333,0.0397988,1025.65
CUIABA,5103403,True,5103403,high_inactive,high,False,0,-0.006623333333333314,0.369105,0.37572833333333333,6.832933333333358,192.58051666666668,185.74758333333332,-0.0011045833333333394,0.07162148333333333,0.07272606666666667,6669.866666666667
CUIABA,5108402,False,5103403,high_inactive,high,False,0,0.00038166666666666904,0.38222,0.38183833333333334,-4.675666666666672,155.40791666666667,160.08358333333334,0.002197249999999998,0.060301216666666664,0.058103966666666666,3678.6666666666665
CUIABA,5103403,True,5103403,high_inactive,high,False,1,0.007163333333333355,0.3847116666666667,0.3775483333333333,2.3564666666666767,182.72651666666667,180.37005,0.011123833333333319,0.07402141666666666,0.06289758333333334,7013.766666666666
CUIABA,5108402,False,5103403,high_inactive,high,False,1,-0.010885000000000034,0.37477499999999997,0.38566,12.196550000000002,162.22411666666667,150.02756666666667,0.007815349999999999,0.062074783333333335,0.054259433333333336,3683.65
CUIABA,5103403,True,5103403,high_inactive,high,False,2,-0.002686666666666615,0.3742516666666667,0.3769383333333333,-2.418133333333344,182.32708333333332,184.74521666666666,-0.0037772166666666662,0.06429,0.06806721666666667,6874.55
CUIABA,5108402,False,5103403,high_inactive,high,False,2,0.009348333333333347,0.37705500000000003,0.3677066666666667,-7.2255166666666355,152.1176,159.34311666666665,-0.004325483333333338,0.052324449999999995,0.05664993333333333,3663.9666666666667
CUIABA,5103403,True,5103403,high_inactive,high,False,3,-0.0025616666666666843,0.37215666666666664,0.3747183333333333,-5.414650000000023,180.5144,185.92905000000002,-0.005661866666666668,0.06643725,0.07209911666666667,6854.116666666667
CUIABA,5108402,False,5103403,high_inactive,high,False,3,-0.0037716666666667287,0.3734783333333333,0.37725000000000003,-12.82865000000001,142.6247833333333,155.45343333333332,-0.0032402166666666635,0.054477333333333336,0.05771755,3672.3166666666666
CUIABA,5103403,True,5103403,high_inactive,high,False,4,-0.0027816666666666823,0.3745283333333333,0.37731,11.324966666666654,185.48684999999998,174.16188333333332,-0.0013526166666666603,0.057530450000000004,0.058883066666666664,7245.5
CUIABA,5108402,False,5103403,high_inactive,high,False,4,-0.00015166666666666107,0.37082833333333337,0.37098000000000003,11.56443333333334,147.19303333333335,135.6286,0.0050045499999999965,0.05052146666666667,0.04551691666666667,3665.133333333333
CUIABA,5103403,True,5103403,high_inactive,high,False,5,0.0020999999999999353,0.3766116666666666,0.3745116666666667,-1.5732833333333076,184.52075000000002,186.09403333333333,0.005474116666666674,0.06490296666666667,0.05942885,7385.0
CUIABA,5108402,False,5103403,high_inactive,high,False,5,0.008273333333333355,0.385775,0.3775016666666666,3.968050000000005,151.6131,147.64505,0.004354183333333338,0.05436191666666667,0.05000773333333333,3648.883333333333
CUIABA,5103403,True,5103403,high_inactive,high,False,6,-0.00023000000000000798,0.3741966666666666,0.37442666666666663,-15.000033333333334,179.54964999999999,194.54968333333332,-0.008665583333333338,0.06292031666666667,0.07158590000000001,6638.15
CUIABA,5108402,False,5103403,high_inactive,high,False,6,-0.01014166666666666,0.36865,0.37879166666666664,-4.781683333333319,155.4611,160.2427833333333,-0.0060644000000000045,0.05644643333333333,0.06251083333333333,3681.3166666666666
CUIABA,5103403,True,5103403,high_inactive,high,False,7,-0.004598333333333315,0.37036833333333335,0.37496666666666667,-0.7183833333333496,179.15025,179.86863333333335,-8.920000000001149e-05,0.06593956666666666,0.06602876666666667,6887.583333333333
CUIABA,5108402,False,5103403,high_inactive,high,False,7,0.009814999999999963,0.38364499999999996,0.37383,-8.608083333333354,143.68519999999998,152.29328333333333,0.0037307833333333276,0.0557291,0.05199831666666667,3667.6666666666665
CUIABA,5103403,True,5103403,high_inactive,high,False,8,0.00015666666666674933,0.37323500000000004,0.3730783333333333,6.580583333333351,187.189,180.60841666666664,0.00013384999999999786,0.0590079,0.058874050000000004,7352.616666666667
CUIABA,5108402,False,5103403,high_inactive,high,False,8,-0.009960000000000024,0.37237333333333333,0.38233333333333336,8.189666666666682,148.28826666666666,140.09859999999998,9.830000000000255e-05,0.05006465,0.04996635,3655.0666666666666
CUIABA,5103403,True,5103403,high_inactive,high,False,9,1.5000000000042757e-05,0.37520333333333333,0.3751883333333333,5.901150000000001,186.91868333333332,181.01753333333332,-0.0006378500000000092,0.06760396666666667,0.06824181666666668,7004.166666666667
CUIABA,5108402,False,5103403,high_inactive,high,False,9,-0.010478333333333312,0.38099,0.3914683333333333,7.923949999999991,155.09206666666665,147.16811666666666,0.0028522833333333303,0.06049416666666666,0.05764188333333333,3667.6833333333334
GOIANIA,5200050,False,5208707,high_inactive,high,False,0,-0.03922500000000001,0.4480733333333333,0.48729833333333333,-10.518100000000004,149.79471666666666,160.31281666666666,-0.01044858333333333,0.04498021666666666,0.05542879999999999,247.46666666666667
GOIANIA,5201405,False,5208707,high_inactive,high,False,0,0.014083333333333281,0.44809666666666664,0.43401333333333336,-0.34729999999998995,149.3964,149.7437,-0.00022920000000001273,0.06917141666666667,0.06940061666666668,4780.666666666667
GOIANIA,5208707,True,5208707,high_inactive,high,False,0,-0.0014199999999999768,0.450575,0.451995,-4.767366666666703,168.99131666666665,173.75868333333335,-0.0020089500000000093,0.08203936666666665,0.08404831666666666,15886.8
GOIANIA,5208806,False,5208707,high_inactive,high,False,0,-0.03388333333333332,0.424145,0.4580283333333333,6.689166666666637,152.70364999999998,146.01448333333335,0.008462549999999992,0.062624,0.05416145000000001,549.6166666666667
GOIANIA,5214507,False,5208707,high_inactive,high,False,0,-0.022141666666666615,0.43587000000000004,0.45801166666666665,6.038049999999998,166.01991666666666,159.98186666666666,4.220000000000612e-05,0.06943403333333334,0.06939183333333333,348.0
GOIANIA,5220454,False,5208707,high_inactive,high,False,0,0.00962166666666664,0.4610066666666667,0.45138500000000004,-8.640983333333338,139.59731666666667,148.2383,-0.010096716666666665,0.0588541,0.06895081666666666,968.8833333333333
GOIANIA,5221403,False,5208707,high_inactive,high,False,0,0.037119999999999986,0.4696383333333333,0.43251833333333334,-4.962499999999977,137.63340000000002,142.5959,0.0016266166666666637,0.06142093333333333,0.059794316666666666,1401.7166666666667
GOIANIA,5200050,False,5208707,high_inactive,high,False,1,-0.011118333333333341,0.4315866666666667,0.442705,-2.8564666666666483,148.621,151.47746666666666,0.0020840166666666604,0.04675201666666667,0.044668000000000006,216.75
GOIANIA,5201405,False,5208707,high_inactive,high,False,1,-0.021106666666666662,0.43391833333333335,0.455025,2.761099999999999,158.0977,155.3366,-0.0016733833333333337,0.06022835,0.061901733333333334,5101.983333333334
GOIANIA,5208707,True,5208707,high_inactive,high,False,1,-0.003604999999999914,0.4376666666666667,0.4412716666666666,2.773216666666684,181.98975000000002,179.21653333333333,-0.0018059333333333427,0.07681831666666666,0.07862425,15885.083333333334
GOIANIA,5208806,False,5208707,high_inactive,high,False,1,0.08550166666666664,0.47729166666666667,0.39179,5.061716666666712,151.5362166666667,146.47449999999998,-0.0069712333333333334,0.048668833333333335,0.05564006666666667,474.1166666666667
GOIANIA,5214507,False,5208707,high_inactive,high,False,1,0.0767566666666667,0.4767133333333333,0.3999566666666666,-0.7491666666666674,185.36798333333334,186.11715,0.003957983333333331,0.06704695,0.06308896666666666,274.75
GOIANIA,5220454,False,5208707,high_inactive,high,False,1,0.010364999999999958,0.43080666666666667,0.4204416666666667,6.080600000000004,148.9075,142.8269,-0.0009023499999999962,0.0527935,0.053695849999999996,1072.3166666666666
GOIANIA,5221403,False,5208707,high_inactive,high,False,1,0.02044833333333329,0.447215,0.4267666666666667,12.528750000000002,157.0034,144.47465,-0.0035121499999999986,0.054322300000000004,0.05783445,1351.3166666666666
GOIANIA,5200050,False,5208707,high_inactive,high,False,2,-0.03709666666666667,0.42100000000000004,0.4580966666666667,-0.3055833333333453,159.72273333333334,160.02831666666668,-0.0063592833333333335,0.04929956666666667,0.05565885,187.03333333333333
GOIANIA,5201405,False,5208707,high_inactive,high,False,2,-0.0022166666666666446,0.4342416666666667,0.43645833333333334,-3.0190500000000213,141.88786666666667,144.9069166666667,0.0023717000000000044,0.06517056666666667,0.06279886666666666,5118.916666666667
GOIANIA,5208707,True,5208707,high_inactive,high,False,2,0.0026900000000000257,0.43739833333333333,0.4347083333333333,-2.794633333333337,167.07758333333334,169.87221666666667,0.0004723000000000088,0.07888066666666667,0.07840836666666666,15869.066666666668
GOIANIA,5208806,False,5208707,high_inactive,high,False,2,0.01758666666666664,0.4398433333333333,0.42225666666666667,-3.27406666666667,131.89466666666667,135.16873333333334,-0.003907216666666664,0.04972346666666667,0.05363068333333333,500.6
GOIANIA,5214507,False,5208707,high_inactive,high,False,2,-0.0010800000000000254,0.41920999999999997,0.42029,-10.02673333333334,156.08418333333333,166.11091666666667,0.0010593666666666723,0.0674021,0.06634273333333333,330.0833333333333
GOIANIA,5220454,False,5208707,high_inactive,high,False,2,0.011521666666666652,0.43102666666666667,0.419505,-0.903916666666646,147.23713333333336,148.14105,0.003962683333333328,0.05986936666666667,0.05590668333333334,1044.5666666666666
GOIANIA,5221403,False,5208707,high_inactive,high,False,2,-0.017378333333333384,0.4383483333333333,0.45572666666666667,-8.123099999999994,133.2327,141.3558,-0.0023391166666666616,0.0544606,0.05679971666666666,1412.3666666666666
GOIANIA,5200050,False,5208707,high_inactive,high,False,3,0.024099999999999955,0.43936333333333333,0.4152633333333334,-7.247066666666683,162.26861666666667,169.51568333333336,0.01031593333333334,0.05694526666666667,0.04662933333333333,196.53333333333333
GOIANIA,5201405,False,5208707,high_inactive,high,False,3,0.004713333333333292,0.44644666666666666,0.44173333333333337,-2.413616666666684,149.00799999999998,151.42161666666667,-0.0012268999999999891,0.06469873333333334,0.06592563333333333,4917.216666666666
GOIANIA,5208707,True,5208707,high_inactive,high,False,3,0.003318333333333312,0.4507083333333333,0.44739,-3.3104999999999905,173.34796666666668,176.65846666666667,0.0026516500000000054,0.08121126666666667,0.07855961666666667,15898.683333333332
GOIANIA,5208806,False,5208707,high_inactive,high,False,3,-0.003228333333333333,0.430695,0.4339233333333333,-12.000416666666666,131.41295,143.41336666666666,0.004098499999999998,0.0578305,0.053732,484.6333333333333
GOIANIA,5214507,False,5208707,high_inactive,high,False,3,0.051983333333333326,0.49175833333333335,0.439775,-13.287766666666641,165.8964,179.18416666666664,-0.01581896666666667,0.05956675,0.07538571666666667,314.51666666666665
GOIANIA,5220454,False,5208707,high_inactive,high,False,3,-0.0007866666666667133,0.44886499999999996,0.44965166666666667,-3.3416833333333216,144.4539166666667,147.7956,-0.008579449999999995,0.05414443333333333,0.06272388333333333,1009.55
GOIANIA,5221403,False,5208707,high_inactive,high,False,3,-0.03194000000000008,0.42988666666666664,0.4618266666666667,-3.854450000000014,141.14008333333334,144.99453333333335,-0.005287033333333337,0.0575969,0.06288393333333334,1380.5333333333333
GOIANIA,5200050,False,5208707,high_inactive,high,False,4,0.010855000000000059,0.42984333333333336,0.4189883333333333,-11.519533333333328,179.4108,190.93033333333332,-0.007201566666666659,0.04938223333333334,0.0565838,262.56666666666666
GOIANIA,5201405,False,5208707,high_inactive,high,False,4,0.009421666666666662,0.4517716666666667,0.44235,-9.731400000000008,150.32915,160.06055,-0.0053052499999999905,0.06212708333333334,0.06743233333333333,5082.15
GOIANIA,5208707,True,5208707,high_inactive,high,False,4,-0.006900000000000017,0.44279166666666664,0.44969166666666666,-12.725133333333332,175.14381666666668,187.86895,-0.005230799999999994,0.08062646666666667,0.08585726666666667,15847.983333333334
GOIANIA,5208806,False,5208707,high_inactive,high,False,4,0.0248983333333333,0.491305,0.4664066666666667,-12.38209999999998,143.24276666666668,155.62486666666666,-0.010812883333333329,0.04927758333333333,0.06009046666666666,555.4
GOIANIA,5214507,False,5208707,high_inactive,high,False,4,0.025491666666666746,0.4367533333333334,0.41126166666666664,-7.348649999999992,178.49595,185.84459999999999,-0.013993233333333327,0.06314841666666667,0.07714164999999999,315.98333333333335
GOIANIA,5220454,False,5208707,high_inactive,high,False,4,0.01807333333333333,0.43844,0.42036666666666667,-0.7708666666666772,163.61801666666668,164.38888333333335,0.0010732499999999978,0.06548645,0.0644132,1058.8166666666666
GOIANIA,5221403,False,5208707,high_inactive,high,False,4,0.02070500000000003,0.46007166666666666,0.4393666666666666,-5.611683333333303,147.23156666666668,152.84324999999998,-0.004191333333333325,0.06087873333333334,0.06507006666666666,1368.55
GOIANIA,5200050,False,5208707,high_inactive,high,False,5,0.010089999999999988,0.49631333333333333,0.48622333333333334,-16.15180000000001,163.44125,179.59305,-0.0072490999999999944,0.06593675,0.07318585,225.58333333333334
GOIANIA,5201405,False,5208707,high_inactive,high,False,5,0.0002650000000000152,0.4449383333333333,0.4446733333333333,-6.82746666666668,155.47936666666666,162.30683333333334,0.002932633333333323,0.06841033333333332,0.0654777,4965.4
GOIANIA,5208707,True,5208707,high_inactive,high,False,5,0.0011866666666666692,0.45310833333333334,0.45192166666666667,-7.090933333333339,177.76538333333335,184.8563166666667,-0.001868333333333333,0.08029211666666666,0.08216045,15886.583333333334
GOIANIA,5208806,False,5208707,high_inactive,high,False,5,0.04159666666666667,0.4615316666666667,0.419935,3.390833333333319,153.33435,149.94351666666668,0.004946533333333336,0.05577588333333334,0.05082935,510.0
GOIANIA,5214507,False,5208707,high_inactive,high,False,5,0.045399999999999996,0.464925,0.419525,-7.847983333333332,162.14365,169.99163333333334,-0.008739483333333353,0.06590133333333333,0.07464081666666668,308.1666666666667
GOIANIA,5220454,False,5208707,high_inactive,high,False,5,0.01067166666666669,0.44572500000000004,0.43505333333333335,-13.04206666666667,148.2602,161.30226666666667,0.0006477166666666659,0.0603321,0.059684383333333334,1090.9166666666667
GOIANIA,5221403,False,5208707,high_inactive,high,False,5,-0.008863333333333334,0.4340966666666667,0.44296,-2.6873500000000377,144.72463333333332,147.41198333333335,0.006968466666666666,0.0647084,0.05773993333333333,1315.35
GOIANIA,5200050,False,5208707,high_inactive,high,False,6,-0.02143833333333328,0.43502500000000005,0.45646333333333333,-0.8305000000000291,169.71213333333333,170.54263333333336,0.011745466666666662,0.0540581,0.042312633333333335,222.13333333333333
GOIANIA,5201405,False,5208707,high_inactive,high,False,6,0.0011683333333333268,0.44397333333333333,0.442805,0.5256166666666786,150.74103333333332,150.21541666666664,0.0011289333333333457,0.06540093333333334,0.064272,5100.05
GOIANIA,5208707,True,5208707,high_inactive,high,False,6,0.010841666666666638,0.44703333333333334,0.4361916666666667,-0.6453000000000202,172.68791666666667,173.3332166666667,-0.0003347499999999948,0.07777885000000001,0.0781136,15863.016666666666
GOIANIA,5208806,False,5208707,high_inactive,high,False,6,0.026410000000000045,0.4643216666666667,0.43791166666666664,-5.570049999999981,130.23188333333334,135.80193333333332,0.008330449999999996,0.05469553333333333,0.046365083333333335,585.8833333333333
GOIANIA,5214507,False,5208707,high_inactive,high,False,6,0.05629666666666666,0.46313,0.4068333333333333,12.642483333333331,171.16086666666666,158.51838333333333,0.011669683333333333,0.06296925,0.05129956666666667,356.78333333333336
GOIANIA,5220454,False,5208707,high_inactive,high,False,6,-0.016695000000000015,0.41853833333333335,0.43523333333333336,1.088899999999967,148.96526666666665,147.87636666666668,-0.0033906833333333386,0.054817116666666665,0.058207800000000004,986.2166666666667
GOIANIA,5221403,False,5208707,high_inactive,high,False,6,-0.03674166666666667,0.419,0.45574166666666666,3.369100000000003,146.80711666666667,143.43801666666667,0.0028921833333333327,0.060112566666666666,0.05722038333333333,1462.0
GOIANIA,5200050,False,5208707,high_inactive,high,False,7,0.10148666666666661,0.47866666666666663,0.37718,3.3982833333332962,161.42836666666665,158.03008333333335,0.004364283333333337,0.05722885,0.05286456666666666,224.71666666666667
GOIANIA,5201405,False,5208707,high_inactive,high,False,7,-0.0024066666666666126,0.44831000000000004,0.45071666666666665,-1.0720333333333372,154.35703333333333,155.42906666666667,-0.00011336666666666995,0.06341445,0.06352781666666667,4944.683333333333
GOIANIA,5208707,True,5208707,high_inactive,high,False,7,-0.0007066666666666888,0.45940666666666663,0.4601133333333333,-5.148166666666668,173.75701666666666,178.90518333333333,-0.00045951666666667335,0.07965068333333333,0.0801102,15877.933333333332
GOIANIA,5208806,False,5208707,high_inactive,high,False,7,0.010224999999999984,0.455165,0.44494,9.630066666666664,151.69571666666667,142.06565,-0.002722466666666659,0.05330013333333334,0.0560226,525.25
GOIANIA,5214507,False,5208707,high_inactive,high,False,7,0.1316816666666667,0.5337783333333334,0.40209666666666666,6.519766666666669,168.38008333333335,161.86031666666668,0.0022345833333333384,0.06447335,0.06223876666666666,381.0833333333333
GOIANIA,5220454,False,5208707,high_inactive,high,False,7,-0.01937833333333333,0.46225,0.4816283333333333,6.311399999999992,156.64828333333332,150.33688333333333,0.0024490999999999957,0.06253148333333333,0.060082383333333336,1042.9666666666667
GOIANIA,5221403,False,5208707,high_inactive,high,False,7,-0.003631666666666644,0.47389333333333333,0.477525,-12.652666666666676,139.77166666666665,152.42433333333332,0.00031939999999999746,0.05687296666666666,0.056553566666666666,1374.6666666666667
GOIANIA,5200050,False,5208707,high_inactive,high,False,8,0.006551666666666678,0.4631166666666667,0.456565,-36.52333333333331,156.63466666666667,193.158,-0.007354966666666664,0.050110933333333336,0.0574659,198.4
GOIANIA,5201405,False,5208707,high_inactive,high,False,8,0.01902666666666669,0.46132500000000004,0.44229833333333335,-1.2658666666666818,152.80678333333333,154.07265,0.005331683333333323,0.07070663333333332,0.06537495,4961.4
GOIANIA,5208707,True,5208707,high_inactive,high,False,8,0.005328333333333324,0.4567833333333333,0.451455,-2.497550000000018,178.00143333333332,180.49898333333334,0.002339250000000001,0.08509018333333333,0.08275093333333333,15896.966666666667
GOIANIA,5208806,False,5208707,high_inactive,high,False,8,-0.00441666666666668,0.457245,0.4616616666666667,-8.358900000000034,142.22539999999998,150.5843,-0.0030317666666666646,0.05354866666666667,0.05658043333333333,489.23333333333335
GOIANIA,5214507,False,5208707,high_inactive,high,False,8,0.025168333333333348,0.4546516666666667,0.42948333333333333,4.746783333333326,174.30676666666668,169.55998333333335,0.008444233333333329,0.06529473333333333,0.0568505,361.18333333333334
GOIANIA,5220454,False,5208707,high_inactive,high,False,8,0.0016766666666666596,0.45698,0.45530333333333334,-14.62484999999998,150.89215000000002,165.517,0.002453433333333338,0.06578245,0.06332901666666667,995.7
GOIANIA,5221403,False,5208707,high_inactive,high,False,8,0.003768333333333318,0.448555,0.44478666666666666,-6.508616666666654,149.15645,155.66506666666666,-0.0034152499999999947,0.06225273333333334,0.06566798333333333,1277.9666666666667
GOIANIA,5200050,False,5208707,high_inactive,high,False,9,-0.012060000000000015,0.4415266666666666,0.45358666666666664,-8.218483333333296,179.9944166666667,188.2129,-0.0012680499999999928,0.06597366666666667,0.06724171666666666,199.13333333333333
