
2010-01-01;3512803;8.518;588;37.977;0.4986;227.364;0.2075;0.76993;0.065;199.355983;33.884742;177.683657;12.238760;0
2010-01-01;3556206;6.760;1071;88.475;0.4724;305.814;0.2114;0.82085;0.083;291.554626;61.718637;228.749888;17.801832;2
2010-01-01;3552403;21.390;2413;641.679;0.4739;225.652;0.1180;0.76163;0.266;610.438358;139.054221;439.530550;27.230308;1
2010-01-01;3536505;11.296;819;133.604;0.4870;264.555;0.1986;0.79734;0.163;162.365118;47.196605;119.277006;15.576603;1
2010-01-01;3531803;8.073;491;16.503;0.4996;226.368;0.1463;0.73419;0.034;50.141515;28.294912;39.934397;11.126145;2
2010-01-01;3556701;4.710;633;171.811;0.4837;303.514;0.1562;0.81915;0.271;220.772929;36.477962;165.320272;13.351374;0
2010-01-01;3509502;73.167;10823;2457.965;0.4837;279.510;0.1640;0.80465;0.227;1935.950475;623.698233;1334.784996;28.474812;11
2010-01-01;3519071;14.337;1918;428.178;0.4982;217.822;0.1484;0.75581;0.223;239.544283;110.528801;159.242799;27.230308;2
2010-02-01;3512803;8.230;589;47.721;0.4594;163.870;0.2195;0.77005;0.081;301.965566;75.375185;261.912064;29.362683;0
2010-02-01;3556206;6.751;1072;167.651;0.4675;181.850;0.2185;0.82320;0.156;771.913683;137.232652;647.376804;42.709356;0
2010-02-01;3552403;21.393;2427;581.900;0.6013;164.456;0.1272;0.75852;0.240;1193.003653;310.017387;871.262948;65.329733;8
2010-02-01;3536505;11.196;823;120.047;0.5536;162.512;0.2330;0.79609;0.146;477.570825;105.170517;390.124441;37.370687;2
2010-02-01;3531803;8.137;492;20.476;0.6151;154.879;0.1636;0.73405;0.042;100.689870;62.952463;79.608922;26.693348;3
2010-02-01;3556701;4.700;634;350.684;0.5950;194.994;0.1678;0.82095;0.553;552.119128;81.138303;411.113926;32.032018;0
2010-02-01;3509502;73.418;10823;3861.351;0.5567;180.532;0.1703;0.80718;0.357;5072.591863;1386.093924;3571.634938;68.315492;10
2010-02-01;3519071;13.955;1915;440.508;0.6151;155.752;0.1736;0.75849;0.230;607.285796;245.425571;434.920756;65.329733;4
2010-03-01;3512803;8.484;589;120.329;0.3847;153.477;0.2219;0.77192;0.204;448.673526;128.187350;372.618238;53.142759;0
2010-03-01;3556206;6.717;1071;276.437;0.4312;179.691;0.2210;0.82610;0.258;1078.507911;233.262922;872.613776;77.298558;0
2010-03-01;3552403;21.117;2420;939.795;0.5477;161.916;0.1343;0.76212;0.388;1843.764037;527.004553;1301.667029;118.238590;10
2010-03-01;3536505;11.107;826;296.330;0.4895;151.322;0.2509;0.79508;0.359;691.192751;179.233079;536.971580;67.636238;0
2010-03-01;3531803;8.251;498;58.159;0.5592;158.642;0.1677;0.72784;0.117;227.306587;107.605194;189.321660;48.311599;3
2010-03-01;3556701;4.966;632;384.768;0.5377;228.452;0.1670;0.82692;0.609;892.382271;137.806025;665.699329;57.973918;0
2010-03-01;3509502;74.152;10830;5078.188;0.4965;195.190;0.1752;0.80954;0.469;8659.435614;2357.156322;6002.974379;123.642438;16
2010-03-01;3519071;14.066;1913;564.108;0.5501;157.351;0.1922;0.76155;0.295;1181.345779;416.953029;892.630983;118.238590;2
2010-04-01;3512803;8.454;589;67.906;0.4176;170.208;0.2244;0.77385;0.115;592.248316;184.179764;483.775212;78.654337;0
