cod_ibge,ano,qtd_uh_financiadas,vlr_subsidio
291480,2015,1176,19909649.64
291480,2016,768,6582602.319999999
291480,2017,780,10025885.440000003
291480,2018,448,5882086.56
291480,2019,292,2812724.9599999995
291480,2020,108,1635383.5199999998
291480,2021,88,754387.0399999999
291480,2022,416,4841702.32
291480,2023,1080,18703305.0
291480,2024,580,5940854.919999999
291480,2025,140,2144429.8799999994
291490,2011,4,0.0
291490,2015,8,0.0
291490,2022,4,0.0
291490,2023,4,0.0
291500,2009,4,8168.0
291510,2009,16,107976.0
291510,2010,8,40140.0
291510,2012,12,59271.04
291510,2013,4,24931.6
291510,2014,16,266994.68
291510,2018,4,0.0
291510,2021,4,102660.16
291520,2009,12,102764.0
291520,2010,32,276768.0
291520,2011,4,0.0
291520,2012,48,953089.4400000002
291520,2013,36,656462.92
291520,2014,28,509923.76
291520,2015,36,439393.28
291520,2016,52,935110.6
291520,2017,40,682527.6799999999
291520,2018,24,502988.76
291520,2019,8,79067.32
291520,2022,4,0.0
291520,2023,20,116286.36
291520,2024,28,30855.36
291520,2025,12,884.0
291530,2009,8,59708.0
291530,2013,8,119977.72
291530,2014,8,106815.0
291540,2012,4,0.0
291550,2009,20,245056.0
291550,2010,28,221488.0
291550,2011,8,24724.0
291550,2012,16,165576.08000000002
291550,2013,16,156533.28
291550,2014,8,141475.52000000002
291550,2015,4,76675.96
291550,2021,20,540014.3999999999
291550,2022,84,1824003.44
291550,2023,40,1213758.52
291550,2024,36,659119.24
291550,2025,8,61962.8
291560,2009,608,1996636.0
291560,2010,268,2590500.0
291560,2011,244,685428.0
291560,2012,244,3078720.12
291560,2013,244,4121162.959999999
291560,2014,208,3303128.72
291560,2015,144,2245844.16
291560,2016,152,2220808.4399999995
291560,2017,40,555069.16
291560,2018,64,1463112.2
291560,2019,164,2720977.16
291560,2020,184,3873321.08
291560,2021,104,1843083.16
291560,2022,40,332755.64
291560,2023,84,1067709.4
291560,2024,144,2913327.72
291560,2025,64,1126564.9200000002
291570,2011,4,8000.0
291580,2009,128,972648.0
291580,2010,96,1198364.0
291580,2011,76,254752.0
291580,2012,76,1175915.3999999997
291580,2013,68,1232720.92
291580,2014,100,1940098.36
291580,2015,184,3862655.12
291580,2016,52,1163160.76
291580,2017,60,1277303.64
291580,2018,20,297410.48
291580,2019,32,501288.8399999999
291580,2021,4,61545.44
291580,2022,8,0.0
291580,2023,8,86325.68
291580,2024,4,0.0
291600,2009,20,77160.0
291600,2010,24,363296.0
291600,2011,48,337032.0
291600,2012,40,839510.4
291600,2013,52,1158891.64
291600,2014,84,1682648.2399999995
291600,2015,36,817235.6799999999
291600,2016,16,346342.68000000005
291600,2017,16,300419.24
291600,2019,4,52614.44
291600,2020,4,17255.84
291600,2023,4,11531.72
291600,2024,4,0.0
291610,2009,12,237236.0
291610,2010,16,179208.0
291610,2011,16,0.0
291610,2012,16,115422.08
291610,2013,32,265506.6
291610,2014,28,133079.2
291610,2015,4,0.0
291610,2017,12,79855.44
291610,2018,4,17359.920000000002
291610,2021,4,86507.44
291610,2023,4,0.0
291620,2009,4,9444.0
291620,2010,8,0.0
291630,2010,4,40140.0
291630,2012,4,29126.2
291630,2014,12,55335.48
291630,2016,4,0.0
291630,2023,4,916.0
291640,2009,316,2694256.0
291640,2010,428,6946332.0
291640,2011,964,8731152.0
291640,2012,1056,23312316.84
291640,2013,904,21315149.92
291640,2014,1016,22450966.40000001
291640,2015,784,15748681.720000004
291640,2016,380,5770497.88
291640,2017,288,5397666.960000001
291640,2018,144,2786810.16
291640,2019,220,4350483.6
291640,2020,188,3947472.56
291640,2021,148,2889735.16
291640,2022,88,1071077.36
291640,2023,300,4224340.760000001
291640,2024,312,5544729.279999999
291640,2025,92,1598154.04
291650,2013,4,55793.2
291650,2014,4,38303.84
291650,2015,4,63999.96
291650,2024,20,989959.96
291650,2025,8,426126.16
291660,2009,12,141808.0
291660,2010,20,182628.0
291660,2012,4,44650.4
291660,2014,8,79986.92
291660,2015,8,63999.96
291660,2023,4,0.0
291670,2009,8,16256.0
291680,2009,28,321244.0
291680,2010,136,2128744.0
291680,2011,188,1241360.0
291680,2012,344,6868479.16
291680,2013,456,9636103.92
291680,2014,592,12559477.360000003
291680,2015,304,6334405.359999999
291680,2016,168,3006402.92
291680,2017,76,1533170.12
291680,2018,28,694812.5599999999
291680,2019,16,309662.24
291680,2020,16,313050.8
291680,2021,20,382300.4
291680,2022,36,380659.76
291680,2023,40,627890.44
291680,2024,112,3077160.16
291680,2025,28,885326.6799999999
291685,2009,12,74512.0
291685,2010,8,50244.0
291685,2011,16,8000.0
291685,2012,4,52274.04
291685,2013,4,63999.96
291690,2009,28,48768.0
291690,2010,4,7216.0
291690,2011,4,8000.0
291690,2012,12,147829.4
291690,2013,4,63999.96000000001
291690,2014,4,61850.84
291690,2015,4,57686.560000000005
291690,2016,16,198220.44
291690,2017,4,83999.95999999999
291700,2011,4,0.0
291700,2013,4,56712.76
291700,2014,4,34008.56
291700,2015,4,57904.44
291700,2016,4,45295.04
291700,2017,12,43616.8
291700,2018,4,0.0
291700,2022,4,0.0
291700,2023,12,23173.88
291700,2024,4,88834.48000000001
291710,2009,4,40140.0
291710,2010,16,210932.0
291710,2011,20,32000.0
291710,2012,16,235806.32
291710,2013,8,100548.8
291710,2014,8,127999.92
291710,2015,80,1565257.84
291710,2016,64,1030801.88
291710,2017,32,628081.6
291710,2018,4,0.0
291710,2020,4,23827.48
291710,2022,12,11639.64
291710,2023,16,92594.16
291710,2024,20,127137.84
291710,2025,12,207848.36
291720,2015,4,0.0
291720,2019,4,19495.96
291730,2009,20,93384.0
291730,2010,8,0.0
291730,2011,16,69652.0
291730,2012,4,52406.8
291730,2013,4,63999.96
291730,2015,8,135809.91999999998
291730,2016,8,43610.12
291730,2017,4,60475.08
291730,2019,8,81845.52
291730,2024,8,0.0
291733,2009,12,40336.0
291733,2010,4,11612.0
291733,2011,8,32000.0
291733,2013,4,54847.08
291735,2012,8,141864.32
291735,2013,16,262736.52
291735,2014,16,229735.2
291735,2015,40,594571.84
291735,2016,16,202115.88
291735,2017,4,77406.4
291735,2019,12,198537.08
291735,2024,4,0.0
291740,2009,4,33940.0
291740,2011,4,0.0
291740,2013,12,146180.84
291740,2014,16,305395.84
291740,2015,12,205456.64
291740,2017,8,199372.16
291740,2019,4,89498.92000000001
291740,2020,4,36966.64
291740,2023,4,138593.6
291740,2024,12,91685.88
291740,2025,4,88030.12
291750,2009,120,992072.0
291750,2010,308,5082452.0
291750,2011,296,1996370.4
291750,2012,176,2438471.04
291750,2013,84,1410707.32
291750,2014,64,820838.7200000001
291750,2015,48,340847.36000000004
291750,2016,452,6572321.919999997
291750,2017,36,448667.84
291750,2018,52,624491.72
291750,2019,44,595902.2799999999
291750,2020,52,557343.2
291750,2022,24,0.0
291750,2023,60,0.0
291750,2024,92,164102.4
291750,2025,16,0.0
291760,2009,284,709832.0
291760,2010,52,296268.0
291760,2011,64,197504.0
291760,2012,56,924469.04
291760,2013,40,721296.5599999999
291760,2014,60,644980.12
291760,2015,28,306460.68
291760,2016,40,435374.0
291760,2017,24,213774.24
291760,2018,4,89724.0
291760,2019,28,325015.96
291760,2020,4,75999.95999999999
291760,2022,16,508876.92
291760,2023,16,302411.56
291760,2024,88,891005.56
291760,2025,20,240855.4
291770,2009,20,177776.0
291770,2010,24,184652.0
291770,2011,28,30000.0
291770,2012,48,558837.52
291770,2013,44,465184.4
291770,2014,68,871870.6399999999
291770,2015,24,241379.60000000003
291770,2016,24,149758.48
291770,2017,8,101448.64
291770,2018,4,0.0
291770,2019,12,101786.76
291770,2020,8,41265.6
291770,2021,4,0.0
291780,2011,4,0.0
291790,2012,4,38907.32
291800,2009,764,6867614.68
291800,2010,724,10549956.0
291800,2011,848,7329124.0
291800,2012,1080,24080906.08000001
291800,2013,916,20927227.80000001
291800,2014,696,14845733.48
291800,2015,904,19733468.880000003
291800,2016,612,9989866.760000002
291800,2017,692,10621392.159999998
291800,2018,560,11779828.239999998
291800,2019,572,10951405.0
291800,2020,220,3631983.68
291800,2021,244,4960722.720000001
291800,2022,356,6185903.5200000005
291800,2023,292,5294972.0
291800,2024,384,7407351.959999999
291800,2025,112,1662427.68
291810,2009,416,4194176.0
291810,2010,8,80280.0
291810,2011,24,104156.0
291810,2012,12,188498.12
291810,2013,36,146231.72
291810,2014,56,936843.5199999998
291810,2015,172,3040931.8
291810,2016,116,1741309.5200000005
291810,2017,88,1597761.84
291810,2018,32,450683.6
291810,2019,32,294543.16000000003
291810,2020,32,595455.3600000001
291810,2021,56,924249.72
291810,2022,72,1288657.3200000003
291810,2023,108,1829925.0
291810,2024,200,8305523.440000002
291810,2025,64,2957666.2800000007
291820,2009,8,65000.0
291820,2011,4,0.0
291830,2009,44,131956.0
291830,2010,16,129512.0
291830,2011,4,0.0
291830,2012,12,86853.88
291830,2014,4,17740.84
291835,2009,24,141716.0
291835,2010,16,128812.0
291835,2011,24,24000.0
291835,2012,16,119326.84
291835,2013,12,222896.96
291835,2014,20,330936.31999999995
291835,2015,8,76675.95999999999
291835,2016,8,144046.28
291835,2018,4,91019.96
291835,2019,20,487707.56000000006
291835,2020,4,83999.95999999999
291835,2022,4,0.0
291835,2024,8,4311.4400000000005
291840,2009,364,4382363.28
291840,2010,1416,31014900.0
291840,2011,1148,12966622.4
291840,2012,780,15345770.880000006
291840,2013,2148,50379342.52000001
291840,2014,1152,22735065.360000007
291840,2015,1036,21046129.56
291840,2016,868,14465903.719999995
291840,2017,984,18742222.16
291840,2018,1388,24264665.64
291840,2019,464,7026140.479999999
291840,2020,692,16475494.919999998
291840,2021,952,24373109.92
291840,2022,896,20418521.36
291840,2023,1752,58061897.44
291840,2024,1940,55230151.47999999
291840,2025,616,13686650.36
291845,2009,4,9960.0
291850,2010,4,44616.0
291850,2011,4,8000.0
291850,2014,4,63999.96
291850,2017,8,83999.95999999999
291850,2020,4,26633.48
291850,2024,4,0.0
291870,2009,16,52840.0
291875,2009,4,17020.0
291875,2013,8,187747.96
291875,2014,4,83379.95999999999
291875,2015,12,285883.88
291875,2016,4,71199.95999999999
291880,2012,4,11463.08
291890,2010,4,69636.0
291890,2011,16,108000.0
291890,2013,16,334100.0
291890,2014,20,378526.16
291890,2015,28,642339.72
291890,2016,16,415981.56000000006
291905,2009,40,124012.0
291905,2014,4,33933.48
291905,2015,4,102035.96
291915,2009,44,377768.0
291915,2010,52,468472.0
291915,2011,12,68000.0
291915,2012,48,635428.64
291915,2013,8,140675.91999999998
291915,2014,32,563563.08
291915,2015,16,279575.84
291915,2016,16,243230.8
291915,2017,16,175931.63999999998
291915,2018,8,28292.32
291915,2019,8,116031.68
291915,2020,4,15321.2
291915,2023,8,96190.36
291915,2024,8,0.0
291920,2009,1672,26130008.0
291920,2010,2012,33321936.0
291920,2011,5200,43366408.0
291920,2012,8428,159282533.4799998
291920,2013,5088,96697276.87999997
291920,2014,2612,41982903.52000001
291920,2015,4568,71923782.44000003
291920,2016,3964,54973473.40000002
291920,2017,4616,77127150.52
291920,2018,4136,99733913.88000008
291920,2019,3704,39583950.24000004
291920,2020,1316,14936367.880000016
291920,2021,272,3422624.72
291920,2022,868,10822598.12
291920,2023,1492,26289591.2
291920,2024,724,5384869.36
291920,2025,160,1284745.16
291930,2015,8,0.0
291940,2009,4,35568.0
291940,2010,4,42820.0
291940,2011,4,8000.0
291940,2012,4,29536.28
291940,2013,4,63999.96
291940,2014,8,82494.96
291940,2015,20,304091.84
291940,2016,8,140595.96
291940,2018,4,0.0
291940,2022,4,13807.88
291940,2024,4,167139.04
291940,2025,8,188866.08
291950,2009,212,3356648.76
291950,2010,580,10647560.0
291950,2011,868,8482988.0
291950,2012,1216,28019867.48
291950,2013,1028,25608305.92
291950,2014,1060,25634548.84
291950,2015,616,13606334.4
291950,2016,228,4602732.16
291950,2017,148,2723701.96
291950,2018,40,578769.28
291950,2019,68,880495.88
291950,2020,48,818677.2
291950,2021,32,354328.31999999995
291950,2022,28,217064.8
291950,2023,80,1246871.96
291950,2024,112,2571247.88
291950,2025,44,958153.88
291955,2009,168,1621724.88
291955,2010,596,10810160.0
291955,2011,1332,10483580.0
291955,2012,1204,23745422.360000007
291955,2013,1620,33694749.83999999
291955,2014,2048,44949160.15999998
291955,2015,2096,49188673.91999998
291955,2016,1712,37053400.08
291955,2017,1468,36879034.68
291955,2018,1224,31908661.44000001
291955,2019,1076,28473757.680000003
291955,2020,1240,32007782.52000001
291955,2021,500,10717031.0
291955,2022,344,3400280.08
291955,2023,664,7759746.56
291955,2024,1688,21003430.039999995
291955,2025,428,2725594.8
291970,2009,16,149032.0
291970,2010,840,7977784.0
291970,2011,44,257472.0
291970,2012,76,1315736.4
291970,2013,80,1664816.7999999998
291970,2014,160,3353311.72
291970,2015,132,3169104.2
291970,2016,100,1940180.68
291970,2017,140,3249690.56
291970,2018,92,2153713.12
291970,2019,60,1533361.64
291970,2020,24,571407.7999999999
291970,2021,24,647356.48
291970,2022,40,1000671.56
291970,2023,16,373339.68
291970,2024,32,624296.3599999999
291970,2025,4,90604.8
291980,2011,12,34868.0
291980,2012,12,106479.84
291980,2013,28,247329.60000000003
291980,2014,12,41882.880000000005
291980,2015,52,565853.76
291980,2016,56,226915.75999999995
291980,2017,20,240784.08
291980,2018,8,92180.0
291980,2019,8,93316.0
291980,2020,4,105615.96
291980,2022,4,0.0
291980,2024,8,167270.44
291980,2025,8,316847.31999999995
291992,2016,4,0.0
292000,2009,44,727756.0
292000,2010,172,2923164.0
292000,2011,204,1707032.0
292000,2012,148,2670412.9200000004
292000,2013,84,1557338.2399999998
292000,2014,120,2311211.72
292000,2015,68,1215835.16
292000,2016,52,1048276.96
292000,2017,12,278574.68
292000,2018,8,108751.96
292000,2019,16,289458.75999999995
292000,2020,4,78472.88
292000,2021,4,79587.8
292000,2022,8,53446.28
292000,2023,12,276968.84
292000,2024,28,693034.8400000001
292000,2025,20,439550.88
292010,2009,24,185168.0
292010,2010,16,124320.0
292010,2012,8,113864.32
292010,2013,8,123227.84
292010,2020,4,75999.95999999999
292020,2009,4,17020.0
292020,2010,4,11976.0
292020,2016,4,59671.67999999999
292020,2018,4,0.0
292030,2009,4,42120.0
292030,2014,8,146909.84
292030,2015,4,101679.96
292040,2009,12,23396.0
292050,2009,88,210308.0
292050,2010,4,0.0
292050,2011,4,36000.0
292050,2014,8,63999.96
292050,2015,32,411087.2
292050,2016,28,265924.92000000004
292050,2017,28,369317.88
292050,2018,56,891547.0800000001
292050,2019,32,501754.56000000006
292050,2020,4,0.0
292050,2023,4,0.0
292050,2024,28,333849.96
292050,2025,20,471487.48
292060,2009,12,61000.0
292060,2010,8,63496.0
292060,2011,8,0.0
292060,2013,8,106120.64
292060,2015,4,0.0
292070,2017,8,145840.08000000002
292080,2009,4,10396.0
292080,2011,4,0.0
292080,2012,8,103000.56
292080,2013,4,0.0
292080,2014,8,143723.96
292080,2015,4,72451.95999999999
292080,2019,4,20391.24
292090,2012,4,53819.76
292100,2009,44,398068.0
292100,2010,36,405388.0
292100,2011,32,20000.0
292100,2012,16,178796.48
292100,2013,20,127999.92
292100,2014,80,2123076.8
292100,2015,24,139858.88
292100,2016,12,0.0
292100,2017,20,96551.47999999998
292100,2018,4,0.0
292100,2019,8,0.0
292100,2022,4,0.0
292100,2023,16,108260.4
292100,2024,12,0.0
292100,2025,4,0.0
292105,2009,16,27568.0
292110,2009,24,187672.0
292110,2010,12,132420.0
292110,2011,32,36000.0
292110,2012,32,383613.9600000001
292110,2013,68,1180164.6800000002
292110,2014,120,2681723.6
292110,2015,216,4333697.32
292110,2016,216,4258821.12
292110,2017,208,5036008.04
292110,2018,88,1963704.2
292110,2019,16,360122.64
292110,2020,20,426099.67999999993
292110,2021,4,119537.24
292110,2022,4,132591.84
292110,2023,72,1395058.7600000002
292110,2024,312,8157440.959999999
292110,2025,24,395308.04
292120,2009,20,112748.0
292120,2011,32,48000.0
292120,2012,32,373940.6000000001
292120,2013,32,535553.84
292120,2014,20,246313.04
292120,2015,4,33575.16
292120,2016,16,227975.88
292120,2017,16,136626.44
292120,2018,4,70819.23999999999
292120,2019,4,75000.04
292120,2024,4,0.0
292120,2025,8,5440.56
292130,2010,12,76264.0
292130,2011,4,0.0
292130,2012,4,60932.16
292130,2013,4,63999.96
292130,2015,4,63999.96
292130,2016,4,101467.96000000002
292130,2023,4,166696.84
292140,2009,4,0.0
292150,2018,4,0.0
292150,2024,4,99610.12
292170,2009,4,49656.0
292170,2010,4,37104.0
292170,2011,16,36000.0
292170,2012,12,147236.12
292170,2013,20,311084.96
292170,2014,32,161781.2
292170,2015,16,127999.96
292170,2016,16,179279.91999999998
292170,2017,12,165828.28
292170,2018,8,23829.28
292170,2022,8,0.0
292170,2023,24,189119.36
292170,2024,24,401284.8
292170,2025,4,0.0
292180,2009,8,71020.0
292180,2010,16,108008.0
292180,2011,4,0.0
292180,2012,4,75212.16
292180,2015,8,127999.92
292180,2017,4,96651.96
292190,2012,16,261756.28
292190,2014,8,127327.4
292190,2015,4,63999.96
292190,2017,4,94170.6
292200,2009,56,189536.0
292200,2010,36,411272.0
292200,2011,192,537468.0
292200,2012,208,3719529.24
292200,2013,368,7433397.6
292200,2014,372,6672570.799999998
292200,2015,236,3728675.96
292200,2016,176,1898458.16
292200,2017,120,1538465.36
292200,2018,24,258884.0
292200,2019,32,273260.0
292200,2020,8,184523.96
292200,2021,80,1901121.5600000003
292200,2022,80,1358298.84
292200,2023,60,515026.88000000006
292200,2024,288,4624641.28
292200,2025,48,629901.88
292205,2012,4,0.0
292205,2014,16,253893.16
292210,2010,4,42052.0
292210,2011,8,12000.0
292210,2012,12,181357.4
292210,2013,12,156253.76
292210,2014,8,121361.64
292210,2015,4,47449.36
292210,2016,8,33755.2
292210,2017,4,60475.08
292210,2021,4,0.0
292210,2024,4,67004.4
292225,2009,400,3246000.0
292225,2012,4,14934.84
292225,2013,4,23881.800000000003
292230,2009,44,248700.0
292230,2010,40,261700.0
292230,2011,44,36000.0
292230,2012,60,532329.1599999999
292230,2013,28,482114.36
292230,2014,24,211539.64
292230,2017,8,72216.68000000001
292240,2009,8,29464.0
292240,2010,8,69752.0
292240,2011,8,0.0
292240,2013,8,63518.8
292240,2015,4,63999.96
292240,2025,4,87256.84
292250,2009,32,242868.0
292250,2010,28,207612.0
292250,2011,32,24000.0
292250,2012,16,151478.6
292250,2013,16,125292.88
292250,2014,4,63999.96
292250,2015,8,36395.48
292265,2009,4,5984.0
292265,2014,4,0.0
292270,2009,4,26948.0
292270,2010,8,27980.0
292270,2013,4,0.0
292273,2009,8,15748.0
292273,2010,8,58144.0
292273,2014,12,220703.88
292273,2016,8,88082.44
292273,2022,28,421087.92
292273,2023,36,897993.72
292273,2024,32,582012.3599999999
292273,2025,12,653000.12
292275,2010,4,48140.0
292275,2013,8,151123.91999999998
292275,2014,4,97367.96000000002
292275,2015,8,150975.92
292275,2016,4,85569.15999999999
292275,2017,4,28472.8
292275,2018,12,312311.2
292275,2021,4,0.0
292280,2009,4,48140.0
292280,2011,8,0.0
292285,2016,4,50235.44
292290,2009,40,362952.0
292290,2010,16,226088.0
292290,2011,20,68000.0
292290,2012,12,42201.96
292290,2013,24,267377.12000000005
292290,2014,20,308918.12
292290,2015,16,139907.0
292290,2023,4,0.0
292290,2024,8,86152.16
292300,2009,20,101468.0
292300,2010,64,908532.0
292300,2011,172,716328.0
292300,2012,176,3100880.56
292300,2013,376,8059641.479999999
292300,2014,428,9471659.359999998
292300,2015,324,7462723.68
292300,2016,156,3116211.8799999994
292300,2017,180,4505504.039999999
292300,2018,108,3007684.84
292300,2019,68,1473393.6799999997
292300,2020,160,3585926.3599999994
292300,2021,160,3522379.44
292300,2022,156,2405864.8
292300,2023,200,3589493.880000001
292300,2024,236,5031914.44
292300,2025,72,1425581.24
292305,2009,800,6477920.000000072
292310,2009,4,40140.0
292310,2010,8,122032.0
292310,2011,20,24000.0
292310,2012,20,175924.28
292310,2013,16,134855.0
292310,2014,4,63999.96000000001
292310,2015,12,112892.56
292310,2016,4,43526.24
292320,2009,4,36196.0
292320,2015,4,18176.44
292320,2016,4,0.0
292320,2025,16,275624.72000000003
292340,2009,28,115012.0
292340,2010,4,5916.0
292340,2011,4,0.0
292340,2013,12,279937.4
292340,2014,12,133487.15999999997
292340,2015,20,230161.64
292340,2016,8,35912.76
292340,2023,4,0.0
292340,2025,8,377166.96
292350,2011,4,0.0
292360,2010,20,380296.0
292360,2011,12,120436.0
292360,2012,20,426544.8000000001
292360,2013,8,174383.76
292360,2014,20,418035.79999999993
292360,2015,68,1470858.1199999996
292360,2016,40,509766.12
292360,2017,24,368646.96
292360,2018,16,263829.68000000005
292360,2024,4,94638.16
292370,2011,4,0.0
292370,2012,4,63496.67999999999
292370,2013,32,719166.44
292370,2014,104,2166506.72
292370,2015,64,1242560.68
292370,2016,52,1079601.2399999998
292370,2017,48,996618.96
292370,2018,36,957920.24
292370,2019,4,83999.95999999999
292370,2023,8,213895.52
292370,2024,8,916.0
292370,2025,4,117435.12
292380,2009,4,0.0
292380,2013,12,249483.88
292380,2014,68,1429000.96
292380,2015,28,580143.8
292380,2016,40,729007.0
292380,2017,36,482471.88
292380,2018,84,1662392.9200000002
292380,2019,32,775881.96
292380,2020,48,901116.32
292380,2021,4,36395.04
292380,2022,32,685158.72
292380,2024,20,494354.12
292380,2025,8,109479.76
292390,2011,4,0.0
292390,2012,4,42471.92
292390,2014,12,191999.88
292390,2016,8,79477.88
292390,2021,4,131929.28
292390,2024,4,0.0
292400,2009,280,3745304.0
292400,2010,224,4006772.0
292400,2011,532,5609575.2
292400,2012,984,13223992.32000014
292400,2013,292,6616114.840000002
292400,2014,88,1212891.7599999998
292400,2015,92,682649.08
292400,2016,116,687856.52
292400,2017,368,3705287.48
292400,2018,320,3961197.44
292400,2019,160,2383233.08
292400,2020,196,3309844.879999999
292400,2021,96,1210830.8
292400,2022,96,608843.44
292400,2023,252,3811590.120000001
292400,2024,312,3691617.279999999
292400,2025,116,1707987.48
292405,2009,76,291516.0
292405,2010,36,110828.0
292405,2011,24,0.0
292405,2012,4,52932.16
292405,2013,4,70110.12
292405,2014,4,18013.56
292405,2015,8,62744.95999999999
292405,2016,4,16432.760000000002
292405,2017,4,0.0
292405,2022,8,186865.0
292405,2023,4,108792.76
292405,2024,4,191506.68
292450,2009,12,29812.0
292450,2010,4,17020.0
292450,2011,4,0.0
292450,2014,4,63999.96
292460,2013,8,134202.96
292460,2014,28,679883.72
292460,2015,52,893791.4400000001
292460,2016,20,281148.72
292460,2017,24,398170.56
292460,2018,28,451737.28
292460,2019,12,151703.28
292460,2021,4,73742.23999999999
292460,2022,12,63214.84
292460,2023,8,61780.6
292460,2024,4,0.0
292465,2009,4,17020.0
292465,2010,4,12664.0
292465,2012,4,42812.32
292465,2019,4,75999.96
292465,2021,4,125529.84
292465,2022,36,1027494.6
292465,2023,12,310704.0
292465,2024,8,385905.68
292467,2025,4,0.0
292480,2009,4,32268.0
292480,2010,8,40140.0
292480,2012,4,64932.16
292480,2014,4,0.0
292480,2017,4,0.0
292490,2009,8,16256.0
292490,2010,4,10484.0
292490,2014,8,31996.88
292490,2015,4,12509.28
292500,2009,20,55256.0
292500,2010,12,34060.0
292500,2011,4,0.0
292500,2016,4,0.0
292510,2009,128,469032.0
292510,2010,216,2253412.0
292510,2011,472,3991864.0
292510,2012,272,5554250.44
292510,2013,224,4814265.799999999
292510,2014,292,6870432.519999999
292510,2015,244,5464057.24
292510,2016,88,1654328.2799999998
292510,2017,116,2733487.52
292510,2018,100,2780613.64
292510,2019,88,1947970.04
292510,2020,8,132072.48
292510,2021,44,912143.96
292510,2022,72,1434407.6799999997
292510,2023,160,4530080.92
292510,2024,196,7703192.879999999
292510,2025,136,5807142.0
292520,2009,28,273360.0
292520,2010,44,648448.0
292520,2011,44,207604.0
292520,2012,80,1184641.64
292520,2013,104,1399103.9599999995
292520,2014,84,990263.56
292520,2015,84,889843.5599999998
292520,2016,12,25322.92
292520,2017,24,98126.96
292520,2018,12,68775.88
292520,2019,28,75999.95999999999
292520,2021,4,57766.12
292520,2022,12,212322.64
292520,2023,32,14995.4
292520,2024,28,0.0
292525,2009,800,7360000.0
292525,2012,4,29075.32
292525,2013,16,198921.08
292525,2014,8,101762.55999999998
292525,2015,8,190079.92
292525,2016,4,0.0
292525,2018,4,62399.6
292525,2024,4,0.0
292530,2009,164,1635508.0
292530,2010,232,4280464.0
292530,2011,416,4533768.0
292530,2012,504,11377375.039999995
292530,2013,460,10991426.839999996
292530,2014,336,6444925.319999999
292530,2015,432,8598183.280000001
292530,2016,284,3652800.28
292530,2017,324,2748821.24
292530,2018,240,2986385.32
292530,2019,116,803443.9199999999
292530,2020,160,2031451.9999999995
292530,2021,20,141999.68
292530,2022,108,128049.28
292530,2023,124,461095.2
292530,2024,148,192931.96
292530,2025,56,122305.84
292540,2012,4,40401.12
292540,2013,4,50295.84
292540,2014,8,78505.08
292540,2015,4,71661.88
292550,2009,68,439744.0
292550,2010,24,254348.0
292550,2011,52,36668.0
292550,2012,88,1281532.9200000002
292550,2013,84,1418202.7599999998
292550,2014,84,1396793.32
292550,2015,116,1868878.28
292550,2016,68,976498.48
292550,2017,36,606124.7600000001
292550,2018,52,1001373.04
292550,2019,32,516760.9199999999
292550,2020,64,1447832.72
292550,2021,48,1222515.92
292550,2022,48,409167.44000000006
292550,2023,28,408432.64
292550,2024,76,849757.4800000001
292550,2025,24,346158.76000000007
292560,2009,4,39904.0
292560,2010,4,40140.0
292560,2011,8,0.0
292560,2014,8,152100.24
292560,2016,4,75999.95999999999
292575,2009,4,16928.0
292575,2011,12,24000.0
292575,2012,48,640163.12
292575,2013,32,471589.76000000007
292575,2014,16,199507.44
292575,2015,28,446027.0
292575,2016,20,192556.44
292575,2017,20,444455.0399999999
292575,2018,24,496664.12
292575,2019,12,112775.03999999998
292575,2022,4,0.0
292575,2023,12,43352.84
292575,2024,16,82254.28
292580,2009,8,17880.0
292580,2011,8,0.0
292580,2014,8,129076.72
292580,2015,12,54545.880000000005
292580,2016,4,0.0
292580,2017,4,116080.0
292580,2018,4,0.0
292590,2012,4,52932.16
292590,2024,8,0.0
292590,2025,12,341453.84
292600,2009,24,111928.0
292600,2010,4,14896.0
292600,2011,4,0.0
292600,2012,20,154945.12
292600,2013,32,326217.24
292600,2014,40,466500.04
292600,2015,36,562484.9199999999
292600,2016,56,935186.2
292600,2017,12,43150.08
292600,2018,12,255941.48
292600,2019,4,110379.96
292600,2021,8,186769.4
292600,2022,16,333600.88
292600,2023,16,372643.92
292600,2024,24,841228.64
292600,2025,32,1035050.92
292610,2009,12,17656.0
292610,2010,4,13120.0
292610,2011,8,0.0
292620,2010,4,59788.0
292620,2019,4,0.0
292630,2009,40,65644.0
292630,2010,12,26248.0
292630,2011,24,49420.0
292630,2012,8,105864.32
292630,2013,16,290456.48000000004
292630,2014,24,305368.92
292630,2015,32,212589.76
292630,2016,32,152773.84
292630,2017,4,24709.4
292630,2018,8,220569.96
292630,2019,12,210880.32
292630,2020,4,75999.95999999999
292630,2022,8,36049.36
292630,2023,4,130403.52
292630,2024,36,1367585.12
292630,2025,16,703275.72
292640,2012,4,54610.2
292640,2013,12,190869.68
292640,2014,4,71724.0
292640,2015,12,298051.88
292640,2016,12,237162.64
292640,2019,12,265137.56
292640,2020,4,83019.96
292640,2023,4,0.0
292640,2024,16,495770.32
292650,2009,4,11660.0
292650,2012,8,147115.48
292650,2013,4,89539.40000000001
292650,2014,4,70132.0
292650,2016,4,15560.8
292660,2009,240,2291440.0
292660,2010,344,5513268.0
292660,2011,392,2531352.0
292660,2012,324,6030970.800000001
292660,2013,616,13396129.32
