2010-01-01; 0017d49f-9fd; 3171204003004; 3171204; -43.916; -19.712; 1629.783; 32; 155.536; 1.000; 204.065 ; 0.000; 0.000; 0.000; 0.000 
2010-01-01; 00ef601a-eb6; 3124104003001; 3124104; -44.401; -19.796; 1078.280; 17; 110.000; 0.000; 0.000 ; 0.000; 0.000; 0.000; 0.000 
2010-01-01; 45811dc0-eea; 3118601005001; 3118601; -44.092; -19.838; 2121.892; 42; 189.000; 0.000; 0.000 ; 0.000; 0.000; 0.000; 0.000 
2010-01-01; 9d490514-b86; 3118601005002; 3118601; -44.112; -19.922; 947.408; 25; 112.000; 0.000; 0.000 ; 0.000; 0.000; 0.000; 0.000 
2010-01-01; dd3b719e-1d8; 3118601005003; 3118601; -44.104; -19.905; 549.798; 18; 94.000; 0.000; 0.000 ; 0.000; 0.000; 0.000; 0.000 
2010-01-01; c325f27c-d0e; 3118601005004; 3118601; -44.012; -19.852; 1421.805; 17; 98.000; 0.000; 0.000 ; 0.000; 0.000; 0.000; 0.000 
2010-01-01; c7094e98-c13; 3118601005005; 3118601; -44.024; -19.867; 250.546; 16; 100.000; 0.000; 0.000 ; 0.000; 0.000; 0.000; 0.000 
2010-01-01; 5ee4e92a-36b; 3118601005006; 3118601; -44.023; -19.892; 1720.663; 10; 40.000; 0.000; 0.000 ; 0.000; 0.000; 0.000; 0.000 
2010-01-01; 06f95e3e-ea4; 3118601005007; 3118601; -44.058; -19.877; 484.672; 32; 125.806; 1.000; 87.868 ; 0.000; 0.000; 0.000; 0.000 
2010-01-01; 79a0d1c2-82d; 3118601005008; 3118601; -44.061; -19.910; 1555.529; 17; 144.000; 0.000; 0.000 ; 0.000; 0.000; 0.000; 0.000 
2010-01-01; 610e6a74-078; 3118601005009; 3118601; -44.027; -19.943; 1221.894; 7; 37.000; 0.000; 0.000 ; 0.000; 0.000; 0.000; 0.000 
2010-01-01; c58ecc55-450; 3118601005010; 3118601; -44.037; -19.972; 460.714; 13; 37.000; 0.000; 0.000 ; 0.000; 0.000; 0.000; 0.000 
2010-01-01; e8e24a38-36c; 3118601005010; 3118601; -44.031; -19.958; 848.440; 7; 23.000; 0.000; 0.000 ; 0.000; 0.000; 0.000; 0.000 
2010-01-01; cd056456-f36; 3118601005011; 3118601; -44.045; -19.953; 507.548; 9; 34.000; 0.000; 0.000 ; 0.000; 0.000; 0.000; 0.000 
2010-01-01; a9be977f-9c7; 3118601005012; 3118601; -44.069; -19.944; 1195.780; 20; 127.000; 0.000; 0.000 ; 0.000; 0.000; 0.000; 0.000 
2010-01-01; 89d35a22-f10; 3118601005013; 3118601; -44.073; -19.925; 1339.022; 18; 139.000; 0.000; 0.000 ; 0.000; 0.000; 0.000; 0.000 
2010-01-01; 366411a1-0b6; 3118601005014; 3118601; -44.069; -19.937; 666.983; 13; 118.000; 0.000; 0.000 ; 0.000; 0.000; 0.000; 0.000 
2010-01-01; ed06f87a-84c; 3118601005014; 3118601; -44.069; -19.936; 2154.424; 5; 35.000; 0.000; 0.000 ; 0.000; 0.000; 0.000; 0.000 
2010-01-01; 75d6f709-7cf; 3136652001001; 3136652; -44.374; -19.978; 2025.405; 15; 86.000; 0.000; 0.000 ; 0.000; 0.000; 0.000; 0.000 
2010-01-01; 530c4d5a-c61; 3109006003001; 3109006; -44.293; -20.140; 2207.099; 10; 42.000; 0.000; 0.000 ; 0.000; 0.000; 0.000; 0.000 
2010-01-01; 3623e1d3-35b; 3109006003002; 3109006; -44.010; -20.102; 2612.492; 8; 23.000; 0.000; 0.000 ; 0.000; 0.000; 0.000; 0.000 
2010-01-01; 5767d77a-6c0; 3106705005001; 3106705; -44.264; -19.894; 2739.345; 10; 27.000; 0.000; 0.000 ; 0.000; 0.000; 0.000; 0.000 
2010-01-01; f3b13fb2-0f1; 3106705005002; 3106705; -44.176; -19.965; 644.322; 15; 74.000; 0.000; 0.000 ; 0.000; 0.000; 0.000; 0.000 
2010-01-01; ffd8ba01-d20; 3106705005002; 3106705; -44.178; -19.962; 2209.804; 10; 62.000; 0.000; 0.000 ; 0.000; 0.000; 0.000; 0.000 
2010-01-01; b5de1ad9-c1e; 3106705005003; 3106705; -44.151; -19.959; 4053.488; 58; 156.440; 1.000; 540.487 ; 0.000; 0.000; 0.000; 0.000 
2010-01-01; b781e341-84b; 3106705005008; 3106705; -44.217; -19.950; 2967.747; 15; 63.000; 0.000; 0.000 ; 0.000; 0.000; 0.000; 0.000 
2010-01-01; 62aea901-312; 3106705005010; 3106705; -44.180; -19.958; 346.499; 10; 38.000; 0.000; 0.000 ; 0.000; 0.000; 0.000; 0.000 
2010-01-01; 4fb677f7-67d; 3106705005019; 3106705; -44.118; -19.956; 187.108; 13; 47.000; 0.000; 0.000 ; 0.000; 0.000; 0.000; 0.000 
2010-01-01; 70b41f9f-0a7; 3106705005020; 3106705; -44.077; -19.957; 1750.194; 7; 12.000; 0.000; 0.000 ; 0.000; 0.000; 0.000; 0.000 
2010-01-01; 4ea51d19-a61; 3106200005001; 3106200; -44.008; -19.987; 1588.415; 10; 59.000; 0.000; 0.000 ; 0.000; 0.000; 0.000; 0.000 
2010-01-01; b2dd666c-f82; 3106200005002; 3106200; -44.021; -19.979; 3649.620; 14; 54.000; 0.000; 0.000 ; 0.000; 0.000; 0.000; 0.000 
2010-01-01; 2a1dda3b-7aa; 3106200005002; 3106200; -44.016; -19.971; 234.285; 14; 78.000; 0.000; 0.000 ; 0.000; 0.000; 0.000; 0.000 
2010-01-01; dcba2b4f-35e; 3106200005003; 3106200; -44.057; -19.979; 552.212; 42; 142.000; 0.000; 0.000 ; 0.000; 0.000; 0.000; 0.000 
2010-01-01; 94bcf78d-2f7; 3106200005005; 3106200; -44.013; -19.997; 6241.104; 10; 43.000; 0.000; 0.000 ; 0.000; 0.000; 0.000; 0.000 
