age,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070
0,0.0312004875076173,0.0329343136659172,0.030509298650784,0.0273297218333435,0.0272428083861531,0.024222086638194,0.027749619868221,0.0273736600306279,0.0279022788965343,0.0241960183767228,0.0222291021671827,0.0217363990451062,0.0237089964274115,0.0226825084185781,0.0202817585620598,0.0165675446049278,0.0190995907230559,0.0195581998860687,0.0210618692408951,0.0176774031202818,0.0186217297226411,0.0196939454424484,0.0182800166181969,0.0204157941968292,0.019541622047071,0.0191244352553988,0.0187153401552665,0.018314806117915,0.0179224176979071,0.017538179810416,0.0171622454835374,0.0167941035824544,0.0164336797756662,0.0160807824852236,0.0157357158459256,0.0153976633449398,0.0150670188725515,0.014743440514011,0.0144265560507606,0.0141169463497235,0.0138137385617416,0.0135202226145427,0.0132300869730722,0.0129462703355626,0.0126684385129419,0.0123966835602181,0.0121310714596869,0.0118712519057494,0.0116171605441161,0.0113687331269631,0.0111256047984819,0.0108880522281982,0.0106555094907465,0.0104281282713731,0.0102058800212342,0.0099886085871375,0.0097761615686957,0.009568631336645,0.0093655197665138,0.0091669628115245,0.008973058836625,0.0087834755941847,0.0085979224312088,0.0084164963781568,0.0082394920956492,0.0080662743682752,0.0078967613111393,0.0077314001251347,0.0075697363435053,0.0074115303774784,0.0072570603600343
1,0.0011873288267608,0.0012355784824007,0.0011553136828663,0.0010411165597887,0.0008747454943066,0.0007713831959464,0.0006377647862728,0.0006617828121152,0.0007811523559555,0.0008852915138484,0.0010004446420631,0.0009194236165052,0.0009181573531739,0.0009102232442272,0.0009359065384367,0.0009964801748661,0.0008457131915301,0.0008534445972215,0.0009976089056388,0.0009441057398428,0.0006786672268364,0.0008191752543539,0.000895774928255,0.0011916313433089,0.0011357136702229,0.0011097393158057,0.0010842794236006,0.0010593373574339,0.0010349848474575,0.0010111541832596,0.0009877992104949,0.0009649227166919,0.0009425380133519,0.0009206139676977,0.0008991492252607,0.0008781327835519,0.0008575561882531,0.0008374240722435,0.0008177132033353,0.000798430208933,0.0007795438822508,0.0007612874484607,0.0007431931669369,0.0007254926093624,0.0007081751231371,0.0006912228554936,0.000674640966183,0.0006584211834157,0.0006425527627721,0.0006270287909227,0.0006118461203179,0.0005969956320297,0.0005824710403259,0.0005682558501143,0.0005543495758181,0.0005407523470987,0.0005274556363941,0.0005144534514821,0.0005017361486805,0.0004893022545764,0.0004771431195925,0.0004652630518943,0.0004536342787837,0.000442270336752,0.0004311600422193,0.0004202892330195,0.0004096597116019,0.0003992742155422,0.0003891212124176,0.0003791891387015,0.0003694769967931
5,0.0005483405483405,0.0005543698201069,0.0004413416787032,0.0003369272237196,0.0002900488038639,0.0003336298932384,0.0003538354543125,0.0004004562774555,0.0004495583393071,0.0004767609593897,0.0004559457794208,0.0004005507572912,0.0003435813906138,0.0003740777049687,0.0003376930370293,0.0004060780717841,0.0003809473767175,0.0003574265289912,0.0003327964217728,0.000400176077474,0.0002665351759798,0.0003066748446625,0.0002128282210221,0.0003988672171034,0.0003805832510086,0.0003725101507114,0.0003646172971118,0.0003568714968665,0.0003492756060222,0.0003418292329474,0.0003345414134242,0.000327391529364,0.0003203931334074,0.0003135523791687,0.0003068700904826,0.0003003221698223,0.0002939088530787,0.000287623360592,0.0002814750526521,0.0002754490919169,0.0002695476078478,0.0002638393171882,0.0002581844930721,0.0002526451488796,0.0002472339330739,0.0002419374919798,0.0002367492898731,0.0002316641957094,0.0002266863611596,0.000221814208372,0.0002170445596163,0.0002123810680439,0.0002078186412487,0.0002033540452095,0.000198984155969,0.0001947099956271,0.0001905296811773,0.0001864362537151,0.0001824318660302,0.000178511126144,0.0001746759914277,0.0001709200223804,0.0001672570704756,0.000163670865344,0.0001601608544908,0.0001567309548559,0.0001533813765042,0.000150095547805,0.000146885856599,0.0001437511120808,0.0001406788058029
10,0.000598384362222,0.0006928555315652,0.0006391071205886,0.0006021647823927,0.0005086839619213,0.0004212122488521,0.0003671870750149,0.0004232636271047,0.0004131697869593,0.0004680345080577,0.0003739575932089,0.0004328201323192,0.0004444389575437,0.0004835170284779,0.000475332732913,0.0004424387222369,0.0004119305382129,0.0003806323747522,0.0004006303250447,0.0004452840372419,0.0003683995088006,0.0005894852285968,0.0004427411209651,0.0003480197675227,0.000331218027192,0.0003240997598379,0.0003171453993999,0.0003103307668736,0.0003036240127685,0.0002970558683859,0.000290644132171,0.0002843749875786,0.0002782192859213,0.0002721914349541,0.0002662728277723,0.0002604918461813,0.0002548139878593,0.0002492610579527,0.0002438382640889,0.0002385456482113,0.0002333545134276,0.0002283317802124,0.0002233473674061,0.0002184641938032,0.0002136726172152,0.0002089840890119,0.0002043966331773,0.0001999138031158,0.0001955223206754,0.0001912328086683,0.0001870286026784,0.0001829069354453,0.0001788598279051,0.0001749002448071,0.0001710282832875,0.0001672306560072,0.0001635279584028,0.0001599005027233,0.0001563472022363,0.0001528681333505,0.0001494715977009,0.0001461386667549,0.0001428721785428,0.0001396825652929,0.0001365595481909,0.0001334991780298,0.000130501777235,0.0001275835672319,0.0001247218604008,0.0001219232861513,0.0001191873823538
15,0.0023386592876908,0.0022353285073164,0.0021465297768607,0.0021033896933905,0.0018945972402033,0.0017438271604938,0.0015375107399647,0.0014688385893274,0.0013715461325256,0.0015423735878944,0.0015178002737461,0.0016032648301996,0.0015311749821579,0.0016431655775918,0.0016058211014929,0.0017775678396957,0.001748728761007,0.001843226143921,0.0018640268016826,0.0020973744452828,0.0015183762458471,0.0019355437419628,0.0014513000664614,0.0020738569591726,0.0019530338082906,0.0019079712420581,0.0018628359736746,0.0018181613311908,0.0017739729264068,0.0017306382054656,0.0016874863786645,0.0016453192836568,0.0016040004921172,0.0015633018894717,0.0015234604371403,0.0014845307106342,0.0014464889879098,0.0014091440929058,0.0013725374584013,0.0013365100352606,0.0013014568655785,0.0012675047224114,0.0012336914366963,0.0012006892703809,0.0011685172579299,0.0011369084903527,0.0011059123626083,0.0010755113405827,0.0010457542992827,0.0010165010450886,0.0009878247665018,0.0009597462416048,0.0009324001218441,0.000905490752798,0.0008792115080491,0.0008534404904962,0.0008280909598545,0.0008032223676712,0.0007788793921094,0.0007550937416495,0.0007316464603792,0.0007088961931782,0.0006865280449244,0.0006645611745102,0.0006430592365132,0.0006221135373013,0.0006015048110732,0.0005813065786018,0.0005615315118997,0.0005421252097029,0.0005231098184407
20,0.0029739024883673,0.0029940119760479,0.003003003003003,0.0027564170090241,0.0025862506127554,0.0024353169998202,0.0023161000682139,0.0021951181808344,0.0020420511269097,0.0020354192666547,0.0020281292711961,0.0020710576979172,0.0019449086613265,0.0018996583450289,0.0018242584598245,0.001860872420776,0.0020213454075032,0.0023050070615823,0.0025285621615896,0.0025558263618997,0.0027972946352354,0.002854511970534,0.0024931372419006,0.0032261967173448,0.0030342466010409,0.0029699594934563,0.0029058351531892,0.0028423875128704,0.0027791029770715,0.0027150811077024,0.0026512176690848,0.0025869333406558,0.0025233502606741,0.0024604538983834,0.0023987377353038,0.0023372523821957,0.0022772574335301,0.0022182281407756,0.0021601593835338,0.0021033570150738,0.0020477531308842,0.0019943858954068,0.001941066314598,0.0018887434650064,0.0018373863215948,0.001787316424695,0.0017381274991655,0.0016899470650531,0.0016429379155481,0.0015970969992674,0.0015520188351997,0.0015077689588244,0.0014643182917928,0.0014219136057584,0.0013801672023711,0.0013392657285451,0.0012992180954433,0.0012601671516372,0.0012216546465762,0.0011840274742602,0.0011472052927813,0.0011108468437355,0.0010752493381835,0.0010403650364556,0.0010062631792827,0.0009727233163697,0.0009401764930145,0.0009080931255861,0.0008766966995795,0.000845924526824,0.000815963726475
25,0.0027301940129019,0.0027887626580108,0.0027077962870697,0.0025897151313355,0.0023254450589177,0.0022362192985725,0.0021234074444166,0.0021623476917796,0.0019393015199482,0.0019285473217299,0.001822151709838,0.0019179607746086,0.0018780919806999,0.001875236294896,0.0017887474258571,0.001842365417453,0.0020003284121273,0.002199141146228,0.002158773343585,0.0018632355745954,0.0026980373953785,0.0027395295467584,0.0025033425312206,0.0026432963460315,0.0024913462528315,0.0024328687328102,0.0023763823919428,0.0023212881142679,0.0022679476979327,0.0022166276743997,0.0021669390737781,0.0021177452643636,0.0020691853718949,0.0020209257423911,0.001972479270927,0.0019244617794443,0.0018764515667181,0.0018291415589308,0.0017824871601398,0.0017366762520171,0.0016912142702723,0.0016475286946233,0.0016040007700632,0.001561189970977,0.0015193046993551,0.0014783676901399,0.0014384022218267,0.0013991967043544,0.0013607789204251,0.001323093343974,0.001286374838477,0.0012502786623019,0.0012149635120664,0.0011805239968474,0.0011469392013045,0.0011139484808992,0.0010815519350254,0.0010498132820055,0.0010188423587906,0.0009883695265539,0.0009585388502582,0.000929377124989,0.0009008831246292,0.0008729050435475,0.0008455005428648,0.0008186969071539,0.0007923074921428,0.0007665091513918,0.0007412259655123,0.0007165150978403,0.0006922606207786
30,0.0031357974507128,0.0031228598822079,0.0029568916325154,0.0027110289587184,0.0023470872647045,0.0022615822118721,0.0023310521813515,0.0020852499233364,0.0019357109338338,0.0017980895298745,0.0019120803795299,0.0019400845946796,0.00205590009345,0.0021050188954452,0.0023046336119451,0.0022187460094496,0.0022234837732992,0.0020348746204176,0.0019846230778847,0.0019100402360935,0.0025727508039846,0.0025269171610635,0.0021768068279696,0.0021027709848756,0.0019869747278665,0.0019414210099868,0.001896677327104,0.0018527917531984,0.0018098632964042,0.0017676975027394,0.0017264963489887,0.0016865517394917,0.0016476575628362,0.0016100240284917,0.001573742795159,0.0015385655502012,0.0015038141881545,0.0014695330604855,0.0014354888533108,0.0014014168329795,0.0013677530544897,0.0013346541382287,0.0013015165897835,0.0012689508961567,0.0012369470063392,0.0012052345447573,0.0011742780177535,0.0011439801425335,0.0011141465492468,0.001084944900794,0.0010564111959083,0.0010285420287367,0.0010012344694754,0.0009745332949735,0.0009483087757474,0.0009227488374255,0.0008976953775948,0.0008731553552699,0.0008491577064216,0.0008257809541598,0.0008028404686894,0.0007803436148904,0.0007583100742387,0.0007367909992684,0.0007156341207183,0.0006948860208938,0.0006746371575864,0.0006548524378861,0.0006354296488137,0.0006164549047093,0.0005978329123263
35,0.0037221740387395,0.0032070965540771,0.0032535515253036,0.0030498032876879,0.0031801098583405,0.0029094502236983,0.0025845189922986,0.002413896078041,0.0023079851527553,0.0022800337444994,0.0024334100624794,0.0024303647660509,0.0024652622142537,0.0023179978784426,0.0024846841037118,0.002479020144334,0.0023381166559577,0.0021258429315722,0.002017128497923,0.0019690008582824,0.0027748238734547,0.0036563673496277,0.0026058311618073,0.0021597211996269,0.0020490895243145,0.0020054239413293,0.0019622305077919,0.0019194626990583,0.0018768785076495,0.001834591806063,0.0017926574656125,0.0017515250224015,0.001711161683841,0.0016717129397403,0.0016330044901493,0.0015951824801187,0.0015584997106309,0.0015227644585947,0.0014881172809207,0.0014546714864296,0.0014221708989758,0.0013906059238182,0.0013590822613344,0.0013278450809865,0.0012967282217478,0.0012660680002085,0.0012355968199681,0.0012055673414308,0.0011760787017582,0.0011471388675455,0.0011185333729312,0.0010906116813601,0.0010632724484888,0.0010363719305421,0.0010101148106197,0.0009844196163031,0.0009593488968806,0.0009347626564577,0.0009107593346544,0.000887180685967,0.0008642230381693,0.0008417149627038,0.000819673149318,0.0007981310840549,0.0007771387298535,0.0007565553020436,0.0007363842230514,0.0007166323701766,0.000697334741082,0.0006783843344755,0.0006598564236148
40,0.0044038863161718,0.0043791859866048,0.0045634193048934,0.0044468504698194,0.0040415916522761,0.0038046703200809,0.0033811781085291,0.0034930924882776,0.0033834361339002,0.003336375042774,0.0031859274588824,0.0032073011734028,0.0033032206401241,0.00317842523477,0.0030176415970287,0.0029364954831767,0.0028596187175043,0.0027238250885243,0.0026585489599188,0.0027347131502321,0.0043767440082565,0.0042854481088131,0.0029886649415023,0.0031287992562397,0.0029740432565904,0.0029068882700163,0.0028414727406174,0.0027776894016447,0.0027157072885686,0.0026553895135152,0.0025965095342801,0.0025384423700773,0.0024812310759829,0.002424520708421,0.0023684363586191,0.0023130247972867,0.0022587109639201,0.0022054562404536,0.0021535096036232,0.0021025767733252,0.0020527399846869,0.0020050424870216,0.0019579255427413,0.0019121769170147,0.0018678842064765,0.0018248045708465,0.0017824073162214,0.0017408244077779,0.0016997878628729,0.0016590936461119,0.001619113692385,0.0015795830905914,0.0015406870665717,0.0015025358119351,0.001465134081365,0.001428293776978,0.0013923095756867,0.0013571035251093,0.0013225476319742,0.0012887790135445,0.0012557606359465,0.0012235302397391,0.001191986572247,0.0011611782461758,0.0011309656894579,0.0011015077845555,0.0010726560951635,0.0010444592561715,0.0010169114061647,0.0009900508411056,0.0009637200957504
