uf,ano,fpm,cod
AL,2000,2770712.91,2700102
AL,2001,3250567.51,2700102
AL,2002,3980941.15,2700102
AL,2003,4012802.08,2700102
AL,2004,4296606.46,2700102
AL,2005,5221152.45,2700102
AL,2006,5593918.89,2700102
AL,2007,6207596.41,2700102
AL,2008,8020086.7,2700102
AL,2009,7518073.7,2700102
AL,2010,8080648.58,2700102
AL,2011,9979490.07,2700102
AL,2012,10347959.68,2700102
AL,2013,11121107.12,2700102
AL,2014,11772206.35,2700102
AL,2015,12571648.14,2700102
AL,2016,14637792.34,2700102
AL,2017,14172895.37,2700102
AL,2018,15179911.24,2700102
AL,2019,16532943.55,2700102
AL,2020,15846382.95,2700102
AL,2021,21201576.33,2700102
AL,2022,26758888.59,2700102
AL,2023,27658684.45,2700102
AL,2024,26884249.8,2700102
AL,2000,2154999.18,2700201
AL,2001,2656430.14,2700201
AL,2002,3551721.43,2700201
AL,2003,3722182.41,2700201
AL,2004,4165720.91,2700201
AL,2005,5231121.12,2700201
AL,2006,5805971.3,2700201
AL,2007,6513677.99,2700201
AL,2008,8020086.7,2700201
AL,2009,7518073.7,2700201
AL,2010,8080648.58,2700201
AL,2011,9979490.07,2700201
AL,2012,10347959.68,2700201
AL,2013,11121107.12,2700201
AL,2014,11772206.35,2700201
AL,2015,12571648.14,2700201
AL,2016,14637792.34,2700201
AL,2017,14172895.37,2700201
AL,2018,15179911.24,2700201
AL,2019,16532943.55,2700201
AL,2020,15846382.95,2700201
AL,2021,21201576.33,2700201
AL,2022,26758888.59,2700201
AL,2023,27658684.45,2700201
AL,2024,26196746.62,2700201
AL,2000,16974981.92,2700300
AL,2001,19459246.2,2700300
AL,2002,24003690.05,2700300
AL,2003,24851939.97,2700300
AL,2004,26358494.54,2700300
AL,2005,32996509.8,2700300
AL,2006,36793659.35,2700300
AL,2007,40593400.81,2700300
AL,2008,50585060.18,2700300
AL,2009,46505533.96,2700300
AL,2010,49669183.39,2700300
AL,2011,60386206.51,2700300
AL,2012,62275640.4,2700300
AL,2013,66702807.38,2700300
AL,2014,70499236.83,2700300
AL,2015,74347696.84,2700300
AL,2016,86496267.95,2700300
AL,2017,83988264.23,2700300
AL,2018,81981989.3,2700300
