
2010-01-01;5200258;28.864;1588;5.537;0.4605;177.514;0.1450;0.68702;0.003;156.501021;64.929726;134.048962;39.312076;0
2010-01-01;5221858;9.637;1331;86.738;0.4489;215.045;0.1747;0.74556;0.065;262.669247;54.421578;211.517792;23.790077;0
2010-01-01;5217609;32.098;825;47.297;0.4444;147.011;0.1954;0.66379;0.057;100.343867;33.732383;76.254412;18.192412;1
2010-01-01;5219753;27.288;633;120.625;0.4381;167.795;0.1654;0.66377;0.191;121.940590;25.881937;86.895321;15.393579;0
2010-01-01;5300108;165.812;25746;6716.196;0.4699;248.375;0.2501;0.82487;0.261;4715.694888;1052.695673;3175.827666;83.421095;4
2010-01-01;5215603;13.110;280;115.787;0.5028;139.776;0.1834;0.64531;0.414;43.607081;11.448566;21.613575;9.795914;0
2010-01-01;5212501;63.178;1748;252.631;0.4874;150.009;0.1911;0.70043;0.145;177.561823;71.471764;129.156777;40.711492;0
2010-01-01;5205497;12.228;559;155.905;0.4922;238.509;0.1385;0.71823;0.279;73.305496;22.856245;43.841663;15.393579;0
2010-01-01;5215231;14.583;949;96.370;0.4736;168.908;0.1733;0.68390;0.102;139.461613;38.802462;120.445624;19.591828;0
2010-02-01;5200258;28.178;1588;229.913;0.4219;120.826;0.1727;0.68877;0.145;473.954346;153.784119;397.590012;95.875991;0
2010-02-01;5221858;10.034;1348;265.972;0.4448;150.707;0.1889;0.73737;0.197;501.981900;129.847095;385.653895;58.020269;0
2010-02-01;5217609;30.990;829;82.800;0.5868;128.599;0.2216;0.66223;0.100;217.549022;80.117957;167.189098;44.368441;1
2010-02-01;5219753;26.545;635;177.242;0.6189;141.015;0.1877;0.66415;0.279;269.246560;61.412504;193.682556;37.542527;0
2010-02-01;5300108;163.274;25794;9630.260;0.5780;207.422;0.2735;0.82691;0.373;11370.324303;2495.964072;7683.462692;203.450977;0
2010-02-01;5215603;13.325;284;98.406;0.5873;165.678;0.2045;0.63796;0.347;92.281632;27.339402;49.571564;23.890700;0
2010-02-01;5212501;62.667;1753;289.726;0.5800;141.297;0.2169;0.70004;0.165;463.982155;169.558509;348.358499;99.288948;0
2010-02-01;5205497;11.839;557;161.364;0.6303;185.893;0.1639;0.72314;0.290;213.464918;54.022427;145.994925;37.542527;0
2010-02-01;5215231;14.723;951;174.727;0.4638;141.703;0.1868;0.68432;0.184;345.319305;92.014382;286.524380;47.781398;0
2010-03-01;5200258;28.641;1594;147.496;0.4498;126.830;0.1853;0.68769;0.093;681.703998;263.754896;568.630270;167.526133;0
2010-03-01;5221858;10.161;1347;345.393;0.4072;146.783;0.2036;0.73956;0.256;833.005627;222.777231;631.530072;101.380034;0
2010-03-01;5217609;30.612;828;167.026;0.5055;122.633;0.2382;0.66543;0.202;406.647264;137.242049;317.250396;77.525909;0
2010-03-01;5219753;26.138;634;194.933;0.5817;139.126;0.2015;0.66797;0.307;424.917753;105.152449;306.869399;65.598846;0
2010-03-01;5300108;162.879;25845;12310.642;0.5297;207.387;0.2862;0.82934;0.476;19002.691672;4279.022238;12648.439513;355.494165;0
2010-03-01;5215603;13.902;283;132.313;0.4944;148.216;0.2045;0.64401;0.468;208.042910;46.863700;138.803060;41.744721;0
2010-03-01;5212501;62.500;1755;458.834;0.5166;139.234;0.2274;0.70088;0.261;752.119204;290.636748;535.061042;173.489664;0
2010-03-01;5205497;12.073;557;197.215;0.5843;180.469;0.1717;0.72525;0.354;328.293627;92.450107;220.229525;65.598846;0
2010-03-01;5215231;14.937;950;131.165;0.4258;142.755;0.1901;0.68629;0.138;445.447714;157.555309;352.764069;83.489441;0
2010-04-01;5200258;28.992;1594;216.518;0.4913;121.797;0.1903;0.68903;0.136;843.487501;387.034743;677.009506;247.561205;0
2010-04-01;5221858;10.337;1356;256.125;0.4680;143.919;0.2122;0.73613;0.189;1095.473771;327.650175;823.785255;149.814020;0
