date,interest,mortgage,sbpe,fgts
2007-01-01,0.0064,0.0094999999999999,0.007599999999999919,0.006079999999999936
2007-02-01,0.0042999999999999,0.0094999999999999,0.007599999999999919,0.006079999999999936
2007-03-01,0.0068,0.0102,0.00816,0.006528000000000001
2007-04-01,0.0069,0.0114,0.009120000000000001,0.007296000000000001
2007-05-01,0.0075,0.0111,0.00888,0.007104000000000001
2007-06-01,0.0063,0.0111,0.00888,0.007104000000000001
2007-07-01,0.0073,0.0115,0.0092,0.00736
2007-08-01,0.0052,0.0092,0.00736,0.005888000000000001
2007-09-01,0.0062,0.0121,0.009680000000000001,0.007744000000000001
2007-10-01,0.0062999999999999,0.0109,0.00872,0.006976
2007-11-01,0.0046,0.0101,0.00808,0.006464000000000001
2007-12-01,0.0009999999999999,0.0064999999999999,0.00519999999999992,0.004159999999999936
2008-01-01,0.0038999999999999,0.0084999999999999,0.006799999999999921,0.005439999999999937
2008-02-01,0.0031,0.009,0.0072,0.00576
2008-03-01,0.0036,0.0091,0.007280000000000001,0.005824000000000001
2008-04-01,0.0035,0.0083999999999999,0.0067199999999999205,0.005375999999999936
2008-05-01,0.0008999999999999,0.0059999999999999,0.004799999999999921,0.0038399999999999368
2008-06-01,0.0021999999999999,0.0064999999999999,0.00519999999999992,0.004159999999999936
2008-07-01,0.0053999999999999,0.0086,0.006880000000000001,0.005504000000000001
2008-08-01,0.0074,0.0111,0.00888,0.007104000000000001
2008-09-01,0.0084,0.0113,0.00904,0.007232
2008-10-01,0.0072999999999999,0.0094,0.007520000000000001,0.0060160000000000005
2008-11-01,0.0066,0.0103,0.00824,0.006592000000000001
2008-12-01,0.0084,0.0111,0.00888,0.007104000000000001
2009-01-01,0.0057,0.0091,0.007280000000000001,0.005824000000000001
2009-02-01,0.0030999999999999,0.0083999999999999,0.0067199999999999205,0.005375999999999936
2009-03-01,0.0077,0.0119,0.00952,0.007616000000000001
2009-04-01,0.0036,0.0091,0.007280000000000001,0.005824000000000001
2009-05-01,0.003,0.0092,0.00736,0.005888000000000001
2009-06-01,0.004,0.0103,0.00824,0.006592000000000001
2009-07-01,0.0055,0.0115,0.0092,0.00736
2009-08-01,0.0054,0.0124,0.00992,0.007936
2009-09-01,0.0045,0.0115,0.0092,0.00736
2009-10-01,0.0041,0.0111,0.00888,0.007104000000000001
2009-11-01,0.0025,0.0098,0.00784,0.006272
2009-12-01,0.0036,0.0102,0.00816,0.006528000000000001
2010-01-01,0.001,0.0064,0.00512,0.004096000000000001
2010-02-01,0.001,0.0060999999999999,0.00487999999999992,0.003903999999999936
2010-03-01,0.0024,0.0087,0.00696,0.005568
2010-04-01,0.001,0.0081999999999999,0.00655999999999992,0.005247999999999937
2010-05-01,0.0032,0.0096,0.007679999999999999,0.006144
2010-06-01,0.0079,0.0139,0.01112,0.008896
2010-07-01,0.0085,0.0138,0.011040000000000001,0.008832000000000001
2010-08-01,0.0085,0.0135,0.0108,0.00864
2010-09-01,0.004,0.0094,0.007520000000000001,0.0060160000000000005
2010-10-01,0.0006,0.0064,0.00512,0.004096000000000001
2010-11-01,0.001,0.0055999999999999,0.004479999999999921,0.0035839999999999366
2010-12-01,0.0029999999999999,0.0075999999999999,0.0060799999999999205,0.004863999999999937
2011-01-01,0.0002999999999999,0.0055999999999999,0.004479999999999921,0.0035839999999999366
2011-02-01,0.0003999999999999,0.0058999999999999,0.0047199999999999204,0.0037759999999999365
2011-03-01,0.0012999999999999,0.0059999999999999,0.004799999999999921,0.0038399999999999368
2011-04-01,0.0006999999999999,0.0064,0.00512,0.004096000000000001
2011-05-01,0.0052,0.0102,0.00816,0.006528000000000001
2011-06-01,0.0081,0.0132,0.01056,0.008448
2011-07-01,0.0081,0.0134,0.01072,0.008576
2011-08-01,0.0069999999999999,0.0112,0.008960000000000001,0.007168000000000001
2011-09-01,0.0041,0.0092,0.00736,0.005888000000000001
2011-10-01,0.0045,0.0102,0.00816,0.006528000000000001
2011-11-01,0.0034,0.0087,0.00696,0.005568
2011-12-01,0.0041,0.0086,0.006880000000000001,0.005504000000000001
2012-01-01,0.0032999999999999,0.0079999999999999,0.00639999999999992,0.005119999999999936
2012-02-01,0.0029999999999999,0.0089,0.0071200000000000005,0.0056960000000000005
2012-03-01,0.0061,0.011,0.0088,0.007040000000000001
2012-04-01,0.0007,0.0059999999999999,0.004799999999999921,0.0038399999999999368
2012-05-01,0.0038,0.0073999999999999,0.00591999999999992,0.0047359999999999364
2012-06-01,0.0056,0.0089,0.0071200000000000005,0.0056960000000000005
2012-07-01,0.0025,0.0052,0.00416,0.003328
2012-08-01,0.0028,0.0058,0.00464,0.003712
2012-09-01,0.001,0.0047,0.0037600000000000003,0.0030080000000000003
2012-10-01,0.0002,0.0046,0.00368,0.0029440000000000004
2012-11-01,0.001,0.0046,0.00368,0.0029440000000000004
2012-12-01,0.001,0.0023,0.00184,0.0014720000000000002
2013-01-01,0.001,0.0014999999999999,0.00119999999999992,0.0009599999999999362
2013-02-01,0.001,0.004,0.0032,0.00256
2013-03-01,0.0008,0.005,0.004,0.0032
2013-04-01,0.0005999999999999,0.0042,0.00336,0.0026880000000000003
2013-05-01,0.0023,0.0058,0.00464,0.003712
2013-06-01,0.0035,0.0068,0.00544,0.004352000000000001
2013-07-01,0.0069,0.0094,0.007520000000000001,0.0060160000000000005
2013-08-01,0.0047,0.0073,0.005840000000000001,0.004672000000000001
2013-09-01,0.0036,0.0064,0.00512,0.004096000000000001
2013-10-01,0.0024,0.0044,0.0035200000000000006,0.002816000000000001
2013-11-01,0.0017999999999999,0.0055999999999999,0.004479999999999921,0.0035839999999999366
2013-12-01,0.001,0.0017,0.00136,0.0010880000000000002
2014-01-01,0.003,0.0062999999999999,0.00503999999999992,0.004031999999999937
2014-02-01,0.001,0.0043999999999999,0.00351999999999992,0.002815999999999936
2014-03-01,0.001,0.0037,0.0029600000000000004,0.0023680000000000003
2014-04-01,0.0014999999999999,0.0055,0.0044,0.0035200000000000006
2014-05-01,0.0041,0.0065,0.0052,0.00416
2014-06-01,0.0041999999999999,0.0068,0.00544,0.004352000000000001
2014-07-01,0.0094,0.011,0.0088,0.007040000000000001
2014-08-01,0.0061999999999999,0.0084,0.00672,0.005376000000000001
2014-09-01,0.0034,0.0049,0.00392,0.003136
2014-10-01,0.0053,0.0063,0.00504,0.004032
2014-11-01,0.0032999999999999,0.0054,0.00432,0.0034560000000000003
2014-12-01,0.0017999999999999,0.0017999999999999,0.00143999999999992,0.001151999999999936
2015-01-01,0.001,0.001,0.0008,0.00064
2015-02-01,0.001,0.001,0.0008,0.00064
2015-03-01,0.001,0.001,0.0008,0.00064
2015-04-01,0.0024,0.0032,0.00256,0.0020480000000000003
2015-05-01,0.0025,0.0037,0.0029600000000000004,0.0023680000000000003
2015-06-01,0.0027999999999999,0.0035999999999999,0.0028799999999999204,0.0023039999999999363
2015-07-01,0.0056,0.0053999999999999,0.00431999999999992,0.0034559999999999366
2015-08-01,0.0089,0.0092,0.00736,0.005888000000000001
2015-09-01,0.0057,0.0063,0.00504,0.004032
2015-10-01,0.0029,0.0035,0.0028000000000000004,0.0022400000000000002
2015-11-01,0.0005,0.0017,0.00136,0.0010880000000000002
2015-12-01,0.002,0.0015,0.0012000000000000001,0.0009600000000000001
2016-01-01,0.001,0.001,0.0008,0.00064
2016-02-01,0.0009999999999999,0.0024999999999999,0.00199999999999992,0.001599999999999936
2016-03-01,0.0072999999999999,0.0076,0.00608,0.004864
2016-04-01,0.0045,0.0056,0.0044800000000000005,0.0035840000000000004
2016-05-01,0.0033,0.0045,0.0036,0.00288
2016-06-01,0.0081,0.0088,0.007040000000000001,0.005632000000000002
2016-07-01,0.0059,0.0072,0.00576,0.004608
2016-08-01,0.0078,0.0078,0.00624,0.004992
2016-09-01,0.0103,0.0114,0.009120000000000001,0.007296000000000001
2016-10-01,0.0079,0.0091,0.007280000000000001,0.005824000000000001
2016-11-01,0.0086,0.0104,0.00832,0.006656
2016-12-01,0.0082,0.009,0.0072,0.00576
2017-01-01,0.0071,0.0082,0.006560000000000001,0.005248000000000001
2017-02-01,0.0053999999999999,0.0085,0.0068000000000000005,0.00544
2017-03-01,0.008,0.0089,0.0071200000000000005,0.0056960000000000005
2017-04-01,0.0065,0.0094,0.007520000000000001,0.0060160000000000005
2017-05-01,0.0061999999999999,0.0084,0.00672,0.005376000000000001
2017-06-01,0.0104,0.0127,0.01016,0.008128000000000002
2017-07-01,0.0056,0.0078,0.00624,0.004992
2017-08-01,0.0061,0.0073999999999999,0.00591999999999992,0.0047359999999999364
2017-09-01,0.0048,0.0078999999999999,0.00631999999999992,0.005055999999999936
2017-10-01,0.0022,0.0052,0.00416,0.003328
2017-11-01,0.0028999999999999,0.0066999999999999,0.00535999999999992,0.004287999999999937
2017-12-01,0.001,0.0042999999999999,0.0034399999999999206,0.002751999999999937
2018-01-01,0.0029,0.0061,0.004880000000000001,0.003904000000000001
2018-02-01,0.0014999999999999,0.0056,0.0044800000000000005,0.0035840000000000004
2018-03-01,0.0044,0.0077,0.0061600000000000005,0.004928000000000001
2018-04-01,0.003,0.0064,0.00512,0.004096000000000001
2018-05-01,0.0011999999999999,0.0043,0.0034400000000000003,0.0027520000000000005
2018-06-01,0.001,0.001,0.0008,0.00064
2018-07-01,0.0021,0.0046,0.00368,0.0029440000000000004
2018-08-01,0.0065999999999999,0.0087,0.00696,0.005568
2018-09-01,0.001,0.0028,0.0022400000000000002,0.0017920000000000002
2018-10-01,0.0008999999999999,0.0030999999999999,0.00247999999999992,0.0019839999999999363
2018-11-01,0.0069999999999999,0.0097,0.00776,0.006208000000000001
2018-12-01,0.0034,0.0061,0.004880000000000001,0.003904000000000001
2019-01-01,0.0022,0.0042,0.00336,0.0026880000000000003
2019-02-01,0.0005999999999999,0.0033,0.00264,0.002112
2019-03-01,0.001,0.0001,8e-05,6.400000000000001e-05
2019-04-01,0.001,0.0018,0.00144,0.001152
2019-05-01,0.0041,0.0061,0.004880000000000001,0.003904000000000001
2019-06-01,0.0045999999999999,0.0073,0.005840000000000001,0.004672000000000001
2019-07-01,0.0038,0.0054,0.00432,0.0034560000000000003
2019-08-01,0.0039,0.006,0.0048000000000000004,0.0038400000000000005
2019-09-01,0.005,0.0073999999999999,0.00591999999999992,0.0047359999999999364
2019-10-01,0.0038,0.0058,0.00464,0.003712
2019-11-01,0.001,0.0014999999999999,0.00119999999999992,0.0009599999999999362
2019-12-01,0.001,0.001,0.0008,0.00064
2020-01-01,0.0017,0.0043,0.0034400000000000003,0.0027520000000000005
2020-02-01,0.0003999999999999,0.0039,0.00312,0.002496
2020-03-01,0.0027,0.0058,0.00464,0.003712
2020-04-01,0.0059,0.0095,0.0076,0.00608
2020-05-01,0.0062,0.0102,0.00816,0.006528000000000001
2020-06-01,0.001,0.0038,0.00304,0.002432
2020-07-01,0.001,0.0026,0.00208,0.001664
2020-08-01,0.001,0.0037,0.0029600000000000004,0.0023680000000000003
2020-09-01,0.001,0.001,0.0008,0.00064
2020-10-01,0.001,0.001,0.0008,0.00064
2020-11-01,0.001,0.001,0.0008,0.00064
2020-12-01,0.001,0.001,0.0008,0.00064
2021-01-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2021-02-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2021-03-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2021-04-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2021-05-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2021-06-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2021-07-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2021-08-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2021-09-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2021-10-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2021-11-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2021-12-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2022-01-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2022-02-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2022-03-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2022-04-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2022-05-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2022-06-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2022-07-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2022-08-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2022-09-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2022-10-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2022-11-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2022-12-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2023-01-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2023-02-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2023-03-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2023-04-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2023-05-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2023-06-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2023-07-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2023-08-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2023-09-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2023-10-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2023-11-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2023-12-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2024-01-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2024-02-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2024-03-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2024-04-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2024-05-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2024-06-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2024-07-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2024-08-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2024-09-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2024-10-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2024-11-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2024-12-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2025-01-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2025-02-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2025-03-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2025-04-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2025-05-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2025-06-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2025-07-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2025-08-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2025-09-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2025-10-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2025-11-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2025-12-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2026-01-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2026-02-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2026-03-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2026-04-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2026-05-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2026-06-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2026-07-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2026-08-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2026-09-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2026-10-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2026-11-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2026-12-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2027-01-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2027-02-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2027-03-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2027-04-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2027-05-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2027-06-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2027-07-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2027-08-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2027-09-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2027-10-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2027-11-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2027-12-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2028-01-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2028-02-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2028-03-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2028-04-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2028-05-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2028-06-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2028-07-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2028-08-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2028-09-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2028-10-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2028-11-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2028-12-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2029-01-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2029-02-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2029-03-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2029-04-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2029-05-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2029-06-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2029-07-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2029-08-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2029-09-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2029-10-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2029-11-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2029-12-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2030-01-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2030-02-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2030-03-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2030-04-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2030-05-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2030-06-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2030-07-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2030-08-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2030-09-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2030-10-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2030-11-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
2030-12-01,0.001,0.0018499999999999,0.00147999999999992,0.001183999999999936
