"code_weighting","estabs10","estabs21"
"2803500003005",663,924
"2803500003004",387,516
"2802106003002",422,401
"2802106003001",390,559
"2802106003003",535,513
"2800308005011",496,593
"2800308005010",5302,5140
"2800308005013",222,290
"2800308005012",913,888
"2800308005015",166,257
"2800308005014",553,634
"2800308005016",1046,1010
"2800308005002",147,281
"2800308005001",562,615
"2800308005004",553,904
"2800308005003",350,454
"2800308005006",659,1196
"2800308005005",1454,2228
"2800308005008",741,1285
"2800308005007",4442,7835
"2800308005009",1649,1760
"2803005003001",433,542
"2803005003002",52,51
"2802908003002",225,523
"2802908003001",793,887
"2802908003004",1015,1475
"2802908003003",321,460
"2800100001001",32,24
"2800209001001",233,263
"2800407001001",139,149
"2800506001001",139,153
"2800605001001",334,532
"2800670001001",429,369
"2800704001001",60,79
"2801009001001",378,484
"2801108001001",35,40
"2801207001001",361,438
"2801306003001",305,416
"2801405001001",328,412
"2801504001001",258,257
"2801603001001",56,67
"2801702001001",196,193
"2801900001001",48,52
"2802007001001",57,50
"2802205001001",60,72
"2802304001001",269,370
"2802403001001",79,89
"2802502001001",58,42
"2802601001001",63,78
"2802700001001",82,96
"2802809001001",155,143
"2803104001001",49,66
"2803302001001",192,231
"2803401001001",150,151
"2803609001001",357,320
"2803708001001",89,105
"2803807001001",57,63
"2803906001001",118,115
"2804003001001",217,141
"2804102001001",136,180
"2804201001001",98,141
"2804300001001",107,68
"2804409001001",335,390
"2804458001001",88,105
"2804508003001",541,906
"2804607001001",335,437
"2804706001001",49,82
"2804904001001",91,95
"2805000001001",26,32
"2805109001001",85,88
"2805208001001",72,92
"2805307001001",89,87
"2805406001001",210,271
"2805505001001",349,425
"2805604001001",288,314
"2805703001001",638,664
"2805802001001",176,168
"2805901001001",101,75
"2806008001001",247,354
"2806107001001",179,113
"2806206001001",295,328
"2806305001001",93,121
"2806404001001",89,88
"2806503001001",39,45
"2806602001001",134,124
"2806800001001",120,153
"2806909001001",40,36
"2807006001001",54,46
"2807204001001",70,81
"2807303001001",35,29
"2807501001001",139,174
"2807600001001",424,409
"2901809001001",87,76
"2933208003002",771,744
"2933208003001",120,95
"2928703003002",266,300
"2928703003001",1292,1200
"2928703003004",705,522
"2928703003003",918,1285
"2916500003002",220,302
"2916500003001",2,7
"2914802005001",670,668
"2914802005003",264,169
"2914802005002",379,288
"2914802005005",941,999
"2914802005004",142,91
"2914802005007",292,214
"2914802005006",144,168
"2914802005009",483,363
"2914802005008",236,137
"2914802005010",2976,2053
"2914802005012",552,428
"2914802005011",591,384
"2914802005014",294,286
"2914802005013",748,538
"2917508003001",162,134
"2917508003003",266,279
"2917508003002",1245,1187
"2917508003004",574,779
"2906006003002",661,718
"2933604003002",490,338
"2906006003001",1076,1021
"2933604003001",155,153
"2929206003001",32,57
"2929206003002",623,1072
"2905701005012",242,730
"2905701005011",323,530
"2905701005001",442,343
"2905701005003",571,642
"2905701005002",136,283
"2905701005005",300,254
"2905701005004",274,725
"2905701005007",501,299
"2905701005006",2378,2874
"2905701005009",815,586
"2905701005008",317,409
"2905701005010",189,159
"2930709003001",272,296
"2930709003003",415,847
"2930709003002",354,237
"2930709003005",978,1797
"2930709003004",1159,645
"2930709003006",414,442
"2927408005010",687,467
"2927408005012",725,765
"2927408005011",718,767
"2927408005014",1257,1152
"2927408005013",2332,2037
"2927408005016",1602,1170
"2927408005015",234,258
"2927408005018",7588,5918
"2927408005017",4182,3200
"2927408005019",435,275
"2927408005001",330,263
"2927408005003",1893,851
"2927408005002",1071,1140
"2927408005005",840,602
"2927408005004",3916,3737
"2927408005007",557,381
"2927408005006",1046,799
"2927408005009",5143,5087
"2927408005008",1429,1389
"2927408005030",686,553
"2927408005032",645,707
"2927408005031",560,359
"2927408005034",716,603
"2927408005033",232,152
"2927408005036",478,417
"2927408005035",1574,1247
"2927408005038",794,759
"2927408005037",751,678
"2927408005039",401,425
"2927408005021",467,260
"2927408005020",3849,3413
"2927408005023",366,307
"2927408005022",296,253
"2927408005025",813,554
"2927408005024",411,271
"2927408005027",13,21
"2927408005026",597,450
"2927408005029",2573,2249
"2927408005028",783,830
"2930501003001",137,110
"2930501003003",154,103
"2930501003002",431,319
"2930501003004",1414,1437
"2927408005052",525,437
"2927408005051",403,493
"2927408005054",224,256
"2927408005053",853,797
"2927408005056",800,474
"2927408005055",266,224
"2927408005058",305,273
"2927408005057",270,299
"2927408005059",1595,1418
"2927408005061",284,134
"2927408005060",1120,1071
"2927408005041",1098,1196
"2927408005040",746,580
"2927408005043",1333,2534
"2927408005042",478,476
"2927408005045",10451,21372
"2927408005044",500,499
"2927408005047",2393,2444
"2927408005046",632,549
"2927408005049",829,513
"2927408005048",474,387
"2902906003001",36,32
"2902906003002",674,748
"2927408005050",1026,1714
"2927408005062",1146,854
"2923001003002",275,364
"2923001003001",715,542
"2907509003001",623,472
"2907509003002",367,775
"2910701003001",389,396
"2910701003002",719,792
"2908408003002",61,62
"2908408003001",860,730
"2908408003003",712,738
"2903904003002",1218,1320
"2903904003001",757,537
"2907806003001",36,26
"2907806003002",712,573
"2928000003002",469,598
"2928000003001",158,240
"2930204003001",377,305
"2910503003001",405,284
"2910503003002",435,493
"2929909003001",794,860
"2929909003002",359,442
"2904902003001",569,435
"2904902003002",209,163
"2928604003002",65,53
"2928604003001",815,560
"2928604003003",404,391
"2905602003001",583,464
"2905602003002",395,309
"2928109003002",506,537
"2928109003001",524,421
"2911709003002",412,445
"2911709003001",676,1022
"2911709003004",1735,1548
"2911709003003",856,907
"2917003003001",455,412
"2917003003002",2,13
"2914000003001",444,603
"2914000003003",607,525
"2914000003002",29,24
"2927002003001",280,334
"2927002003002",272,284
"2921500003002",335,366
"2921500003001",291,356
"2932705001001",451,445
"2914703003001",531,500
"2914703003003",748,865
"2914703003002",604,575
"2906501003002",64,92
"2906501003001",48,57
"2906501003004",1235,960
"2906501003003",407,511
"2931905003002",671,614
"2931905003001",200,150
"2926608003002",442,547
"2926608003001",690,628
"2919207003001",1085,2210
"2919207003003",186,240
"2919207003002",311,379
"2919207003005",127,359
"2919207003004",459,528
"2919207003007",1499,2122
"2919207003006",2801,479
"2919207003008",3669,5933
"2916401003002",910,680
"2916401003001",857,871
"2916401003003",657,453
"2929503003001",25,42
"2900702003001",75,78
"2900702003003",154,207
"2900702003002",253,312
"2900702003005",1664,1645
"2900702003004",124,105
"2900702003007",600,771
"2900702003006",468,488
"2912202002002",403,622
"2912202002001",146,99
"2910602003001",379,359
"2910602003002",249,301
"2904605003001",526,641
"2904605003003",924,954
"2904605003002",846,922
"2918407005002",1048,849
"2918407005001",1760,2150
"2918407005004",310,379
"2918407005003",563,604
"2918407005006",308,268
"2918407005005",403,449
"2918407005008",956,802
"2918407005007",354,355
"2918407005009",466,278
"2918407005011",49,109
"2918407005010",27,220
"2917706003001",221,133
"2917706003002",528,357
"2930105003001",195,213
"2930105003003",697,600
"2930105003002",458,623
"2930105003004",762,818
"2924009003001",1210,1003
"2924009003003",733,752
"2924009003002",112,135
"2924009003005",456,321
"2924009003004",521,602
"2918100003002",544,385
"2918100003001",127,81
"2901908002001",82,56
"2901908002002",67,101
"2932903003001",865,782
"2932903003003",892,738
"2932903003002",176,173
"2932903003005",116,216
"2932903003004",335,426
"2903201003002",610,794
"2903201003001",609,760
"2903201003004",299,645
"2903201003003",2616,3830
"2903201003006",563,546
"2903201003005",219,104
"2929305003001",334,548
"2903201003007",320,551
"2929305003002",277,278
"2910057003001",201,205
"2910057003003",1393,953
"2910057003002",505,468
"2906873003002",422,713
"2906873003001",637,558
"2925303003001",1956,2725
"2925303003003",767,1110
"2925303003002",149,825
"2925303003005",688,717
"2925303003004",767,786
"2925303003007",931,950
"2925303003006",505,497
"2902500001001",184,218
"2922003003001",337,309
"2922003003002",709,661
"2918001003007",2071,1792
"2918001003002",632,517
"2918001003001",288,203
"2918001003004",769,710
"2918001003003",159,246
"2918001003006",520,444
"2918001003005",235,179
"2913903003002",511,471
"2913903003001",984,783
"2920601003001",NA,2
"2920601003002",495,484
"2925204003001",320,283
"2925204003002",489,490
"2902708003001",301,426
"2902708003002",177,374
"2921005003002",780,927
"2921005003001",296,308
"2913606003002",380,304
"2913606003001",107,198
"2913606003004",426,353
"2913606003003",184,300
"2913606003006",162,193
"2913606003005",288,347
"2913606003008",967,720
"2913606003007",311,245
"2913606003009",2683,2128
"2914604003001",1182,1434
"2914604003003",209,228
"2914604003002",1259,1435
"2931350003002",372,458
"2931350003001",361,283
"2931350003004",183,173
"2931350003003",663,709
"2931350003006",1876,1750
"2931350003005",1590,1688
"2909307003001",268,183
"2909307003002",601,780
"2928802003002",257,222
"2928802003001",696,663
"2933257001001",97,108
"2915601003001",637,669
"2915601003002",1319,1123
"2919553003001",788,1631
"2919553003003",871,1276
"2919553003002",1405,3282
"2921708003002",467,407
"2921708003001",145,165
"2932002001001",528,354
"2905206003001",821,900
"2905206003002",419,687
"2919504003001",188,193
"2919504003002",1218,1199
"2933307005011",427,521
"2933307005010",604,629
"2933307005013",47,99
"2933307005012",42,86
"2933307005014",64,93
"2933307005002",540,512
"2933307005001",974,1732
"2933307005004",186,302
"2933307005003",1452,1145
"2933307005006",421,398
"2933307005005",151,296
"2933307005008",4797,5545
"2933307005007",1315,1942
"2933307005009",473,873
"2926301003002",686,674
"2926301003001",115,88
"2902104003001",245,281
"2902104003002",466,326
"2906303003002",391,413
"2906303003001",402,349
"2924603001001",222,273
"2911204003002",888,792
"2911204003001",163,141
"2906808003002",343,391
"2906808003001",269,364
"2901007003002",478,409
"2901007003001",249,290
"2917607003001",258,249
"2917607003002",859,965
"2907202003001",355,575
"2907202003002",493,334
"2904407001001",78,81
"2909802003001",412,511
"2909802003003",918,906
"2909802003002",549,531
"2910727003001",319,281
"2910727003003",269,413
"2910727003002",393,329
"2910727003005",2193,2393
"2910727003004",585,600
"2910800004011",743,634
"2910800004010",792,889
"2910800004013",1202,1236
"2910800004012",1132,843
"2910800004014",8225,10089
"2910800004002",1818,2178
"2910800004001",243,358
"2926004003002",380,381
"2910800004004",193,343
"2926004003001",494,343
"2910800004003",815,740
"2910800004006",1147,1326
"2910800004005",1778,1713
"2910800004008",775,1232
"2910800004007",594,849
"2910800004009",439,798
"2919801003001",303,357
"2919801003002",648,542
"2925105003001",731,599
"2925105003002",181,143
"2900108001001",196,176
"2900207001001",228,200
"2900306001001",181,126
"2900355001001",513,420
"2900405001001",307,309
"2900504001001",94,111
"2900603001001",71,65
"2900801001001",368,342
"2900900001001",115,80
"2901106001001",644,749
"2901155001001",136,152
"2901205001001",275,318
"2901304001001",264,217
"2901353001001",240,226
"2901403001001",127,181
"2901502001001",55,110
"2901601001001",188,167
"2901700001001",100,85
"2901957001001",80,69
"2902005001001",156,163
"2902054001001",140,193
"2902203001001",89,112
"2902252001001",147,101
"2902302001001",228,182
"2902401001001",191,157
"2902609001001",341,389
"2902658001001",142,154
"2902807001001",543,635
"2903003001001",209,230
"2903102001001",71,75
"2903235001001",177,166
"2903276001001",224,295
"2903300001001",84,80
"2903409001001",429,400
"2903508001001",183,208
"2903607001001",205,196
"2903706001001",141,164
"2903805001001",280,214
"2903953001001",90,49
"2904001001001",194,202
"2904050001001",261,204
"2904100001001",367,317
"2904209001001",200,196
"2904308001001",267,175
"2904506001001",241,247
"2904704001001",356,244
"2904753001001",155,171
"2904803001001",130,141
"2904852001001",140,174
"2905008001001",850,837
"2905107001001",79,108
"2905156001001",126,102
"2905305001001",295,308
"2905404001001",522,854
"2905503001001",161,180
"2905800003001",818,693
"2905909001001",501,420
"2906105001001",106,120
"2906204001001",323,379
"2906402001001",89,75
"2906600001001",260,260
"2906709001001",462,404
"2906824001001",210,193
"2906857001001",188,144
"2906899001001",94,110
"2906907001001",177,218
"2907004001001",85,108
"2907103001001",245,281
"2907301001001",519,497
"2907400001001",53,61
"2907558001001",83,96
"2907608001001",173,165
"2907707001001",167,139
"2907905001001",379,263
"2908002001001",611,273
"2908101001001",377,289
"2908200001001",356,308
"2908309001001",247,265
"2908507003001",1480,1638
"2908606001001",274,370
"2908705001001",312,336
"2908804001001",418,615
"2908903001001",246,468
"2909000001001",132,115
"2909109001001",270,225
"2909208001001",154,163
"2909406001001",154,175
"2909505001001",69,49
"2909604001001",216,230
"2909703001001",130,129
"2909901003001",580,537
"2910008001001",108,113
"2910107001001",205,219
"2910206001001",43,68
"2910305001001",79,104
"2910404001001",388,355
"2910750001001",201,174
"2910776001001",89,57
"2910859001001",288,411
"2910909001001",149,94
"2911006001001",172,139
"2911105001001",673,823
"2911253001001",73,51
"2911303001001",60,117
"2911402001001",28,173
"2911501001001",93,108
"2911600001001",343,321
"2911659001001",109,116
"2911808001001",259,264
"2911857001001",182,184
"2911907001001",484,452
"2912004001001",266,278
"2912103001001",839,487
"2912301001001",381,268
"2912400001001",166,161
"2912509001001",286,328
"2912608001001",68,66
"2912707001001",281,242
"2912806001001",178,241
"2912905001001",385,326
"2913002001001",209,188
"2913101001001",225,237
"2913200001001",1046,795
"2913309001001",116,57
"2913408001001",223,263
"2913457001001",176,125
"2913507001001",592,362
"2913705003001",613,398
"2913804001001",133,68
"2914109001001",226,311
"2914208001001",61,70
"2914307001001",138,155
"2914406001001",258,389
"2914505001001",246,294
"2914653001001",537,700
"2914901001001",831,786
"2915007001001",246,204
"2915106001001",146,116
"2915205001001",238,264
"2915304001001",143,161
"2915353001001",80,96
"2915403001001",133,95
"2915502001001",370,299
"2915700001001",95,97
"2915809001001",567,482
"2915908001001",75,91
"2916005001001",397,490
"2916104001001",302,239
"2916203001001",243,224
"2916302001001",177,180
"2916609001001",153,83
"2916708001001",78,74
"2916807001001",610,476
"2916856001001",271,431
"2916906001001",181,183
"2917102001001",722,615
"2917201001001",384,451
"2917300001001",765,477
"2917334001001",180,140
"2917359001001",211,314
"2917409001001",186,202
"2917805001001",62,43
"2917904001001",117,161
"2918209001001",163,189
"2918308001001",307,172
"2918357001001",386,389
"2918456001001",83,103
"2918506001001",204,211
"2918555001001",138,101
"2918605001001",198,201
"2918704001001",86,61
"2918753001001",124,184
"2918803001001",239,284
"2918902001001",90,112
"2919009001001",42,48
"2919058001001",86,96
"2919108001001",65,83
"2919157001001",323,319
"2919306001001",312,345
"2919405001001",370,393
"2919603001001",123,131
"2919702001001",342,360
"2919900001001",104,121
"2919926001001",367,305
"2919959001001",100,103
"2920007001001",237,221
"2920106001001",271,207
"2920205001001",202,188
"2920304001001",112,138
"2920403001001",174,198
"2920452001001",90,52
"2920502001001",665,758
"2920700001001",339,636
"2920809001001",197,164
"2920908001001",229,202
"2921054001001",81,120
"2921104001001",504,514
"2921203001001",535,460
"2921302001001",98,77
"2921401001001",139,140
"2921450001001",110,100
"2921609001001",185,223
"2921807001001",287,247
"2921906001001",230,287
"2922052001001",140,167
"2922102001001",303,288
"2922201001001",69,80
"2922250001001",292,151
"2922300003001",499,483
"2922409001001",332,373
"2922508001001",623,600
"2922607001001",138,137
"2922656001001",156,168
"2922706001001",404,208
"2922730001001",172,217
"2922755001001",68,83
"2922805001001",104,118
"2922854001001",72,45
"2922904001001",372,255
"2923035001001",123,156
"2923050001001",118,116
"2923100001001",297,327
"2923209001001",450,482
"2923308001001",102,70
"2923357001001",198,297
"2923407001001",402,373
"2923506001001",161,232
"2923605001001",493,651
"2923704001001",497,387
"2923803001001",156,139
"2923902001001",193,145
"2924058001001",171,192
"2924108001001",60,75
"2924207001001",166,125
"2924306001001",273,316
"2924405003001",297,470
"2924504001001",222,266
"2924652001001",159,206
"2924678001001",89,77
"2924702001001",130,107
"2924801001001",275,340
"2924900001001",63,129
"2925006001001",345,340
"2925253001001",201,222
"2925402001001",198,212
"2925501001001",936,851
"2925600001001",207,184
"2925709001001",159,172
"2925758001001",381,471
"2925808001001",352,432
"2925907001001",308,307
"2925931001001",98,142
"2925956001001",197,212
"2926103001001",318,277
"2926202001001",272,386
"2926400001001",508,444
"2926509001001",102,113
"2926657001001",138,160
"2926707001001",264,248
"2926806001001",266,240
"2926905001001",232,239
"2927101001001",134,172
"2927200003001",687,652
"2927309001001",170,142
"2927507001001",317,322
"2927606001001",216,143
"2927705001001",531,851
"2927804001001",122,98
"2927903001001",62,88
"2928059001001",206,137
"2928208001001",571,392
"2928307001001",89,99
"2928406001001",320,445
"2928505001001",132,120
"2928901001001",792,1075
"2928950001001",181,220
"2929008001001",262,139
"2929057001001",399,360
"2929107001001",488,362
"2929255001001",355,363
"2929354001001",66,43
"2929370001001",31,33
"2929404001001",113,104
"2929503003002",691,603
"2929602001001",232,291
"2929701001001",185,246
"2929750001001",397,201
"2929800001001",131,123
"2930006001001",195,178
"2930154003001",427,428
"2930303001001",256,163
"2930402001001",200,219
"2930600001001",224,250
"2930758001001",113,104
"2930766001001",178,122
"2930774001001",614,397
"2930808001001",161,136
"2930907001001",161,180
"2931004001001",484,585
"2931053001001",403,586
"2931103001001",142,127
"2931202001001",240,199
"2931301001001",173,132
"2931400001001",111,97
"2931509001001",376,308
"2931608001001",135,182
"2931707001001",136,134
"2931806001001",216,271
"2932101001001",310,265
"2932200001001",625,476
"2932309001001",522,362
"2932408001001",143,137
"2932457001001",103,165
"2932507001001",496,434
"2932606001001",325,292
"2932804001001",391,439
"2933000001001",692,796
"2933059001001",189,196
"2933109001001",167,70
"2933158001001",205,162
"2933174001001",83,104
"2933406001001",135,185
"2933455001001",186,176
"2933505001001",276,327
"3136702005001",2000,1957
"3136702005003",1706,1522
"3136702005002",957,967
"3136702005005",2130,2395
"3136702005004",1651,1661
"3136702005007",3199,4119
"3136702005006",9237,9429
"3136702005009",914,1325
"3136702005008",1136,1133
"3115359001001",154,205
"3136702005010",1404,1155
"3136702005012",926,630
"3136702005011",773,681
"3136702005014",1512,2383
"3136702005013",1486,1213
"3114303003002",911,1111
"3114303003001",807,649
"3159605003002",1129,1361
"3159605003001",1356,1135
"3147006003002",409,411
"3147006003001",1015,354
"3147006003004",2130,2648
"3147006003003",483,495
"3110004003002",598,554
"3110004003001",985,835
"3147105003002",1343,1241
"3147105003001",1275,1258
"3147105003004",1101,1368
"3147105003003",1016,1095
"3102605003002",669,607
"3102605003001",1610,1468
"3144805003002",1050,943
"3144805003001",988,1865
"3144805003004",813,637
"3144805003003",1872,4637
"3119302003002",993,1146
"3119302003001",872,752
"3169208001001",533,404
"3118601005001",714,860
"3118601005003",1557,2079
"3118601005002",1011,1236
"3118601005005",1322,2096
"3118601005004",1150,1369
"3118601005007",1826,1983
"3118601005006",703,713
"3118601005009",2425,2419
"3118601005008",1608,1701
"3156700003001",419,424
"3156700003003",246,288
"3156700003002",287,253
"3156700003005",372,372
"3156700003004",399,348
"3156700003006",725,673
"3118601005010",3242,3044
"3118601005012",2401,2537
"3118601005011",1822,1929
"3118601005014",2585,2548
"3118601005013",1167,1444
"3164704003002",1959,2226
"3164704003001",768,817
"3164704003003",1339,1313
"3167202005011",605,690
"3167202005010",184,219
"3167202005013",742,904
"3167202005012",689,680
"3167202005002",170,174
"3167202005001",252,303
"3167202005004",214,228
"3167202005003",267,610
"3167202005006",642,835
"3167202005005",359,400
"3167202005008",1793,1972
"3167202005007",357,379
"3167202005009",3292,2952
"3124104003002",303,332
"3124104003001",1400,1463
"3136207003001",623,548
"3136207003003",776,961
"3136207003002",2212,2155
"3169406003002",977,913
"3169406003001",2043,1996
"3121605003001",380,600
"3121605003002",1282,1341
"3139607003002",359,389
"3139607003001",777,716
"3170800003002",859,722
"3170800003001",484,400
"3160405003002",731,570
"3160405003001",896,998
"3169901003002",1831,1838
"3169901003001",1396,880
"3169901003004",516,515
"3169901003003",301,396
"3169901003006",557,984
"3169901003005",817,826
"3152105003002",1253,1062
"3152105003001",851,810
"3152105003003",1115,1190
"3118304003001",476,477
"3118304003003",353,430
"3118304003002",545,548
"3118304003005",2613,2866
"3118304003004",742,643
"3108255001001",147,157
"3143906003001",1579,1638
"3143906003003",703,495
"3143906003002",263,263
"3143906003005",1935,1495
"3143906003004",1734,1888
"3110608003002",829,851
"3110608003001",521,743
"3106200005001",1279,1399
"3106200005003",1311,1531
"3106200005002",2603,3234
"3106200005005",1033,1202
"3106200005004",283,342
"3106200005007",692,881
"3106200005006",256,361
"3106200005009",7829,9722
"3106200005008",24957,23101
"3106200005021",1101,1113
"3106200005020",1413,1329
"3106200005023",627,695
"3106200005022",364,372
"3106200005025",576,599
"3106200005024",243,260
"3106200005027",1259,1672
"3106200005026",1266,1461
"3106200005029",658,719
"3106200005028",1018,1073
"3106200005030",674,773
"3106200005010",10158,12738
"3106200005012",3894,5826
"3106200005011",3008,3503
"3106200005014",172,218
"3106200005013",2640,3572
"3106200005016",3586,5533
"3106200005015",3691,4451
"3106200005018",2248,2535
"3106200005017",1978,2125
"3106200005019",3564,3617
"3106200005043",4381,4342
"3106200005042",1252,1290
"3106200005045",1798,2208
"3106200005044",1758,1935
"3106200005047",3261,4095
"3106200005046",4031,4355
"3106200005049",1032,1192
"3106200005048",1038,1171
"3106200005050",991,1077
"3106200005052",563,836
"3106200005051",393,398
"3106200005032",1122,1661
"3106200005031",828,930
"3106200005034",1961,1946
"3106200005033",959,1149
"3106200005036",2068,2649
"3106200005035",2233,3078
"3106200005038",1763,1455
"3106200005037",1221,1167
"3106200005039",3242,3511
"3106200005041",607,637
"3106200005040",969,1210
"3106200005065",551,556
"3106200005064",1187,1367
"3106200005067",820,882
"3106200005066",467,636
"3135100003002",853,1183
"3106200005054",3083,7255
"3135100003001",769,575
"3106200005053",1230,1584
"3106200005056",1482,3192
"3135100003003",728,703
"3106200005055",3007,4086
"3106200005058",3151,3735
"3106200005057",2729,3856
"3106200005059",782,891
"3143302005010",471,508
"3143302005012",234,286
"3143302005011",328,392
"3143302005014",290,362
"3143302005013",299,450
"3143302005016",272,437
"3143302005015",557,677
"3106200005061",1045,1269
"3143302005018",376,789
"3106200005060",2177,2530
"3143302005017",365,418
"3106200005063",2091,2523
"3106200005062",938,1022
"3143302005019",466,674
"3143302005001",3907,4081
"3143302005003",1278,1137
"3143302005002",913,913
"3143302005005",595,1354
"3143302005004",1704,2359
"3143302005007",428,440
"3143302005006",1228,1843
"3143302005009",416,425
"3143302005008",406,620
"3143302005021",156,210
"3143302005020",246,223
"3143302005022",373,459
"3170206005002",1007,1278
"3170206005001",661,1206
"3170206005004",528,572
"3170206005003",1163,1852
"3170206005006",4620,4807
"3170206005005",3765,3783
"3170206005008",1536,1596
"3170206005007",6042,6658
"3170206005009",878,1030
"3101508003001",981,806
"3101508003002",2238,2147
"3118007003001",468,460
"3118007003002",1586,1270
"3170206005011",2877,3899
"3170206005010",1924,2381
"3170206005013",3028,4609
"3170206005012",442,958
"3170206005015",899,1171
"3170206005014",2170,3383
"3170206005017",589,721
"3170206005016",1386,3758
"3168705003001",376,335
"3168705003003",1887,1822
"3168705003002",216,189
"3168705003004",796,779
"3170404003002",258,432
"3170404003001",493,656
"3170404003004",2211,3198
"3170404003003",893,330
"3145208003002",153,282
"3145208003001",823,778
"3145208003004",1471,1931
"3145208003003",785,813
"3106705005001",324,396
"3106705005003",516,826
"3106705005002",2948,4446
"3106705005005",440,561
"3106705005004",165,360
"3106705005007",352,351
"3106705005006",110,155
"3106705005009",278,357
"3106705005008",432,745
"3135050003002",829,843
"3135050003001",197,177
"3140704003002",601,659
"3140704003001",549,532
"3106705005020",795,910
"3106705005010",437,537
"3106705005012",218,323
"3106705005011",364,436
"3106705005014",464,623
"3106705005013",281,342
"3106705005016",269,323
"3106705005015",187,303
"3106705005018",281,292
"3106705005017",494,431
"3106705005019",479,569
"3108602003001",118,128
"3162500003002",1245,2044
"3108602003002",868,749
"3162500003001",360,304
"3162500003004",633,415
"3162500003003",1006,1106
"3162500003005",791,1013
"3120904003002",1208,1336
"3120904003001",1452,1072
"3120904003003",1037,809
"3134400003002",1577,1589
"3134400003001",605,565
"3132404003002",1989,1837
"3132404003001",545,416
"3132404003004",1716,1998
"3132404003003",960,989
"3131307005010",1061,979
"3131307005012",327,360
"3131307005011",299,248
"3131307005001",1185,1197
"3131307005003",541,542
"3131307005002",1667,2265
"3131307005005",845,822
"3131307005004",2795,2566
"3131307005007",262,366
"3131307005006",304,312
"3131307005009",1097,1527
"3131307005008",432,415
"3112307003002",782,1130
"3112307003001",384,476
"3115300003002",1394,1060
"3115300003001",585,490
"3115300003004",1014,859
"3115300003003",573,476
"3103405003001",747,533
"3103405003002",590,691
"3136959001001",111,101
"3162104003002",1139,1128
"3162104003001",449,844
"3145455001001",197,217
"3111200003001",550,470
"3111200003003",1706,1729
"3111200003002",960,984
"3144003003002",460,379
"3144003003001",334,380
"3139003003002",2412,2070
"3139003003001",333,230
"3134202003002",355,383
"3134202003001",471,404
"3134202003004",218,259
"3134202003003",995,811
"3134202003006",1137,1047
"3134202003005",1458,1281
"3157005003002",1373,1343
"3157005003001",404,317
"3170057001001",388,495
"3157203001001",1017,1057
"3137205003002",1440,1805
"3137205003001",770,873
"3131901003001",486,522
"3131901003002",2090,2177
"3107406003002",1051,1037
"3107406003001",1587,1727
"3158003001001",474,521
"3107307003001",621,582
"3145901003002",454,617
"3145901003001",1326,1461
"3103504003001",400,369
"3103504003003",706,794
"3103504003002",248,336
"3103504003005",878,1224
"3103504003004",1254,1780
"3103504003006",2036,2389
"3104205003002",1263,1175
"3104205003001",1103,1456
"3169604003002",790,483
"3169604003001",716,891
"3154606005002",332,394
"3154606005001",195,292
"3154606005004",100,92
"3154606005003",168,166
"3154606005006",128,188
"3154606005005",105,122
"3154606005008",531,917
"3154606005007",161,231
"3154606005009",225,307
"3151206003001",712,708
"3151206003002",1661,1688
"3154606005020",140,125
"3154606005011",177,144
"3154606005010",169,164
"3154606005013",171,209
"3154606005012",129,130
"3154606005015",232,230
"3154606005014",161,164
"3154606005017",115,124
"3154606005016",451,443
"3154606005019",133,194
"3154606005018",160,175
"3171204003001",100,89
"3171204003003",236,269
"3170107005002",928,1169
"3171204003002",171,363
"3170107005001",5147,4463
"3171204003005",325,316
"3170107005004",1234,1195
"3171204003004",1086,1166
"3170107005003",736,855
"3170107005006",937,1285
"3170107005005",1202,1270
"3170107005008",834,975
"3170107005007",367,412
"3148004003001",360,594
"3170107005009",484,688
"3148004003003",292,369
"3148004003002",475,331
"3148004003005",613,1228
"3148004003004",636,601
"3148004003007",1327,1709
"3148004003006",921,1492
"3148004003009",1997,2789
"3148004003008",1935,2353
"3170107005011",1247,1175
"3170107005010",491,387
"3170107005013",287,460
"3170107005012",907,948
"3170107005015",504,702
"3146008003001",728,728
"3170107005014",262,394
"3170107005016",554,1108
"3146008003002",1232,1075
"3133808003001",449,569
"3133808003003",844,1054
"3133808003002",2284,2703
"3133808003004",1256,1664
"3132503003002",649,763
"3132503003001",302,488
"3161106003001",156,156
"3161106003002",1075,1027
"3104007003002",233,393
"3104007003001",462,439
"3104007003004",2907,3382
"3104007003003",477,621
"3104007003005",1019,1339
"3113701001001",974,749
"3163706003001",952,857
"3163706003002",1878,1809
"3164472001001",312,439
"3160702003002",666,444
"3160702003001",1232,981
"3126109003001",834,1016
"3126109003003",973,1171
"3126109003002",1997,2547
"3170701003002",476,452
"3170701003001",996,1072
"3170701003004",2968,2999
"3170701003003",406,543
"3170701003006",1455,1892
"3170701003005",898,935
"3170701003007",847,1160
"3129806003002",164,141
"3129806003001",108,147
"3129806003004",110,303
"3129806003003",171,192
"3129806003006",690,795
"3129806003005",270,329
"3129806003008",494,699
"3129806003007",133,172
"3171303003001",189,219
"3171303003003",385,413
"3171303003002",1147,687
"3171303003004",2156,2531
"3138401003001",1839,1240
"3138401003002",1007,1034
"3146107003001",926,1076
"3146107003002",1820,2217
"3151800003001",1033,1097
"3151800003003",1500,1592
"3151800003002",304,448
"3151800003005",447,568
"3151800003004",2636,2607
"3151800003007",398,536
