"code_weighting","estabs10","estabs21"
"3161601001001",53,38
"3161650001001",69,84
"3161700001001",367,290
"3161809001001",430,446
"3161908001001",372,419
"3162005001001",1367,1268
"3162203001001",409,384
"3162252001001",114,107
"3162302001001",119,90
"3162401001001",339,430
"3162450001001",100,112
"3162559001001",233,339
"3162575001001",202,262
"3162609001001",247,201
"3162658001001",46,53
"3162708001001",548,609
"3162807001001",357,458
"3162906003001",1556,1274
"3162922001001",450,719
"3162948001001",341,358
"3162955001001",503,708
"3163003001001",55,73
"3163102001001",181,170
"3163201001001",195,140
"3163300001001",125,89
"3163409001001",221,176
"3163508001001",87,120
"3163607001001",62,50
"3163805001001",205,141
"3163904001001",212,179
"3164001001001",303,291
"3164100001001",116,121
"3164209001001",251,277
"3164308001001",296,483
"3164407001001",245,263
"3164431001001",72,84
"3164506001001",125,151
"3164605001001",228,342
"3164803001001",32,42
"3164902001001",87,85
"3165008001001",494,535
"3165107001001",326,344
"3165206001001",488,259
"3165305001001",397,441
"3165404001001",289,273
"3165503001001",105,141
"3165537001001",720,1027
"3165552001001",80,95
"3165560001001",52,54
"3165578001001",127,185
"3165602001001",104,84
"3165701001001",158,282
"3165800001001",40,41
"3165909001001",121,92
"3166006001001",146,171
"3166105001001",81,84
"3166204001001",252,198
"3166303001001",221,206
"3166402001001",91,76
"3166501001001",34,47
"3166600001001",51,55
"3166709001001",164,169
"3166808001001",556,769
"3166907001001",342,192
"3166956001001",82,95
"3167004001001",91,84
"3167103001001",551,555
"3167301001001",78,115
"3167400001001",286,238
"3167509001001",163,123
"3167608001001",387,378
"3167707001001",138,110
"3167806001001",253,206
"3167905001001",190,159
"3168051001001",68,56
"3168101001001",198,195
"3168200001001",63,65
"3168309001001",127,113
"3168408001001",447,460
"3168507001001",418,375
"3168804001001",627,646
"3168903001001",297,319
"3169000001001",755,823
"3169059001001",114,119
"3169109001001",196,227
"3169356003001",1495,1250
"3169505001001",116,126
"3169703001001",556,672
"3169802001001",242,237
"3170008001001",216,156
"3170305001001",90,65
"3170438001001",273,204
"3170479001001",94,85
"3170503001001",269,307
"3170529001001",190,160
"3170578001001",143,299
"3170602001001",106,115
"3170651001001",131,151
"3170750001001",263,266
"3170909001001",381,334
"3171006001001",1083,1006
"3171030001001",161,155
"3171071001001",115,131
"3171105001001",172,186
"3171154001001",86,109
"3171402001001",118,113
"3171501001001",87,71
"3171600001001",271,246
"3171709001001",356,289
"3171808001001",267,291
"3171907001001",95,79
"3172103001001",235,179
"3172202001001",98,89
"3202306003001",864,710
"3202306003002",597,665
"3205309005001",4347,4025
"3205309005003",348,290
"3205309005002",282,226
"3205309005005",686,601
"3205309005004",2704,2531
"3205309005007",509,332
"3205309005006",279,208
"3205309005009",2233,2377
"3205309005008",6730,10242
"3205309005010",2839,3587
"3205309005012",220,190
"3205309005011",879,886
"3205309005014",2733,4055
"3205309005013",378,356
"3203320003002",927,962
"3203320003001",256,282
"3205002005001",270,493
"3205002005003",904,591
"3205002005002",656,707
"3205002005005",609,721
"3205002005004",343,540
"3205002005007",379,357
"3205002005006",379,572
"3205002005009",2494,4680
"3205002005008",1142,1707
"3205002005021",513,803
"3205002005020",489,637
"3205002005010",682,388
"3205002005012",350,291
"3205002005011",1177,1664
"3205002005014",621,652
"3205002005013",455,403
"3205002005016",171,162
"3205002005015",419,402
"3205002005018",277,410
"3205002005017",320,303
"3205002005019",669,538
"3201506003002",383,315
"3201506003001",509,630
"3201506003004",691,870
"3201506003003",422,540
"3201506003006",1732,2132
"3201506003005",342,315
"3201506003007",1551,1663
"3203007003001",770,627
"3201308005002",212,281
"3201308005001",155,143
"3201308005004",822,941
"3201308005003",422,647
"3201308005006",2495,2649
"3201308005005",887,1315
"3201308005008",852,705
"3201308005007",642,494
"3201308005009",339,406
"3201308005011",259,461
"3201308005010",267,345
"3201308005013",645,652
"3201308005012",480,505
"3201308005015",227,368
"3201308005014",256,324
"3202405003001",1769,1388
"3202405003003",854,842
"3202405003002",436,508
"3202405003005",290,404
"3202405003004",1750,1672
"3202405003006",742,1289
"3204906003001",340,656
"3204906003003",1160,1242
"3204906003002",420,480
"3204906003005",247,414
"3204906003004",222,226
"3204906003006",1310,1019
"3202652001001",696,721
"3200904003001",784,793
"3200904003002",975,946
"3204559003001",612,1086
"3204559003002",816,906
"3204708003001",695,688
"3204708003002",803,729
"3200805003001",875,887
"3200805003002",166,228
"3201209003002",1164,1408
"3201209003001",969,935
"3201209003004",917,772
"3201209003003",384,513
"3201209003006",2572,2046
"3201209003005",875,881
"3201209003008",574,766
"3201209003007",330,343
"3201209003009",1028,1696
"3200607003001",1296,1456
"3200607003003",360,470
"3200607003002",501,716
"3200607003004",1172,1054
"3200102003001",52,92
"3200102003002",941,811
"3201902003002",812,874
"3201902003001",526,663
"3205200005001",2751,3323
"3205200005003",1072,1522
"3205200005002",1910,3582
"3205200005005",2483,1706
"3205200005004",1024,2370
"3205200005007",345,393
"3205200005006",667,689
"3205200005009",698,842
"3205200005008",642,618
"3203205003002",359,464
"3203205003001",225,186
"3203205003004",156,254
"3203205003003",113,207
"3203205003006",479,1128
"3203205003005",3138,3307
"3203205003007",1225,1789
"3205200005010",630,665
"3205200005012",872,811
"3205200005011",764,924
"3205200005014",288,177
"3205200005013",408,404
"3205200005016",923,759
"3205200005015",262,237
"3205200005018",481,559
"3205200005017",810,845
"3205200005019",1202,1707
"3200201003001",592,523
"3200201003002",724,628
"3201407003002",1037,1296
"3201407003001",722,766
"3202801003001",326,338
"3202801003002",571,579
"3205101003001",700,545
"3205101003003",525,730
"3205101003002",249,640
"3203908003002",1269,1088
"3203908003001",979,877
"3201605003002",343,322
"3201605003001",407,261
"3200136001001",316,362
"3200169001001",414,504
"3200300001001",686,1228
"3200359001001",214,196
"3200409001001",869,1074
"3200508001001",249,271
"3200706001001",436,525
"3201001001001",633,464
"3201100001001",542,573
"3201159001001",294,380
"3201704001001",520,544
"3201803001001",120,156
"3202009001001",252,294
"3202108001001",1018,902
"3202207001001",1533,772
"3202256001001",302,354
"3202454001001",859,919
"3202504001001",794,530
"3202553001001",190,218
"3202603001001",657,725
"3202702001001",570,356
"3202900001001",397,355
"3203007003002",831,665
"3203056001001",669,796
"3203106001001",458,362
"3203130001001",765,701
"3203163001001",232,279
"3203304001001",519,330
"3203346001001",750,826
"3203353001001",451,563
"3203403003001",1072,866
"3203502001001",825,838
"3203601001001",314,232
"3203700001001",561,560
"3203809001001",460,444
"3204005001001",500,596
"3204054001001",790,624
"3204104001001",995,871
"3204203001001",769,750
"3204252001001",246,253
"3204302001001",354,416
"3204351001001",618,681
"3204401001001",294,365
"3204500001001",315,284
"3204609001001",1195,1133
"3204658001001",263,291
"3204807001001",450,341
"3204955001001",458,449
"3205010001001",617,663
"3205036001001",712,735
"3205069001001",1234,1325
"3205150001001",428,378
"3205176001001",499,498
"3303708003001",590,601
"3304557005110",2834,2607
"3304557005112",599,492
"3303708003002",867,762
"3304557005111",1056,900
"3304557005114",339,320
"3304557005113",881,745
"3304557005116",760,726
"3304557005115",1566,1396
"3304557005118",1975,2013
"3304557005117",1017,1010
"3304557005119",1273,1194
"3304557005101",947,1057
"3304557005100",1126,1299
"3304557005103",1007,1140
"3304557005102",752,935
"3304557005105",569,582
"3304557005104",616,625
"3304557005107",727,678
"3304557005106",308,337
"3304557005109",466,406
"3304557005108",1011,905
"3304557005130",334,304
"3304557005132",435,443
"3304557005131",312,294
"3304557005134",378,253
"3304557005133",381,325
"3304557005136",242,232
"3304557005135",672,700
"3304557005138",61,148
"3304557005137",450,440
"3304557005139",143,167
"3300308003002",267,369
"3300308003001",146,88
"3300308003004",506,302
"3300308003003",275,260
"3300308003006",1371,1108
"3304557005121",2035,2344
"3300308003005",372,275
"3304557005120",574,549
"3304557005123",662,657
"3304557005122",579,554
"3304557005125",991,995
"3304557005124",622,799
"3304557005127",783,813
"3304557005126",67,74
"3304557005129",236,208
"3304557005128",321,351
"3304557005150",1461,1542
"3304557005152",1369,1761
"3304557005151",1070,1487
"3304557005154",636,642
"3304557005153",1033,1118
"3304557005156",995,1389
"3304557005155",650,596
"3304557005158",1331,3303
"3304557005157",883,1068
"3304557005159",7966,14957
"3304557005141",445,1956
"3304557005140",671,2250
"3304557005143",1329,2160
"3304557005142",466,870
"3304557005145",431,302
"3304557005144",1129,1282
"3304557005147",1630,3523
"3304557005146",717,904
"3304557005149",1057,1867
"3304557005148",1214,1230
"3304557005170",414,397
"3304557005172",775,780
"3304557005171",355,387
"3304557005174",140,133
"3304557005173",354,361
"3304557005176",454,458
"3304557005175",223,231
"3304557005178",604,594
"3304557005177",389,412
"3304557005179",536,319
"3304557005161",3134,4031
"3304557005160",1046,1976
"3304557005163",1785,2117
"3304557005162",3307,4998
"3304557005165",1081,1871
"3304557005164",986,1300
"3304557005167",3497,4493
"3304557005166",1268,4002
"3304557005169",697,772
"3304557005168",1629,2597
"3304557005192",316,457
"3304557005191",439,600
"3304557005194",641,750
"3304557005193",361,484
"3304557005196",624,861
"3304557005195",463,665
"3304557005198",705,1254
"3304557005197",1055,1103
"3304557005199",2287,2513
"3304557005181",311,253
"3304557005180",537,560
"3304557005183",786,711
"3304557005182",202,142
"3304557005185",286,316
"3304557005184",1644,1796
"3304557005187",436,403
"3304557005186",529,154
"3304557005189",398,478
"3304557005188",251,265
"3304557005190",385,592
"3302700003002",180,426
"3302700003001",890,957
"3302700003004",440,556
"3302700003003",288,319
"3302700003006",392,322
"3302700003005",438,591
"3302700003007",339,822
"3302502005002",1331,1503
"3302502005001",391,405
"3302502005004",711,256
"3302502005003",310,354
"3302502005006",1635,351
"3302502005005",232,264
"3302502005007",875,1215
"3301900005010",372,400
"3301900005012",99,132
"3301900005011",252,282
"3301900005001",1190,1318
"3301900005003",223,366
"3301900005002",258,337
"3301900005005",299,515
"3301900005004",561,182
"3301900005007",293,412
"3301900005006",135,155
"3301900005009",191,185
"3301900005008",131,174
"3302205003002",921,804
"3302205003001",390,390
"3302205003004",827,902
"3302205003003",1697,2058
"3302205003005",541,573
"3304904005002",2186,2190
"3304904005001",7397,7709
"3304904005004",3196,2787
"3304904005003",2290,2568
"3304904005005",1043,816
"3306107003001",649,516
"3306107003003",733,780
"3306107003002",1079,756
"3300209003002",258,298
"3300209003001",87,191
"3300209003004",334,428
"3300209003003",471,456
"3300209003006",1310,1629
"3300209003005",858,655
"3301306003001",732,761
"3301306003002",700,616
"3304102001001",597,490
"3300407003002",266,307
"3300407003001",259,265
"3300407003004",233,260
"3300407003003",172,179
"3300407003006",1480,1201
"3300407003005",687,688
"3300407003008",597,526
"3300407003007",2072,1862
"3300407003009",508,488
"3300456005002",648,488
"3300456005001",2374,2218
"3300456005004",572,507
"3300456005003",912,737
"3300456005005",1018,941
"3303302005010",1195,1775
"3303302005012",6801,7707
"3303302005011",339,425
"3303302005014",1306,1259
"3303302005013",988,1312
"3303302005016",576,652
"3303302005015",4656,6598
"3303302005018",515,785
"3303302005017",1136,1203
"3303302005001",1239,1812
"3303302005003",391,601
"3303302005002",635,861
"3303302005005",744,1393
"3303203003001",168,128
"3303302005004",591,534
"3303302005007",201,183
"3303203003003",188,173
"3303302005006",545,683
"3303203003002",81,76
"3303302005009",323,394
"3303203003005",229,172
"3303302005008",288,236
"3303203003004",243,151
"3303203003007",280,201
"3303203003006",305,258
"3303203003009",463,410
"3303203003008",1504,1320
"3306305005001",870,770
"3306305005003",690,798
"3306305005002",4232,4632
"3306305005005",395,399
"3306305005004",376,452
"3306305005007",383,327
"3306305005006",782,718
"3306305005009",160,98
"3306305005008",631,542
"3306305005010",1009,976
"3303906005010",340,487
"3303906005012",491,455
"3303906005011",634,705
"3303906005014",1363,1995
"3303906005013",546,655
"3303906005015",879,743
"3303906005001",3893,3535
"3303906005003",1726,1198
"3303906005002",237,193
"3303906005005",695,795
"3303906005004",361,373
"3303906005007",395,370
"3303906005006",297,336
"3303906005009",338,323
"3303906005008",1028,984
"3302270003002",160,134
"3302270003001",115,103
"3302270003004",237,317
"3302270003003",92,137
"3302270003005",309,317
"3301009005001",2937,3333
"3301009005003",1939,2099
"3301009005002",6991,6853
"3301009005005",126,143
"3301009005004",830,894
"3301009005007",180,146
"3301009005006",167,253
"3301009005009",128,241
"3301009005008",100,203
"3304144003002",68,76
"3304144003001",189,210
"3304144003004",231,380
"3304144003003",141,145
"3304144003006",282,359
"3304144003005",139,87
"3304144003007",561,706
"3303401003001",325,499
"3303401003003",561,531
"3303401003002",1565,1285
"3303401003005",300,502
"3303401003004",635,622
"3303401003007",779,844
"3303401003006",3149,2865
"3303401003009",2311,1961
"3303401003008",862,910
"3305554003002",129,111
"3305554003001",208,225
"3305554003004",304,337
"3305554003003",370,412
"3300704003002",653,1007
"3300704003001",122,132
"3300704003004",409,403
"3300704003003",2274,2144
"3300704003006",1640,1989
"3300704003005",221,223
"3300704003008",514,593
"3300704003007",789,754
"3300704003009",1298,1092
"3302601003002",674,581
"3302601003001",309,391
"3301850003001",663,248
"3301850003002",1208,1081
"3302403005002",73,55
"3302403005001",299,224
"3302403005004",242,351
"3302403005003",405,505
"3302403005006",1314,2247
"3302403005005",143,266
"3302403005008",483,440
"3302403005007",3355,2784
"3302403005009",649,725
"3302403005011",129,164
"3302403005010",272,227
"3302403005012",198,283
"3304557005011",284,311
"3304557005010",355,383
"3304557005013",464,427
"3304557005012",408,402
"3304557005015",171,183
"3304557005014",481,375
"3304557005017",292,241
"3304557005016",486,490
"3304557005019",615,335
"3304557005018",905,812
"3304557005002",1581,2015
"3304557005001",2172,2067
"3304557005004",441,434
"3304557005003",1008,1332
"3304557005006",328,316
"3304557005005",257,296
"3304557005008",378,414
"3304557005007",298,312
"3304557005009",229,267
"3305208003002",693,483
"3305208003001",589,814
"3305208003004",476,825
"3305208003003",242,384
"3304557005031",123,120
"3304557005030",2845,3001
"3304557005033",81,121
"3304557005032",131,108
"3304557005035",2459,2649
"3304557005034",727,726
"3304557005037",2272,2667
"3304557005036",2039,2578
"3304557005039",1901,2216
"3304557005038",1395,1926
"3304557005020",238,214
"3304557005022",277,513
"3304557005021",485,805
"3304557005024",367,529
"3304557005023",321,484
"3304557005026",249,250
"3304557005025",84,60
"3304557005028",74,81
"3304557005027",199,202
"3304557005029",263,233
"3304557005051",3502,4504
"3304557005050",1675,2284
"3304557005053",38599,34901
"3304557005052",1000,1389
"3304557005055",861,992
"3304557005054",1149,1070
"3304557005057",445,550
"3304557005056",1340,1495
"3304557005059",987,1292
"3304557005058",2172,2782
"3304557005040",944,1063
"3304557005042",1460,1608
"3304557005041",2314,2287
"3304557005044",623,848
"3304557005043",3143,3083
"3304557005046",3255,2840
"3304557005045",1800,2110
"3304557005048",3823,5040
"3304557005047",6798,8157
"3304557005049",1386,1864
"3304557005071",393,367
"3304557005070",3299,2783
"3304557005073",39,39
"3304557005072",1560,1414
"3304557005075",2526,2439
"3304557005074",2567,2340
"3304557005077",715,718
"3304557005076",1551,1447
"3304557005079",551,558
"3304557005078",576,516
"3304557005080",630,558
"3304557005060",2215,2614
"3304557005062",1684,1829
"3304557005061",1357,1815
"3304557005064",2215,2401
"3306008003001",1655,1607
"3304557005063",189,194
"3304557005066",1574,1579
"3306008003003",860,715
"3304557005065",1023,1078
"3306008003002",661,708
"3304557005068",337,266
"3304557005067",1441,1700
"3306008003004",452,369
"3304557005069",1322,1149
"3304557005093",857,1091
"3304557005092",1313,1406
"3304557005095",1390,1506
"3304557005094",1809,2233
"3304557005097",937,918
"3304557005096",943,951
"3304557005099",3384,3248
"3304557005098",769,794
"3304557005082",780,733
"3304557005081",593,589
"3304557005084",950,961
"3304557005083",1962,2813
"3304557005086",280,289
"3304557005085",378,361
"3304557005088",1203,1145
"3304557005087",2021,1859
"3304557005089",1071,1000
"3304557005091",2685,2535
"3304557005090",629,689
"3303500005001",812,854
"3303500005003",1394,1267
"3303500005002",7297,8129
"3303500005005",1452,1387
"3303500005004",648,696
"3303500005007",498,552
"3303500005006",570,611
"3303500005009",172,143
"3303500005008",336,424
"3302858003002",190,236
"3302858003001",218,191
"3302858003004",170,135
"3302858003003",272,285
"3302858003006",233,245
"3302858003005",84,93
"3302858003008",296,309
"3302858003007",516,452
"3302858003009",145,109
"3304201003002",287,327
"3304201003001",250,244
"3304201003004",801,919
"3304201003003",299,325
"3304201003006",823,960
"3304201003005",2365,2258
"3304524003002",240,413
"3304524003001",144,264
"3304524003004",1198,1217
"3304524003003",478,637
"3304524003006",560,1119
"3304524003005",223,304
"3304524003007",619,655
"3301702005010",880,965
"3301702005012",266,189
"3301702005011",844,1111
"3301702005014",240,238
"3301702005013",227,194
"3301702005016",438,425
"3301702005015",362,350
"3301702005018",188,163
"3301702005017",870,1014
"3301702005019",282,316
"3301702005001",614,522
"3301702005000",4109,5011
"3301702005003",182,183
"3301702005002",275,271
"3301702005005",395,336
"3301702005004",677,772
"3301702005007",504,437
"3301702005006",473,421
"3301702005009",1227,1278
"3301702005008",3620,3160
"3301702005021",533,483
"3301702005020",299,357
"3301702005022",339,337
"3304755003002",344,475
"3304755003001",493,469
"3302007003002",190,180
"3302007003001",449,369
"3302007003004",192,172
"3302007003003",314,241
"3302007003006",490,493
"3302007003005",1250,1173
"3304300003002",422,474
"3304300003001",3515,1991
"3304300003003",1949,988
"3305802003002",193,199
"3305802003001",551,653
"3305802003004",629,685
"3305802003003",638,644
"3305802003006",1070,1296
"3305802003005",532,474
"3305802003008",420,586
"3305802003007",385,433
"3305802003009",1902,2319
"3300803003002",919,724
"3300803003001",649,675
"3303609003001",734,501
"3303609003002",413,394
"3303807003001",1063,1265
"3303807003002",351,365
"3304805003002",381,339
"3304805003001",678,766
"3305505003002",2663,1104
"3305505003001",2429,1466
"3305505003004",1160,990
"3305505003003",1250,984
"3304706003002",1848,1556
"3304706003001",187,267
"3304557005200",423,940
"3305109005002",767,517
"3305109005001",2727,2396
"3305109005004",2803,2378
"3305109005003",819,675
"3305109005005",1332,1104
"3300100003002",899,1014
"3300100003001",368,338
"3300100003004",610,449
"3300100003003",1871,1376
"3300100003006",641,670
"3300100003005",248,297
"3300100003007",512,699
"3300233003001",396,379
"3300233003002",2061,2130
"3300605003002",1071,1043
"3300605003001",229,243
"3306206003001",414,439
"3306206003002",923,735
"3300159001001",439,316
"3300225001001",726,436
"3300258003001",963,1045
"3300506003001",1186,1181
"3300902001001",465,360
"3300936001001",207,212
"3300951001001",1022,461
"3301108001001",1042,725
"3301157001001",293,325
"3301207001001",786,616
"3301405001001",588,447
"3301504001001",1149,871
"3301603001001",488,400
"3301801001001",424,329
"3301876001001",610,517
"3302056001001",415,369
"3302106001001",998,896
"3302254003001",1285,1321
"3302304001001",270,131
"3302452001001",345,316
"3302809001001",720,432
"3302908003001",1925,1148
"3303005001001",915,847
"3303104001001",613,526
"3303856001001",715,606
"3303955001001",673,700
"3304003001001",784,701
"3304110001001",530,682
"3304128001001",461,433
"3304151001001",447,511
"3304409001001",434,424
"3304508001001",638,369
"3304607001001",475,400
"3305000003001",905,956
"3305133001001",265,146
"3305158001001",891,850
"3305307001001",350,209
"3305406001001",838,725
"3305604001001",577,545
"3305703001001",360,325
"3305752003001",565,521
"3305901001001",285,359
"3306156001001",259,271
"3549409003001",631,563
"3549409003002",1875,1805
"3550407003001",1050,1159
"3550407003002",686,746
"3550308005100",6499,7956
"3550308005102",7726,11627
"3513504003002",626,721
"3550308005101",4141,5718
"3513504003001",1679,1451
"3550308005104",5686,8473
"3513504003004",776,740
"3550308005103",4600,6278
"3513504003003",88,39
"3550308005106",5332,7519
"3550308005105",4282,4975
"3513504003005",103,134
"3550308005108",3376,3743
"3550308005107",6259,10216
"3550308005109",2147,2372
"3528403003002",963,831
"3528403003001",341,345
"3550308005120",1260,1224
"3550308005122",601,621
"3550308005121",1318,1252
"3550308005124",1939,1901
"3550308005123",793,844
"3550308005126",594,628
"3550308005125",1731,1759
"3550308005128",2205,2469
"3550308005127",443,588
"3550308005129",2039,2512
"3508405003002",1221,1228
"3508405003001",506,479
"3550308005111",1129,1398
"3550308005110",3289,3907
"3550308005113",1617,1897
"3550308005112",1775,1891
"3550308005115",1196,1306
"3550308005114",1562,1682
"3550308005117",2564,2671
"3550308005116",2692,2958
"3550308005119",1201,1215
"3550308005118",1664,1625
"3550308005140",1029,1053
"3550308005142",1764,1929
"3550308005141",1630,1726
"3550308005144",1867,1979
"3550308005143",889,917
"3550308005146",1559,1509
"3550308005145",1344,1534
"3550308005148",1211,1317
"3550308005147",1412,1519
"3550308005149",1261,1271
"3550308005131",3102,3563
"3550308005130",1475,1792
"3550308005133",2762,2959
"3550308005132",1684,2158
"3550308005135",524,528
"3550308005134",1539,1503
"3550308005137",1556,1631
"3550308005136",911,927
"3550308005139",1113,1104
"3550308005138",790,961
"3550308005160",1185,1219
"3550308005162",987,1018
"3550308005161",693,668
"3550308005164",1456,1499
"3550308005163",679,629
"3550308005166",1602,1486
"3550308005165",790,841
"3550308005168",641,700
"3550308005167",863,980
"3550308005169",2528,2885
"3550308005151",3111,3270
"3550308005150",1892,2080
"3550308005153",1833,1949
"3550308005152",1864,2149
"3550308005155",1796,1719
"3550308005154",2038,1983
"3550308005157",918,943
"3550308005156",1519,1494
"3550308005159",1365,1482
"3550308005158",1277,1490
"3550308005180",2278,2896
"3550308005182",1758,2387
"3550308005181",1647,2031
"3550308005184",2622,3222
"3550308005183",2032,2059
"3550308005186",409,621
"3550308005185",1240,1465
"3550308005188",776,864
"3550308005187",1080,1361
"3550308005189",801,748
"3550308005171",3467,4564
"3550308005170",2294,2672
"3550308005173",5820,6640
"3550308005172",3097,3725
"3550308005175",371,446
"3550308005174",11112,20763
"3550308005177",2845,6555
"3550308005176",3526,5685
"3550308005179",3837,4857
"3550308005178",2357,3245
"3540705003001",2089,2291
"3540705003002",1141,880
"3550308005191",782,1032
"3550308005190",384,380
"3550308005193",1450,1556
"3550308005192",2031,2193
"3550308005195",1465,1364
"3550308005194",742,777
"3550308005197",1219,1227
"3550308005196",2844,2943
"3550308005199",824,784
"3550308005198",1379,1413
"3529104001001",267,95
"3548807003002",1489,2822
"3548807003001",613,771
"3548807003004",4555,5001
"3548807003003",1279,1588
"3548807003006",1175,1392
"3548807003005",1318,1716
"3548807003008",1902,2023
"3548807003007",1675,2268
"3515103003001",268,263
"3515103003003",394,470
"3515103003002",767,891
"3518701005002",1026,964
"3518701005001",2177,2573
"3518701005004",1793,2064
"3518701005003",306,199
"3518701005006",475,485
"3518701005005",386,369
"3518701005008",850,654
"3518701005007",918,829
"3518701005009",238,206
"3513405003002",270,248
"3513405003001",1840,1611
"3518701005011",235,187
"3513405003004",721,629
"3518701005010",544,374
"3513405003003",479,426
"3518701005013",162,140
"3518701005012",419,306
"3518701005015",176,158
"3518701005014",238,251
"3556404003002",1905,1660
"3545308003001",685,804
"3556404003001",489,395
"3545308003002",516,507
"3503307003002",155,231
"3503307003001",985,1184
"3503307003004",1119,1272
"3503307003003",418,566
"3503307003006",499,625
"3503307003005",805,788
"3503307003007",2635,3122
"3518503001001",935,785
"3515509003001",457,601
"3515509003003",2223,2641
"3515509003002",318,383
"3515509003004",1710,1415
"3553708003002",2150,1716
"3553708003001",423,305
"3553708003003",1858,2105
"3523404003002",255,410
"3523404003001",439,644
"3523404003004",3383,3232
"3523404003003",358,399
"3523404003005",1211,1731
"3500709003001",496,272
"3500709003002",1054,1044
"3542206003001",819,758
"3542206003002",1018,1231
"3523909003002",209,213
"3523909003001",731,789
"3523909003004",1117,1169
"3523909003003",266,213
"3523909003006",1310,1380
"3523909003005",2747,2764
"3523909003007",2622,2909
"3546405003002",4176,3601
"3546405003001",642,1078
"3540606003001",1582,1754
"3545209003001",524,564
"3545209003003",606,505
"3545209003002",1931,2149
"3545209003005",699,911
"3545209003004",476,628
"3545209003006",1306,1345
"3528502003002",1104,1316
"3528502003001",448,387
"3528502003003",1819,1737
"3550605003001",179,254
"3550605003003",2130,2520
"3550605003002",1661,2180
"3519071005001",1359,1685
"3519071005003",870,922
"3519071005002",405,289
"3519071005005",585,594
"3519071005004",635,683
"3519071005007",559,526
"3519071005006",298,368
"3519071005009",1205,1250
"3519071005008",646,976
"3540200003001",747,695
"3540200003002",737,681
"3547809005010",489,456
"3547809005012",1554,1881
"3547809005011",211,219
"3547809005014",680,809
"3547809005013",231,223
"3547809005016",1055,1133
"3547809005015",1219,1501
"3547809005018",2251,2598
"3547809005017",1260,1442
"3547809005019",1495,2147
"3510401003001",1044,1051
"3510401003002",1294,1271
"3547809005001",2605,3206
"3547809005003",3294,5249
"3547809005002",929,1022
"3547809005005",6857,8413
"3547809005004",168,202
"3547809005007",687,829
"3547809005006",533,630
"3547809005009",1467,1799
"3547809005008",1604,2092
"3547809005021",659,711
"3547809005020",897,998
"3547809005023",1639,2072
"3547809005022",933,974
"3522307003001",1093,1195
"3522307003003",264,682
"3522307003002",890,1075
"3522307003005",270,321
"3522307003004",418,655
"3522307003007",2929,2616
"3522307003006",975,986
"3539202001001",1102,1002
"3541604003002",1141,1150
"3541604003001",561,825
"3525102003001",1081,730
"3525102003002",1295,1365
"3507001003001",1227,1792
"3507001003002",1247,1603
"3549904005010",1010,1132
"3549904005012",4204,4111
"3549904005011",1310,1262
"3549904005013",3905,4798
"3549904005001",5503,5152
"3549904005003",1924,1963
"3549904005002",4883,5722
"3549904005005",750,801
"3549904005004",1515,1577
"3549904005007",227,285
"3549904005006",1158,1168
"3548708005002",2391,2395
"3549904005009",2568,6435
"3548708005001",1296,1353
"3549904005008",107,137
"3548708005004",523,720
"3548708005003",1920,2393
"3548708005006",4491,6951
"3548708005005",5223,7851
"3548708005008",578,584
"3548708005007",1796,2183
"3548708005009",251,275
"3548708005011",912,1132
"3548708005010",1255,1402
"3548708005013",2604,2566
"3548708005012",2442,2807
"3548708005015",568,647
"3548708005014",425,433
"3548708005017",657,695
"3548708005016",2387,2935
"3548708005019",1547,1696
"3548708005018",4171,4436
"3510500003001",553,756
"3510500003003",883,916
"3510500003002",2012,2148
"3510500003005",700,1064
"3510500003004",341,288
"3510500003006",781,710
"3524105003001",774,781
"3524105003002",1513,1394
"3522208003001",521,512
"3522208003003",206,216
"3522208003002",150,170
"3522208003005",185,203
"3522208003004",519,589
"3522208003007",1182,1255
"3522208003006",921,801
"3518602003002",1390,1350
"3518602003001",355,518
"3503901003002",915,1206
"3503901003001",1055,955
"3503901003003",794,1361
"3508504003002",1674,1564
"3508504003001",375,521
"3508504003004",429,471
"3508504003003",474,440
"3542602003001",689,597
"3542602003002",2104,2179
"3551009005011",328,248
"3551009005010",370,449
"3551009005002",745,547
"3551009005001",399,269
"3551009005004",875,629
"3551009005003",3906,3386
"3551009005006",385,273
"3551009005005",835,616
"3551009005008",1034,778
"3551009005007",967,734
"3551009005009",295,275
"3522109003001",151,194
"3522109003003",275,265
"3522109003002",1168,1350
"3522109003005",857,823
"3522109003004",569,578
"3554508003001",919,1220
"3554508003002",1309,1301
"3527108003001",2115,1983
"3527108003003",1431,1185
"3527108003002",734,595
"3524709003001",1294,1785
"3502804003001",376,648
"3502804003003",485,614
"3502804003002",274,279
"3502804003005",348,403
"3502804003004",528,533
"3502804003007",528,505
"3502804003006",990,990
"3502804003009",608,934
"3502804003008",924,1113
"3517406003001",614,603
"3517406003002",1814,2017
"3502804003010",1499,1720
"3502804003011",4800,4401
"3517901001001",471,373
"3501905003002",590,793
"3501905003001",463,673
"3501905003003",2848,2919
"3541406005011",583,639
"3541406005010",600,526
"3541406005012",462,440
"3541406005002",2536,2624
"3541406005001",3786,3538
"3541406005004",1846,2564
"3541406005003",568,652
"3541406005006",567,976
"3541406005005",1142,1291
"3541406005008",906,1094
"3541406005007",412,579
"3534708003001",550,419
"3541406005009",257,321
"3534708003003",464,556
"3534708003002",589,570
