sector;concurb_name;participation
Financial;ARAGUARI;0,013583409870933436
Financial;ARAPIRACA;0,010117285569753063
Financial;ARAPONGAS;0,008508745923510228
Financial;ARARAQUARA;0,021069975285218565
Financial;ARARAS;0,012897128721127388
Financial;ARARUAMA;0,014335317460317461
Financial;ATIBAIA;0,015071262250198307
Financial;BACABAL;0,019666170880846143
Financial;BAGE;0,01483703916813941
Financial;BAIXADA SANTISTA;0,017439504783342715
Financial;BARBACENA;0,014218181818181819
Financial;BARREIRAS;0,014448761534725595
Financial;BARRETOS;0,012316715542521995
Financial;BAURU;0,02703645412395253
Financial;BELEM;0,016489869682707586
Financial;BELO HORIZONTE;0,01695410044609325
Financial;BENTO GONCALVES;0,011967125694030554
Financial;BIRIGUI;0,009844403041442167
Financial;BLUMENAU;0,020431093785828938
Financial;BOA VISTA;0,007384659334380803
Financial;BOTUCATU;0,01476613632735593
Financial;BRAGANCA;0,011954459203036054
Financial;BRAGANCA PAULISTA;0,013642705803317659
Financial;BRASILIA;0,03307873363625876
Financial;BRUSQUE;0,008105769954111186
Financial;CABO FRIO;0,01083652702524118
Financial;CACHOEIRO DE ITAPEMIRIM;0,017144136078782454
Financial;CAMETA;0,00851063829787234
Financial;CAMPINA GRANDE;0,010842485701252675
Financial;CAMPINAS;0,01732509814872612
Financial;CAMPO GRANDE;0,014457222491995625
Financial;CAMPOS DOS GOYTACAZES;0,013196124628892011
Financial;CARAGUATATUBA - UBATUBA - SAO SEBASTIAO;0,010069118525471456
Financial;CARUARU;0,013760213326040136
Financial;CASCAVEL;0,018269893068054786
