"";"areap";"domicilio01_V019";"domicilio01_V020";"domicilio01_V021";"domicilio01_V022";"domicilio01_V023";"domicilio01_V017";"domicilio01_V018";"domicilio01_V119";"domicilio01_V158";"domicilio01_V197";"domicilio01_V026";"domicilio01_V027";"domicilio01_V028";"domicilio01_V029";"domicilio01_V030";"domicilio01_V031";"domicilio01_V032";"domicilio01_V033";"fcu";"DPP0";"DPP1";"DPP2";"DPP3";"DPP4";"DPP5";"reg"
"4735";"3168705003004";229;19;287;57;9;6637;35;4101;4;730;1782;508;83;11;0;0;0;0;1;65;128;4105;730;1782;602;"3"
"4736";"3168804001001";276;7;126;7;7;1674;206;1606;1;9;465;138;42;14;4;2;5;0;0;0;0;1607;9;465;205;"3"
"4737";"3168903001001";425;51;134;8;20;1650;214;1626;0;1;665;140;24;3;3;1;1;1;0;0;0;1626;1;665;173;"3"
"4738";"3169000001001";354;153;416;22;14;3979;120;3515;16;167;1044;212;42;12;4;1;0;1;0;0;0;3531;167;1044;272;"3"
"4739";"3169059001001";165;147;471;39;6;433;2;1046;0;0;181;23;3;0;1;0;0;0;0;0;0;1046;0;181;27;"3"
"4740";"3169109001001";620;88;233;6;41;818;22;1498;0;1;234;25;15;1;1;0;0;0;0;0;0;1498;1;234;42;"3"
"4741";"3169208001001";226;97;569;18;1;2149;97;2160;10;88;668;153;42;18;2;4;1;0;0;0;0;2170;88;668;220;"3"
"4742";"3169307003001";164;55;37;60;5;3570;221;3437;4;19;520;85;13;7;2;1;0;0;0;0;0;3441;19;520;108;"3"
"4743";"3169307003002";693;82;255;88;29;6341;538;5890;18;102;1384;415;112;24;5;2;0;0;0;0;0;5908;102;1384;558;"3"
"4744";"3169307003003";74;19;141;13;5;9107;50;5869;16;213;2231;769;193;66;18;8;2;0;0;0;0;5885;213;2231;1056;"3"
"4745";"3169356003001";1037;13;158;64;43;6831;552;6854;22;120;1263;263;61;24;5;0;2;0;0;0;0;6876;120;1263;355;"3"
"4746";"3169406003001";1678;32;135;33;13;5765;159;5869;34;189;1175;368;96;40;10;5;0;0;0;0;0;5903;189;1175;519;"3"
"4747";"3169406003002";53;6;5;6;2;8123;33;5979;2;57;1603;407;107;21;17;8;2;1;0;0;0;5981;57;1603;563;"3"
"4748";"3169505001001";800;94;261;71;55;583;103;1630;0;3;203;21;6;0;0;1;0;0;0;0;0;1630;3;203;28;"3"
"4749";"3169604003001";31;4;0;0;1;4027;23;2796;23;10;904;261;65;11;7;4;2;0;0;0;0;2819;10;904;350;"3"
"4750";"3169604003002";628;8;25;12;6;3305;161;3213;10;14;725;133;23;6;1;3;0;0;0;0;0;3223;14;725;166;"3"
"4751";"3169703001001";1875;21;6;23;133;3092;123;3960;2;33;568;100;22;12;2;0;0;0;0;0;0;3962;33;568;136;"3"
"4752";"3169802001001";500;33;25;1;7;818;96;1185;7;0;236;30;7;1;1;1;1;0;0;0;0;1192;0;236;41;"3"
"4753";"3169901003001";8;2;152;19;2;4216;4;2639;5;245;1041;338;77;17;6;0;0;0;0;0;0;2644;245;1041;438;"3"
"4754";"3169901003002";4;1;306;5;0;4446;4;2289;37;374;1272;537;159;49;20;7;5;1;0;0;0;2326;374;1272;778;"3"
"4755";"3169901003003";181;31;507;5;8;4593;184;3967;3;244;1055;168;36;8;4;2;0;0;0;0;0;3970;244;1055;218;"3"
"4756";"3169901003004";8;2;136;1;1;4155;23;2307;15;326;1173;313;92;47;25;4;6;2;0;0;0;2322;326;1173;489;"3"
"4757";"3169901003005";4;1;541;22;5;5550;16;4464;0;225;1168;214;42;10;1;1;0;1;0;0;0;4464;225;1168;269;"3"
"4758";"3169901003006";257;28;1510;40;17;4715;321;5098;22;303;1150;189;44;13;3;1;0;0;0;0;0;5120;303;1150;250;"3"
"4759";"3170008001001";2373;4;1;54;536;15;14;1861;0;0;181;16;1;0;0;0;0;0;0;0;0;1861;0;181;17;"3"
"4760";"3170057001001";574;138;987;46;11;1728;204;3016;3;73;486;70;11;3;2;0;1;0;0;0;0;3019;73;486;87;"3"
"4761";"3170107005001";3;0;0;5;2;7787;11;2387;28;540;2676;1401;528;130;52;26;2;6;0;0;0;2415;540;2676;2145;"3"
"4762";"3170107005002";2;0;2;0;1;4516;7;1511;8;212;1491;710;325;160;58;26;14;7;0;0;0;1519;212;1491;1300;"3"
"4763";"3170107005003";4;1;1;1;3;5966;8;2751;13;106;1841;831;253;94;45;15;4;0;0;0;0;2764;106;1841;1242;"3"
"4764";"3170107005004";2;0;0;2;0;6874;4;1981;8;680;2458;1196;329;144;56;22;4;1;0;0;0;1989;680;2458;1752;"3"
"4765";"3170107005005";3;0;0;0;5;6603;4;3469;20;310;2027;577;136;36;12;6;2;2;0;0;0;3489;310;2027;771;"3"
"4766";"3170107005006";5;0;0;0;2;6407;2;2274;20;902;1965;871;230;93;38;10;0;0;0;0;0;2294;902;1965;1242;"3"
"4767";"3170107005007";4;0;17;0;0;4121;9;1785;27;564;1078;445;134;64;31;13;7;2;0;0;0;1812;564;1078;696;"3"
"4768";"3170107005008";22;0;0;7;8;7684;16;5032;1;5;2146;440;73;12;4;0;0;1;0;0;0;5033;5;2146;530;"3"
"4769";"3170107005009";27;0;0;3;10;8386;10;5610;0;5;2327;399;46;5;0;0;0;1;0;0;0;5610;5;2327;451;"3"
"4770";"3170107005010";5;1;4;2;8;5511;7;3883;0;6;1339;230;25;3;1;0;1;0;0;0;0;3883;6;1339;260;"3"
"4771";"3170107005011";4;0;0;0;4;5984;7;3601;4;53;1696;465;106;36;9;3;4;4;0;0;0;3605;53;1696;627;"3"
"4772";"3170107005012";23;6;9;9;7;5973;8;3890;19;311;1417;292;58;10;8;1;1;0;0;0;0;3909;311;1417;370;"3"
"4773";"3170107005013";1;2;1;1;0;5284;5;4031;0;4;1137;102;10;3;0;0;0;0;0;0;0;4031;4;1137;115;"3"
"4774";"3170107005014";41;1;0;0;5;4673;14;3603;1;18;879;155;19;7;5;1;0;2;0;0;0;3604;18;879;189;"3"
"4775";"3170107005015";61;0;0;1;8;6052;14;4077;31;55;1647;247;24;5;3;0;3;0;0;0;0;4108;55;1647;282;"3"
"4776";"3170107005016";2368;29;69;14;9;995;705;3353;3;1;607;125;38;18;5;4;1;1;0;0;0;3356;1;607;192;"3"
"4777";"3170206005001";169;0;1;1;9;10974;16;8249;78;54;2394;316;34;8;6;1;0;1;0;0;0;8327;54;2394;366;"3"
"4778";"3170206005002";6;0;0;2;1;9948;16;5133;5;1104;3010;589;93;19;3;0;2;1;0;0;0;5138;1104;3010;707;"3"
"4779";"3170206005003";14;0;0;0;3;13531;17;8012;565;167;3894;781;76;13;1;2;0;0;0;0;0;8577;167;3894;873;"3"
"4780";"3170206005004";13;2;2;3;6;9185;169;7084;21;16;1914;224;69;21;9;1;1;1;0;0;0;7105;16;1914;326;"3"
"4781";"3170206005005";1;0;0;3;4;11412;6;5224;346;495;3302;1502;368;111;34;4;1;0;0;0;0;5570;495;3302;2020;"3"
"4782";"3170206005006";0;0;0;2;4;11330;2;4640;195;746;3651;1603;324;93;43;9;0;0;0;0;0;4835;746;3651;2072;"3"
"4783";"3170206005007";3;0;0;1;0;8217;3;1219;112;1227;2723;1768;706;289;81;25;8;4;0;0;0;1331;1227;2723;2881;"3"
"4784";"3170206005008";2;0;8;3;6;11723;17;6861;314;399;3259;735;129;26;6;3;3;0;0;0;0;7175;399;3259;902;"3"
"4785";"3170206005009";13;1;2;3;2;9235;8;5539;252;39;2598;683;103;21;1;1;0;0;0;0;0;5791;39;2598;809;"3"
"4786";"3170206005010";24;0;1;0;3;8856;12;5684;183;162;2345;419;65;16;6;0;0;0;0;0;0;5867;162;2345;506;"3"
"4787";"3170206005011";108;1;0;0;4;16441;213;9541;341;748;4261;1282;362;134;33;8;8;4;0;0;0;9882;748;4261;1831;"3"
"4788";"3170206005012";77;1;0;19;26;8471;757;7564;1;11;1515;164;12;4;2;0;0;0;0;0;0;7565;11;1515;182;"3"
"4789";"3170206005013";3;3;0;1;0;18508;8;6379;108;1691;7423;2290;486;94;19;6;2;0;0;0;0;6487;1691;7423;2897;"3"
"4790";"3170206005014";7;0;6;2;7;14168;8;5404;38;813;4635;2005;698;313;101;35;9;3;0;0;0;5442;813;4635;3164;"3"
"4791";"3170206005015";15;0;1;3;9;15935;8;11513;7;265;3624;459;34;8;1;0;0;0;0;0;0;11520;265;3624;502;"3"
"4792";"3170206005016";8;0;0;0;3;9950;40;3894;12;405;3021;1467;591;376;153;45;21;8;0;0;0;3906;405;3021;2661;"3"
"4793";"3170206005017";2877;22;19;17;18;1124;1918;4507;130;2;1029;182;50;6;4;0;1;2;0;0;0;4637;2;1029;245;"3"
"4794";"3170305001001";160;26;23;22;33;567;7;707;0;1;67;10;2;1;1;0;1;0;0;0;0;707;1;67;15;"3"
"4795";"3170404003001";865;0;3;1;8;3521;368;3441;1;141;878;166;43;12;1;4;0;1;0;0;0;3442;141;878;227;"3"
"4796";"3170404003002";122;0;0;1;6;4545;61;3144;0;96;1170;231;49;15;3;3;0;0;0;0;0;3144;96;1170;301;"3"
"4797";"3170404003003";3248;63;4;213;330;28;1207;3982;6;0;506;97;28;8;3;2;1;1;0;0;0;3988;0;506;140;"3"
"4798";"3170404003004";251;0;1;4;26;9180;144;5924;5;277;2445;529;156;100;17;3;1;0;0;0;0;5929;277;2445;806;"3"
"4799";"3170438001001";392;14;1;9;7;909;200;1221;0;0;244;41;6;1;0;0;1;0;0;0;0;1221;0;244;49;"3"
"4800";"3170479001001";850;1;3;10;65;16;87;847;0;0;96;12;2;0;0;0;0;0;0;0;0;847;0;96;14;"3"
"4801";"3170503001001";83;44;52;221;19;2331;128;2366;0;2;385;70;11;8;1;0;0;1;0;0;0;2366;2;385;91;"3"
"4802";"3170529001001";2001;4;0;16;694;260;87;2020;2;4;270;29;4;1;1;1;0;0;0;0;0;2022;4;270;36;"3"
"4803";"3170578001001";96;194;120;34;17;1491;0;1501;0;137;217;36;6;1;1;0;0;0;0;0;0;1501;137;217;44;"3"
"4804";"3170602001001";120;17;5;1;5;534;116;658;0;0;117;12;1;0;0;1;0;0;0;0;0;658;0;117;14;"3"
"4805";"3170651001001";1102;0;0;7;61;8;8;866;1;3;123;16;0;2;0;0;0;0;0;0;0;867;3;123;18;"3"
"4806";"3170701003001";6;1;0;1;2;4428;3;2526;6;70;1304;424;79;20;3;2;0;0;0;0;0;2532;70;1304;528;"3"
"4807";"3170701003002";5;0;1;0;4;4329;5;3154;0;26;979;154;16;5;2;1;0;0;0;0;0;3154;26;979;178;"3"
"4808";"3170701003003";677;15;63;1;3;3689;536;3654;6;146;945;178;33;6;5;0;0;1;0;0;0;3660;146;945;223;"3"
"4809";"3170701003004";3;1;2;1;10;4929;11;2245;5;158;1395;768;236;102;14;10;7;1;0;0;0;2250;158;1395;1138;"3"
"4810";"3170701003005";4;0;5;6;2;6133;6;3818;8;77;1587;494;123;33;1;5;0;2;0;0;0;3826;77;1587;658;"3"
"4811";"3170701003006";10;0;0;6;6;6368;5;3506;16;72;1921;648;146;47;13;8;4;1;0;0;0;3522;72;1921;867;"3"
"4812";"3170701003007";7;1;0;0;1;6234;26;4115;2;82;1629;337;71;16;6;2;1;0;0;0;0;4117;82;1629;433;"3"
"4813";"3170750001001";425;6;3;21;14;1459;9;1645;0;5;219;29;3;0;0;0;0;1;0;0;0;1645;5;219;33;"3"
"4814";"3170800003001";4133;4;0;13;69;376;64;3602;0;34;463;88;11;10;0;0;0;0;0;0;0;3602;34;463;109;"3"
"4815";"3170800003002";4916;37;0;92;225;767;63;4700;0;28;720;121;23;4;1;1;1;0;0;0;0;4700;28;720;151;"3"
"4816";"3170909001001";3531;19;4;100;525;522;141;3563;2;1;360;49;7;1;1;0;0;0;0;0;0;3565;1;360;58;"3"
"4817";"3171006001001";863;16;81;46;63;5239;137;4645;102;34;1240;221;56;8;3;2;1;0;0;0;0;4747;34;1240;291;"3"
"4818";"3171030001001";1287;8;2;41;351;333;96;1533;0;5;62;10;1;0;0;0;0;0;0;0;0;1533;5;62;11;"3"
"4819";"3171071001001";620;2;1;9;53;941;10;1246;0;0;109;8;1;1;0;0;0;0;0;0;0;1246;0;109;10;"3"
"4820";"3171105001001";324;56;9;4;9;625;74;903;0;0;147;31;1;3;1;0;0;0;0;0;0;903;0;147;36;"3"
"4821";"3171154001001";300;87;527;1;20;502;18;1241;0;19;150;9;1;1;0;0;0;0;0;0;0;1241;19;150;11;"3"
"4822";"3171204003001";234;36;9;5;6;3810;47;3420;1;14;561;65;11;1;0;0;0;0;5;23;1141;3421;14;561;77;"3"
"4823";"3171204003002";847;29;88;18;12;2484;763;3317;4;12;761;106;17;2;0;1;0;0;2;124;299;3321;12;761;126;"3"
"4824";"3171204003003";48;38;71;33;10;5283;171;4687;78;7;743;97;8;1;1;1;0;0;8;54;2328;4765;7;743;108;"3"
"4825";"3171204003004";125;4;12;0;7;7140;172;4027;13;1288;1486;427;112;23;5;3;0;0;1;20;217;4040;1288;1486;570;"3"
"4826";"3171204003005";721;142;89;57;10;5576;1687;6753;14;55;1187;164;25;16;2;2;0;3;7;172;1417;6767;55;1187;212;"3"
"4827";"3171303003001";377;49;1002;25;21;2534;386;2973;5;448;768;118;18;7;6;1;1;1;0;0;0;2978;448;768;152;"3"
"4828";"3171303003002";25;1;458;1;6;4084;68;1519;18;1360;1344;282;89;17;2;1;1;0;0;0;0;1537;1360;1344;392;"3"
"4829";"3171303003003";81;12;176;3;8;5920;85;3309;2;990;1479;364;82;18;7;4;0;2;0;0;0;3311;990;1479;477;"3"
"4830";"3171303003004";23;8;210;19;1;7120;24;1990;22;1557;2353;1035;312;97;19;8;2;1;0;0;0;2012;1557;2353;1474;"3"
"4831";"3171402001001";139;95;316;1;2;595;16;991;0;1;155;11;4;0;0;0;0;0;0;0;0;991;1;155;15;"3"
"4832";"3171501001001";29;14;130;3;7;733;74;853;0;2;112;10;3;2;0;0;0;0;0;0;0;853;2;112;15;"3"
"4833";"3171600001001";1451;115;33;100;581;1585;86;2737;0;24;382;51;14;9;3;1;0;0;0;0;0;2737;24;382;78;"3"
"4834";"3171709001001";99;71;982;34;22;1337;29;2119;3;2;347;53;8;2;1;0;0;0;0;0;0;2122;2;347;64;"3"
"4835";"3171808001001";526;75;715;5;53;1586;28;2156;1;38;486;90;23;3;5;0;0;0;0;0;0;2157;38;486;121;"3"
"4836";"3171907001001";222;49;96;62;109;1069;157;1370;3;17;186;26;1;1;0;0;0;0;0;0;0;1373;17;186;28;"3"
"4837";"3172004003001";350;148;610;7;20;4033;160;3983;1;85;1009;155;28;9;3;4;1;0;0;0;0;3984;85;1009;200;"3"
"4838";"3172004003002";163;38;302;107;14;6081;101;4774;26;251;1273;319;74;32;11;5;0;1;0;0;0;4800;251;1273;442;"3"
"4839";"3172103001001";53;112;202;69;1;1086;12;1137;0;1;281;85;17;6;4;2;0;0;0;0;0;1137;1;281;114;"3"
"4840";"3172202001001";16;4;619;2;0;123;19;640;2;0;120;15;1;2;0;0;0;0;0;0;0;642;0;120;18;"3"
"4841";"3200102003001";2260;131;342;23;31;673;994;3504;173;2;604;74;14;3;2;0;0;0;0;0;0;3677;2;604;93;"3"
"4842";"3200102003002";906;70;712;28;30;3569;70;3849;3;161;996;237;57;10;4;0;0;0;0;0;0;3852;161;996;308;"3"
"4843";"3200136001001";1702;98;83;28;43;910;49;2270;1;57;423;54;10;1;1;0;0;0;0;0;0;2271;57;423;66;"3"
"4844";"3200169001001";1335;135;605;31;84;1436;139;3041;1;73;452;56;3;0;1;1;0;0;0;0;0;3042;73;452;61;"3"
"4845";"3200201003001";535;490;1167;64;19;2303;144;3574;0;95;807;134;43;12;2;4;0;0;0;0;0;3574;95;807;195;"3"
"4846";"3200201003002";189;197;1154;28;11;3525;109;3329;14;167;1201;328;101;33;10;4;2;1;0;0;0;3343;167;1201;479;"3"
"4847";"3200300001001";1115;44;70;5;0;2023;1209;2811;11;258;1119;172;49;13;7;0;0;2;0;0;0;2822;258;1119;243;"3"
"4848";"3200359001001";538;133;278;3;12;1152;185;1868;0;11;321;60;12;2;1;0;0;0;0;0;0;1868;11;321;75;"3"
"4849";"3200409001001";3214;36;57;6;25;1711;2290;5135;2;79;1587;332;81;38;11;2;3;1;0;0;0;5137;79;1587;468;"3"
"4850";"3200508001001";167;389;166;18;3;1573;141;1875;3;21;427;76;35;7;2;3;0;0;0;0;0;1878;21;427;123;"3"
"4851";"3200607003001";25;188;0;0;20;4140;34;2706;2;260;945;293;70;20;4;5;1;0;0;0;0;2708;260;945;393;"3"
"4852";"3200607003002";93;115;1;3;15;3962;22;2787;1;78;1020;181;24;6;2;1;2;0;0;0;0;2788;78;1020;216;"3"
"4853";"3200607003003";1253;18;79;8;41;4052;754;4787;15;12;1059;171;20;10;0;0;0;0;0;0;0;4802;12;1059;201;"3"
"4854";"3200607003004";2070;66;19;13;84;5722;819;5710;12;82;2047;534;131;32;8;6;2;0;0;0;0;5722;82;2047;713;"3"
"4855";"3200706001001";527;153;93;10;1;1861;325;2443;0;40;384;62;14;1;2;1;0;1;0;0;0;2443;40;384;81;"3"
"4856";"3200805003001";24;50;132;2;4;4159;9;2697;4;245;1111;219;53;9;4;0;0;0;0;0;0;2701;245;1111;285;"3"
"4857";"3200805003002";1347;185;221;65;46;2703;402;4079;9;91;598;76;11;5;2;0;1;0;0;0;0;4088;91;598;95;"3"
"4858";"3200904003001";3220;147;579;42;90;897;201;4329;3;5;596;81;7;1;0;0;0;1;0;0;0;4332;5;596;90;"3"
"4859";"3200904003002";597;68;632;22;27;6001;315;4940;24;517;1718;324;60;14;4;2;1;0;0;0;0;4964;517;1718;405;"3"
"4860";"3201001001001";2072;11;40;9;55;2018;172;3406;0;31;676;99;19;2;2;0;0;0;0;0;0;3406;31;676;122;"3"
"4861";"3201100001001";52;94;458;22;4;2464;80;2233;15;116;660;94;30;8;3;0;0;0;0;0;0;2248;116;660;135;"3"
"4862";"3201159001001";825;313;644;42;28;819;821;2914;2;52;400;62;12;2;1;1;0;0;0;0;0;2916;52;400;78;"3"
"4863";"3201209003001";30;28;87;5;4;4163;5;2585;1;205;1039;364;80;29;10;3;1;0;2;110;601;2586;205;1039;487;"3"
"4864";"3201209003002";643;298;358;93;21;9869;508;8173;5;533;2490;410;88;24;14;4;0;1;6;73;873;8178;533;2490;541;"3"
"4865";"3201209003003";18;61;0;1;5;4366;44;3165;0;190;952;141;27;7;3;0;0;0;4;5;783;3165;190;952;178;"3"
"4866";"3201209003004";29;90;0;1;3;5897;28;3908;4;354;1279;347;99;23;11;3;2;0;7;71;1304;3912;354;1279;485;"3"
"4867";"3201209003005";22;117;38;4;3;5071;50;3695;0;181;1078;228;76;25;9;4;1;1;4;11;795;3695;181;1078;344;"3"
"4868";"3201209003006";19;23;121;8;0;5481;37;2906;0;510;1403;584;170;74;24;7;5;3;3;24;515;2906;510;1403;867;"3"
"4869";"3201209003007";47;15;63;4;4;4265;13;3547;7;83;654;85;13;8;1;0;0;0;3;4;909;3554;83;654;107;"3"
"4870";"3201209003008";1069;683;1086;80;24;4339;1010;6429;15;223;1335;179;38;11;4;0;0;0;3;176;414;6444;223;1335;232;"3"
"4871";"3201209003009";334;271;164;65;4;7467;124;5955;10;357;1687;226;62;15;5;2;1;1;2;109;675;5965;357;1687;312;"3"
"4872";"3201308005001";866;575;66;12;45;2672;178;3833;1;4;448;54;5;2;1;0;1;0;19;807;2331;3834;4;448;63;"3"
"4873";"3201308005002";329;499;619;6;73;6679;50;6615;9;29;1295;155;29;4;6;0;0;0;11;897;947;6624;29;1295;194;"3"
"4874";"3201308005003";857;1059;107;39;30;5153;478;6107;2;48;1297;162;28;5;0;0;0;0;0;0;0;6109;48;1297;195;"3"
"4875";"3201308005004";177;631;177;26;12;8934;190;7124;41;393;2163;301;43;8;4;0;0;2;8;138;1321;7165;393;2163;358;"3"
"4876";"3201308005005";19;252;7;3;4;5326;33;2701;18;1331;1370;169;27;4;1;0;0;0;0;0;0;2719;1331;1370;201;"3"
"4877";"3201308005006";137;141;30;6;2;11545;71;4918;40;2305;3711;711;133;30;8;1;3;0;0;0;0;4958;2305;3711;886;"3"
"4878";"3201308005007";22;142;0;19;4;5224;17;3528;2;116;1437;244;53;13;3;1;1;0;0;0;0;3530;116;1437;315;"3"
"4879";"3201308005008";11;145;58;6;8;4765;70;2739;1;455;1466;308;58;17;2;1;1;0;0;0;0;2740;455;1466;387;"3"
"4880";"3201308005009";135;437;34;11;22;5407;59;4654;3;96;1150;137;16;3;1;0;0;0;0;0;0;4657;96;1150;157;"3"
"4881";"3201308005010";1056;828;118;20;37;6526;1136;7958;5;149;1325;105;14;5;0;0;1;0;1;88;12;7963;149;1325;125;"3"
"4882";"3201308005011";2542;66;4;6;32;2610;648;5388;2;2;402;42;6;2;1;0;0;1;0;0;0;5390;2;402;52;"3"
"4883";"3201308005012";2604;309;35;43;34;2933;1023;5564;3;17;1118;139;36;6;3;2;2;1;0;0;0;5567;17;1118;189;"3"
"4884";"3201308005013";2333;951;173;27;28;4684;382;6795;9;317;1210;131;16;3;4;2;0;1;1;67;112;6804;317;1210;157;"3"
"4885";"3201308005014";43;278;13;7;14;4719;62;3706;25;187;1060;88;15;5;1;0;1;0;0;0;0;3731;187;1060;110;"3"
"4886";"3201308005015";1002;536;68;11;30;4652;364;5373;4;135;988;77;13;2;0;0;0;0;5;111;1219;5377;135;988;92;"3"
"4887";"3201407003001";56;7;491;1;1;4465;54;2211;10;885;1643;238;55;16;3;3;0;2;0;0;0;2221;885;1643;317;"3"
"4888";"3201407003002";1765;289;934;28;9;2330;607;4157;2;350;1174;178;43;11;2;0;1;1;0;0;0;4159;350;1174;236;"3"
"4889";"3201506003001";651;53;404;20;6;2861;234;2667;7;559;742;151;30;13;8;4;0;0;3;15;374;2674;559;742;206;"3"
"4890";"3201506003002";2040;294;253;43;39;674;822;3357;16;20;600;70;14;6;1;1;0;2;0;0;0;3373;20;600;94;"3"
"4891";"3201506003003";245;5;15;15;7;4153;34;2818;0;576;908;117;26;6;1;1;0;0;4;13;657;2818;576;908;151;"3"
"4892";"3201506003004";145;80;86;5;6;4454;69;3020;3;651;914;182;41;14;4;3;1;2;1;26;73;3023;651;914;247;"3"
"4893";"3201506003005";15;0;6;1;10;4147;10;2475;7;805;743;109;14;5;2;1;0;0;0;0;0;2482;805;743;131;"3"
"4894";"3201506003006";21;17;89;0;17;6899;76;3048;0;1345;1851;573;151;61;15;4;2;0;0;0;0;3048;1345;1851;806;"3"
"4895";"3201506003007";30;26;448;3;3;6512;40;3200;8;1264;1907;486;115;29;11;12;1;2;1;7;58;3208;1264;1907;656;"3"
"4896";"3201605003001";2334;4;39;32;101;642;901;2682;6;17;869;211;82;21;8;4;1;2;0;0;0;2688;17;869;329;"3"
"4897";"3201605003002";3059;23;10;33;143;948;182;3599;1;1;436;56;14;2;0;0;1;2;0;0;0;3600;1;436;75;"3"
"4898";"3201704001001";1104;131;563;18;6;1308;500;2711;11;175;604;81;7;2;1;0;0;0;0;0;0;2722;175;604;91;"3"
"4899";"3201803001001";300;237;314;13;1;451;27;1125;1;1;185;25;2;1;0;0;0;0;0;0;0;1126;1;185;28;"3"
"4900";"3201902003001";1772;125;330;25;13;1887;650;3090;21;282;1028;235;83;18;3;2;0;2;0;0;0;3111;282;1028;343;"3"
"4901";"3201902003002";2037;147;489;5;43;810;1417;3909;5;9;759;113;21;18;2;0;0;0;0;0;0;3914;9;759;154;"3"
"4902";"3202009001001";472;278;162;2;2;1082;61;1693;1;20;277;42;11;3;0;0;0;0;0;0;0;1694;20;277;56;"3"
"4903";"3202108001001";2627;243;1024;54;208;2795;247;5755;7;33;893;161;37;10;2;3;0;0;0;0;0;5762;33;893;213;"3"
"4904";"3202207001001";2340;334;413;15;13;1661;436;3633;6;60;1135;226;39;15;2;6;1;1;0;0;0;3639;60;1135;290;"3"
"4905";"3202256001001";1462;132;328;23;8;1110;293;2673;1;15;556;64;7;0;0;0;0;0;0;0;0;2674;15;556;71;"3"
"4906";"3202306003001";14;41;305;1;2;3912;8;2547;2;405;888;290;93;33;7;1;1;0;0;0;0;2549;405;888;425;"3"
"4907";"3202306003002";413;738;786;25;10;2333;240;3486;2;267;622;115;23;4;0;0;0;1;0;0;0;3488;267;622;143;"3"
"4908";"3202405003001";250;236;207;7;2;3448;565;2180;14;387;1343;570;122;41;15;11;5;1;1;284;15;2194;387;1343;765;"3"
"4909";"3202405003002";1575;317;349;5;21;1744;1079;3724;7;63;944;177;42;23;10;3;3;1;10;1272;965;3731;63;944;259;"3"
"4910";"3202405003003";234;235;405;6;6;3151;186;2137;48;206;1281;398;83;24;13;4;1;3;3;386;227;2185;206;1281;526;"3"
"4911";"3202405003004";68;121;2;4;2;5086;98;2179;46;585;1633;646;147;65;18;9;3;5;0;0;0;2225;585;1633;893;"3"
"4912";"3202405003005";3226;267;41;28;19;167;1748;3929;10;34;1099;245;70;20;11;4;3;2;0;0;0;3939;34;1099;355;"3"
"4913";"3202405003006";2167;920;521;58;21;3797;990;5156;19;411;2088;467;125;48;35;7;4;7;7;1190;260;5175;411;2088;693;"3"
"4914";"3202454001001";411;420;2156;149;10;3730;227;5254;8;579;1038;149;19;7;2;1;1;0;0;0;0;5262;579;1038;179;"3"
"4915";"3202504001001";379;35;292;17;10;2559;96;2465;1;17;671;164;29;8;1;0;0;0;0;0;0;2466;17;671;202;"3"
"4916";"3202553001001";682;357;299;210;3;1008;53;2286;4;4;258;27;9;1;0;0;1;0;0;0;0;2290;4;258;38;"3"
"4917";"3202603001001";705;145;804;18;2;1578;795;2831;4;31;970;154;29;9;2;0;0;0;0;0;0;2835;31;970;194;"3"
"4918";"3202652001001";550;404;1008;302;7;1166;50;2843;0;115;456;47;6;2;0;0;0;0;0;0;0;2843;115;456;55;"3"
"4919";"3202702001001";2206;46;43;20;17;976;1345;3554;1;35;830;134;27;9;0;2;1;1;0;0;0;3555;35;830;174;"3"
"4920";"3202801003001";3517;85;8;13;36;115;318;2733;5;152;928;161;32;7;5;2;1;0;0;0;0;2738;152;928;208;"3"
"4921";"3202801003002";2887;630;17;17;50;1072;586;4438;1;23;573;98;17;10;3;1;0;0;0;0;0;4439;23;573;129;"3"
"4922";"3202900001001";1184;28;63;14;10;837;1237;2502;0;31;624;133;32;5;2;1;1;0;0;0;0;2502;31;624;174;"3"
"4923";"3203007003001";14;2;221;0;2;3874;10;2805;4;313;798;154;22;1;0;0;2;0;0;0;0;2809;313;798;179;"3"
"4924";"3203007003002";885;390;1328;223;13;744;993;4008;7;25;423;63;11;5;0;0;0;0;0;0;0;4015;25;423;79;"3"
"4925";"3203056001001";2618;31;62;18;82;3581;919;5677;10;75;1046;163;22;4;1;0;0;0;0;0;0;5687;75;1046;190;"3"
"4926";"3203106001001";358;243;132;73;11;2501;199;2670;7;13;641;127;32;4;2;2;0;1;0;0;0;2677;13;641;168;"3"
"4927";"3203130001001";450;53;410;13;6;3988;50;3341;2;35;1178;325;48;9;1;0;1;0;0;0;0;3343;35;1178;384;"3"
"4928";"3203163001001";1574;65;20;24;13;1228;626;2946;1;25;480;61;12;2;0;0;2;0;0;0;0;2947;25;480;77;"3"
"4929";"3203205003001";2760;55;2;17;61;142;1202;3535;1;13;416;60;10;3;1;1;0;1;0;0;0;3536;13;416;76;"3"
"4930";"3203205003002";296;8;120;5;8;3855;107;2834;3;214;1045;198;44;6;1;1;0;0;5;212;183;2837;214;1045;250;"3"
"4931";"3203205003003";3525;58;253;14;32;2035;321;5104;3;36;772;87;14;2;1;0;0;0;3;233;124;5107;36;772;104;"3"
"4932";"3203205003004";364;30;353;2;11;3093;274;3376;0;33;531;83;9;3;0;0;1;0;7;449;257;3376;33;531;96;"3"
