"";"areap";"domicilio01_V019";"domicilio01_V020";"domicilio01_V021";"domicilio01_V022";"domicilio01_V023";"domicilio01_V017";"domicilio01_V018";"domicilio01_V119";"domicilio01_V158";"domicilio01_V197";"domicilio01_V026";"domicilio01_V027";"domicilio01_V028";"domicilio01_V029";"domicilio01_V030";"domicilio01_V031";"domicilio01_V032";"domicilio01_V033";"fcu";"DPP0";"DPP1";"DPP2";"DPP3";"DPP4";"DPP5";"reg"
"248";"1400209001001";859;56;280;352;309;1902;671;2934;21;21;461;101;17;6;2;1;1;0;0;0;0;2955;21;461;128;"1"
"249";"1400233001001";1340;46;13;161;259;286;50;1344;4;25;180;19;1;0;0;0;0;0;0;0;0;1348;25;180;20;"1"
"250";"1400282001001";526;63;1;61;441;566;578;1344;0;0;230;26;6;2;0;0;0;0;0;0;0;1344;0;230;34;"1"
"251";"1400308001001";2925;153;2;369;274;113;40;2384;52;21;409;57;10;5;1;1;0;1;0;0;0;2436;21;409;75;"1"
"252";"1400407001001";702;32;1;460;227;4;276;960;10;0;149;7;4;3;2;1;0;0;0;0;0;970;0;149;17;"1"
"253";"1400456001001";1078;12;5;463;213;80;542;1031;41;149;206;34;10;1;0;0;1;1;0;0;0;1072;149;206;47;"1"
"254";"1400472001001";3936;158;22;699;421;40;652;3301;51;61;427;64;14;1;1;3;0;1;0;0;0;3352;61;427;84;"1"
"255";"1400506001001";1056;62;6;31;126;113;307;1194;2;4;188;23;0;0;1;1;0;0;0;0;0;1196;4;188;25;"1"
"256";"1400605001001";859;20;2;28;58;13;754;1186;6;14;247;29;5;4;2;0;1;0;0;0;0;1192;14;247;41;"1"
"257";"1400704001001";374;98;5;39;847;2;79;240;8;3;29;2;1;0;0;0;0;0;0;0;0;248;3;29;3;"1"
"258";"1500107003001";1813;1019;198;1093;238;3;252;1958;7;0;167;18;9;1;3;0;0;0;0;0;0;1965;0;167;31;"1"
"259";"1500107003002";2138;421;248;199;159;14;1132;2359;55;0;303;38;11;0;1;0;0;1;0;0;0;2414;0;303;51;"1"
"260";"1500107003003";819;604;2172;2058;194;4;51;1232;2;0;61;9;0;1;2;1;0;0;0;0;0;1234;0;61;13;"1"
"261";"1500107003004";3002;671;1865;860;167;187;1279;4526;117;41;823;158;37;11;4;0;1;0;0;0;0;4643;41;823;211;"1"
"262";"1500107003005";4589;422;328;113;77;120;2408;5104;281;101;1322;290;65;16;11;6;0;3;0;0;0;5385;101;1322;391;"1"
"263";"1500131001001";1566;32;0;5;82;9;174;1202;9;13;224;43;7;1;1;1;0;0;0;0;0;1211;13;224;53;"1"
"264";"1500206003001";1126;669;58;1787;342;9;184;1310;9;0;94;11;3;0;0;1;0;0;0;0;0;1319;0;94;15;"1"
"265";"1500206003002";2753;867;43;2391;929;18;539;2711;7;3;287;47;11;5;1;0;0;0;0;0;0;2718;3;287;64;"1"
"266";"1500305001001";1507;832;73;3994;104;8;236;2533;104;19;267;26;5;3;1;0;0;0;2;804;93;2637;19;267;35;"1"
"267";"1500347001001";3743;319;8;299;259;416;768;4554;17;0;412;47;19;15;6;1;1;1;0;0;0;4571;0;412;90;"1"
"268";"1500404003001";2159;585;3;673;59;54;1530;3057;14;17;564;106;16;9;5;2;0;0;0;0;0;3071;17;564;138;"1"
"269";"1500404003002";3574;1773;16;529;277;10;864;3246;10;4;252;17;6;2;3;0;1;1;0;0;0;3256;4;252;30;"1"
"270";"1500503001001";2790;886;471;392;530;1337;1405;3301;286;166;493;264;23;8;2;1;0;0;2;294;15;3587;166;493;298;"1"
"271";"1500602003001";3472;195;17;174;113;25;253;2854;135;5;473;46;7;2;1;0;0;0;3;736;9;2989;5;473;56;"1"
"272";"1500602003002";3197;140;40;132;429;9;349;2352;38;6;374;68;16;7;3;2;1;1;0;0;0;2390;6;374;98;"1"
"273";"1500602003003";2523;319;125;477;202;54;757;2356;101;5;448;69;14;4;1;0;0;0;3;808;53;2457;5;448;88;"1"
"274";"1500602003004";2789;82;74;149;73;101;1768;2656;460;18;1150;239;50;22;4;1;0;0;0;0;0;3116;18;1150;316;"1"
"275";"1500602003005";5875;183;238;228;195;232;1376;4531;469;65;1368;276;77;14;5;3;2;0;3;386;31;5000;65;1368;377;"1"
"276";"1500701001001";1713;261;95;2022;307;35;420;2217;17;16;153;20;7;2;2;0;0;0;0;0;0;2234;16;153;31;"1"
"277";"1500800005001";2803;837;7;28;111;2400;4114;7013;501;639;1396;213;49;19;6;1;0;0;41;3688;5977;7514;639;1396;288;"1"
"278";"1500800005002";3139;129;87;254;246;530;3863;5314;436;11;999;124;16;5;1;0;0;0;30;3128;3518;5750;11;999;146;"1"
"279";"1500800005003";2912;119;46;51;81;1447;4633;5567;574;267;1953;477;105;28;15;3;0;3;15;1837;1641;6141;267;1953;631;"1"
"280";"1500800005004";4590;184;6;17;7;1609;6859;6854;191;293;4261;1184;270;62;14;1;2;1;1;28;153;7045;293;4261;1534;"1"
"281";"1500800005005";2397;247;119;23;29;2172;3616;3765;462;1321;1923;633;241;115;35;2;3;1;11;1343;1762;4227;1321;1923;1030;"1"
"282";"1500800005006";1910;156;19;44;44;1933;4840;4640;508;263;2284;654;209;81;52;26;5;5;15;702;2595;5148;263;2284;1032;"1"
"283";"1500800005007";3967;245;286;25;72;553;3477;5821;762;63;1399;281;43;14;1;5;1;0;12;2183;1708;6583;63;1399;345;"1"
"284";"1500800005008";5166;203;24;199;201;1233;2620;5961;663;211;1465;305;99;54;13;3;0;0;20;3082;2245;6624;211;1465;474;"1"
"285";"1500800005009";2093;132;48;115;223;1077;6717;7431;521;15;1361;184;33;8;0;0;0;0;32;2491;6742;7952;15;1361;225;"1"
"286";"1500800005010";7570;218;53;80;241;477;2005;7834;239;77;1265;148;27;2;1;0;0;0;27;5939;1426;8073;77;1265;178;"1"
"287";"1500800005011";6203;299;103;65;250;656;3074;7147;486;493;1539;198;40;12;1;1;0;0;36;6253;2793;7633;493;1539;252;"1"
"288";"1500800005012";4066;54;17;19;49;195;4550;6451;570;16;1458;164;25;9;0;1;0;0;26;3908;4383;7021;16;1458;199;"1"
"289";"1500800005013";2665;76;45;170;165;192;4909;6629;243;2;720;73;22;3;1;0;1;1;29;2535;4635;6872;2;720;101;"1"
"290";"1500859001001";3070;435;11;71;1367;3;86;1744;11;1;213;31;4;1;0;0;0;1;0;0;0;1755;1;213;37;"1"
"291";"1500909003001";1117;741;6;508;121;35;1737;1854;27;0;269;20;14;3;0;1;0;0;0;0;0;1881;0;269;38;"1"
"292";"1500909003002";1570;502;149;1638;131;3;599;845;0;0;41;5;0;0;0;0;1;0;0;0;0;845;0;41;6;"1"
"293";"1500958001001";2828;628;42;728;538;42;1033;2754;6;0;243;30;7;2;0;1;1;0;0;0;0;2760;0;243;41;"1"
"294";"1501006001001";1347;467;4;1166;144;29;258;1326;20;0;99;10;3;0;1;0;0;0;0;0;0;1346;0;99;14;"1"
"295";"1501105001001";366;129;388;2567;151;25;85;434;3;1;59;8;8;0;1;1;1;0;0;0;0;437;1;59;19;"1"
"296";"1501204001001";4240;207;26;1037;556;60;1881;4852;3;4;351;44;11;6;0;2;1;0;0;0;0;4855;4;351;64;"1"
"297";"1501253001001";661;124;0;56;125;1;17;685;0;0;119;16;2;0;0;0;0;0;0;0;0;685;0;119;18;"1"
"298";"1501303003001";4340;195;58;358;184;1916;828;4530;296;85;1302;390;76;15;9;4;1;1;1;392;29;4826;85;1302;496;"1"
"299";"1501303003002";3991;504;457;234;217;620;2211;5491;477;37;1112;169;31;10;1;0;0;1;1;239;5;5968;37;1112;212;"1"
"300";"1501303003003";5083;676;162;624;457;458;1271;4620;196;5;973;158;30;12;2;2;1;0;0;0;0;4816;5;973;205;"1"
"301";"1501402005001";117;24;80;4;2;7620;934;1524;241;1308;2695;1934;627;248;121;19;4;5;2;9;567;1765;1308;2695;2958;"1"
"302";"1501402005002";320;51;127;15;35;5957;2557;2141;523;547;2725;1574;911;373;93;9;3;3;0;0;0;2664;547;2725;2966;"1"
"303";"1501402005003";561;137;161;44;43;4466;3300;5445;525;109;1693;471;114;30;13;2;1;0;21;848;5145;5970;109;1693;631;"1"
"304";"1501402005004";771;408;1;54;67;5424;1673;5206;745;129;1382;310;87;30;12;3;1;0;26;1169;5650;5951;129;1382;443;"1"
"305";"1501402005005";1243;428;4;110;164;4449;1791;5728;585;92;720;132;32;6;2;0;1;0;29;1949;6240;6313;92;720;173;"1"
"306";"1501402005006";2017;102;4;33;29;2176;4506;4692;556;114;2204;553;223;103;79;42;20;4;1;471;114;5248;114;2204;1024;"1"
"307";"1501402005007";1335;138;1;11;6;5704;1569;4391;461;43;2459;948;249;79;17;4;3;3;14;779;2922;4852;43;2459;1303;"1"
"308";"1501402005008";1670;381;12;240;35;4903;1839;5146;415;439;1963;524;144;44;7;2;0;1;13;1573;2991;5561;439;1963;722;"1"
"309";"1501402005009";1404;544;212;15;28;4460;1993;3881;399;897;2233;628;216;54;20;10;1;0;10;1393;1562;4280;897;2233;929;"1"
"310";"1501402005010";1300;126;20;17;42;4988;2375;5390;633;231;1650;483;145;51;14;2;2;0;13;799;2711;6023;231;1650;697;"1"
"311";"1501402005011";1432;183;0;16;16;4825;2440;3414;985;594;2405;1034;190;62;17;8;1;0;6;266;803;4399;594;2405;1312;"1"
"312";"1501402005012";371;61;1;14;28;5842;2396;4058;1117;359;1928;648;134;51;13;2;3;0;9;171;2408;5175;359;1928;851;"1"
"313";"1501402005013";1158;233;29;15;34;4545;2022;2431;633;468;2713;1221;287;131;40;8;7;1;11;749;2113;3064;468;2713;1695;"1"
"314";"1501402005014";1502;246;4;147;17;4235;2114;2773;602;312;2519;1357;295;183;47;12;4;3;7;1071;466;3375;312;2519;1901;"1"
"315";"1501402005015";98;8;11;5;4;7109;1656;611;431;964;2847;2156;1051;560;186;16;8;3;0;0;0;1042;964;2847;3980;"1"
"316";"1501402005016";573;97;1;13;2;4579;3410;1834;509;593;2782;1695;669;392;68;16;5;3;2;23;556;2343;593;2782;2848;"1"
"317";"1501402005017";936;313;3;11;39;4846;2596;3745;534;292;2034;1039;416;230;84;6;3;3;15;947;3634;4279;292;2034;1781;"1"
"318";"1501402005018";1003;368;246;19;54;5008;2174;4229;844;442;1841;654;201;80;26;7;2;2;17;1534;3547;5073;442;1841;972;"1"
"319";"1501402005019";919;527;13;44;79;4671;2134;5060;1287;73;1006;188;44;13;3;1;0;1;32;1582;6805;6347;73;1006;250;"1"
"320";"1501402005020";998;242;10;42;54;4347;2942;5469;630;148;1348;308;95;23;9;1;2;0;26;1310;6327;6099;148;1348;438;"1"
"321";"1501402005021";1843;305;1;20;73;3096;3307;4686;1253;265;1463;411;95;25;9;3;1;0;30;2225;6134;5939;265;1463;544;"1"
"322";"1501402005022";1382;304;43;66;117;2966;3474;5481;630;81;1101;203;48;17;6;1;0;0;32;1912;6440;6111;81;1101;275;"1"
"323";"1501402005023";2105;914;322;121;227;3005;1763;5549;403;74;786;157;43;9;5;1;1;1;31;3555;4332;5952;74;786;217;"1"
"324";"1501402005024";2412;1500;208;194;150;1640;2401;5644;434;28;939;159;33;12;1;1;0;0;29;4159;3276;6078;28;939;206;"1"
"325";"1501402005025";1908;574;32;89;42;4196;1566;5101;655;194;1503;359;107;31;13;1;1;1;19;2123;2520;5756;194;1503;513;"1"
"326";"1501402005026";3924;110;2;88;80;1565;2580;4959;716;430;1516;281;79;26;8;1;0;0;2;529;98;5675;430;1516;395;"1"
"327";"1501402005027";4112;689;264;936;337;344;1271;5084;174;3;706;117;52;15;7;2;2;2;9;2128;339;5258;3;706;197;"1"
"328";"1501402005028";3427;589;253;96;389;942;2629;5929;201;2;721;255;112;32;8;9;1;1;27;4554;2910;6130;2;721;418;"1"
"329";"1501402005029";2693;227;32;35;92;2311;3459;5458;528;866;1427;254;47;5;4;1;0;1;21;2428;4203;5986;866;1427;312;"1"
"330";"1501402005030";4015;492;14;81;143;1250;2793;6714;364;55;972;199;65;29;13;5;1;1;23;3935;3564;7078;55;972;313;"1"
"331";"1501402005031";1776;484;9;27;61;1810;4128;5067;549;843;1306;221;57;14;3;2;1;0;29;2299;4434;5616;843;1306;298;"1"
"332";"1501402005032";1706;381;36;31;58;3541;3142;4491;259;1114;1827;408;188;140;71;58;12;0;11;1278;1955;4750;1114;1827;877;"1"
"333";"1501402005033";3140;474;21;22;134;1032;3709;6347;342;97;1061;147;42;7;2;0;0;1;22;3023;3653;6689;97;1061;199;"1"
"334";"1501402005034";1671;137;111;26;78;3836;2871;4799;272;516;2209;543;164;49;9;3;1;0;6;371;1561;5071;516;2209;769;"1"
"335";"1501402005035";2751;276;61;93;145;1184;3894;5396;352;354;1526;277;67;15;3;2;0;0;15;2100;2131;5748;354;1526;364;"1"
"336";"1501402005036";4193;504;336;55;219;400;2817;6540;250;40;936;146;29;5;2;3;1;1;17;4933;2233;6790;40;936;187;"1"
"337";"1501402005037";3316;353;71;150;306;973;3299;5523;487;633;954;109;37;9;2;2;1;0;17;2789;2283;6010;633;954;160;"1"
"338";"1501402005038";3594;137;16;52;125;1696;2955;6402;142;188;1321;180;32;7;2;0;1;1;16;2918;2696;6544;188;1321;223;"1"
"339";"1501402005039";4218;206;34;34;163;654;3038;5691;448;26;1297;221;40;5;1;1;0;2;19;3426;2295;6139;26;1297;270;"1"
"340";"1501402005040";4466;711;28;35;161;534;2809;6192;471;19;1160;189;33;12;3;0;0;1;18;2860;1636;6663;19;1160;238;"1"
"341";"1501402005041";3954;415;630;21;132;829;3103;5606;842;205;1363;358;79;30;9;6;0;0;15;2953;1475;6448;205;1363;482;"1"
"342";"1501402005042";4426;120;28;79;174;294;2765;5788;139;20;1171;208;43;13;9;1;5;1;17;3628;1916;5927;20;1171;280;"1"
"343";"1501402005043";1575;78;39;12;53;454;1701;2481;27;16;959;216;58;24;11;7;2;4;0;0;0;2508;16;959;322;"1"
"344";"1501402005044";2126;156;110;115;111;91;1635;2809;77;5;721;165;63;25;9;5;3;3;0;0;0;2886;5;721;273;"1"
"345";"1501451001001";2653;285;0;170;32;12;835;1625;0;4;255;40;10;1;1;0;0;1;0;0;0;1625;4;255;53;"1"
"346";"1501501002001";5426;285;5;266;228;130;1238;4945;327;19;1102;189;36;14;7;1;1;0;2;213;11;5272;19;1102;248;"1"
"347";"1501501002002";4195;388;3;322;169;46;964;4166;78;3;584;107;33;7;2;1;1;0;0;0;0;4244;3;584;151;"1"
"348";"1501576001001";2654;38;0;24;623;45;464;2019;2;0;481;78;14;2;1;1;0;1;0;0;0;2021;0;481;97;"1"
"349";"1501600001001";1565;171;4;989;130;9;454;956;5;0;145;15;3;1;0;0;0;0;0;0;0;961;0;145;19;"1"
"350";"1501709003001";2809;497;6;102;127;71;465;2457;168;2;427;62;15;1;0;1;0;0;0;0;0;2625;2;427;79;"1"
"351";"1501709003002";3227;1236;281;1027;209;31;488;2521;106;2;369;60;14;6;4;2;0;1;0;0;0;2627;2;369;87;"1"
"352";"1501709003003";4144;743;126;377;70;85;990;4168;113;1;848;138;40;14;3;2;0;0;0;0;0;4281;1;848;197;"1"
"353";"1501709003004";4578;844;517;1124;214;144;1595;5258;135;61;882;161;60;14;8;5;1;4;0;0;0;5393;61;882;253;"1"
"354";"1501725001001";3781;146;0;121;204;17;93;2337;81;0;436;42;7;1;0;0;0;0;0;0;0;2418;0;436;50;"1"
"355";"1501758001001";1177;138;3;212;226;15;131;1050;0;0;175;27;6;0;0;0;2;0;0;0;0;1050;0;175;35;"1"
"356";"1501782003001";6450;28;14;322;281;617;32;4153;33;28;555;94;9;13;3;0;2;0;0;0;0;4186;28;555;121;"1"
"357";"1501782003002";3706;16;2;53;684;5;16;1307;0;0;128;17;5;0;2;1;1;1;0;0;0;1307;0;128;27;"1"
"358";"1501808003001";1841;636;76;738;59;45;852;1969;21;48;451;90;26;7;3;2;0;2;0;0;0;1990;48;451;130;"1"
"359";"1501808003002";2324;953;752;1722;873;1;39;573;135;0;35;6;2;1;0;0;0;0;0;0;0;708;0;35;9;"1"
"360";"1501808003003";3594;799;148;1462;192;21;373;2229;49;4;318;63;15;2;1;0;2;0;0;0;0;2278;4;318;83;"1"
"361";"1501907001001";2928;717;82;1057;449;34;588;1853;13;1;191;24;15;6;1;1;0;0;0;0;0;1866;1;191;47;"1"
"362";"1501956001001";2806;1103;2;1056;506;9;157;798;0;0;92;11;5;2;4;1;0;0;0;0;0;798;0;92;23;"1"
"363";"1502004001001";1509;323;204;475;256;41;1729;2756;0;1;216;25;5;2;1;0;0;1;0;0;0;2756;1;216;34;"1"
"364";"1502103003001";1979;343;684;253;103;79;844;3115;11;12;390;36;9;4;3;2;0;0;1;384;13;3126;12;390;54;"1"
"365";"1502103003002";1293;328;1750;188;137;8;413;2819;0;0;163;14;3;3;1;0;0;0;0;0;0;2819;0;163;21;"1"
"366";"1502103003003";4367;726;171;687;174;736;274;3786;26;114;800;183;41;10;4;2;1;2;2;689;10;3812;114;800;243;"1"
"367";"1502103003004";2570;822;2992;1033;323;15;331;2914;11;0;194;13;1;1;1;0;0;0;0;0;0;2925;0;194;16;"1"
"368";"1502152001001";4290;99;6;110;201;1587;1159;4420;252;176;1317;284;40;15;5;0;1;1;0;0;0;4672;176;1317;346;"1"
"369";"1502202003001";1532;158;11;465;265;16;5719;4400;145;1;1227;249;54;20;7;1;0;0;0;0;0;4545;1;1227;331;"1"
"370";"1502202003002";2033;334;18;668;289;11;5343;3946;142;11;983;190;49;17;4;5;0;1;0;0;0;4088;11;983;266;"1"
"371";"1502301003001";5361;437;26;619;339;121;194;4221;75;7;789;142;24;8;7;3;2;0;0;0;0;4296;7;789;186;"1"
"372";"1502301003002";4004;422;12;1026;217;20;94;2159;3;0;166;18;5;2;0;0;1;0;0;0;0;2162;0;166;26;"1"
"373";"1502400003001";2568;132;6;381;71;129;1844;3675;131;0;596;80;19;4;1;1;0;0;0;0;0;3806;0;596;105;"1"
"374";"1502400003002";1898;93;40;34;29;265;2030;2222;646;88;951;269;48;13;1;1;3;1;0;0;0;2868;88;951;336;"1"
"375";"1502400003003";2198;437;2;112;31;560;1008;3460;61;1;189;24;7;2;1;0;0;0;0;0;0;3521;1;189;34;"1"
"376";"1502400003004";2214;210;0;258;38;63;1591;2909;318;4;503;60;3;2;1;0;0;0;0;0;0;3227;4;503;66;"1"
"377";"1502400003005";2100;72;22;199;79;69;1502;2749;310;7;565;75;19;3;3;0;0;0;0;0;0;3059;7;565;100;"1"
"378";"1502400003006";1351;118;10;24;50;147;2892;2695;309;6;1014;210;57;15;2;1;0;0;0;0;0;3004;6;1014;285;"1"
"379";"1502400003007";5594;134;33;128;44;276;2430;4581;507;93;2167;600;168;78;19;10;2;4;0;0;0;5088;93;2167;881;"1"
"380";"1502400003008";6346;384;44;1324;99;115;1616;6044;343;10;1088;135;21;10;3;0;0;1;0;0;0;6387;10;1088;170;"1"
"381";"1502509001001";1329;2184;55;511;143;27;59;1989;53;0;139;13;4;2;0;1;0;0;0;0;0;2042;0;139;20;"1"
"382";"1502608001001";2035;311;1;273;111;13;43;1433;9;2;193;17;5;2;1;0;1;0;0;0;0;1442;2;193;26;"1"
"383";"1502707003001";3612;399;16;313;1184;21;285;3295;8;0;620;132;30;4;2;0;1;0;0;0;0;3303;0;620;169;"1"
"384";"1502707003002";5673;240;7;188;117;32;273;4479;11;6;1191;273;77;27;2;4;2;0;0;0;0;4490;6;1191;385;"1"
"385";"1502756001001";2849;344;2;2340;325;20;408;2400;72;1;299;47;13;2;1;0;0;0;0;0;0;2472;1;299;63;"1"
"386";"1502764001001";1709;94;1;74;718;17;27;1311;2;2;179;37;7;2;3;0;0;2;0;0;0;1313;2;179;51;"1"
"387";"1502772001001";4176;307;45;358;106;20;216;3924;32;8;524;58;19;4;1;1;1;1;0;0;0;3956;8;524;85;"1"
"388";"1502806001001";1749;694;822;1529;371;63;17;1644;27;1;120;13;7;4;0;1;1;1;0;0;0;1671;1;120;27;"1"
"389";"1502855001001";770;1327;3;468;49;2;29;746;0;0;54;5;4;0;0;0;1;0;0;0;0;746;0;54;10;"1"
"390";"1502905001001";4517;347;43;1297;251;43;1919;5115;25;0;613;61;12;3;0;1;1;0;0;0;0;5140;0;613;78;"1"
"391";"1502939003001";4070;140;3;56;209;38;139;2768;113;0;241;37;9;3;1;0;0;1;0;0;0;2881;0;241;51;"1"
"392";"1502939003002";7427;19;1;52;94;123;630;5177;65;133;937;129;40;15;8;2;1;1;0;0;0;5242;133;937;196;"1"
"393";"1502954003001";5385;321;4;595;1136;7;607;4400;70;2;540;88;16;5;2;0;0;2;0;0;0;4470;2;540;113;"1"
"394";"1503002001001";799;40;2;780;53;8;28;810;0;0;102;9;1;1;1;0;1;0;0;0;0;810;0;102;13;"1"
"395";"1503044001001";3065;196;2;442;1077;2;57;2281;4;0;334;39;1;2;1;0;0;0;0;0;0;2285;0;334;43;"1"
"396";"1503077001001";3153;1265;16;883;419;0;65;2062;20;0;204;15;3;1;0;0;0;0;0;0;0;2082;0;204;19;"1"
"397";"1503093001001";5811;214;37;600;498;31;649;4672;55;60;641;77;22;8;2;1;0;1;0;0;0;4727;60;641;111;"1"
"398";"1503101001001";2964;1394;350;168;223;34;261;3540;199;0;248;31;11;2;2;1;0;1;0;0;0;3739;0;248;48;"1"
"399";"1503200003001";3272;164;6;807;76;46;40;2718;9;0;392;55;13;5;2;1;1;1;0;0;0;2727;0;392;78;"1"
"400";"1503200003002";3011;215;0;1335;76;34;36;2528;21;0;374;52;16;4;2;0;0;0;0;0;0;2549;0;374;74;"1"
"401";"1503309002001";3678;1559;619;886;381;79;302;3389;10;21;621;105;39;9;0;1;0;0;0;0;0;3399;21;621;154;"1"
"402";"1503309002002";700;1350;820;1343;238;2;44;1058;0;0;80;5;1;1;0;1;0;0;0;0;0;1058;0;80;8;"1"
"403";"1503408001001";947;239;1;703;80;8;519;952;1;0;111;16;5;0;0;1;0;0;0;0;0;953;0;111;22;"1"
"404";"1503457003001";1800;126;10;217;107;95;1794;2396;70;2;286;42;11;3;3;1;0;0;0;0;0;2466;2;286;60;"1"
"405";"1503457003002";1963;366;22;3076;649;91;1066;4856;3;0;148;16;2;2;3;0;2;0;0;0;0;4859;0;148;25;"1"
"406";"1503507001001";4259;1888;54;488;567;20;211;2971;3;0;356;49;15;4;5;1;0;0;0;0;0;2974;0;356;74;"1"
"407";"1503606003001";2969;385;29;290;165;34;1121;2998;119;22;500;86;36;3;3;0;0;5;0;0;0;3117;22;500;133;"1"
"408";"1503606003002";2844;330;106;81;62;172;1346;2915;163;196;1112;229;45;9;5;1;1;0;0;0;0;3078;196;1112;290;"1"
"409";"1503606003003";2593;408;195;378;117;101;588;2275;169;275;595;99;20;9;3;2;0;1;0;0;0;2444;275;595;134;"1"
"410";"1503606003004";5764;1082;15;573;258;88;1477;5973;179;89;1088;123;11;3;1;0;0;0;0;0;0;6152;89;1088;138;"1"
"411";"1503705003001";2769;703;1;688;110;100;567;2643;8;23;357;59;8;7;1;0;1;0;0;0;0;2651;23;357;76;"1"
"412";"1503705003002";4088;474;3;918;1677;127;343;2815;74;2;362;51;13;1;0;1;0;0;0;0;0;2889;2;362;66;"1"
"413";"1503754001001";1006;464;23;302;436;2;58;860;76;19;129;21;5;3;2;0;1;0;0;0;0;936;19;129;32;"1"
