codemun,ano,qtde_vinc_ativos
210312,2025,11
210312,2026,11
210312,2027,11
210312,2028,11
210312,2029,11
210312,2030,11
210312,2031,11
210312,2032,11
210312,2033,11
210312,2034,11
210312,2035,11
210312,2036,11
210312,2037,11
210312,2038,11
210312,2039,11
210312,2040,11
210315,2010,318
210315,2011,297
210315,2012,314
210315,2013,307
210315,2014,365
210315,2015,357
210315,2016,341
210315,2017,418
210315,2018,174
210315,2019,558
210315,2020,349
210315,2021,349
210315,2022,349
210315,2023,349
210315,2024,349
210315,2025,349
210315,2026,349
210315,2027,349
210315,2028,349
210315,2029,349
210315,2030,349
210315,2031,349
210315,2032,349
210315,2033,349
210315,2034,349
210315,2035,349
210315,2036,349
210315,2037,349
210315,2038,349
210315,2039,349
210315,2040,349
210317,2010,118
210317,2011,302
210317,2012,160
210317,2013,296
210317,2014,384
210317,2015,386
210317,2016,385
210317,2017,442
210317,2018,557
210317,2019,558
210317,2020,532
210317,2021,532
210317,2022,532
210317,2023,532
210317,2024,532
210317,2025,532
210317,2026,532
210317,2027,532
210317,2028,532
210317,2029,532
210317,2030,532
210317,2031,532
210317,2032,532
210317,2033,532
210317,2034,532
210317,2035,532
210317,2036,532
210317,2037,532
210317,2038,532
210317,2039,532
210317,2040,532
210320,2010,2346
210320,2011,2420
210320,2012,2061
210320,2013,2208
210320,2014,2309
210320,2015,2308
210320,2016,2117
210320,2017,2447
210320,2018,2540
210320,2019,2473
210320,2020,2167
210320,2021,2167
210320,2022,2167
210320,2023,2167
210320,2024,2167
210320,2025,2167
210320,2026,2167
210320,2027,2167
210320,2028,2167
210320,2029,2167
210320,2030,2167
210320,2031,2167
210320,2032,2167
210320,2033,2167
210320,2034,2167
210320,2035,2167
210320,2036,2167
210320,2037,2167
210320,2038,2167
210320,2039,2167
210320,2040,2167
210325,2010,582
210325,2011,546
210325,2012,543
210325,2013,592
210325,2014,529
210325,2015,538
210325,2016,573
210325,2017,580
210325,2018,576
210325,2019,575
210325,2020,577
210325,2021,577
210325,2022,577
210325,2023,577
210325,2024,577
210325,2025,577
210325,2026,577
210325,2027,577
210325,2028,577
210325,2029,577
210325,2030,577
210325,2031,577
210325,2032,577
210325,2033,577
210325,2034,577
210325,2035,577
210325,2036,577
210325,2037,577
210325,2038,577
210325,2039,577
210325,2040,577
210330,2010,2361
210330,2011,2750
210330,2012,3018
210330,2013,3307
210330,2014,3549
210330,2015,3713
210330,2016,3811
210330,2017,4094
210330,2018,4251
210330,2019,4320
210330,2020,2852
210330,2021,2852
210330,2022,2852
210330,2023,2852
210330,2024,2852
210330,2025,2852
210330,2026,2852
210330,2027,2852
210330,2028,2852
210330,2029,2852
210330,2030,2852
210330,2031,2852
210330,2032,2852
210330,2033,2852
210330,2034,2852
210330,2035,2852
210330,2036,2852
210330,2037,2852
210330,2038,2852
210330,2039,2852
210330,2040,2852
210340,2010,1003
210340,2011,1210
210340,2012,1530
210340,2013,1665
210340,2014,1621
210340,2015,1720
210340,2016,1751
210340,2017,1483
210340,2018,1418
210340,2019,1380
210340,2020,1394
210340,2021,1394
210340,2022,1394
210340,2023,1394
210340,2024,1394
210340,2025,1394
210340,2026,1394
210340,2027,1394
210340,2028,1394
210340,2029,1394
210340,2030,1394
210340,2031,1394
210340,2032,1394
210340,2033,1394
210340,2034,1394
210340,2035,1394
210340,2036,1394
210340,2037,1394
210340,2038,1394
210340,2039,1394
210340,2040,1394
210350,2010,610
210350,2011,675
210350,2012,1294
210350,2013,1309
210350,2014,1283
210350,2015,1341
210350,2016,1369
210350,2017,1386
210350,2018,1393
210350,2019,1342
210350,2020,1302
210350,2021,1302
210350,2022,1302
210350,2023,1302
210350,2024,1302
210350,2025,1302
210350,2026,1302
210350,2027,1302
210350,2028,1302
210350,2029,1302
210350,2030,1302
210350,2031,1302
210350,2032,1302
210350,2033,1302
210350,2034,1302
210350,2035,1302
210350,2036,1302
210350,2037,1302
210350,2038,1302
210350,2039,1302
210350,2040,1302
210355,2010,660
210355,2011,462
210355,2012,486
210355,2013,555
210355,2014,856
210355,2015,811
210355,2016,718
210355,2017,808
210355,2018,898
210355,2019,772
210355,2020,774
210355,2021,774
210355,2022,774
210355,2023,774
210355,2024,774
210355,2025,774
210355,2026,774
210355,2027,774
210355,2028,774
210355,2029,774
210355,2030,774
210355,2031,774
210355,2032,774
210355,2033,774
210355,2034,774
210355,2035,774
210355,2036,774
210355,2037,774
210355,2038,774
210355,2039,774
210355,2040,774
210360,2010,1967
210360,2011,1996
210360,2012,761
210360,2013,2380
210360,2014,1875
210360,2015,1888
210360,2016,2055
210360,2017,1951
210360,2018,1898
210360,2019,2171
210360,2020,2302
210360,2021,2302
210360,2022,2302
210360,2023,2302
210360,2024,2302
210360,2025,2302
210360,2026,2302
210360,2027,2302
210360,2028,2302
210360,2029,2302
210360,2030,2302
210360,2031,2302
210360,2032,2302
210360,2033,2302
210360,2034,2302
210360,2035,2302
210360,2036,2302
210360,2037,2302
210360,2038,2302
210360,2039,2302
210360,2040,2302
210370,2010,1056
210370,2011,1138
210370,2012,1036
210370,2013,994
210370,2014,1016
210370,2015,1085
210370,2016,1221
210370,2017,1099
210370,2018,1186
210370,2019,1186
210370,2020,1156
210370,2021,1156
210370,2022,1156
210370,2023,1156
210370,2024,1156
210370,2025,1156
210370,2026,1156
210370,2027,1156
210370,2028,1156
210370,2029,1156
210370,2030,1156
210370,2031,1156
210370,2032,1156
210370,2033,1156
210370,2034,1156
210370,2035,1156
210370,2036,1156
210370,2037,1156
210370,2038,1156
210370,2039,1156
210370,2040,1156
210375,2010,173
210375,2012,170
210375,2013,263
210375,2014,226
210375,2015,438
210375,2016,517
210375,2017,562
210375,2018,559
210375,2019,558
210375,2020,627
210375,2021,627
210375,2022,627
210375,2023,627
210375,2024,627
210375,2025,627
210375,2026,627
210375,2027,627
210375,2028,627
210375,2029,627
210375,2030,627
210375,2031,627
210375,2032,627
210375,2033,627
210375,2034,627
210375,2035,627
210375,2036,627
210375,2037,627
210375,2038,627
210375,2039,627
210375,2040,627
210380,2010,340
210380,2011,329
210380,2012,8
210380,2013,449
210380,2014,514
210380,2015,8
210380,2016,14
210380,2017,533
210380,2018,677
210380,2019,658
210380,2020,650
210380,2021,650
210380,2022,650
210380,2023,650
210380,2024,650
210380,2025,650
210380,2026,650
210380,2027,650
210380,2028,650
210380,2029,650
210380,2030,650
210380,2031,650
210380,2032,650
210380,2033,650
210380,2034,650
210380,2035,650
210380,2036,650
210380,2037,650
210380,2038,650
210380,2039,650
210380,2040,650
210390,2010,482
210390,2011,456
210390,2012,414
210390,2013,416
210390,2014,446
210390,2015,423
210390,2016,331
210390,2017,347
210390,2018,373
210390,2019,383
210390,2020,297
210390,2021,297
210390,2022,297
210390,2023,297
210390,2024,297
210390,2025,297
210390,2026,297
210390,2027,297
210390,2028,297
210390,2029,297
210390,2030,297
210390,2031,297
210390,2032,297
210390,2033,297
210390,2034,297
210390,2035,297
210390,2036,297
210390,2037,297
210390,2038,297
210390,2039,297
210390,2040,297
210400,2010,586
210400,2011,594
210400,2012,550
210400,2013,532
210400,2014,536
210400,2015,539
210400,2016,569
210400,2017,1111
210400,2018,970
210400,2019,904
210400,2020,602
210400,2021,602
210400,2022,602
210400,2023,602
210400,2024,602
210400,2025,602
210400,2026,602
210400,2027,602
210400,2028,602
210400,2029,602
210400,2030,602
210400,2031,602
210400,2032,602
210400,2033,602
210400,2034,602
210400,2035,602
210400,2036,602
210400,2037,602
210400,2038,602
210400,2039,602
210400,2040,602
210405,2010,1069
210405,2011,1116
210405,2012,1210
210405,2013,1252
210405,2014,1303
210405,2015,1389
210405,2016,1179
210405,2017,1488
210405,2018,1701
210405,2019,1744
210405,2020,1095
210405,2021,1095
210405,2022,1095
210405,2023,1095
210405,2024,1095
210405,2025,1095
210405,2026,1095
210405,2027,1095
210405,2028,1095
210405,2029,1095
210405,2030,1095
210405,2031,1095
210405,2032,1095
210405,2033,1095
210405,2034,1095
210405,2035,1095
210405,2036,1095
210405,2037,1095
210405,2038,1095
210405,2039,1095
210405,2040,1095
210407,2010,360
210407,2011,368
210407,2012,396
210407,2013,419
210407,2014,392
210407,2015,405
210407,2016,361
210407,2017,374
210407,2018,394
210407,2019,400
210407,2020,301
210407,2021,301
210407,2022,301
210407,2023,301
210407,2024,301
210407,2025,301
210407,2026,301
210407,2027,301
210407,2028,301
210407,2029,301
210407,2030,301
210407,2031,301
210407,2032,301
210407,2033,301
210407,2034,301
210407,2035,301
210407,2036,301
210407,2037,301
210407,2038,301
210407,2039,301
210407,2040,301
210408,2010,175
210408,2011,188
210408,2012,200
210408,2013,220
210408,2014,254
210408,2015,254
210408,2016,255
210408,2017,285
210408,2018,285
210408,2019,275
210408,2020,291
210408,2021,291
210408,2022,291
210408,2023,291
210408,2024,291
210408,2025,291
210408,2026,291
210408,2027,291
210408,2028,291
210408,2029,291
210408,2030,291
210408,2031,291
210408,2032,291
210408,2033,291
210408,2034,291
210408,2035,291
210408,2036,291
210408,2037,291
210408,2038,291
210408,2039,291
210408,2040,291
210409,2010,424
210409,2011,548
210409,2012,4
210409,2013,578
210409,2014,592
210409,2015,579
210409,2016,593
210409,2017,626
210409,2018,629
210409,2019,624
210409,2020,613
210409,2021,613
210409,2022,613
210409,2023,613
210409,2024,613
210409,2025,613
210409,2026,613
210409,2027,613
210409,2028,613
210409,2029,613
210409,2030,613
210409,2031,613
210409,2032,613
210409,2033,613
210409,2034,613
210409,2035,613
210409,2036,613
210409,2037,613
210409,2038,613
210409,2039,613
210409,2040,613
210410,2010,426
210410,2011,461
210410,2012,423
210410,2013,509
210410,2014,489
210410,2015,491
210410,2016,455
210410,2017,400
210410,2018,435
210410,2019,564
210410,2020,535
210410,2021,535
210410,2022,535
210410,2023,535
210410,2024,535
210410,2025,535
210410,2026,535
210410,2027,535
210410,2028,535
210410,2029,535
210410,2030,535
210410,2031,535
210410,2032,535
210410,2033,535
210410,2034,535
210410,2035,535
210410,2036,535
210410,2037,535
210410,2038,535
210410,2039,535
210410,2040,535
210420,2010,336
210420,2011,422
210420,2012,2
210420,2013,483
210420,2014,451
210420,2015,459
210420,2016,463
210420,2017,427
210420,2018,445
210420,2019,425
210420,2020,406
210420,2021,406
210420,2022,406
210420,2023,406
210420,2024,406
210420,2025,406
210420,2026,406
210420,2027,406
210420,2028,406
210420,2029,406
210420,2030,406
210420,2031,406
210420,2032,406
210420,2033,406
210420,2034,406
210420,2035,406
210420,2036,406
210420,2037,406
210420,2038,406
210420,2039,406
210420,2040,406
210430,2010,224
210430,2011,245
210430,2012,24
210430,2013,259
210430,2014,250
210430,2016,365
210430,2017,449
210430,2018,476
210430,2019,441
210430,2020,547
210430,2021,547
210430,2022,547
210430,2023,547
210430,2024,547
210430,2025,547
210430,2026,547
210430,2027,547
210430,2028,547
210430,2029,547
210430,2030,547
210430,2031,547
210430,2032,547
210430,2033,547
210430,2034,547
210430,2035,547
210430,2036,547
210430,2037,547
210430,2038,547
210430,2039,547
210430,2040,547
210440,2010,368
210440,2011,413
210440,2012,416
210440,2013,438
210440,2014,470
210440,2015,485
210440,2016,491
210440,2017,511
210440,2018,547
210440,2019,523
210440,2020,508
210440,2021,508
210440,2022,508
210440,2023,508
210440,2024,508
210440,2025,508
210440,2026,508
210440,2027,508
210440,2028,508
210440,2029,508
210440,2030,508
210440,2031,508
210440,2032,508
210440,2033,508
210440,2034,508
210440,2035,508
210440,2036,508
210440,2037,508
210440,2038,508
210440,2039,508
210440,2040,508
210450,2010,252
210450,2011,249
210450,2012,3
210450,2013,128
210450,2014,115
210450,2015,138
210450,2016,111
210450,2017,253
210450,2018,276
210450,2019,272
210450,2020,308
210450,2021,308
210450,2022,308
210450,2023,308
210450,2024,308
210450,2025,308
210450,2026,308
210450,2027,308
210450,2028,308
210450,2029,308
210450,2030,308
210450,2031,308
210450,2032,308
210450,2033,308
210450,2034,308
210450,2035,308
210450,2036,308
210450,2037,308
210450,2038,308
210450,2039,308
210450,2040,308
210455,2010,728
210455,2011,512
210455,2012,435
210455,2013,392
210455,2015,433
210455,2016,462
210455,2017,750
210455,2018,894
210455,2019,941
210455,2020,918
210455,2021,918
210455,2022,918
210455,2023,918
210455,2024,918
210455,2025,918
210455,2026,918
210455,2027,918
210455,2028,918
210455,2029,918
210455,2030,918
210455,2031,918
210455,2032,918
210455,2033,918
210455,2034,918
210455,2035,918
210455,2036,918
210455,2037,918
210455,2038,918
210455,2039,918
210455,2040,918
210460,2010,504
210460,2011,503
210460,2012,467
210460,2013,512
210460,2014,503
210460,2015,503
210460,2016,492
210460,2017,485
210460,2018,475
210460,2019,431
210460,2020,422
210460,2021,422
210460,2022,422
210460,2023,422
210460,2024,422
210460,2025,422
210460,2026,422
210460,2027,422
210460,2028,422
210460,2029,422
210460,2030,422
210460,2031,422
210460,2032,422
210460,2033,422
210460,2034,422
210460,2035,422
210460,2036,422
210460,2037,422
210460,2038,422
210460,2039,422
210460,2040,422
210462,2010,291
210462,2011,314
210462,2012,317
210462,2013,310
210462,2014,320
210462,2015,325
210462,2017,365
210462,2018,465
210462,2019,496
210462,2020,477
210462,2021,477
210462,2022,477
210462,2023,477
210462,2024,477
210462,2025,477
210462,2026,477
210462,2027,477
210462,2028,477
210462,2029,477
210462,2030,477
210462,2031,477
210462,2032,477
210462,2033,477
210462,2034,477
210462,2035,477
210462,2036,477
210462,2037,477
210462,2038,477
210462,2039,477
210462,2040,477
210465,2010,258
210465,2011,254
210465,2012,181
210465,2015,93
210465,2016,150
210465,2017,211
210465,2018,248
210465,2019,275
210465,2020,276
210465,2021,276
210465,2022,276
210465,2023,276
210465,2024,276
210465,2025,276
210465,2026,276
210465,2027,276
210465,2028,276
210465,2029,276
210465,2030,276
210465,2031,276
210465,2032,276
210465,2033,276
210465,2034,276
210465,2035,276
210465,2036,276
210465,2037,276
210465,2038,276
210465,2039,276
210465,2040,276
210467,2010,1135
210467,2011,880
210467,2012,639
210467,2013,705
210467,2014,712
210467,2015,836
210467,2016,1110
210467,2017,1034
210467,2018,956
210467,2019,970
210467,2020,954
210467,2021,954
210467,2022,954
210467,2023,954
210467,2024,954
210467,2025,954
210467,2026,954
210467,2027,954
210467,2028,954
210467,2029,954
210467,2030,954
210467,2031,954
210467,2032,954
210467,2033,954
210467,2034,954
210467,2035,954
210467,2036,954
210467,2037,954
210467,2038,954
210467,2039,954
210467,2040,954
210470,2010,170
210470,2011,198
210470,2012,199
210470,2013,204
210470,2014,207
210470,2015,204
210470,2016,203
210470,2017,201
210470,2018,199
210470,2019,193
210470,2020,192
210470,2021,192
210470,2022,192
210470,2023,192
210470,2024,192
210470,2025,192
210470,2026,192
210470,2027,192
210470,2028,192
210470,2029,192
210470,2030,192
210470,2031,192
210470,2032,192
210470,2033,192
210470,2034,192
210470,2035,192
210470,2036,192
210470,2037,192
210470,2038,192
210470,2039,192
210470,2040,192
210480,2010,2234
210480,2011,2363
210480,2012,2519
210480,2013,3884
210480,2014,2674
210480,2015,2915
210480,2016,2992
210480,2017,2760
210480,2018,2900
210480,2019,2966
210480,2020,2685
210480,2021,2685
210480,2022,2685
210480,2023,2685
210480,2024,2685
210480,2025,2685
210480,2026,2685
210480,2027,2685
210480,2028,2685
210480,2029,2685
210480,2030,2685
210480,2031,2685
210480,2032,2685
210480,2033,2685
210480,2034,2685
210480,2035,2685
210480,2036,2685
210480,2037,2685
210480,2038,2685
210480,2039,2685
210480,2040,2685
210490,2010,550
210490,2011,554
210490,2012,719
210490,2013,465
210490,2014,451
210490,2015,460
210490,2016,5
210490,2017,464
210490,2018,470
210490,2019,451
210490,2020,387
210490,2021,387
210490,2022,387
210490,2023,387
210490,2024,387
210490,2025,387
210490,2026,387
210490,2027,387
210490,2028,387
210490,2029,387
210490,2030,387
210490,2031,387
210490,2032,387
210490,2033,387
210490,2034,387
210490,2035,387
210490,2036,387
210490,2037,387
210490,2038,387
210490,2039,387
210490,2040,387
210500,2010,1115
210500,2011,1123
210500,2012,803
210500,2013,1244
210500,2014,1208
210500,2015,1223
210500,2016,1299
210500,2017,1568
210500,2018,1712
210500,2019,1342
210500,2020,1575
210500,2021,1575
210500,2022,1575
210500,2023,1575
210500,2024,1575
210500,2025,1575
210500,2026,1575
210500,2027,1575
210500,2028,1575
210500,2029,1575
210500,2030,1575
210500,2031,1575
210500,2032,1575
210500,2033,1575
210500,2034,1575
210500,2035,1575
210500,2036,1575
210500,2037,1575
210500,2038,1575
210500,2039,1575
210500,2040,1575
210510,2010,1038
210510,2011,1340
210510,2012,750
210510,2013,540
210510,2014,539
210510,2015,750
210510,2016,653
210510,2017,622
210510,2018,1117
210510,2019,984
210510,2020,937
210510,2021,937
210510,2022,937
210510,2023,937
210510,2024,937
210510,2025,937
210510,2026,937
210510,2027,937
210510,2028,937
210510,2029,937
210510,2030,937
210510,2031,937
210510,2032,937
210510,2033,937
210510,2034,937
210510,2035,937
210510,2036,937
210510,2037,937
210510,2038,937
210510,2039,937
210510,2040,937
210515,2010,188
210515,2011,139
210515,2012,198
210515,2013,373
210515,2014,440
210515,2015,442
210515,2016,68
210515,2017,323
210515,2018,379
210515,2019,315
210515,2020,276
210515,2021,276
210515,2022,276
210515,2023,276
210515,2024,276
210515,2025,276
210515,2026,276
210515,2027,276
210515,2028,276
210515,2029,276
210515,2030,276
210515,2031,276
210515,2032,276
210515,2033,276
210515,2034,276
210515,2035,276
210515,2036,276
210515,2037,276
210515,2038,276
210515,2039,276
210515,2040,276
210520,2010,6
210520,2011,323
210520,2012,321
210520,2013,334
210520,2014,314
210520,2015,314
210520,2016,301
210520,2017,327
210520,2018,323
210520,2019,303
210520,2020,286
210520,2021,286
210520,2022,286
210520,2023,286
210520,2024,286
210520,2025,286
210520,2026,286
210520,2027,286
210520,2028,286
210520,2029,286
210520,2030,286
210520,2031,286
210520,2032,286
210520,2033,286
210520,2034,286
210520,2035,286
210520,2036,286
210520,2037,286
210520,2038,286
210520,2039,286
210520,2040,286
210530,2010,10106
210530,2011,12965
210530,2012,14919
210530,2013,16922
210530,2014,17653
210530,2015,12549
210530,2016,12604
210530,2017,14106
210530,2018,15641
210530,2019,16029
210530,2020,15846
210530,2021,15846
210530,2022,15846
210530,2023,15846
210530,2024,15846
210530,2025,15846
210530,2026,15846
210530,2027,15846
210530,2028,15846
210530,2029,15846
210530,2030,15846
210530,2031,15846
210530,2032,15846
210530,2033,15846
210530,2034,15846
210530,2035,15846
210530,2036,15846
210530,2037,15846
210530,2038,15846
210530,2039,15846
210530,2040,15846
210535,2010,140
210535,2011,10
210535,2012,151
210535,2013,174
210535,2014,179
210535,2015,169
210535,2016,172
210535,2017,197
210535,2018,223
210535,2019,221
210535,2020,207
210535,2021,207
210535,2022,207
210535,2023,207
210535,2024,207
210535,2025,207
210535,2026,207
210535,2027,207
210535,2028,207
210535,2029,207
210535,2030,207
210535,2031,207
210535,2032,207
210535,2033,207
210535,2034,207
210535,2035,207
210535,2036,207
210535,2037,207
210535,2038,207
210535,2039,207
210535,2040,207
210540,2010,2133
210540,2011,2246
210540,2012,2310
210540,2013,1745
210540,2014,1991
210540,2015,1984
210540,2016,1789
210540,2017,2559
210540,2018,2372
210540,2019,1955
210540,2020,1811
210540,2021,1811
210540,2022,1811
210540,2023,1811
210540,2024,1811
210540,2025,1811
210540,2026,1811
210540,2027,1811
210540,2028,1811
210540,2029,1811
210540,2030,1811
210540,2031,1811
210540,2032,1811
210540,2033,1811
210540,2034,1811
210540,2035,1811
210540,2036,1811
210540,2037,1811
210540,2038,1811
210540,2039,1811
210540,2040,1811
210542,2010,865
210542,2011,1007
210542,2012,1008
210542,2013,1034
210542,2014,1026
210542,2015,979
210542,2016,896
210542,2017,1007
210542,2018,1105
210542,2019,1244
210542,2020,1151
210542,2021,1151
210542,2022,1151
210542,2023,1151
210542,2024,1151
210542,2025,1151
210542,2026,1151
210542,2027,1151
210542,2028,1151
210542,2029,1151
210542,2030,1151
210542,2031,1151
210542,2032,1151
210542,2033,1151
210542,2034,1151
210542,2035,1151
210542,2036,1151
210542,2037,1151
210542,2038,1151
210542,2039,1151
210542,2040,1151
210545,2010,346
210545,2011,363
210545,2012,369
210545,2013,372
210545,2014,395
210545,2015,389
210545,2016,390
210545,2017,380
210545,2018,357
210545,2019,376
210545,2020,352
210545,2021,352
210545,2022,352
210545,2023,352
210545,2024,352
210545,2025,352
210545,2026,352
210545,2027,352
210545,2028,352
210545,2029,352
210545,2030,352
210545,2031,352
210545,2032,352
210545,2033,352
210545,2034,352
210545,2035,352
210545,2036,352
210545,2037,352
210545,2038,352
210545,2039,352
210545,2040,352
210547,2010,330
210547,2011,372
210547,2012,411
210547,2013,442
210547,2014,459
210547,2015,478
210547,2016,489
210547,2017,504
210547,2018,510
210547,2019,522
210547,2020,523
210547,2021,523
210547,2022,523
210547,2023,523
210547,2024,523
210547,2025,523
210547,2026,523
210547,2027,523
210547,2028,523
210547,2029,523
210547,2030,523
210547,2031,523
210547,2032,523
210547,2033,523
210547,2034,523
210547,2035,523
210547,2036,523
210547,2037,523
210547,2038,523
210547,2039,523
210547,2040,523
210550,2010,977
210550,2011,1057
210550,2012,1082
210550,2013,1043
210550,2014,1016
210550,2015,1005
210550,2016,1049
210550,2017,1079
210550,2018,988
210550,2019,990
210550,2020,1010
210550,2021,1010
210550,2022,1010
210550,2023,1010
210550,2024,1010
210550,2025,1010
210550,2026,1010
210550,2027,1010
210550,2028,1010
210550,2029,1010
210550,2030,1010
210550,2031,1010
210550,2032,1010
210550,2033,1010
210550,2034,1010
210550,2035,1010
210550,2036,1010
210550,2037,1010
210550,2038,1010
210550,2039,1010
210550,2040,1010
210560,2010,467
210560,2011,467
210560,2012,460
210560,2014,440
210560,2017,440
210560,2018,446
210560,2019,458
210560,2020,456
210560,2021,456
210560,2022,456
210560,2023,456
210560,2024,456
210560,2025,456
210560,2026,456
210560,2027,456
210560,2028,456
210560,2029,456
210560,2030,456
210560,2031,456
210560,2032,456
210560,2033,456
210560,2034,456
210560,2035,456
210560,2036,456
210560,2037,456
210560,2038,456
210560,2039,456
210560,2040,456
210565,2010,128
210565,2011,176
210565,2012,168
210565,2013,214
210565,2014,362
210565,2015,2
210565,2016,399
210565,2017,287
210565,2018,257
210565,2019,542
210565,2020,566
210565,2021,566
210565,2022,566
210565,2023,566
210565,2024,566
210565,2025,566
210565,2026,566
210565,2027,566
210565,2028,566
210565,2029,566
210565,2030,566
210565,2031,566
210565,2032,566
210565,2033,566
210565,2034,566
210565,2035,566
210565,2036,566
210565,2037,566
210565,2038,566
210565,2039,566
210565,2040,566
210570,2010,1060
210570,2011,1242
210570,2012,1291
210570,2013,1354
210570,2014,1309
210570,2015,1489
210570,2016,1502
210570,2017,1486
210570,2018,1516
210570,2019,1572
210570,2020,1614
210570,2021,1614
210570,2022,1614
210570,2023,1614
210570,2024,1614
210570,2025,1614
210570,2026,1614
210570,2027,1614
210570,2028,1614
210570,2029,1614
210570,2030,1614
210570,2031,1614
210570,2032,1614
210570,2033,1614
210570,2034,1614
210570,2035,1614
210570,2036,1614
210570,2037,1614
210570,2038,1614
210570,2039,1614
210570,2040,1614
210580,2010,306
210580,2011,324
210580,2012,3
210580,2013,329
210580,2014,295
210580,2015,311
210580,2016,14
210580,2017,313
210580,2018,368
210580,2019,404
210580,2020,415
210580,2021,415
210580,2022,415
210580,2023,415
210580,2024,415
210580,2025,415
210580,2026,415
210580,2027,415
210580,2028,415
210580,2029,415
210580,2030,415
210580,2031,415
210580,2032,415
210580,2033,415
210580,2034,415
210580,2035,415
210580,2036,415
210580,2037,415
210580,2038,415
210580,2039,415
210580,2040,415
210590,2010,364
210590,2011,370
210590,2012,380
210590,2013,460
210590,2014,527
210590,2015,561
210590,2016,1
210590,2017,545
210590,2018,562
210590,2019,549
210590,2020,541
210590,2021,541
210590,2022,541
210590,2023,541
210590,2024,541
210590,2025,541
210590,2026,541
210590,2027,541
210590,2028,541
210590,2029,541
210590,2030,541
210590,2031,541
210590,2032,541
210590,2033,541
210590,2034,541
210590,2035,541
210590,2036,541
210590,2037,541
210590,2038,541
210590,2039,541
210590,2040,541
210592,2010,227
210592,2011,225
210592,2012,320
210592,2013,326
210592,2014,335
210592,2015,356
210592,2016,373
210592,2017,377
210592,2018,380
210592,2019,383
210592,2020,390
210592,2021,390
210592,2022,390
210592,2023,390
210592,2024,390
210592,2025,390
210592,2026,390
210592,2027,390
210592,2028,390
210592,2029,390
210592,2030,390
210592,2031,390
210592,2032,390
210592,2033,390
210592,2034,390
210592,2035,390
210592,2036,390
210592,2037,390
210592,2038,390
210592,2039,390
210592,2040,390
210594,2010,360
210594,2011,352
210594,2012,370
210594,2013,374
210594,2014,385
210594,2015,399
210594,2016,410
210594,2017,413
210594,2018,418
210594,2019,401
210594,2020,412
210594,2021,412
210594,2022,412
210594,2023,412
210594,2024,412
210594,2025,412
210594,2026,412
210594,2027,412
210594,2028,412
210594,2029,412
210594,2030,412
210594,2031,412
210594,2032,412
210594,2033,412
210594,2034,412
210594,2035,412
210594,2036,412
210594,2037,412
210594,2038,412
210594,2039,412
210594,2040,412
210596,2010,182
210596,2011,290
210596,2012,298
210596,2013,303
210596,2014,245
210596,2015,276
210596,2016,268
210596,2017,398
210596,2018,354
210596,2019,350
210596,2020,357
210596,2021,357
210596,2022,357
210596,2023,357
210596,2024,357
210596,2025,357
210596,2026,357
210596,2027,357
210596,2028,357
210596,2029,357
210596,2030,357
210596,2031,357
210596,2032,357
210596,2033,357
210596,2034,357
210596,2035,357
210596,2036,357
210596,2037,357
210596,2038,357
210596,2039,357
210596,2040,357
210598,2010,204
210598,2011,203
210598,2012,205
210598,2013,199
210598,2014,192
210598,2015,197
210598,2016,190
210598,2017,196
210598,2018,324
210598,2019,319
210598,2020,208
210598,2021,208
210598,2022,208
210598,2023,208
210598,2024,208
210598,2025,208
210598,2026,208
210598,2027,208
210598,2028,208
210598,2029,208
210598,2030,208
210598,2031,208
210598,2032,208
210598,2033,208
210598,2034,208
210598,2035,208
210598,2036,208
210598,2037,208
210598,2038,208
210598,2039,208
210598,2040,208
210600,2010,493
210600,2011,494
210600,2012,497
210600,2013,505
210600,2014,503
210600,2015,495
210600,2016,490
210600,2017,504
210600,2018,502
210600,2019,492
210600,2020,433
210600,2021,433
210600,2022,433
210600,2023,433
210600,2024,433
210600,2025,433
210600,2026,433
210600,2027,433
210600,2028,433
210600,2029,433
210600,2030,433
210600,2031,433
210600,2032,433
210600,2033,433
210600,2034,433
210600,2035,433
210600,2036,433
210600,2037,433
210600,2038,433
210600,2039,433
210600,2040,433
210610,2010,509
210610,2011,529
210610,2012,482
210610,2013,528
210610,2014,564
210610,2015,558
210610,2016,501
210610,2017,523
210610,2018,481
210610,2019,500
210610,2020,452
210610,2021,452
210610,2022,452
210610,2023,452
210610,2024,452
210610,2025,452
210610,2026,452
210610,2027,452
210610,2028,452
210610,2029,452
210610,2030,452
210610,2031,452
210610,2032,452
210610,2033,452
210610,2034,452
210610,2035,452
210610,2036,452
210610,2037,452
210610,2038,452
210610,2039,452
210610,2040,452
210620,2010,197
210620,2011,4
210620,2012,4
210620,2013,197
210620,2014,208
210620,2015,207
210620,2017,419
210620,2018,401
210620,2019,379
210630,2010,674
210630,2011,696
210630,2012,838
210630,2013,881
210630,2014,683
210630,2015,702
210630,2016,691
210630,2017,728
210630,2018,686
210630,2019,874
210630,2020,836
210630,2021,836
210630,2022,836
210630,2023,836
210630,2024,836
210630,2025,836
210630,2026,836
210630,2027,836
210630,2028,836
210630,2029,836
210630,2030,836
210630,2031,836
210630,2032,836
210630,2033,836
210630,2034,836
210630,2035,836
210630,2036,836
210630,2037,836
210630,2038,836
210630,2039,836
210630,2040,836
210632,2010,537
210632,2011,607
210632,2012,3
