AP;num_firms
1100114003001;826
1100114003002;1101
1100122003002;458
1100122003001;999
1100122003004;189
1100122003003;374
1100122003006;1545
1100122003005;737
1100155003001;680
1100106003002;301
1100106003001;645
1101500001001;280
1101807001001;137
1101468001001;48
1100056001001;605
1100288003001;649
1100288003002;1086
1100049003002;712
1100049003001;115
1100049003004;626
1100049003003;1387
1100023003002;563
1100023003001;1695
1100023003004;843
1100023003003;348
1100304003002;339
1100304003001;435
1100304003003;3177
1100452003002;342
1100452003001;463
1100205004010;1279
1100205004012;249
1100205004011;482
1100205004014;826
1100205004013;209
1100205004016;1596
1100205004015;782
1100205004018;2645
1100205004017;1182
1100205004019;796
1100205004001;214
1100205004003;108
1100205004002;117
1100205004005;187
1100205004004;337
1100205004007;281
1100205004006;151
1100205004009;474
1100205004008;112
1100205004021;496
1100205004020;441
1100205004022;584
1100189003001;575
1100189003002;1074
1100809001001;326
1100130003001;432
1100130003002;304
1101492001001;415
1100015001001;887
1100031001001;167
1100064001001;786
1100072001001;211
1100080001001;421
1100098003001;1038
1100148001001;421
1100155003002;1347
1100254001001;647
1100262001001;89
1100296001001;271
1100320001001;565
1100338001001;381
1100346001001;547
1100379001001;252
1100403001001;466
1100502001001;159
1100601001001;135
1100700001001;161
1100908001001;74
1100924001001;324
1100940001001;443
1101005001001;143
1101104001001;133
1101203001001;165
1101302001001;283
1101401001001;349
1101435001001;145
1101450001001;163
1101476001001;68
1101484001001;120
1101559001001;79
1101609001001;116
1101708001001;264
1101757001001;123
1200401005001;683
1200401005003;750
1200401005002;3624
1200401005005;1242
1200401005004;1166
1200401005007;542
1200401005006;555
1200401005008;583
1200203003001;707
1200203003003;957
1200203003002;450
1200013001001;239
1200054001001;93
1200104001001;420
1200138001001;114
1200179001001;32
1200252001001;284
1200302001001;529
1200328001001;37
1200336001001;179
1200344001001;107
1200351001001;106
1200385001001;296
1200393001001;38
1200427001001;121
1200435001001;21
1200450001001;348
1200500003001;625
1200609001001;623
1200708001001;273
1200807001001;21
1302504003002;578
1302504003001;293
1302504003003;706
1304104001001;239
1304203003001;147
1301902003001;356
1301902003003;994
1301902003002;183
1301852003001;51
1301852003002;231
1302603005002;981
1302603005001;213
1302603005004;1122
1302603005003;809
1302603005006;371
1302603005005;1050
1302603005008;2820
1302603005007;1527
1302603005009;393
1302603005020;786
1302603005022;2073
1302603005021;1164
1302603005024;404
1302603005023;164
1302603005026;522
1302603005025;326
1302603005028;428
1302603005027;790
1302603005029;721
1302603005011;5747
1302603005010;2423
1302603005013;821
1302603005012;2306
1302603005015;951
1302603005014;629
1302603005017;1295
1302603005016;673
1302603005019;719
1302603005018;993
1302603005031;353
1302603005030;789
1302603005033;480
1302603005032;291
1304237001001;43
1300904001001;127
1302108001001;34
1300680001001;74
1301209003001;177
1301209003002;481
1302702003002;343
1302702003001;122
1301704003001;302
1301704003002;177
1303403003001;281
1303403003003;118
1303403003002;815
1300029001001;44
1300060001001;29
1300086001001;49
1300102001001;138
1300144001001;330
1300201001001;26
1300300001001;145
1300409001001;131
1300508001001;224
1300607001001;175
1300631001001;86
1300706001001;581
1300805001001;116
1300839001001;50
1301001001001;247
1301100001001;134
1301159001001;79
1301308001001;146
1301407001001;306
1301506001001;137
1301605001001;163
1301654001001;63
1301803001001;68
1301951001001;30
1302009001001;78
1302207001001;85
1302306001001;76
1302405003001;366
1302553001001;221
1302801001001;83
1303007001001;173
1303106001001;217
1303205001001;183
1303304001001;199
1303502001001;121
1303536001001;413
1303569001001;195
1303601001001;34
1303700001001;53
1303809001001;328
1303908001001;57
1303957001001;78
1304005001001;68
1304062003001;388
1304260001001;65
1304302001001;110
1304401001001;169
1302900003001;641
1304203003002;520
1400308001001;277
1400282001001;119
1400100005010;325
1400100005012;1418
1400100005011;550
1400100005014;250
1400100005013;2365
1400100005001;188
1400100005003;445
1400100005002;128
1400100005005;538
1400100005004;194
1400100005007;278
1400100005006;686
1400100005009;631
1400100005008;238
1400472001001;348
1400209001001;311
1400027001001;30
1400050001001;109
1400159001001;76
1400175001001;127
1400233001001;67
1400407001001;42
1400456001001;152
1400506001001;92
1400605001001;96
1400704001001;18
1505486003002;217
1505486003001;191
1505064003002;440
1505064003001;211
1503200003002;221
1503200003001;118
1501808003002;133
1501808003001;451
1501808003003;203
1508159003002;301
1508159003001;236
1501402005011;782
1501402005010;542
1501402005013;899
1501402005012;826
1501402005015;2868
1501402005014;1095
1501402005017;668
1501402005016;1873
