date,interest,mortgage
2015-12-01,0.0116,0.0111
2016-01-01,0.0106,0.0118
2016-02-01,0.01,0.0115
2016-03-01,0.0116,0.011899999999999999
2016-04-01,0.0106,0.011699999999999999
2016-05-01,0.0111,0.0123
2016-06-01,0.0116,0.0123
2016-07-01,0.0111,0.0124
2016-08-01,0.0122,0.012199999999999999
2016-09-01,0.0111,0.012199999999999999
2016-10-01,0.0105,0.011699999999999999
2016-11-01,0.0104,0.012199999999999999
2016-12-01,0.0112,0.012
2017-01-01,0.0109,0.012
2017-02-01,0.0087,0.0118
2017-03-01,0.0105,0.011399999999999999
2017-04-01,0.0079,0.0108
2017-05-01,0.0093,0.0115
2017-06-01,0.0081,0.0104
2017-07-01,0.008,0.0102
2017-08-01,0.008,0.009300000000000001
2017-09-01,0.0064,0.0095
2017-10-01,0.0064,0.009399999999999999
2017-11-01,0.0056999999999999,0.0095
2017-12-01,0.0054,0.0087
2018-01-01,0.0058,0.009000000000000001
2018-02-01,0.0046999999999999,0.0088
2018-03-01,0.0053,0.0086
2018-04-01,0.0052,0.0086
2018-05-01,0.0052,0.0083
2018-06-01,0.0052,0.008
2018-07-01,0.0054,0.0079
2018-08-01,0.0056999999999999,0.0078000000000000005
2018-09-01,0.0046999999999999,0.0076
2018-10-01,0.0054,0.0076
2018-11-01,0.0049,0.0076
2018-12-01,0.0049,0.0076
2019-01-01,0.0054,0.0074
2019-02-01,0.0049,0.0076
2019-03-01,0.0046999999999999,0.0076
2019-04-01,0.0052,0.0075
2019-05-01,0.0054,0.0074
2019-06-01,0.0046999999999999,0.0074
2019-07-01,0.0056999999999999,0.0073
2019-08-01,0.005,0.0070999999999999995
2019-09-01,0.0046,0.006999999999999999
2019-10-01,0.0048,0.0068000000000000005
2019-11-01,0.0038,0.0066
2019-12-01,0.0037,0.0064
2020-01-01,0.0038,0.0064
2020-02-01,0.0029,0.0064
2020-03-01,0.0034,0.006500000000000001
2020-04-01,0.0028,0.0064
2020-05-01,0.0024,0.0064
2020-06-01,0.0021,0.0064
2020-07-01,0.0019,0.0062
2020-08-01,0.0016,0.0060999999999999995
2020-09-01,0.0016,0.0060999999999999995
2020-10-01,0.0016,0.0062
2020-11-01,0.0015,0.0062
2020-12-01,0.0016,0.0062
2021-01-01,0.001,0.006
2021-02-01,0.001,0.0060999999999999995
2021-03-01,0.001,0.0063
2021-04-01,0.001,0.006
2021-05-01,0.001,0.0060999999999999995
2021-06-01,0.001,0.0062
2021-07-01,0.001,0.0060999999999999995
2021-08-01,0.001,0.0062
2021-09-01,0.001,0.0064
2021-10-01,0.001,0.0066
2021-11-01,0.001,0.0069
2021-12-01,0.001,0.0076
2022-01-01,0.001,0.0079
2022-02-01,0.001,0.0070999999999999995
2022-03-01,0.001,0.008199999999999999
2022-04-01,0.001,0.008199999999999999
2022-05-01,0.001,0.0087
2022-06-01,0.001,0.0088
2022-07-01,0.001,0.0092
2022-08-01,0.001,0.0092
2022-09-01,0.001,0.009000000000000001
2022-10-01,0.001,0.0089
2022-11-01,0.001,0.0091
2022-12-01,0.001,0.0095
2023-01-01,0.001,0.009399999999999999
2023-02-01,0.001,0.0086
2023-03-01,0.001,0.0095
2023-04-01,0.001,0.0095
2023-05-01,0.001,0.0101
2023-06-01,0.001,0.0101
2023-07-01,0.001,0.0103
2023-08-01,0.001,0.009899999999999999
2023-09-01,0.001,0.0095
2023-10-01,0.001,0.009300000000000001
2023-11-01,0.001,0.0095
2023-12-01,0.001,0.0091
2024-01-01,0.001,0.0092
2024-02-01,0.001,0.0089
2024-03-01,0.001,0.0092
2024-04-01,0.001,0.009000000000000001
2024-05-01,0.001,0.0091
2024-06-01,0.001,0.0092
2024-07-01,0.001,0.0091
2024-08-01,0.001,0.0091
2024-09-01,0.001,0.0091
2024-10-01,0.001,0.0092
2024-11-01,0.001,0.0092
2024-12-01,0.001,0.0096
2025-01-01,0.001,0.0104
2025-02-01,0.001,0.01
2025-03-01,0.001,0.0111
2025-04-01,0.001,0.0111
2025-05-01,0.001,0.0115
2025-06-01,0.001,0.0115
2025-07-01,0.001,0.0063
2025-08-01,0.001,0.0063
2025-09-01,0.001,0.0063
2025-10-01,0.001,0.0063
2025-11-01,0.001,0.0063
2025-12-01,0.001,0.0063
2026-01-01,0.001,0.0063
2026-02-01,0.001,0.0063
2026-03-01,0.001,0.0063
2026-04-01,0.001,0.0063
2026-05-01,0.001,0.0063
2026-06-01,0.001,0.0063
2026-07-01,0.001,0.0063
2026-08-01,0.001,0.0063
2026-09-01,0.001,0.0063
2026-10-01,0.001,0.0063
2026-11-01,0.001,0.0063
2026-12-01,0.001,0.0063
2027-01-01,0.001,0.0063
2027-02-01,0.001,0.0063
2027-03-01,0.001,0.0063
2027-04-01,0.001,0.0063
2027-05-01,0.001,0.0063
2027-06-01,0.001,0.0063
2027-07-01,0.001,0.0063
2027-08-01,0.001,0.0063
2027-09-01,0.001,0.0063
2027-10-01,0.001,0.0063
2027-11-01,0.001,0.0063
2027-12-01,0.001,0.0063
2028-01-01,0.001,0.0063
2028-02-01,0.001,0.0063
2028-03-01,0.001,0.0063
2028-04-01,0.001,0.0063
2028-05-01,0.001,0.0063
2028-06-01,0.001,0.0063
2028-07-01,0.001,0.0063
2028-08-01,0.001,0.0063
2028-09-01,0.001,0.0063
2028-10-01,0.001,0.0063
2028-11-01,0.001,0.0063
2028-12-01,0.001,0.0063
2029-01-01,0.001,0.0063
2029-02-01,0.001,0.0063
2029-03-01,0.001,0.0063
2029-04-01,0.001,0.0063
2029-05-01,0.001,0.0063
2029-06-01,0.001,0.0063
2029-07-01,0.001,0.0063
2029-08-01,0.001,0.0063
2029-09-01,0.001,0.0063
2029-10-01,0.001,0.0063
2029-11-01,0.001,0.0063
2029-12-01,0.001,0.0063
2030-01-01,0.001,0.0063
2030-02-01,0.001,0.0063
2030-03-01,0.001,0.0063
2030-04-01,0.001,0.0063
2030-05-01,0.001,0.0063
2030-06-01,0.001,0.0063
2030-07-01,0.001,0.0063
2030-08-01,0.001,0.0063
2030-09-01,0.001,0.0063
2030-10-01,0.001,0.0063
2030-11-01,0.001,0.0063
2030-12-01,0.001,0.0063
2031-01-01,,
2031-02-01,,
2031-03-01,,
2031-04-01,,
2031-05-01,,
2031-06-01,,
2031-07-01,,
2031-08-01,,
2031-09-01,,
2031-10-01,,
2031-11-01,,
2031-12-01,,
2032-01-01,,
2032-02-01,,
2032-03-01,,
2032-04-01,,
2032-05-01,,
2032-06-01,,
2032-07-01,,
2032-08-01,,
2032-09-01,,
2032-10-01,,
2032-11-01,,
2032-12-01,,
2033-01-01,,
2033-02-01,,
2033-03-01,,
2033-04-01,,
2033-05-01,,
2033-06-01,,
2033-07-01,,
2033-08-01,,
2033-09-01,,
2033-10-01,,
2033-11-01,,
2033-12-01,,
2034-01-01,,
2034-02-01,,
2034-03-01,,
2034-04-01,,
2034-05-01,,
2034-06-01,,
2034-07-01,,
2034-08-01,,
2034-09-01,,
2034-10-01,,
2034-11-01,,
2034-12-01,,
2035-01-01,,
2035-02-01,,
2035-03-01,,
2035-04-01,,
2035-05-01,,
2035-06-01,,
2035-07-01,,
2035-08-01,,
2035-09-01,,
2035-10-01,,
2035-11-01,,
2035-12-01,,
2036-01-01,,
2036-02-01,,
2036-03-01,,
2036-04-01,,
2036-05-01,,
2036-06-01,,
2036-07-01,,
2036-08-01,,
2036-09-01,,
2036-10-01,,
2036-11-01,,
2036-12-01,,
2037-01-01,,
2037-02-01,,
2037-03-01,,
2037-04-01,,
2037-05-01,,
2037-06-01,,
2037-07-01,,
2037-08-01,,
2037-09-01,,
2037-10-01,,
2037-11-01,,
2037-12-01,,
2038-01-01,,
2038-02-01,,
2038-03-01,,
2038-04-01,,
2038-05-01,,
2038-06-01,,
2038-07-01,,
2038-08-01,,
2038-09-01,,
2038-10-01,,
2038-11-01,,
2038-12-01,,
2039-01-01,,
2039-02-01,,
2039-03-01,,
2039-04-01,,
2039-05-01,,
2039-06-01,,
2039-07-01,,
2039-08-01,,
2039-09-01,,
2039-10-01,,
2039-11-01,,
2039-12-01,,
2040-01-01,,
2040-02-01,,
2040-03-01,,
2040-04-01,,
2040-05-01,,
2040-06-01,,
2040-07-01,,
2040-08-01,,
2040-09-01,,
2040-10-01,,
2040-11-01,,
2040-12-01,,
2041-01-01,,
2041-02-01,,
2041-03-01,,
2041-04-01,,
2041-05-01,,
2041-06-01,,
2041-07-01,,
2041-08-01,,
2041-09-01,,
2041-10-01,,
2041-11-01,,
2041-12-01,,
2042-01-01,,
2042-02-01,,
2042-03-01,,
2042-04-01,,
2042-05-01,,
2042-06-01,,
2042-07-01,,
2042-08-01,,
2042-09-01,,
2042-10-01,,
2042-11-01,,
2042-12-01,,
2043-01-01,,
2043-02-01,,
2043-03-01,,
2043-04-01,,
2043-05-01,,
2043-06-01,,
2043-07-01,,
2043-08-01,,
2043-09-01,,
2043-10-01,,
2043-11-01,,
2043-12-01,,
2044-01-01,,
2044-02-01,,
2044-03-01,,
2044-04-01,,
2044-05-01,,
2044-06-01,,
2044-07-01,,
2044-08-01,,
2044-09-01,,
2044-10-01,,
2044-11-01,,
2044-12-01,,
2045-01-01,,
2045-02-01,,
2045-03-01,,
2045-04-01,,
2045-05-01,,
2045-06-01,,
2045-07-01,,
2045-08-01,,
2045-09-01,,
2045-10-01,,
2045-11-01,,
2045-12-01,,
2046-01-01,,
2046-02-01,,
2046-03-01,,
2046-04-01,,
2046-05-01,,
2046-06-01,,
2046-07-01,,
2046-08-01,,
2046-09-01,,
2046-10-01,,
2046-11-01,,
2046-12-01,,
2047-01-01,,
2047-02-01,,
2047-03-01,,
2047-04-01,,
2047-05-01,,
2047-06-01,,
2047-07-01,,
2047-08-01,,
2047-09-01,,
2047-10-01,,
2047-11-01,,
2047-12-01,,
2048-01-01,,
2048-02-01,,
2048-03-01,,
2048-04-01,,
2048-05-01,,
2048-06-01,,
2048-07-01,,
2048-08-01,,
2048-09-01,,
2048-10-01,,
2048-11-01,,
2048-12-01,,
2049-01-01,,
2049-02-01,,
2049-03-01,,
2049-04-01,,
2049-05-01,,
2049-06-01,,
2049-07-01,,
2049-08-01,,
2049-09-01,,
2049-10-01,,
2049-11-01,,
2049-12-01,,
2050-01-01,,
2050-02-01,,
2050-03-01,,
2050-04-01,,
2050-05-01,,
2050-06-01,,
2050-07-01,,
2050-08-01,,
2050-09-01,,
2050-10-01,,
2050-11-01,,
2050-12-01,,
