isic_12,num_emp,med_eco,mun_code
Mining,4,286.1145114889705,2905701
OtherServices,5,90.07056293862276,2905701
Manufacturing,6,2.20264987562189,2905800
Mining,13,18.68649852790293,2905909
Manufacturing,28,365.0865170132325,2906006
Business,3,546.346351786673,2906006
Mining,20,4691.223123638344,2906006
Mining,6,10496.033079093448,2906204
Manufacturing,151,354.1007432255816,2906501
Utilities,32,14.386857061626916,2906501
Trade,11,93.02188717948718,2906501
Mining,9,2765.6139690625,2906501
Financial,10,104.95740642761209,2906501
Manufacturing,7,2508.658461538462,2906600
Manufacturing,3,30.46493712753277,2906857
Manufacturing,9,113.64197904761905,2907103
Manufacturing,5,595.7358687308918,2907202
Manufacturing,15,289.6707545,2907301
Manufacturing,3,119.60173419041,2907509
Business,6,39.664203125,2907509
Mining,52,295.2472935686408,2907509
Manufacturing,8,478.5500612962963,2907558
Manufacturing,12,31.1507967860587,2908200
Manufacturing,10,37.16773920419246,2908309
Manufacturing,3,111578.2028938516,2908408
Manufacturing,20,80.17461088107615,2908507
Trade,5,51.709742506886,2908507
Business,4,40.91554891995095,2908507
Mining,22,361.01291489361705,2908507
Manufacturing,8,1074.036588696947,2908903
Manufacturing,4,15.601669600102978,2909307
Agriculture,5,203.23596261375124,2909307
Manufacturing,25,262.6969879771608,2909802
Agriculture,16,336.8038940708879,2909802
Trade,3,31.476243679151697,2909901
Mining,3,2.107045078125,2909901
Manufacturing,130,281.7956723611111,2910057
Trade,4,242.2653941754386,2910057
Mining,12,560.546165203252,2910404
Manufacturing,18,191.40656178320387,2910602
Manufacturing,6,30999.681221072588,2910701
Manufacturing,95,374.3008619180959,2910727
Trade,19,31.518269166666663,2910727
Manufacturing,399,261.5109505126666,2910800
Utilities,20,69.139996425,2910800
Trade,10,18.32162569750026,2910800
Business,7,11711.676077054788,2910800
Construction,12,24.7409976908867,2910800
Mining,23,571.5833216432866,2910800
Manufacturing,3,110536.314810078,2911105
Manufacturing,6,4316.499185770892,2911303
Agriculture,5,1698.1385434364934,2911600
Manufacturing,78,185.99809852598872,2911709
Manufacturing,10,53684.85217802755,2911907
Manufacturing,51,336.22296795398523,2912004
Manufacturing,4,27453.373879747684,2912103
Manufacturing,5,12840.785425805469,2912202
Mining,8,7256.798104074223,2912202
Manufacturing,6,263890.8553796296,2912301
Manufacturing,15,48.87487050189394,2912806
Manufacturing,3,2.6395401630434785,2913101
Manufacturing,17,821.6876393878254,2913200
Mining,8,52.51783963414907,2913200
Manufacturing,13,237.4330715859031,2913408
Manufacturing,23,31856.96,2913457
Agriculture,5,508.4635015386837,2913457
Manufacturing,124,235.4047024486998,2913606
Construction,4,121113.96179430097,2913606
Mining,6,4040.640939916667,2913606
Mining,6,3423.63607,2913705
Manufacturing,3,3959.113679901448,3131406
Trade,6,12908.383935412954,3131406
Mining,15,99.58444714268929,3131406
Manufacturing,8,1073.1659666666667,4207601
Trade,3,924742.4850281992,4207601
Manufacturing,6,12238.241541666666,2914406
Mining,6,1171.7104368959108,2914604
Manufacturing,8,4573.2266,2914653
Manufacturing,8,607.2802320682333,2914703
Manufacturing,101,149.51802883375507,2914802
Utilities,5,6559.0,2914802
Mining,9,138.75104438760474,2914802
Business,4,307.9070443333333,2915205
Mining,24,20.56031657702851,2915205
Mining,13,1335.0778341013825,2915304
Mining,8,86.22246279523293,2915353
Manufacturing,9,78.57868017543859,2915502
Manufacturing,6,122.49899714082996,2915601
Manufacturing,8,3205.522614193372,2607653
Mining,5,40.54033338870432,2607653
Mining,6,5.817681448106516,2916005
Mining,7,876.5227187500001,2916104
Manufacturing,14,816.766172797619,2916203
Manufacturing,68,120.07419585401158,2916401
Manufacturing,15,447.04822155765896,2916807
Mining,3,293332.3624498293,2916807
Manufacturing,11,2800.1054378997287,2917102
Manufacturing,5,697.3635680851064,2917201
Manufacturing,4,26662.731879375,3524204
Agriculture,10,3845.378829787234,3524204
Manufacturing,3,6700.805736098216,2917409
Manufacturing,27,218.1838977897453,2917508
Trade,6,45.381184882069,2917508
Construction,3,129.67858175473577,2917508
Mining,15,45.03999208234362,2917508
Mining,6,7789.344651383105,2917706
Mining,6,3609.477023511751,2917805
Manufacturing,31,72.42838569552337,2918001
Utilities,3,20835.225806451614,2918001
Trade,9,710.6959863636363,2918001
Construction,5,3576.910724172518,2918001
Mining,6,3806.120414734514,2918001
Manufacturing,7,200.7427595037568,2918100
Mining,4,20.16871295454545,2918308
Manufacturing,66,185.5221905109981,2918407
Utilities,12,273.82702493346903,2918407
Trade,4,5525.117281344733,2918407
Construction,4,10547.462755833334,2918407
Mining,13,40.47078352445589,2918407
Manufacturing,15,3862.469304483479,2918506
Manufacturing,4,55346.35128205128,2918753
Manufacturing,7,465.892539892785,2918803
Agriculture,4,51022.94629984016,2608800
Manufacturing,10,164.76816210815758,2919157
Manufacturing,157,270.8250397860021,2919207
Business,7,1660.5443602988255,2919207
Construction,8,163.548984287343,2919207
Mining,22,1132.00627771451,2919207
Mining,5,1150.533139854192,2919405
Mining,9,13.861945174776949,2919504
Manufacturing,103,270.90610801609137,2919553
Mining,6,65.2704036415237,2919702
Mining,4,45194.62904716022,2919801
Manufacturing,34,37.87426674045379,2919926
Manufacturing,3,3543.657542280672,2920007
Mining,9,285.8599192281504,2920205
Manufacturing,5,1161.0393304347826,2920304
Mining,8,105.2625743040658,1504307
Construction,14,1902.732493681544,2920601
Manufacturing,225,350.2321212121212,4311809
Utilities,7,41.597992432432434,4311809
Manufacturing,20,96.44787133396404,2921005
Trade,39,1418.551057174543,2921005
Mining,12,634.0986551591996,2921005
Manufacturing,7,41.77127390775057,2921104
Manufacturing,17,98.3001184079602,2921203
Business,3,105.5861298780838,2921708
Mining,8,727.6507871280494,2921708
Manufacturing,8,70.5388265353654,2921807
Mining,6,11361.995271117012,2921906
Manufacturing,60,171.99381871965173,2922003
Mining,8,398.1979966329966,2922300
Manufacturing,9,7.890630935728485,2922409
Manufacturing,9,171.79999071845504,2922508
Business,3,112.84557692307692,2922508
Mining,19,53.00122253769846,2922508
Mining,4,3897.102013832451,2922656
Manufacturing,4,632.7216560118555,2922904
Manufacturing,17,1585.115925,2923001
Manufacturing,17,1604.4314862686786,2923209
Manufacturing,36,936.8629980539492,2923357
Business,11,2112.66508030934,2923357
Mining,68,149.7495077585309,2923357
Manufacturing,8,24.67196938304997,2923407
Trade,4,6.7193368898727694,2923407
Manufacturing,9,4268.846210833333,2923506
Mining,11,128.1314262,2923506
Manufacturing,9,278.5893140156243,2923605
Business,4,182.76026018913703,2923605
Mining,23,734.6334683281412,2923605
Mining,4,2268.1110638449545,2923704
Manufacturing,14,7.607001278118609,2923902
Manufacturing,9,511.33880579010855,2924009
Trade,5,837.5272810592185,2924009
Mining,8,2029.7967015692168,2512200
Manufacturing,7,61.953508671241416,2924504
Business,3,854.957125,2924603
Mining,7,3682.640449083971,2924603
Manufacturing,5,23.90840311167945,2924801
Manufacturing,23,1348.249219575939,2925006
Utilities,3,49.39697626609854,2925006
Trade,5,23494.235886442635,2925006
Mining,5,2176.2659920347382,2925006
Manufacturing,19,384.4181512567568,2925204
Business,3,601.8711538461539,2925204
Mining,16,23.79692244486089,2925204
Manufacturing,31,47.25364428202451,2925253
Manufacturing,33,349.66588571428576,2925303
Trade,10,397.0344037815427,2925303
Construction,4,1406.8845327135682,2925303
Manufacturing,4,10.96049744142898,2925501
Trade,6,1270.1636525668837,2925501
Manufacturing,5,15479.59635443038,2926202
Trade,15,165.63566774999998,2926202
Mining,12,14129.55005942478,2926202
Manufacturing,30,195.55352618611107,2926301
Manufacturing,5,19.83909249226006,2410801
Business,3,11.369567791592658,2410801
Manufacturing,8,4138.0336,2926608
Manufacturing,8,533.6689127402723,2926806
Manufacturing,7,352.11539130434784,2411106
Manufacturing,187,140.05488765151514,2927408
Utilities,29,29.86058333333333,2927408
Trade,18,339.79773377337733,2927408
Business,16,94.40476689220614,2927408
Construction,119,1397.323461111111,2927408
Mining,23,346.336535,2927408
Mining,9,21.77986324786325,2927705
Manufacturing,24,320.9452278329147,2110005
Utilities,4,268.9647896000461,2110005
Trade,18,5413.57088858966,2110005
Business,6,391.18698071046975,2110005
Construction,3,12.42378190187624,2110005
Government,6,74.27305661628651,2110005
Mining,5,10.476208596891862,2110005
Manufacturing,14,402.593642479038,2928109
Mining,9,35558.40824785816,2928109
Mining,5,6.7612462930910935,2928406
Manufacturing,3,275.19308333333333,2513802
Agriculture,14,5.186769923729635,2513802
Mining,5,15.894714545454546,2513802
Manufacturing,7,1191.1566829376725,2928000
Mining,24,5074.686025367815,2928000
Manufacturing,41,468.2513439154792,2928703
Manufacturing,17,2005.4277670126871,2928802
Manufacturing,16,460.1632,2928901
Utilities,5,826.8537963240426,2928901
Construction,5,478.8250617283951,2928901
Agriculture,19,59.49456808106396,2928901
Mining,4,567.5405609195402,2928901
Manufacturing,7,118.67863,2929008
Manufacturing,42,88.96738274605104,2929206
Utilities,17,333.3915555555556,2929206
Mining,9,671.3366242800508,2929206
Manufacturing,55,154.46949137577002,2929305
Manufacturing,12,226.1022679115854,2929503
Trade,9,22.7615534487162,2929503
Business,3,0.1504433497536945,2929503
Mining,13,3161.623315320347,2929503
Manufacturing,5,30005.545624488845,2929602
Manufacturing,9,142.032,2930105
Mining,7,4.986138223807098,2930105
Mining,4,120.30249825,2930204
Manufacturing,3,81.53680843552715,2930154
Manufacturing,5,314.4406232,2930303
Manufacturing,34,2930.876614537391,2413508
Manufacturing,385,604.7350925925925,2930709
Utilities,24,242.4979560275898,2930709
Trade,3,2.418291631578948,2930709
Business,11,244.23519638761468,2930709
Mining,18,446.0424625585441,2930709
Manufacturing,13,28.47019676578757,2930758
Mining,4,17.702964335703847,2931004
Manufacturing,10,572.0751631824085,2931053
Trade,4,21.34011392936264,2931053
Manufacturing,52,972.6359122351422,2931350
Construction,4,423.9872766666666,2931350
Manufacturing,6,338.3091323529412,2931400
Utilities,3,1024.7810763888888,2931400
Mining,12,10695.72170109819,2615201
OtherServices,3,342.27555,2615201
Mining,9,51355.67793931731,2932200
Trade,8,3261.157578544273,2932507
Manufacturing,10,256.0955840336134,2932606
Manufacturing,9,5.454321802526177,3170529
Manufacturing,9,630.7348246666667,2932903
Mining,20,249.0629662777024,2932903
Manufacturing,4,839.9768911286629,2933000
OtherServices,4,26.13119863189305,2933000
Manufacturing,32,38.345328404022894,2414803
Trade,5,85.99828148423111,2414803
Construction,4,1949.53615,2414803
Mining,7,108.31657182803217,2414803
Manufacturing,96,226.0840125,2933307
Trade,7,48.46949013157895,2933307
Business,5,3.322726598427533,2933307
Construction,6,1916.180427946877,2933307
Mining,42,106.60298096684836,2933307
Manufacturing,23,305.1665935030729,2933604
Manufacturing,36,148.2034861775651,2300150
Business,4,384.2157915163148,2300150
Mining,42,119.72093454545455,2300150
Manufacturing,18,235.3233576,2300200
Trade,4,12.462040915983795,2300200
Agriculture,6,501.67217979737785,2300200
Manufacturing,3,970.629667943806,2300309
Manufacturing,15,18.47523771428571,2300705
Manufacturing,36,92.69110331489784,2300754
Manufacturing,10,135.0479951742633,2300804
Manufacturing,11,14.90401125,2300903
Manufacturing,117,1382.0795555555555,2301000
Utilities,8,2449.1679398584743,2301000
Trade,75,320.54292167153926,2301000
Agriculture,7,783.8669585526316,2301000
Mining,5,10.328530322580646,2301000
OtherServices,29,3885.44836,2301000
Manufacturing,37,84.19581017528859,2301109
Utilities,8,1583.824696077265,2301109
Trade,19,112.89080266666669,2301109
Construction,5,7085.332129411764,2301109
Manufacturing,3,41.498525777116406,2301604
Manufacturing,9,859.2983825287178,2301851
Mining,3,366045.07769357297,2301851
Manufacturing,38,3793.7674900398406,2301901
Trade,6,44.75744444186047,2301901
Construction,4,46265.10445379629,2301901
Manufacturing,11,6150.148018446547,2301950
Trade,4,85679.3217362475,2301950
Manufacturing,5,694.413101604278,2302008
Manufacturing,8,40.35122490787683,2302107
Utilities,7,25.838083333333334,2302107
Trade,6,27859.16382581485,2302107
Manufacturing,15,99.43987502740627,2302206
Trade,11,537.1921075975359,2302206
Agriculture,5,8.256033092324806,2302206
Manufacturing,12,11231.818985434456,2302305
Manufacturing,18,597.5295332953194,2302503
Agriculture,4,7355.359080221987,2302503
Manufacturing,5,186.2317524571048,2302602
Mining,6,201.52310801775968,2302701
Manufacturing,14,4364.383796296296,2302800
Trade,12,2054.07468443375,2302800
OtherServices,5,4175.180227272727,2302800
Trade,4,83292.14654634033,2303006
Manufacturing,99,345.7875785714285,2303501
Utilities,26,32.61591406582137,2303501
Trade,3,367.06890664556965,2303501
Business,3,21306.84887459807,2303501
Transport,26,164.7399362355349,2303501
Agriculture,4,51685.21560648432,2303501
Mining,8,40.7403455,2303501
Agriculture,4,14940.293172366102,2303600
Manufacturing,215,281.25219791801374,2303709
Utilities,56,933.8498537283076,2303709
Trade,13,1381.1221618627371,2303709
Business,7,2496.621,2303709
Construction,13,35502.84224713776,2303709
Government,4,94100.65052443872,2303709
Mining,21,53.17123476697168,2303709
Manufacturing,7,314.1849732451999,2303956
Mining,3,52201.03364485983,2303956
Manufacturing,6,212.4830713146706,2304103
Trade,17,106.15548666666666,2304103
Manufacturing,100,694.1053363636364,2304202
Utilities,7,308.6813789598509,2304202
Trade,21,576.8404265253623,2304202
Construction,5,301362.672126518,2304202
Government,3,234186.0283224248,2304202
Trade,3,16.317132152588556,2304251
Manufacturing,266,207.0968577981652,2304285
Utilities,18,672.9088533333334,2304285
Trade,20,48697.95063999633,2304285
Construction,24,195.001193230941,2304285
Mining,9,402.35806451612905,2304285
OtherServices,6,491.41060364511975,2304285
Manufacturing,8,70868.78482624114,2304301
Manufacturing,4,138.37216206896554,2304350
Manufacturing,542,293.46440666666666,2304400
Utilities,41,2667.0522485548863,2304400
Trade,59,351.0011313979453,2304400
Construction,29,427.87217627835446,2304400
Transport,3,291.0103516445066,2304400
Agriculture,4,539241.6700984816,2304400
Mining,4,206.3850653846154,2304400
OtherServices,33,707.0837844036698,2304400
Trade,9,7.067477259389672,2304459
Manufacturing,5,332.83435670995675,2304509
Mining,3,298.80113989637306,2304509
Trade,4,21966.9287072768,2304608
Trade,4,1852.1599556666663,2304707
Mining,8,2037.2336212945825,2304707
Manufacturing,4,1945.110537633262,2304905
Manufacturing,20,79.11019093441378,2305001
Manufacturing,4,63.84508113265764,2305209
Utilities,8,80.37235833333334,2305209
Manufacturing,118,126.9328689956332,2305233
Construction,3,9180.438159126366,2305233
Mining,6,690.0843156687813,2305233
Manufacturing,13,997.5480076923076,2305266
Manufacturing,12,1222.0232135746385,2305357
Manufacturing,13,123.5374873170732,2305407
Manufacturing,23,125.1137125444388,2305506
Utilities,7,13.361812085714288,2305506
Trade,12,116.76091967861078,2305506
Mining,4,372.766276825831,2305506
Manufacturing,3,4627.509636904762,2305605
Trade,8,122.96382841666669,2305605
Manufacturing,10,176.27003282051282,2305803
Mining,8,384.4348456537854,2305803
Manufacturing,6,591.1156204736569,2306108
Manufacturing,55,537.56066,2306256
Trade,5,28.570850646352724,2306256
Mining,4,13625.401588648732,2306256
Manufacturing,12,93.2600385385572,2306306
Utilities,9,1791.56975,2306306
Manufacturing,45,69.6584221619994,2306405
Trade,7,206.28041483870967,2306405
Manufacturing,56,105.27991000802476,2306553
Trade,8,385.0697884566746,2306553
Mining,16,3473.6656909090907,2306553
Manufacturing,17,101.68466308391898,2306702
Manufacturing,3,3.66729056383857,2306801
Manufacturing,11,2585.0480896551726,2306900
Trade,13,1648.9360793248072,2306900
Manufacturing,24,1680.4663653571426,2307007
Manufacturing,9,144.182083568889,2307106
Mining,4,52.788308218559614,2307106
Manufacturing,165,699.3198108571428,2307304
Utilities,8,240.85005518695604,2307304
Trade,32,54.102761,2307304
Business,5,4455.526132404181,2307304
Transport,3,60214.04440922774,2307304
Government,5,858.3295092827004,2307304
Mining,7,1376.3364668550316,2307304
Manufacturing,11,1654.0826986334998,2307403
Manufacturing,4,307.0020865821256,2307502
Manufacturing,40,398.2284752520698,2307601
Mining,4,1085436.1727266707,2307601
Manufacturing,593,280.92071428571427,2307650
Utilities,6,67.43881112783298,2307650
Trade,24,142.5377864720219,2307650
Construction,7,435951.7409184373,2307650
Mining,3,364.88181977564096,2307650
OtherServices,18,199.5795068509101,2307650
Manufacturing,64,161.0910337396071,2307700
OtherServices,11,23.530077631578948,2307700
Manufacturing,5,113.75517675254645,2308005
Mining,11,3176.552333333333,2308005
Manufacturing,12,987.3780964066574,2308104
Manufacturing,18,390.3354325,2308302
Manufacturing,8,352.21920621666663,2308351
Mining,3,200915.1877142857,2308401
Manufacturing,53,85.31012283164586,2308708
Agriculture,3,587.4591866028708,2308708
Manufacturing,43,709.9351576922113,2309201
Mining,6,5.122771458333333,2309201
Manufacturing,59,177.8088016882666,2309607
Utilities,13,5590.283510225481,2309607
Manufacturing,83,613.6414608695652,2309706
Utilities,3,2174.699903529412,2309706
Trade,3,7286.588693942277,2309706
Business,3,6108.194359463081,2309706
Mining,5,14233.969284126984,2309706
Utilities,3,0.0934085106382978,2309805
Mining,6,16295.456253464286,2309805
Manufacturing,5,13.586166579489865,2310001
Trade,3,8.324583213152582,2310209
Mining,15,29.417194582702976,2310209
Manufacturing,32,154.92523802821742,2310258
Manufacturing,20,64.83847346445378,2310704
Manufacturing,3,488.789710808484,2310803
Manufacturing,22,2612.4717953749546,2310852
Trade,3,43403.54504839911,2310852
Trade,4,25.56446517350546,2310902
Manufacturing,3,10395.979026722383,2311207
Manufacturing,13,1287.5222566371683,2311264
Mining,4,328.3472493596882,2311264
Manufacturing,14,30.7876619989017,2311306
Trade,5,11.178914285714283,2311306
Manufacturing,26,240.726733362969,2311405
Mining,3,2222.89868,2311405
Manufacturing,36,3827.339011316873,2311504
Trade,11,2060.6534357383657,2311504
Mining,4,72334.09808093712,2311504
Manufacturing,4,56.7727327027027,1506138
Utilities,9,744.9824886877827,1506138
Manufacturing,133,479.0902758112094,2311801
Trade,17,6.3618380000000005,2311801
Manufacturing,14,5558.340358187134,2312205
Mining,10,12.262948703138624,2312205
Manufacturing,6,70554.63885687904,2312007
Mining,7,188.19550143204063,2312106
Manufacturing,45,221.9531172393878,2312403
Utilities,49,267.7966585167074,2312403
Construction,4,118.1840490797546,2312403
Manufacturing,12,1950.460011991473,2312601
Manufacturing,190,284.9538820743045,2312908
Utilities,5,190.1539899833055,2312908
Trade,29,367.2546804744638,2312908
Transport,4,70.78222533598736,2312908
Mining,10,1205.324294117647,2312908
Manufacturing,22,180.98667817802576,2313005
Trade,5,345.09606285714284,2313005
Manufacturing,9,40.70608695652174,2313104
Manufacturing,8,342.0644217306745,2313252
Manufacturing,6,295937.3577175195,4320859
Trade,3,4450.09430932867,4320859
Manufacturing,12,8009.297135219361,2313500
Manufacturing,16,187.29211425,2313609
Trade,5,205.45968,2313609
Manufacturing,4,10.854766463047742,2313757
Manufacturing,8,223.2006963269076,2313807
Manufacturing,8,1227.9146158016877,2313906
Mining,7,77.89437655417407,2313906
Manufacturing,5,344981.2330526616,2314102
Mining,4,82541.96203693165,2314102
Manufacturing,307,309.2115929850746,1200104
Utilities,12,2.605440877691996,1200104
Trade,34,98.7698162860417,1200104
Business,20,1464.6584,1200104
Construction,57,177.96402398401065,1200104
Transport,10,44.41544972465428,1200104
