isic_12,num_emp,med_eco,mun_code
Trade,7,1823.559158205128,5003207
Business,10,608.1921908330932,5003207
Mining,49,230.2723910725352,5003207
Manufacturing,11,1228.8144789104172,5003256
Agriculture,27,1530.7257321875,5003256
Manufacturing,33,735.58689,5003306
Manufacturing,11,3292.7600694444445,5003454
Trade,7,308.1424156520123,5003454
OtherServices,4,162.23297392739337,5003488
Trade,5,12908.740700729732,4107256
Manufacturing,96,200.92499959201888,5003702
Utilities,4,188.61559727014748,5003702
Trade,36,1458.1842027027028,5003702
Business,18,56.406670971425285,5003702
Construction,16,1123.1850030681562,5003702
Mining,7,31681.819995625403,5003702
Manufacturing,17,251.9758936851852,3514809
Utilities,3,29254.3126323902,3514809
Trade,8,2436.5397803880805,3514809
Mining,6,365.9838997593947,3514809
Manufacturing,5,52.95549958711808,5003801
Trade,8,1069.8057553956835,5003801
Manufacturing,3,84463.33499999999,5004304
Trade,9,39116.96781618828,5004304
Manufacturing,3,48.00723910039144,5004403
Trade,3,2532.165727733526,5004403
Manufacturing,38,310.9727111111111,3301900
Trade,14,1372.9170264150944,3301900
Business,4,61.3030626624738,3301900
Construction,27,61.79846800000001,3301900
Mining,30,79.0922604200518,3301900
Manufacturing,25,3421.4209260296125,5004601
Trade,7,49.56942348489987,5004601
Manufacturing,12,7550.372121089224,5004700
Manufacturing,4,210.71249027626536,5005152
Mining,5,69.70765901360545,5005202
Trade,25,791.4384354000001,5005251
Manufacturing,23,260.4524127687075,5005400
Utilities,8,89.67516371352838,5005400
Trade,50,552.0053087561058,5005400
Agriculture,5,8389.019424442353,5005400
Manufacturing,10,161.2229853596637,2922102
Trade,8,46.34744718391798,2922102
Mining,7,55.8065142444261,2922102
Manufacturing,86,263.1208515552099,5005707
Trade,8,904.4069629629628,5005707
Construction,3,1.3599665600000002,5005707
Agriculture,3,4.65579,5005707
Mining,7,488.8448573542712,5005707
Manufacturing,7,977.87198,5005806
Manufacturing,9,67.45159510340414,5006002
Manufacturing,22,134.1763492927487,5006200
Mining,7,2.72230465718712,5006275
Manufacturing,79,166.50637799584413,5006309
Trade,23,4767.346463836086,5006309
Mining,14,1224.431052290951,5006309
Manufacturing,19,35.15123669189977,5006606
Trade,70,196.09758820863524,5006606
Manufacturing,4,302828.9655100181,5006903
Manufacturing,11,21.08156344086021,5007109
Transport,5,98572.7414230992,5007109
Mining,3,637327.6277777777,5007109
Manufacturing,65,20.683737916666665,5007208
Trade,18,85211.83716063497,5007208
Manufacturing,4,462.6873365568182,4122305
Manufacturing,10,82.43465212649164,5007406
Mining,3,9.37356113274008,5007406
Mining,6,39.57134952078846,5007505
Manufacturing,16,97.97490939597314,5007695
Trade,7,7162.021305359017,5007695
Construction,3,17561.12632844079,5007695
Manufacturing,7,114.18404506772644,5007703
Manufacturing,51,298.84176583333334,5007901
Trade,19,442.843463247754,5007901
Agriculture,5,93813.96707394929,5007901
Mining,8,3.0990023684210524,5007901
Manufacturing,10,4718.674851058951,5007935
Trade,8,4.897835031782868,5007950
Manufacturing,35,1483.75694,5008008
Mining,4,18242.846783884663,5008008
Manufacturing,249,299.4857528935328,5008305
Utilities,19,46.29539114614918,5008305
Trade,7,6.94829720653753,5008305
Construction,24,10693.732257992557,5008305
Agriculture,6,71.62854638747852,5008305
Mining,17,130.08741699544217,5008305
Financial,6,2592.286728236132,5008305
Manufacturing,9,25.766908152916795,5008404
Manufacturing,39,133.73271155713823,3100104
Manufacturing,24,1903.0108323878485,3100203
Agriculture,5,52.88473167306053,3100203
Construction,3,16.73887380952381,3100302
Mining,6,883.9790490636703,3100401
Manufacturing,12,633.2408774426856,3100807
Manufacturing,21,189.44502314814807,3100906
Utilities,3,5226.720297391556,3101003
Manufacturing,7,23.112647232587065,3101102
Trade,5,40.74517662715192,3101102
Business,3,4517.562231759656,3101102
Mining,19,10.398568910821291,3101102
Manufacturing,14,819.938090022961,3101201
Mining,5,759.5477691053122,3101201
Manufacturing,17,62.0039447102605,3101300
Manufacturing,29,854.2729754315933,3101508
Utilities,3,51.15652173913043,3101508
Trade,5,1676.9332000000002,3101508
Mining,14,1282.710237254902,3101508
Manufacturing,109,1156.1251343624608,3101607
Utilities,3,51745.11039743075,3101607
Trade,15,6834.864436070797,3101607
Mining,7,2872.037259781142,3101607
Manufacturing,8,27.39144369492337,3101631
OtherServices,5,6.34089,3101631
Trade,5,623.365265625,3101706
Government,6,12.464898433998208,3101706
Mining,6,19.243245027470664,3101706
Construction,4,19299.361182340548,3101805
Mining,17,36.80007289779893,3101805
Manufacturing,52,1299.531618888889,3101904
Trade,3,173.59449337748345,3101904
Mining,13,522.763125017237,3101904
Manufacturing,10,7.122541973970033,3102001
Mining,13,9.638321007125183,3102100
Manufacturing,67,1033.8724720290493,3102308
Mining,3,18819.265268300904,3102308
Manufacturing,111,356.01296666666667,3102605
Trade,4,311984.0068432203,3102605
Business,3,4.2759116354014015,3102605
Mining,22,351.73215401596315,3102605
Manufacturing,39,3289.754772036474,3102803
Manufacturing,51,525.5700271311193,3102902
Trade,12,879.7149888376211,3102902
Construction,3,295.75886278928664,3102902
Manufacturing,10,4159.582036868958,3103009
Trade,4,64.42499267918907,3103009
Mining,5,4656.750671047717,3103009
Manufacturing,11,39.80818694444445,2301109
Manufacturing,9,13.90346531818182,2100873
Mining,18,30575.126365863554,2100873
Manufacturing,296,217.6273362074789,3103504
Utilities,16,141.71669461267672,3103504
Trade,18,218.0475,3103504
Mining,5,199.08939335658465,3103504
OtherServices,5,98.740625,3103504
Manufacturing,6,1380.4273333333333,3103751
Utilities,6,532.0717412594257,3103751
Manufacturing,9,134.14239478432972,4101655
Trade,14,3514.3159207692306,4101655
Manufacturing,47,209.8273949579832,3103900
Utilities,12,4886.8382117449655,3103900
Trade,5,757.4715506849316,3103900
Business,5,199.5994684889901,3103900
Mining,25,2453.1321845370258,3103900
Manufacturing,141,260.3996797001764,2500908
Utilities,3,38.43772582453242,2500908
Trade,29,187.12361600145115,2500908
Construction,5,11008.007874015748,2500908
Government,6,52.65008520329562,2500908
Mining,26,10.797893911366836,2500908
Manufacturing,75,181.16454134815845,3104106
Utilities,10,209.5312627083333,3104106
Manufacturing,303,171.5751171800444,3104205
Trade,31,558.2407572623752,3104205
Business,19,29068.395635550027,3104205
Construction,13,129.41785425118067,3104205
Mining,133,2359.496949844852,3104205
Manufacturing,42,476.52158685661766,3104304
Manufacturing,4,55390.94215969216,3104403
Manufacturing,3,437166.1388888889,3104502
Manufacturing,61,230.6055534598408,3104601
OtherServices,20,827.5088590860335,3104601
Manufacturing,10,32.09449779669389,2700409
Utilities,3,2.460127039122275,2700409
Manufacturing,6,39.16296261430868,3104809
Manufacturing,25,568.9426039341517,3104908
Transport,8,3.814953333333333,3104908
Manufacturing,3,21.70194357781753,3105004
Manufacturing,22,416.87890206018153,3105103
Agriculture,6,5915.193181313846,3105103
Mining,5,6502.1623748124,3105103
Manufacturing,8,629.5840272222222,3105301
Manufacturing,55,94.0333661632642,3105400
Trade,14,11203.115575199468,3105400
Business,8,58.531939322837566,3105400
Mining,18,246.8186712121212,3105400
Manufacturing,115,1297.82656641604,3105608
Construction,24,984.0917677411052,3105608
Mining,3,0.952344213210346,3105608
OtherServices,3,793066.0363636364,3105608
Manufacturing,65,655.134457669214,3105905
Mining,21,220.49137602898548,3105905
Business,4,2493.8061925168627,3106002
Mining,15,505.2900512328768,3106002
Manufacturing,32,241.29222400000003,3106101
Trade,4,6880.566307321637,3106101
Manufacturing,755,489.8671851028956,3106200
Utilities,37,553.7160380943874,3106200
Trade,107,300.92912232142857,3106200
Business,27,21605.87595349653,3106200
Construction,92,433.8056281602468,3106200
Transport,4,87849.09396346312,3106200
Government,58,275.8025018604651,3106200
Mining,23,2442.725787634181,3106200
Manufacturing,55,555.460991409396,3106309
Transport,9,298.3175312899816,3106309
Mining,4,15.909350308073511,3106309
Manufacturing,13,134.90041,3106408
Business,6,123.55475926127536,3106408
Mining,23,735.8297911892029,3106408
Financial,9,906.6193391932868,3106408
Manufacturing,9,2147.794702767078,3106655
Mining,12,916.7624854146866,3106606
Manufacturing,1072,345.6680487804878,3106705
Utilities,70,2156.8087088803086,3106705
Trade,73,271.655856719467,3106705
Business,4,19008.88302142857,3106705
Construction,47,176.44915114199324,3106705
Transport,4,544.5284077248948,3106705
Mining,29,62.65857623075255,3106705
Manufacturing,4,119.31830037244,3106804
Manufacturing,20,32874.84252765965,3106903
Manufacturing,26,157.0291505702308,3107208
Manufacturing,37,187.0210741935484,3107307
Agriculture,9,601.354164128386,3107307
Manufacturing,251,275.9076916347731,3107406
Utilities,5,23.56989896868623,3107406
Trade,15,533.8443319451219,3107406
Business,5,117.84237320784833,3107406
Construction,9,408.9843907044298,3107406
Transport,4,637.329199,3107406
Agriculture,3,61.68162775238887,3107406
Government,6,16.389275321190887,3107406
Mining,17,189.4262951013009,3107406
Manufacturing,9,248.1493778155412,3107505
Mining,5,341.72052,3107802
Manufacturing,5,33.7196,3107901
Manufacturing,25,95.104812737506,2502300
Utilities,18,121.9705210106383,2502300
Trade,10,221481.7616399732,2502300
Agriculture,4,51917.28871188536,2502300
Manufacturing,7,263.89041347036783,1400159
Manufacturing,18,96.25401297870845,3108305
Manufacturing,5,258395.2670669593,3108404
Agriculture,15,1134.2900700876096,3108404
Mining,4,2040.858314167099,3108503
Agriculture,5,6777.019772738465,3108552
Mining,4,42.83264685714286,3108602
Manufacturing,64,645.6460667876111,3108909
Manufacturing,29,777.7291234154801,3109006
Business,14,1893.9318760688136,3109006
Mining,96,702.3300202020201,3109006
OtherServices,3,525.6365824468086,3109006
Manufacturing,29,626.4384984705632,3109105
Utilities,3,132.9866037142857,3109105
Mining,6,33.062722666666666,3109105
Manufacturing,20,123.5733400082744,1100452
Manufacturing,4,116.4024758495212,3109402
Trade,5,425.1388087188368,3109402
Agriculture,21,245.6746275588508,3109402
Manufacturing,13,525.1016398605115,3109451
Manufacturing,8,6800.330126639712,3109501
Manufacturing,28,461.4785516347243,3109600
Mining,6,357.44211117836966,3109600
Manufacturing,11,1093.6033606818182,3109709
Mining,4,11363.949251031749,3109709
Mining,4,23054.563633691207,3102704
Manufacturing,47,66.66348451977402,3109907
Trade,6,785.307212090909,3109907
Manufacturing,21,216.50122777777776,2603207
Trade,15,482.7343681318681,2603207
Transport,4,313173.63269154227,2603207
Mining,6,12306.88160181231,2603207
OtherServices,3,279741.99142463825,2603207
Manufacturing,5,423.42011845386537,3110202
Manufacturing,65,410.8981766666666,3110301
Trade,8,1680.5504844050545,3110301
Business,3,14.021771217712176,3110301
Mining,34,1541.5049772842,3110301
Manufacturing,40,68.8354976286911,3110509
Construction,4,2789.00920633863,3110509
Manufacturing,72,132.10248666666666,3110608
Trade,11,227.142489112782,3110608
Mining,10,390.1257749003984,3110608
Manufacturing,33,380.67754887218047,3110707
Manufacturing,26,73.63942285714286,3110905
Trade,6,992.2700828571428,3110905
Manufacturing,26,893.7439170480415,2701357
OtherServices,7,2543.7397125,2701357
Manufacturing,24,384.6942832167832,3111101
Utilities,3,19.846906752411574,3111101
Manufacturing,129,614.4830705953897,3111200
Utilities,3,2719.237638,3111200
Trade,7,137827.7854686947,3111200
Construction,3,64.76009633333334,3111200
Mining,9,32817.075570827525,3111200
Manufacturing,9,1401.843802425334,3111408
Utilities,7,192.914375,3111408
Manufacturing,18,477.81819666666667,3111606
Mining,3,3729.26290941704,3111606
Manufacturing,8,760.737365692534,3111903
Manufacturing,56,471.81827733333336,2906105
Manufacturing,14,4350.406976744186,3112208
Manufacturing,30,119.10797872340426,3112307
Trade,11,178.76781378528156,3112307
Agriculture,3,9.154106896551724,3112307
Manufacturing,6,52.23823095467695,3112406
Manufacturing,4,600459.2734351696,3112505
Trade,6,133540.76318181818,3112505
Manufacturing,18,214.4199112801014,3112604
Transport,3,27.170257408975445,3112604
Manufacturing,22,2202.191335573204,3112703
Manufacturing,36,184.1179778774573,3112802
Trade,22,7004.591132026601,3112802
Transport,4,8546.996953190555,3112802
Business,3,606.3583333333333,4304713
Mining,29,46.54442048611112,4304713
Manufacturing,56,236.96524444444444,3113206
Manufacturing,23,899.1433937963756,3113305
Manufacturing,87,2231.812858812146,3113404
Trade,14,2700.883182056052,3113404
Construction,3,25.791847340641493,3113404
Mining,20,37.59620568858668,3113404
OtherServices,3,94689.15450977984,3113404
Trade,4,264458.4030915577,3113602
Manufacturing,16,18.939716666666666,3113701
Utilities,3,509.2673422818792,3113701
Manufacturing,126,274.9230174927114,3114006
Trade,10,111.23649128043232,3114006
Manufacturing,7,9.35686,3114105
Manufacturing,370,352.81128333333334,3114204
Utilities,3,32.22936515570518,3114204
Trade,17,233.7987093023256,3114204
Mining,4,766559.3171571003,3114204
OtherServices,4,91.0759804002638,3114204
Manufacturing,37,89.79558022715153,3114303
Utilities,3,165.466,3114303
Manufacturing,16,2199.72959,3114402
Utilities,3,401.4331796690308,3114402
Mining,6,68.6061286998909,3114402
Manufacturing,119,98.87284893986124,3114501
Trade,13,109.59557379947326,3114501
Manufacturing,14,388.5154620060791,3114550
Manufacturing,12,422.4199646622736,3114600
Manufacturing,23,114.50993816438547,3114808
Manufacturing,42,354.83593375977256,3115102
Agriculture,5,49.673907536415456,3115102
Mining,21,53.12422822058824,3115102
Manufacturing,97,71.09659986017246,3115300
Utilities,15,178.68329463080045,3115300
Trade,7,52.28764705882353,3115300
Business,3,97.88441379310343,3115300
Transport,10,158.67955625000002,3115300
Mining,9,2297.083333333333,3115300
Mining,24,10400.811180011442,3115359
OtherServices,3,14.14666433617898,3115359
Manufacturing,5,339.36411458333333,3115409
Manufacturing,3,5056.529241916689,3115508
Trade,7,432.9930440444632,3115508
Construction,3,25.16805125,3115508
Manufacturing,3,7.452557984615385,3115805
Manufacturing,12,19536.112072193817,3115904
Manufacturing,3,34063.855700657594,3116209
Manufacturing,68,1015.1198734162338,3116407
Manufacturing,6,384.20830140853735,3116506
Manufacturing,1073,306.89720759814577,3116605
Utilities,16,49.67775,3116605
Trade,23,152.41482312179875,3116605
Construction,18,82.37851374542701,3116605
Transport,8,12.477854298354696,3116605
Mining,14,311.6433668185131,3116605
Manufacturing,19,3286.8867944227068,3116704
Manufacturing,11,289.9542278918089,3116803
Manufacturing,8,217.8509968266061,3117009
Manufacturing,8,185.04647416666663,3117306
Business,3,534.2186666666666,3117405
Mining,3,12.643682437850842,3117405
Manufacturing,7,65.39526553379167,3117504
Business,4,120530.46819412676,3117504
Mining,19,11.303921926304268,3117504
Manufacturing,28,120.90692376051648,3117603
Mining,3,69799.95585716324,3117603
Manufacturing,5,259.8207991037132,3117702
Manufacturing,174,224.614304037722,3117801
Trade,7,6.799304064139779,3117801
Mining,3,6.273450600379187,3117801
OtherServices,13,336.4826596367897,3117801
Manufacturing,19,53.266059907834105,3117876
Construction,4,48.21448550914846,3117876
Manufacturing,36,1361.1031829268293,3117900
Manufacturing,20,725.4347862091557,3118007
Trade,15,1071.6185547331515,3118007
Business,7,582.0839517208074,3118007
Construction,17,2407.0401348314604,3118007
Mining,59,233.3960955,3118007
OtherServices,3,302.1886889791707,3118007
Manufacturing,11,5435.546567777777,3118106
Manufacturing,8,81.05526941704035,3118205
Manufacturing,66,1747.7531540094014,3118304
Utilities,4,19307.146278651577,3118304
Trade,10,98.37443744741256,3118304
Business,8,3122.341029411765,3118304
Mining,8,21.90858648815473,3118304
Manufacturing,15,298.9202582087737,3118403
Mining,3,43.16970479704797,3118403
Manufacturing,1483,342.8351599999461,3118601
Utilities,32,188.6343486561072,3118601
Trade,175,189.96003931061747,3118601
Business,21,7140.944793160677,3118601
Construction,27,1120.8147122321736,3118601
Government,6,156.5831575494792,3118601
Mining,19,334.60177500000003,3118601
OtherServices,5,303.38355212355214,3118601
Mining,5,4487.112735248455,3119005
Manufacturing,15,530.2290145985402,3119104
Manufacturing,11,35.243913419913426,3119302
Trade,4,119.6384505847166,3119302
Agriculture,4,108702.24002587602,3119302
Mining,4,310.98832288043474,3119302
Manufacturing,78,1784.2541587156218,3119401
Trade,38,3450.341425709696,3119401
OtherServices,9,19630.044178300355,3119401
Utilities,3,112.33951378184192,3119500
Manufacturing,19,33.29546666666667,3119708
Agriculture,25,175.01524331344731,3119708
Manufacturing,4,408686.3915951691,3119807
Manufacturing,386,381.7096153198653,3119955
OtherServices,5,685.1968695652174,3119955
Manufacturing,3,191.9412071831597,3120201
Manufacturing,8,2043.5887701462448,3120409
Mining,6,670.5918673218673,3120409
Manufacturing,74,662.4581520515081,3120508
Manufacturing,12,3126.116483516484,3120607
Manufacturing,165,218.3748,3120805
Trade,15,46.20241666666666,3120805
Mining,7,395.82072823844425,3120870
Manufacturing,87,147.5430333993073,3120904
Trade,4,31281.98282439619,3120904
Business,4,487527.9186501594,3120904
Agriculture,20,91.39601866666666,3120904
Mining,29,646.4578938428875,3120904
Transport,4,147.56439449252136,3121001
Manufacturing,9,13398.857860810493,3121100
Mining,3,5632.9100325,3121100
Manufacturing,4,113.9820116353059,3121209
Manufacturing,19,115.9286171452298,3121258
Manufacturing,21,3776.3560954992,3121407
Business,3,72516.69287469288,3121407
Construction,3,1880107.912,3121407
Mining,8,35.70505697586904,3121407
Manufacturing,14,1350.10815,3121605
Trade,8,33.457579023569025,3121605
Business,7,93.61759152515968,3121605
Government,7,9460.35712419967,3121605
Mining,26,326.342048,3121605
Construction,7,682.9345785714286,3121704
Manufacturing,12,41.10721361264699,3121902
Mining,4,15984.910225208336,3121902
Manufacturing,7,9669.578777205748,3122009
Mining,3,2.25430782778865,3122009
Mining,4,422.38995933333337,3122108
Manufacturing,633,336.85490000000004,3122306
Utilities,13,593.3563584547181,3122306
Trade,52,221.6210013495052,3122306
Construction,15,180.4423364532479,3122306
Transport,6,282.6679510531725,3122306
Mining,7,7.3615381846036,3122306
OtherServices,7,636.4157986584296,3122306
Manufacturing,28,5222.947744972186,3122355
Utilities,3,71225.99688888888,3122454
Manufacturing,27,216.38842311900623,3122504
Manufacturing,66,214.5030678284764,3122702
Agriculture,7,754.9326308060408,3122702
Manufacturing,51,964.8334697088584,3123007
Mining,4,228414.4695376975,3123007
Mining,16,1213.6350198900293,3123106
Manufacturing,39,297.685843115942,3123205
Business,3,60.47996800000001,3123403
Mining,7,20.073043270620744,3123403
Manufacturing,18,18.11414550317029,3123502
Manufacturing,62,328.5688844,3123601
Trade,4,573.5956342192187,3123601
Transport,4,12551.86561565722,3123601
Government,7,842.2599390695972,3123601
OtherServices,8,9.342048147908953,3123601
Manufacturing,130,326.95638980770224,3123700
Mining,12,1723.74965558674,3123700
Manufacturing,9,4588.437631578948,3123858
Manufacturing,52,283.48,3123908
Mining,3,11179.834741007193,3123908
Manufacturing,4,4.843789915737941,3124005
Trade,6,11442.91978360215,3124005
Manufacturing,105,910.8985131566604,3124104
Trade,5,12.762558666666669,3124104
Business,8,731.9605111668458,3124104
Agriculture,7,20.40338904988615,3124104
Mining,48,176.3851077199282,3124104
Manufacturing,30,73.06320909090908,3124203
Trade,5,13.21683,3124203
Mining,14,2136.303772095991,3124203
Manufacturing,13,2141.6891120689656,3124302
Manufacturing,17,215.9777363896848,3124401
Manufacturing,8,1264.1581206470028,3124500
Trade,6,75.58980739656347,3124500
Manufacturing,9,51608.56288888889,3124807
Agriculture,3,4175.626194736842,3124807
Manufacturing,3,90826.39625558704,3124906
Manufacturing,6,204033.4849152998,3125002
Manufacturing,195,186.76851329337148,3125101
Trade,14,12.15747792706334,3125101
Agriculture,10,496.6155604783706,3125101
Government,9,1167.4018476618994,3125101
Manufacturing,10,779.0715081975574,3125309
Manufacturing,4,1.1732806666666666,3125705
Agriculture,6,41.811865008881,3125705
Manufacturing,3,67.25081686220294,3125903
Mining,3,942.7615914255672,3125903
Manufacturing,186,212.991882,3126109
Utilities,8,137.0639527695947,3126109
Trade,12,502.1973524384802,3126109
Transport,12,426.831678783642,3126109
Agriculture,15,717.9833791821561,3126109
Mining,5,17476.44925938315,3126109
OtherServices,10,21.52867739451177,3126109
Mining,16,2583.5571142284566,3126307
Mining,6,2082.818015675652,3126406
Manufacturing,6,214955.2945929756,3126752
Business,3,155.3526111406938,3126752
Mining,40,1381.657263598144,3126752
Manufacturing,7,102.90260057471264,3127008
Mining,5,93.86071414003544,3127008
Manufacturing,71,198.5993308,3127107
Utilities,4,49.45582761363636,3127107
OtherServices,4,24334.16939045308,3127107
Manufacturing,4,51.53558990507591,3127206
Manufacturing,22,59.57482701342043,3127305
Business,3,106.83960588875524,3127305
Mining,25,78.0419634464752,3127305
Manufacturing,6,3680.600292758812,3127354
Utilities,3,363.7629421355721,3127354
Mining,6,197.65698021195067,3127370
Manufacturing,13,429.7219117382784,2606200
Utilities,8,554.1326812367141,2606200
Trade,4,117.43597915735668,2606200
Mining,14,66.78889876298966,2606200
Manufacturing,4,353.5471874297242,3127404
Mining,3,87.61868426103646,3127404
Manufacturing,17,36.33344477908078,3527306
Business,9,9.710593492241182,3527306
Mining,14,13.24839353832093,3527306
Manufacturing,229,126.05444189497294,3127701
Utilities,17,346.5805051194539,3127701
Trade,34,723.6488084078321,3127701
Business,4,157.57275810156088,3127701
Construction,16,114.37375263157894,3127701
Government,7,19.524214,3127701
Mining,40,58.42651142733936,3127701
Utilities,3,363.4171809523809,3127800
Agriculture,8,55.7760936435065,3127800
Mining,23,103.1663375,3127800
Manufacturing,70,146.03538800210313,3128006
Trade,28,77.81039715584416,3128006
Manufacturing,6,45577.59484154348,3128105
Mining,8,25631.5125,3128105
Manufacturing,5,475.7430188766183,3128204
Trade,3,52.74876698630137,3128204
Transport,3,327.5099532645668,3128204
Mining,6,15.718027416666668,3128204
Agriculture,4,1.915388764266709,3128253
Manufacturing,101,647.0597225105525,3128303
Manufacturing,36,279.75263868298185,3128402
Manufacturing,34,41.510182,5209291
Trade,8,8765.65612134857,5209291
Mining,4,7195.219833966359,5209291
Manufacturing,17,1120.3492592592593,3128600
Utilities,4,33.477534791021675,3128600
Manufacturing,158,616.5580378205128,3128709
Trade,45,559.0322962962963,3128709
Manufacturing,35,166.75456674473068,3128808
Trade,4,517.0696475436789,3128808
Manufacturing,18,5805.583172153129,3128907
Manufacturing,119,214.18279293739968,3129004
Government,4,241.5392688038563,3129004
Mining,5,83.33208872640748,3129004
Manufacturing,5,400973.922647597,3129103
Manufacturing,11,133.90585933333332,3129202
Manufacturing,35,615.95741,3129608
Transport,6,13152.748622718113,3129608
Mining,9,3043.23590384195,3129608
Manufacturing,13,30.12585113876497,3129707
Manufacturing,93,361.9233378561737,3129806
Utilities,11,9988.803157829114,3129806
Trade,7,11525.165806451614,3129806
Construction,12,9018.816572401724,3129806
Manufacturing,17,102.6014875,3129905
Manufacturing,14,57.31450911365354,3130002
Trade,4,440010.8649724711,3130002
Manufacturing,74,138.1934791789271,3130101
Utilities,8,39.0399582466768,3130101
Trade,15,130.11837633421982,3130101
Construction,8,28.12782258064516,3130101
Mining,4,8130853.7292701,3130101
RealEstate,6,10262.72875316688,3130101
Manufacturing,474,186.90126117886177,3130200
Agriculture,11,250.5712669683258,3130200
Mining,24,1122.6300274464982,3130200
Manufacturing,26,1652.1733235294118,3130309
Utilities,9,17728.6872,3130309
Trade,5,124267.57155555557,3130309
Transport,4,4296.160824910759,3130309
Mining,17,13238.783658210948,3130309
Manufacturing,57,1384.5930806913,3130408
Utilities,3,140.38904628965045,3130408
Business,4,7176.785038588284,3130408
Mining,38,980.7046795206973,3130408
Manufacturing,22,612.1195,3130556
Manufacturing,18,11748.218130390582,3130606
Mining,3,7993.11518771331,3130606
Transport,4,20114.562118953338,3130655
Manufacturing,3,63549.08966813505,3130705
Construction,3,523.0811672131148,3130705
Manufacturing,13,89781.12758066249,3130804
Agriculture,5,121978.2861144744,3130804
Manufacturing,11,3248.18182120946,3130903
Manufacturing,11,464.9749245972763,2204709
Mining,8,152.25108869037996,2204709
Manufacturing,10,580.3237800729166,3131109
Manufacturing,13,19726.32319071271,3131158
Mining,5,57.00724287749288,3131158
Manufacturing,29,58.60720821970935,3131208
Mining,3,212.81546580957777,3131208
Manufacturing,275,241.53042927387332,3131307
Utilities,4,33804.23429114634,3131307
Trade,22,180.5854627067669,3131307
Construction,19,325.67154180633844,3131307
Mining,15,511.9966665284394,3131307
Manufacturing,8,150.5006945,3131505
Trade,24,956.4554659353208,3131505
Manufacturing,7,18921.927093258462,3131604
Manufacturing,39,161.31699370167524,3131703
Utilities,15,782.7570400000001,3131703
Trade,8,215.44609708937853,3131703
Business,3,1.85178,3131703
Construction,5,60.46357142857143,3131703
Mining,36,1909.4315260782523,3131703
Mining,6,18.17447918537356,3131802
Manufacturing,119,164.07429517271322,3131901
Trade,3,55.13183,3131901
Business,8,395349.23048109264,3131901
Transport,8,408.7137263780813,3131901
Mining,64,192.0953778751369,3131901
Financial,7,94.21111716426194,3131901
Agriculture,7,152.63053979031454,3132008
Manufacturing,16,2508.992449602265,3132107
Manufacturing,124,316.9376931106472,3132206
Trade,15,2374.2889940797872,3132206
Manufacturing,274,306.33544809551825,2507200
Utilities,5,601.4443182699192,2507200
Trade,27,1888.8854444444444,2507200
Construction,8,1968.037142857143,2507200
Mining,19,608.6104133333333,2507200
Manufacturing,20,1598.7739958235293,3132503
Agriculture,9,1733.2884600721827,3132503
Mining,8,785.9683850574712,3132602
Manufacturing,23,3948.894785793346,3132701
Manufacturing,8,87.08975995470551,3132909
Manufacturing,92,350.532625,3133006
Manufacturing,34,265.4766103701946,3133105
Agriculture,8,77.99807967576571,3133105
Manufacturing,7,19.82230652173913,3133303
Mining,17,84.29435004642525,3133303
Manufacturing,35,176.7070999447142,3133402
Trade,7,308.07649465419485,3133402
Manufacturing,48,502.989384800965,3133501
Utilities,3,1389.83872,3133501
Mining,29,121.91553961538462,3133501
Manufacturing,50,134.60856474820145,3133600
Trade,12,5.676208639455783,3133600
Mining,19,1352.8679105555557,3133600
Manufacturing,25,109.02236111111112,3133709
Business,7,103266.79819901857,3133709
Mining,72,345.4399458684211,3133709
Manufacturing,65,230.91084705882352,3133758
Manufacturing,1137,492.0936518306637,2914802
Utilities,43,63.30079333333334,2914802
Trade,206,158.6140490909091,2914802
Business,27,436.6622933333333,2914802
Construction,36,366.1312693422516,2914802
Transport,7,7027.464951351351,2914802
Government,14,58.53928143881856,2914802
Mining,12,92.26921151620373,2914802
OtherServices,5,149688.06100000002,2914802
Manufacturing,16,2394.834687150838,3133907
Mining,42,397.1636307856784,3134004
Business,5,1319.225185991653,3134103
Mining,29,692.6558505450089,3134103
Manufacturing,143,865.3758869451347,3134202
Construction,9,1407.9644621749565,3134202
Manufacturing,35,389.7235987096775,3134400
Utilities,14,2240.832537313433,3134400
Trade,13,2974.009859404762,3134400
Mining,8,411.1260531568676,3134400
Mining,7,10.815925158223475,3134509
Manufacturing,18,72.01171084530387,3134608
Utilities,3,208.88457725,3134608
Mining,3,1704.3289166431127,3134608
Manufacturing,3,1088.621305116279,3134806
Government,3,98.35361464056056,3134806
Manufacturing,32,656.7082728828584,3134905
Government,12,727.7566056067845,3134905
Manufacturing,12,19.19353288895584,3135001
Trade,4,49.02601722107927,3135001
Manufacturing,33,3064.5227985714287,3135050
Mining,4,1512.9825650492264,3135076
Manufacturing,97,172.10369714285713,3135100
Trade,5,1115.5513656906471,3135100
Agriculture,6,184.5592588276836,3135100
Mining,8,112.902,3135100
Manufacturing,10,237.7957119458759,3135209
Construction,7,633.7854795560747,3135209
Transport,11,87.21909819847964,3135209
Government,6,153.27866680030547,3135209
Manufacturing,73,1049.9037804736845,3135308
Trade,4,10.71710620261438,3135308
Manufacturing,59,361.527116,3135407
Government,6,24456.752334184614,3135407
Manufacturing,5,904.6241816405056,3135506
Mining,6,991.7081399580052,3135506
Agriculture,6,7515.890143331275,3135605
Mining,7,1895.120047141489,3135704
