cod_ibge,invest_melhorias_mes_25_40
1504000,6.185635289181696e-08
1504059,6.954189590627143e-08
1504109,7.456005684465681e-09
1504208,3.802958653094671e-07
1504307,6.161098540114045e-08
1504406,4.720553917425919e-08
1504422,2.1515562900299712e-07
1504455,6.662123125917726e-08
1504505,3.301380011667182e-08
1504604,8.496838749758704e-08
1504703,1.4209943742378493e-07
1504752,4.267811321722975e-08
1504802,1.2750402926863383e-07
1504901,7.740948576865013e-08
1504950,4.073100345249598e-08
1504976,2.10857740375927e-08
1505007,2.158442409929139e-08
1505031,4.1411700362118884e-08
1505064,1.289683191323602e-07
1505106,1.1447580702167672e-07
1505205,5.042697687443653e-08
1505304,9.610490554222997e-08
1505403,3.144661420846484e-08
1505437,2.4877097522579643e-08
1505486,9.841610900279922e-08
1505494,1.0091727439165332e-08
1505502,1.443314900809235e-07
1505536,2.6516310661919153e-07
1505551,1.7611053766380235e-08
1505601,1.336065562140994e-08
1505635,2.3871882318836607e-08
1505650,3.238850876945557e-08
1505700,2.947575920270705e-08
1505809,6.772142742705523e-08
1505908,6.285365301521434e-08
1506005,8.422436994521185e-08
1506104,2.4663390353272808e-08
1506112,2.4038099006069506e-08
1506138,1.141512887275566e-07
1506161,2.844679875792704e-08
1506187,5.90623295302274e-08
1506195,4.543256117710397e-08
1506203,7.416430282742286e-08
1506302,4.6556502586005965e-08
1506351,4.448275153576759e-08
1506401,1.3566447710371119e-08
1506500,1.0656072667723704e-07
1506559,4.910515845691901e-08
1506583,3.652018070925397e-08
1506609,4.617657872947918e-08
1506708,7.312742730231015e-08
1506807,4.138558059699116e-07
1506906,2.214639480374239e-08
1507003,3.7351264145418444e-08
1507102,3.4565155864174544e-08
1507151,3.443059949832427e-08
1507201,6.939150937972987e-08
1507300,1.1281364014934776e-07
1507409,2.7409923232801378e-08
1507458,3.955957156152004e-08
1507466,1.2846175399031634e-08
1507474,4.9263460063806254e-08
1507508,2.200392335754646e-08
1507607,8.859349429535405e-08
1507706,6.233917279282434e-08
1507755,1.0210453644331985e-08
1507805,2.811436538346125e-08
1507904,2.6080189734938202e-08
1507953,1.1328854497000948e-07
1507961,3.2990054875634845e-08
1507979,1.841839196150775e-08
1508001,9.24956289051543e-08
1508035,6.966062211144334e-08
1508050,3.199275475223747e-08
1508084,3.827732854571786e-08
1508100,8.850642841156476e-08
1508126,4.999956253584875e-08
1508159,7.13227889837723e-08
1508209,9.258269478894356e-08
1508308,8.272050467977011e-08
1508357,3.3092950920115434e-08
1508407,5.660865462344928e-08
1600055,6.260828552454728e-09
1600105,1.243459122112058e-08
1600154,1.5434406671661265e-08
1600204,1.550564239475923e-08
1600212,4.994415697343784e-09
1600238,1.3154863532461703e-08
1600253,5.754263410410351e-09
1600279,5.681444671241046e-08
1600303,5.688014187927294e-07
1600402,5.413123447564714e-08
1600501,4.6319050175675105e-08
1600535,4.088930505938322e-08
1600550,1.3890966004491256e-08
1600600,1.942360716526373e-07
1600709,3.3599516062159785e-08
1600808,2.7995639178289343e-08
1700251,5.485150678699275e-09
1700301,6.5774317662324636e-09
1700350,9.862190109176474e-09
1700400,1.2569147586976116e-08
1700707,6.490365882443587e-09
1701002,1.1959686400453975e-08
1701051,5.485150678699275e-09
1701101,3.577616315688416e-09
1701309,9.110257476454351e-09
1701903,6.221253150732511e-09
1702000,1.2727449193864985e-08
1702109,1.4579577994463696e-07
1702158,5.880904695921444e-09
1702208,4.7047237567359004e-08
1702307,9.545586895398739e-09
1702406,2.3523618783679502e-08
1702554,1.8972447585626036e-08
1702703,6.347894436243605e-09
1702901,1.4650813717557776e-08
1703008,9.624737698843174e-09
1703057,1.5434406671664625e-09
1703073,9.933425832276464e-09
1703107,9.854275028832032e-09
1703206,4.7965386887327e-09
1703305,2.9523249684773876e-09
1703602,4.6857275639104934e-09
1703701,9.751378984354267e-09
1703800,1.647919727711964e-08
1703826,3.8783893687772655e-09
1703842,1.4927841529616918e-08
1703867,6.664497650021342e-09
1703883,2.976070209510718e-09
1703891,2.7544479598663025e-09
1703909,4.9390101349326805e-09
1704105,4.567001358743841e-09
1704600,3.838813967055048e-09
1705102,5.350594312843737e-09
1705508,5.849244374543671e-09
1705557,9.577247216776511e-09
1705607,6.8386294175990966e-09
1706001,1.1049452160842984e-08
1706100,1.1698488749087341e-08
1706258,3.3243337446662275e-09
1706506,9.118172556798795e-09
1707009,2.308037428438746e-08
1707108,1.232378009629837e-08
1707207,1.0914895794987446e-08
1707306,7.669712853765654e-09
1707405,1.6938271937102993e-08
1707553,2.4615899871218967e-09
1707652,3.1502019770884726e-09
1707702,1.3558532630025461e-08
1708205,2.9301627435128495e-08
1708254,2.976070209510718e-09
1708304,1.0123387760543106e-08
1709005,2.0476312851067763e-08
1709302,1.5758924965781402e-08
1709500,3.857018651846832e-08
1709807,2.3507788622996894e-09
1710508,9.965086153654238e-09
1710706,6.395384918310267e-09
1710904,6.783223855187992e-09
1711100,4.859859331488246e-09
1711506,7.0444215065546235e-09
1711803,4.9390101349326805e-09
1711902,1.5956801974396922e-08
1711951,6.8940349800102e-09
1712009,4.305803707377209e-09
1712157,3.6646821994772935e-09
1712405,6.118357106254747e-09
1712454,5.793838812132568e-09
1712504,6.1816777490102935e-09
1712702,4.10001161842168e-09
1712801,6.75156353381022e-09
1713205,8.659097896821077e-09
1713304,2.1101604198284013e-08
1713601,7.725118416176757e-09
1713700,5.247698268365973e-09
1713809,1.0637867982931927e-08
1713957,4.91526489389935e-09
1714203,1.488035104754298e-08
1714302,8.207938317187804e-09
1714880,1.7983062542574313e-08
1715002,6.221253150732511e-09
1715101,3.854644127743935e-09
1715150,3.4747202712106516e-09
1715259,5.1210569828548785e-09
1715507,2.6911273171107554e-09
1715705,8.366239924076672e-09
1715754,9.434775770576532e-09
1716109,3.47392876317531e-08
1716208,2.330991161438561e-08
1716307,7.3531096399879175e-09
1716505,6.9098651406990864e-09
1716604,1.655834808056326e-08
1716653,9.917595671587578e-09
1716703,1.0202538563987541e-08
1717008,9.442690850920975e-09
1717206,5.113141902510435e-09
1717503,1.0582462420520824e-08
1717800,9.624737698843174e-09
1717909,1.055080209914305e-08
1718006,5.065651420443775e-09
1718204,2.6602585037673862e-08
1718303,4.179162421866115e-09
1718402,1.3693088995887076e-09
1718451,1.923364523699746e-09
1718501,8.856974905432163e-09
1718550,7.63805253238788e-09
1718659,3.6171917174106333e-09
1718709,4.5749164390882844e-09
1718758,8.706588378887738e-09
1718808,4.804453769077143e-09
1718840,8.207938317187804e-09
1718865,1.1065282321531871e-08
1718881,2.746532879521859e-09
1718899,3.1897773788106897e-09
1718907,9.933425832276464e-09
1719004,4.084181457732793e-09
1720002,4.392869591166086e-09
1720101,1.2228799132165052e-08
1720150,3.1739472181218027e-09
1720200,1.578267020681837e-08
1720259,6.007545981432539e-09
1720309,1.0329179849498636e-08
1720499,7.004846104832408e-09
1720655,9.783039305732039e-09
1720804,1.7935572060500372e-08
1720853,3.205607539499576e-09
1720903,3.2554725456688465e-08
1720937,2.224137576788595e-09
1720978,3.8783893687772655e-09
1721000,9.195740344174027e-08
1721109,1.5940971813705613e-08
1721208,2.114909468034501e-08
1721257,1.5038652654442456e-09
1721307,3.902134609810595e-09
1722081,1.6376301232651996e-08
1722107,2.240759245511022e-08
2100055,3.323542236631137e-08
2100105,1.9510673049040064e-08
2100154,1.6621668723328512e-08
2100204,6.33602181572587e-08
2100303,4.09763709431725e-08
2100402,6.506196043132474e-09
2100436,4.616074856878787e-08
2100477,4.2219038557259344e-08
2100501,1.8695419773566895e-08
2100550,1.620216946507344e-08
2100600,4.099220110386381e-08
2100709,5.768510555030323e-08
2100808,3.341746921423557e-08
2100832,4.1308804317638295e-08
2100873,1.931279604043749e-08
2100907,8.143034658362228e-08
2100956,3.3480789856987883e-08
2101004,5.292022718294293e-08
2101103,2.8359732874137764e-08
2101202,1.336223863748813e-07
2101251,1.978770086109921e-08
2101301,3.062344585264601e-08
2101350,9.901765510898691e-09
2101400,1.3973282840079612e-07
2101509,2.6555094555599925e-08
2101608,1.0777964905027396e-07
2101707,1.3975657364183306e-07
2101731,1.9843106423518805e-08
2101772,2.069793510070731e-08
2101806,6.585346846576909e-09
2101905,4.967504424171567e-08
2101939,5.865074535232558e-09
2101970,1.7397346597086347e-08
2102002,3.981285413254222e-08
2102036,4.242483064620757e-08
2102077,2.9072090105130344e-08
2102101,6.1223146464268e-08
2102150,1.3764324718986642e-08
2102200,6.799054015876873e-08
2102309,4.3825799867181654e-08
2102325,1.0206496104159022e-07
2102358,1.3321080219694601e-08
2102374,3.1517849931562805e-08
2102408,1.736568627570372e-08
2102507,5.595170295486335e-08
2102556,1.2355440417676145e-08
2102606,4.9231799742436573e-08
2102705,3.859393175950529e-08
2102754,1.5751009885435746e-08
2102804,3.912424214257366e-08
2102903,5.7962133362349425e-08
2103000,9.482266252642778e-08
2103109,2.6293896904232097e-08
2103125,2.2502573419245154e-08
2103158,1.7563563284319242e-08
2103174,3.204024523429846e-08
2103208,1.9695094421078326e-07
2103257,1.3914711245528224e-08
2103307,1.1429376017375251e-07
2103406,4.7158048692185246e-08
2103505,6.136561791046393e-08
2103554,2.4948333245677608e-08
2103604,5.579340134797612e-08
2103703,7.911914312305304e-08
2103752,7.748863657210086e-09
2103802,2.1544848697563108e-08
2103901,2.6729226323178476e-08
2104008,2.1212415323097315e-08
2104057,5.167755956886903e-08
2104073,1.63208956702324e-08
2104081,2.458423954982919e-08
2104099,2.4695050674655436e-08
2104107,2.010430407487369e-08
2104206,3.182653806500457e-08
2104305,1.3637683433469082e-08
2104404,2.971321161303791e-08
2104503,1.8845806300108478e-08
2104552,2.2296781330296915e-08
2104602,2.676880172490676e-08
2104628,1.4065097772069808e-08
2104651,1.2703703952831656e-08
2104677,4.679395499633683e-08
2104701,1.0653698143620814e-08
2104800,9.317632581477719e-08
2104909,1.3495211987273154e-08
2105005,5.6656145105523223e-08
2105104,5.023701494617961e-08
2105153,2.8241006668965863e-08
2105203,1.138980061565405e-08
2105302,7.995022655921751e-08
2105351,2.049214301175908e-08
2105401,1.252640615311496e-07
2105427,2.060295413658532e-08
2105450,1.7476497400529965e-08
2105476,2.566069047668313e-08
2105500,3.073425697747226e-08
2105609,2.460798479086616e-08
2105658,1.3431891344507903e-08
2105708,7.717203335831926e-08
2105807,2.230469641062963e-08
2105906,2.991900370198614e-08
2105922,1.7856421257056755e-08
2105948,1.7983062542574313e-08
2105963,1.8426307041853408e-08
2105989,1.0297519528120862e-08
2106003,9.529756734709852e-09
2106102,1.3590192951408087e-08
2106201,1.3518957228297178e-08
2106300,1.4239229539648361e-08
2106326,5.0909796775456855e-08
2106359,1.1793469713220663e-08
2106375,2.3278251293002983e-08
2106409,4.084181457732222e-08
2106508,5.417080987736248e-08
2106607,5.4044168591857864e-08
2106631,2.087998194863152e-08
2106672,1.3930541406219536e-08
2106706,4.697600184426104e-08
2106755,3.663890691442587e-08
2106805,2.4046014086415162e-08
2106904,6.35976705676025e-08
2107001,2.0436737449352426e-08
2107100,3.794489517125207e-08
2107209,1.4912011368925605e-08
2107258,1.0479566376043059e-08
2107308,8.097127192365597e-09
2107357,2.714872558143355e-08
2107407,2.256589406199746e-08
2107456,3.6108596531344555e-08
2107506,1.0725725374755125e-07
2107605,6.35976705676025e-08
2107704,2.8225176508274547e-08
2107803,6.299612446142321e-08
2107902,3.54833051841283e-08
2108009,1.692244177641168e-08
2108058,3.686052916406542e-08
2108108,4.343796093029627e-08
2108207,4.6192408890170494e-08
2108256,5.781174683580785e-08
2108306,6.369265153172449e-08
2108405,3.298213979528919e-08
2108454,4.203699170933513e-08
2108504,5.747139838099639e-08
2108603,1.709578203596214e-07
2108702,2.6800462046276444e-08
2108801,2.932537267615252e-08
2108900,2.600895401184024e-08
2109007,3.914798738361063e-08
2109056,7.550986648599002e-09
2109106,5.844495326336975e-08
2109205,2.7473243875553687e-08
2109239,7.946740665821172e-09
2109270,3.5752417915841787e-08
2109304,2.4885012602925303e-08
2109403,2.095913275207514e-08
2109452,6.011503521604437e-08
2109502,3.7382924466801075e-08
2109551,1.2727449193864985e-08
2109601,5.186752149712595e-08
2109700,1.5284020145119683e-08
2109759,1.2679958711798324e-08
2109809,4.641403113981004e-08
2109908,3.635396402202107e-08
2110005,9.761668588801735e-08
2110039,2.9626145729248632e-08
2110104,5.1250145230268304e-08
2110203,5.474069566215914e-08
2110237,1.2933241282820512e-08
2110278,3.381322323145368e-08
2110302,2.022303028004559e-08
2110401,4.16570678527954e-08
2110500,5.5389732250412356e-08
2110609,5.8769471557489884e-08
2110658,1.3313165139348945e-08
2110708,7.220136290201073e-08
2110807,1.0717018786376362e-08
2110856,9.798869466420928e-09
2110906,2.5201615816699784e-08
2111003,5.9244376378151604e-08
2111029,2.3571109265740498e-08
2111052,1.909908887113065e-08
2111078,1.9692719896964275e-08
2111102,1.8774570577010513e-08
2111201,1.994679397603137e-07
2111250,1.0012576635720899e-08
2111300,6.920867102377756e-07
2111409,3.131997292296023e-08
2111508,7.8161418401371e-08
2111532,6.300403954176945e-09
2111573,6.490365882443587e-09
2111607,4.6200323970503203e-08
2111631,6.617007167954681e-09
2111672,1.0273774287087531e-08
2111706,5.9584724832963054e-08
2111722,1.6487112357465298e-08
2111748,2.1536933617230395e-08
2111763,1.9399861924226763e-08
2111789,2.8359732874137764e-08
2111805,3.559411630895455e-08
2111904,2.346821322127285e-08
2111953,1.2173393569753946e-08
2112001,9.790954386076484e-09
2112100,3.800030073367167e-08
2112209,1.0819123322819632e-07
2112233,3.166032137777168e-08
2112274,8.904465387498824e-09
2112308,7.182143904547101e-08
2112407,9.310509009167923e-08
2112456,4.3477536332024546e-08
2112506,1.1669994459846963e-07
2112605,5.785923731786884e-08
2112704,7.361024720331752e-08
2112803,1.1217251864144019e-07
2112852,7.273958836543483e-09
2112902,4.838488614558078e-08
2113009,3.368658194594906e-08
2114007,8.823731567985128e-08
2200053,1.4262974780685331e-08
2200103,4.527425957021624e-09
2200202,6.221253150732511e-09
2200251,1.6906611615720368e-08
2200277,9.996746475032012e-09
2200301,2.1829791589967908e-08
2200400,4.1957840905891506e-08
2200459,6.134187266943633e-09
2200509,3.439102409659598e-08
2200608,5.746348330065907e-09
2200707,1.2846175399031634e-08
2200806,6.173762668665851e-09
2200905,5.912565017299218e-09
2200954,4.464105314266077e-09
2201002,7.004846104832408e-09
2201051,1.894078726424341e-08
2201101,1.8236345113596485e-08
2201150,1.3273589737620662e-08
2201176,7.740948576865644e-09
2201200,9.510760541881964e-08
2201309,6.023376142121426e-09
2201408,5.010245858032671e-09
2201507,4.2329849682072636e-08
2201556,1.122358392842074e-08
2201572,8.619522495098861e-09
2201606,8.318749442010013e-09
2201705,5.255613348710416e-09
2201739,1.8711249934258208e-08
2201770,1.414424857551343e-08
2201804,3.783408404643944e-09
2201903,1.8893296782182418e-08
2201919,7.4322604434323525e-09
2201929,1.4769539922729679e-08
2201945,1.718363942777951e-08
2201960,7.487666005843455e-09
2201988,7.598477130665663e-09
2202000,3.852269603639438e-08
2202026,1.7935572060500372e-08
2202059,2.286666711509357e-08
2202075,7.099827068965729e-09
2202083,1.735777119535806e-08
2202091,1.4389616066189946e-08
2202109,1.654251791988489e-08
2202117,1.1650998267020682e-08
2202133,1.3091542889696454e-08
2202174,1.8893296782182418e-08
2202208,6.615424151884826e-08
2202251,3.8308988867106045e-09
2202307,4.122173843384902e-08
2202406,1.7033252901237923e-08
2202455,1.2521657104909455e-08
2202505,1.6708734607117786e-08
2202539,1.3455636585544871e-08
2202554,1.5181124100639093e-08
2202604,3.9607062043593985e-08
2202653,1.1825130034598436e-08
2202703,5.1788370693682336e-08
2202711,1.0424160813631956e-08
2202729,7.962570826510059e-09
2202737,6.8386294175990966e-09
2202752,6.601177007265795e-09
2202778,1.4096758093452433e-08
2202802,1.5489812234067918e-08
2202851,7.178977872410163e-09
2202901,4.03669097566605e-08
2203008,9.545586895398739e-09
2203107,5.960055499365879e-09
2203206,1.6376301232651996e-08
2203230,8.864889985776606e-09
2203255,5.184377625610426e-09
2203271,1.605969801886457e-08
2203305,7.63805253238788e-09
2203354,1.4001777129317501e-08
2203404,4.844029170799359e-09
2203420,8.936125708876596e-09
2203453,2.5605284914263538e-08
2203503,1.0210453644331985e-08
2203602,1.2046752284242852e-08
2203701,4.1071351907307435e-08
2203750,6.189592829354738e-09
2203800,7.87550494272118e-09
2203859,7.558901728943445e-09
2203909,2.5352002343241366e-08
2204006,1.3653513594160394e-08
2204105,5.888819776265889e-09
2204154,7.155232631376832e-09
2204204,1.4967416931332258e-08
2204303,1.5592708278548504e-08
2204352,1.6914526696066024e-08
2204402,2.0919557350359805e-08
2204501,1.685912113365937e-08
2204550,8.184193076154473e-09
2204600,8.841144744743276e-09
2204659,1.640004647367602e-08
2204709,1.7017422740546614e-08
2204808,1.4112588254130803e-08
2204907,1.1033622000154097e-08
2205003,3.162866105638905e-08
2205102,9.38728528850987e-09
2205151,1.3795985040356322e-08
2205201,3.6053190968937896e-08
2205250,8.809484423365502e-09
2205276,6.4270452396880395e-09
2205300,5.967970579710322e-09
2205359,5.461405437665946e-09
2205409,2.7402008152455722e-08
2205458,1.2862005559720523e-08
2205508,4.202116154864382e-08
2205516,6.450790480721369e-09
2205524,9.482266252643191e-09
2205532,1.6431706795058645e-08
2205540,2.801938441932963e-09
2205557,2.562903015530051e-08
2205565,1.264829839042055e-08
2205573,1.746858232018431e-08
2205581,5.690942767654804e-09
2205599,2.065835969899727e-09
2205607,8.667012977165522e-09
2205706,6.685868366950813e-08
2205805,4.020069306942761e-08
2205854,6.419130159343596e-09
2205904,1.2474166622842796e-08
2205953,1.469830419961877e-08
2206001,1.7413176757775475e-09
2206050,9.648482939876503e-09
2206100,1.812553398877024e-08
2206209,7.40772369436336e-08
2206308,1.6700819526775568e-09
2206357,9.323964645754323e-09
2206407,9.695973421943164e-09
2206506,1.5592708278548504e-08
2206605,1.3487296906927498e-08
2206654,1.0170878242609767e-08
2206670,6.118357106254747e-09
2206696,8.358324843732229e-09
2206704,1.0859490232576342e-08
2206720,9.165663038865454e-09
2206753,8.358324843732229e-09
2206803,2.0674189859683286e-08
2206902,6.0312912224658695e-09
2206951,6.664497650021342e-09
2207009,4.980168552723323e-08
2207108,3.4193147087995483e-09
2207207,1.7492327561208333e-08
2207306,6.300403954176945e-09
2207355,8.38207008476556e-09
2207405,6.648667489332455e-09
2207504,1.9336541281474454e-08
2207553,6.3083190345213895e-09
2207603,1.6985762419163986e-08
2207702,1.5451028340387144e-07
2207751,3.4588901105217654e-09
2207777,9.965086153654238e-09
2207793,5.952140419021436e-09
2207801,4.254355685137948e-08
2207850,6.4745357217547005e-09
2207900,6.357392532656554e-08
2207934,4.788623608388256e-09
2207959,5.390169714565954e-09
2208007,5.40204233508209e-08
2208106,2.7077489858335585e-08
2208205,3.76916126002299e-08
2208304,5.1835861175756267e-08
2208403,1.1023332395705208e-07
2208502,1.770603473051517e-08
2208551,2.4774201478107833e-09
2208601,4.986500616999341e-09
2208650,2.027843584245224e-08
2208700,1.2228799132165052e-08
2208809,2.649177391284762e-08
2208858,8.413730406143333e-09
2208874,3.4747202712106516e-09
2208908,8.38207008476556e-09
2209005,9.31604956540988e-09
2209104,3.3005885036328974e-09
2209153,7.733033496521199e-09
2209203,1.0020491716065342e-08
2209302,1.3598108031753745e-08
2209351,9.371455127820984e-09
2209377,5.255613348710416e-09
2209401,1.5204869341663115e-08
2209450,1.3059882568331606e-09
2209500,1.1999261802176193e-08
2209559,1.514154869891081e-08
2209609,2.0974962912775007e-09
2209658,1.480120024409936e-08
2209708,1.1033622000154097e-08
2209757,2.144986773344161e-09
2209807,1.2260459453542823e-08
2209856,3.506380592588425e-09
2209872,8.611607414754417e-09
2209906,8.12878751374337e-09
2209955,3.0473059326107083e-09
2209971,1.3669343754851708e-08
2210003,2.251048849959081e-08
2210052,6.126272186599191e-09
2210102,6.561601605543578e-09
2210201,6.537856364510248e-09
2210300,9.474351172298747e-09
2210359,1.2751194434898314e-08
2210375,5.002330777688228e-09
2210383,4.899434733210464e-09
2210391,7.004846104832408e-09
2210409,2.5407407905660963e-08
2210508,1.02500290460542e-08
2210607,8.113748861088476e-08
2210623,1.0424160813631956e-08
2210631,3.743833002921728e-09
2210656,2.5257021379106433e-08
2210706,2.2462998017529813e-08
2210805,2.7837337571402105e-08
2210904,3.3876543874217743e-09
2210938,1.9154494433553023e-09
2210953,5.105226822165993e-09
2210979,2.4615899871218967e-09
2211001,2.595196543336057e-07
2211100,4.795747180698005e-08
2211209,3.6900104565793696e-08
2211308,4.1253398755231636e-08
2211357,1.4073012852415465e-08
2211407,9.442690850920975e-09
2211506,4.9231799742437935e-09
2211605,6.680327810710228e-09
2211704,2.4140995050552366e-09
2300101,2.3420722739198912e-08
2300150,1.5735179724744434e-08
2300200,1.1616171913504265e-07
2300309,6.36055856479352e-08
2300408,3.215897143947037e-08
2300507,1.810178874773327e-08
2300606,1.640004647367602e-08
2300705,3.3947779597316894e-08
2300754,8.23089205018607e-08
2300804,1.3732664397604015e-08
2300903,3.323542236631137e-08
