cod_ibge,invest_melhorias_mes_25_40
2301000,1.4900138748413592e-07
2301109,9.991997426824094e-08
2301208,5.7843407157190466e-08
2301257,2.5787331762187752e-08
2301307,4.4807269829887725e-08
2301406,2.4885012602925303e-08
2301505,7.61430729135455e-09
2301604,2.3420722739198912e-08
2301703,4.093679554145716e-08
2301802,1.2339610256987258e-08
2301851,3.224603732325964e-08
2301901,7.437800999672971e-08
2301950,4.365958317994876e-08
2302008,4.226652903932033e-08
2302057,3.3164186643213406e-08
2302107,4.674646451427583e-08
2302206,1.151406737706083e-07
2302305,5.0213269705142644e-08
2302404,5.769302063063594e-08
2302503,3.732751890439442e-08
2302602,8.393151197247433e-08
2302701,4.076266377387861e-08
2302800,1.3446929997173712e-07
2302909,3.4929249560022965e-08
2303006,2.008055883384966e-08
2303105,1.522069950235443e-08
2303204,5.555594893764526e-08
2303303,3.863350716122063e-08
2303402,3.063136093299167e-08
2303501,1.1080320974186168e-07
2303600,1.7983062542574313e-08
2303659,2.2114734482372708e-08
2303709,4.318942740748925e-07
2303808,4.2583132253094815e-08
2303907,2.7560309759342964e-08
2303931,3.1383293565712535e-08
2303956,4.136420988005789e-08
2304004,3.4288128052128343e-08
2304103,5.584089183003711e-08
2304202,1.3536370405066684e-07
2304236,3.323542236631137e-08
2304251,4.790998132490611e-08
2304269,2.3072459204041804e-08
2304277,5.3031038307770765e-09
2304285,3.275260246530399e-08
2304301,3.958331680255702e-08
2304350,1.2252544373198381e-08
2304400,8.142955507559808e-07
2304459,3.357577082112282e-08
2304509,1.3487296906927498e-08
2304608,1.6241744866788778e-08
2304657,3.405067564178454e-08
2304707,1.0096476487371226e-07
2304806,5.896734856610332e-09
2304905,1.5117803457886784e-08
2304954,4.783083052146249e-08
2305001,7.526449899530083e-08
2305100,1.1912195918387314e-08
2305209,3.376573274939269e-08
2305233,1.0980590961845136e-07
2305266,3.420897724867178e-08
2305308,2.4109334729167467e-08
2305332,1.804638318532662e-08
2305357,3.8396054750889764e-08
2305407,6.362141580862652e-08
2305506,1.4630234508668132e-07
2305605,3.66151616733889e-08
2305654,1.989851198592545e-08
2305704,1.1825130034598436e-08
2305803,7.807435251758171e-08
2305902,7.292955029369462e-08
2306009,1.608344325990154e-08
2306108,3.3164186643213406e-08
2306207,1.2806599997309418e-08
2306256,8.139077118190694e-08
2306306,3.980493905219657e-08
2306405,1.6521147202955505e-07
2306504,2.890587341789745e-08
2306553,8.13986862622526e-08
2306603,4.9136818778301643e-08
2306702,4.6421946220155695e-08
2306801,6.205422990043625e-09
2306900,2.3824391836762667e-08
2307007,8.772283545746129e-08
2307106,4.5875805676383066e-08
2307205,7.50349616653234e-09
2307254,3.272885722426702e-08
2307304,8.19764871273949e-08
2307403,3.858601667915963e-08
2307502,4.5527542141225964e-08
2307601,7.581063953907348e-08
2307635,3.458098602486585e-08
2307650,1.9220189600411426e-07
2307700,1.644041338344275e-07
2307809,4.78941511642148e-08
2307908,2.1157009760690662e-08
2308005,4.974627996482658e-08
2308104,6.124689170529202e-08
2308203,2.9618230648902976e-08
2308302,4.248023620862717e-08
2308351,2.7932318535537038e-08
2308377,3.4462259819693954e-08
2308401,4.0564786765263084e-08
2308500,5.811251988889101e-08
2308609,4.4894335713677e-08
2308708,1.1499028724406673e-07
2308807,1.578267020681837e-08
2308906,3.1881943627411226e-08
2309003,3.003772990715805e-08
2309102,2.3072459204041804e-08
2309201,1.734194103466675e-08
2309300,4.297888627032586e-08
2309409,2.662633027869789e-08
2309458,5.4582394055271896e-08
2309508,2.3943118041934572e-08
2309607,9.289138292238533e-08
2309706,5.647409825759901e-08
2309805,2.2676705186823705e-08
2309904,9.909680591243133e-09
2310001,2.7299112107975132e-08
2310100,2.5557794432202545e-08
2310209,6.208589022180216e-08
2310258,5.420247019874511e-08
2310308,5.589629739245671e-08
2310407,2.5399492825315303e-08
2310506,7.246256055337856e-08
2310605,9.38728528850987e-09
2310704,5.151134288163613e-08
2310803,2.798772409794369e-08
2310852,4.4379855491287e-08
2310902,3.202441507360715e-08
2310951,1.8655844371851555e-08
2311009,2.228886624995126e-08
2311108,2.785316773209342e-08
2311207,1.913866427285893e-08
2311231,1.514154869891081e-08
2311264,4.146710592453848e-08
2311306,8.443807711451869e-08
2311355,2.8818807534108175e-08
2311405,8.371780480316749e-08
2311504,1.7436921998801684e-08
2311603,5.721020072962857e-08
2311702,3.486592891727065e-08
2311801,7.925369948890331e-08
2311900,2.628598182388644e-08
2311959,4.170455833486934e-08
2312007,5.23740866391703e-08
2312106,2.410141964882181e-08
2312205,7.805060727654475e-08
2312304,6.759478614153768e-08
2312403,8.35515881159346e-08
2312502,1.3970116807934875e-08
2312601,1.968480481661862e-08
2312700,3.163657613673471e-08
2312809,1.4167993816550398e-08
2312908,7.994231147887187e-08
2313005,2.942826872063311e-08
2313104,6.228376723041769e-08
2313203,4.764086859319263e-08
2313252,1.666124412504385e-08
2313302,7.065792223484072e-08
2313351,4.103177650559209e-08
2313401,9.021608576595472e-08
2313500,1.3472258254275926e-07
2313559,3.784991420711714e-08
2313609,5.795421828200377e-08
2313708,1.3954286647243563e-08
2313757,3.230144288566629e-08
2313807,4.23377647624183e-08
2313906,2.1703150304463294e-08
2313955,1.794348714084603e-08
2314003,5.4819846465602756e-08
2314102,1.2156771901029757e-07
2400109,5.255613348710416e-09
2400208,1.0477983359973616e-07
2400307,2.1370716929984557e-08
2400406,4.115841779110567e-09
2400505,1.312320321107908e-08
2400604,7.1235723099990585e-09
2400703,1.3851390602775917e-08
2400802,5.627622124899257e-09
2400901,1.2759109515242759e-08
2401008,3.774701816264949e-08
2401107,1.626549010782575e-08
2401206,1.2442506301465022e-08
2401305,1.8006807783598334e-08
2401404,1.5149463779256465e-08
2401453,5.40204233508209e-08
2401503,8.144617674432256e-09
2401602,1.2450421381809467e-08
2401651,3.775493324299501e-09
2401701,1.3613938192432112e-08
2401800,1.1073197401876315e-08
2401859,5.1527173042326525e-09
2401909,7.345194559643474e-09
2402006,2.08008311451879e-08
2402105,1.5703519403374753e-08
2402204,1.7516072802245302e-08
2402303,4.242483064620757e-08
2402402,1.4175908896896054e-08
2402501,1.1081112482220758e-08
2402600,7.135444930515493e-08
2402709,1.2933241282820512e-08
2402808,9.600992457809842e-09
2402907,9.078597155076577e-09
2403004,6.901950060354644e-09
2403103,2.2645044865441077e-08
2403202,1.2141733248376174e-08
2403251,9.405489973301561e-08
2403301,9.236898761965446e-09
2403400,9.03902175335436e-09
2403509,1.171431890977623e-08
2403608,2.0135964396256314e-08
2403707,7.3135342382657e-09
2403756,6.086696784876973e-09
2403806,8.025891469265605e-09
2403905,4.804453769077143e-09
2404002,9.426860690232086e-09
2404101,3.822983806366161e-09
2404200,3.954374140082873e-08
2404309,2.8335987633100796e-08
2404408,1.1991346721831747e-08
2404507,2.3199100489559365e-08
2404606,1.567977416233778e-08
2404705,3.155742533329108e-08
2404804,3.767578243955057e-09
2404853,3.3243337446662275e-09
2404903,1.1160263285665191e-08
2405009,9.474351172298747e-09
2405108,7.511411246876786e-09
2405207,8.160447835121145e-09
2405306,1.143729109772071e-08
2405405,7.440175523776794e-09
2405504,3.443059949832878e-09
2405603,1.6724564767796158e-08
2405702,7.068166747587955e-09
2405801,4.828199010110019e-08
2405900,5.603876883865926e-09
2406007,9.909680591243133e-09
2406106,2.7576139920034273e-08
2406155,5.010245858032671e-09
2406205,1.0052152037443116e-08
2406304,1.8616268970123274e-08
2406403,4.479935474954964e-09
2406502,2.2201800366161982e-08
2406601,3.163657613673471e-08
2406700,9.893850430554248e-09
2406809,7.938825585476728e-09
2406908,4.00503065428836e-09
2407005,1.5513557475104886e-08
2407104,1.3189689885980004e-07
2407203,1.4199654137920079e-08
2407252,7.139402470687945e-09
2407302,1.550564239475923e-08
2407401,5.991715820743652e-09
2407500,1.3795985040356322e-08
2407609,1.1959686400453975e-08
2407708,2.1101604198284013e-08
2407807,3.427229789143703e-08
2407906,4.416614832199416e-09
2408003,2.1276527473897132e-07
2408102,4.0690636542748665e-07
2408201,5.480401630492439e-08
2408300,4.3121357716521784e-08
2408409,2.983985289855161e-09
2408508,7.115657229654615e-09
2408607,1.1888450677353984e-08
2408706,4.0287758953216895e-09
2408805,8.548286771998871e-09
2408904,1.484077564582764e-08
2408953,2.232052657132094e-08
2409100,9.846359948487587e-09
2409209,8.769909021643286e-09
2409308,1.2988646845228808e-08
2409332,1.064578306327637e-08
2409407,8.461220888209993e-09
2409506,8.318749442010013e-09
2409605,4.844029170799359e-09
2409704,8.864889985776606e-09
2409803,2.2890412356117596e-08
2409902,1.5331510627180676e-08
2410009,2.0183454878330665e-09
2410108,2.2462998017529813e-08
2410207,1.6463367116441273e-08
2410256,1.232378009629837e-08
2410306,1.7088658463644575e-08
2410405,1.4824945485136328e-08
2410504,1.0170878242609767e-08
2410603,4.0129457346328025e-09
2410702,3.1422868967440295e-09
2410801,9.149832878176569e-09
2410900,9.31604956540988e-09
2411007,8.80156934302106e-09
2411056,5.160632384577095e-09
2411106,7.107742149310171e-09
2411205,2.160816934032836e-08
2411403,1.605969801886457e-08
2411429,2.509080469188557e-09
2411502,3.0876728423668184e-08
2411601,6.347894436243605e-09
2411700,6.292488873832502e-09
2411809,3.0077305308884912e-09
2411908,9.173578119209898e-09
2412005,6.81409266853103e-08
2412104,9.917595671587578e-09
2412203,7.106159133240448e-08
2412302,1.2466251542498351e-08
2412401,3.3797393070773304e-09
2412500,3.4319788373498024e-08
2412559,1.6669159205389505e-08
2412609,1.6392131393330364e-08
2412708,1.2157563409065058e-08
2412807,7.519326327221228e-09
2412906,1.8070128426363586e-08
2413003,4.812368849421587e-09
2413102,1.1358140294276277e-08
2413201,1.6542517919886703e-09
2413300,1.2307949935609486e-08
2413359,2.7275366866951108e-08
2413409,6.4270452396880395e-09
2413508,8.445390727521107e-09
2413557,7.582646969976776e-09
2413607,8.540371691654428e-09
2413706,5.493065759043718e-09
2413805,5.247698268365973e-09
2413904,2.4402192701917923e-08
2414001,1.2537487265598346e-08
2414100,1.1421460937031824e-08
2414159,1.3566447710371119e-08
2414209,1.0701188625687473e-08
2414308,4.369124350132756e-09
2414407,4.0129457346316705e-08
2414456,3.759663163610615e-09
2414506,1.2181308650098391e-08
2414605,1.762688392707155e-08
2414704,8.579947093376643e-09
2414753,9.577247216776511e-09
2414803,1.742109183811037e-08
2414902,8.073381951332267e-10
2415008,1.6463367116442272e-09
2500106,1.7128233865372856e-08
2500205,1.3827645361738949e-08
2500304,3.166032137777168e-08
2500403,2.6855867608696037e-08
2500502,2.0895812109322834e-08
2500536,1.0329179849498636e-08
2500577,6.284573793488058e-09
2500601,3.927462866911525e-08
2500700,2.5019568968775573e-08
2500734,4.883604572521577e-09
2500775,1.5133633618565153e-08
2500809,2.5818992083570373e-08
2500908,2.0998708153803423e-08
2501005,2.236801705339488e-08
2501104,2.186936699169619e-08
2501153,4.266228305654991e-09
2501203,1.248999678353168e-08
2501302,4.589163583707438e-08
2501351,7.748863657210086e-09
2501401,1.4785370083408046e-08
2501500,3.7889489608845426e-08
2501534,1.1556017302887362e-08
2501575,1.8244260193929197e-08
2501609,1.2244629292853936e-08
2501708,8.207938317187804e-09
2501807,1.076450926844237e-07
2501906,1.0012576635720899e-08
2502003,1.2094242766309513e-08
2502052,6.371639677276936e-09
2502102,9.703888502287606e-09
2502151,1.3178608773485729e-08
2502201,3.7042576011995106e-09
2502300,6.680327810710228e-09
2502409,1.1231499008765183e-08
2502508,1.050331161707639e-08
2502607,9.450605931265417e-09
2502706,3.1739472181218027e-09
2502805,1.2854090479376079e-08
2502904,8.24751371891002e-09
2503001,3.549122026447396e-08
2503100,8.461220888209993e-09
2503209,5.6110004561750595e-08
2503308,1.207049752527618e-08
2503407,6.529941284165803e-09
2503506,3.0203946594390944e-08
2503555,1.0487481456387504e-08
2503605,7.843844621343408e-09
2503704,3.759663163609497e-08
2503753,6.221253150732511e-09
2503803,1.0471651295698615e-08
2503902,1.4484597030324879e-08
2504009,7.782106994655953e-08
2504033,1.02500290460542e-08
2504074,8.389985165110003e-09
2504108,1.9154494433553023e-09
2504157,1.309945797004211e-08
2504207,8.120872433398925e-09
2504306,3.022769183542791e-08
2504355,1.1548102222542918e-08
2504405,3.2910904072191234e-08
2504504,5.730518169377021e-09
2504603,5.660073954310363e-08
2504702,6.735733373121333e-09
2504801,8.643267736132191e-09
2504850,3.3559940660440007e-09
2504900,4.0081966864255705e-08
2505006,9.632652779187616e-09
2505105,3.9369609633250175e-08
2505204,1.1057367241187426e-08
2505238,1.2972816684537494e-08
2505279,7.733033496521199e-09
2505303,4.8915196528660195e-09
2505352,1.2276289614231712e-08
2505402,5.3347641521548505e-09
2505501,5.690942767654804e-09
2505600,1.0582462420520824e-08
2505709,2.2257205928568634e-08
2505808,2.382439183677463e-09
2505907,3.284758342944011e-09
2506004,4.192618058450889e-08
2506103,2.0974962912766455e-08
2506202,4.147502100488341e-09
2506251,2.143403757274981e-08
2506301,2.2090989241335736e-08
2506400,1.5204869341663115e-08
2506509,4.5907465997771714e-09
2506608,1.1247329169454068e-08
2506707,1.7713949810860825e-08
2506806,4.094471062180282e-08
2506905,2.3808561676084302e-08
2507002,1.773769505188485e-08
2507101,3.2103565877050774e-08
2507200,1.786433633740241e-08
2507309,3.071051173643529e-08
2507408,9.323964645754323e-09
2507507,1.6187922320455142e-07
2507606,1.993808738764079e-08
2507705,2.156859393860008e-08
2507804,1.0788254509476352e-08
2507903,1.5893481331631676e-08
2508000,1.4999077252714883e-08
2508109,8.120872433398925e-09
2508208,1.3693088995875733e-08
2508307,3.542789962172165e-08
2508406,6.070866624188086e-09
2508505,1.3590192951408087e-08
2508554,5.081481581132661e-09
2508604,2.649177391284762e-08
2508703,6.300403954176945e-09
2508802,2.730702718832973e-09
2508901,3.8111111858484974e-08
2509008,1.7516072802245302e-08
2509057,1.3210269094868355e-08
2509107,2.4481343505361544e-08
2509156,2.4061844247107935e-09
2509206,1.6851206053313715e-08
2509305,1.2664128551109437e-08
2509339,9.703888502287606e-09
2509370,4.9231799742437935e-09
2509396,1.0479566376043059e-08
2509404,2.9554910006150667e-08
2509503,1.0819914830854126e-08
2509602,5.358509393188181e-09
2509701,3.803987613538701e-08
2509800,1.6874951294350687e-08
2509909,1.652668775919358e-08
2510006,1.0709103706031917e-08
2510105,1.6241744866788778e-08
2510204,1.0804084670165237e-08
2510303,6.696157971399115e-09
2510402,8.279174040287794e-09
2510501,5.1685474649215395e-09
2510600,5.255613348710416e-09
2510659,3.6251067977550764e-09
2510709,3.450975030177322e-09
2510808,1.8742910255640832e-08
2510907,2.042882236900677e-08
2511004,4.440360073232747e-09
2511103,9.933425832276464e-09
2511202,5.137678651577292e-08
2511301,1.385930568310863e-08
2511400,2.39193728008976e-08
2511509,2.1283651046208223e-08
2511608,1.122358392842074e-08
2511707,1.0534971938454163e-08
2511806,1.0289604447776416e-08
2511905,2.827266699034849e-08
2512002,2.4845437201197022e-08
2512036,7.163147711721276e-09
2512077,7.519326327221228e-09
2512101,1.7856421257056755e-08
2512200,5.374339553877068e-09
2512309,1.6431706795058645e-08
2512408,2.3935202961588916e-08
2512507,4.2899735466882236e-08
2512606,2.8256836829662932e-09
2512705,1.2838260318687192e-08
2512721,4.5749164390882844e-09
2512747,6.806969096221322e-09
2512754,1.2038837203898408e-08
2512762,9.149832878176569e-09
2512788,5.271443509399304e-09
2512804,1.3978031888280531e-08
2512903,2.330991161438561e-08
2513000,4.432444992888304e-09
2513109,1.8734995175295176e-08
2513158,1.654251791988489e-08
2513208,1.0060067117787558e-08
2513307,7.178977872410163e-09
2513356,8.912380467843266e-09
2513406,7.060251667243511e-09
2513505,9.339794806443211e-09
2513604,9.933425832276464e-09
2513653,7.0444215065546235e-09
2513703,1.2231173656267278e-07
2513802,8.12878751374337e-09
2513851,6.537856364510248e-09
2513901,2.558945475358517e-08
2513927,4.092096538077237e-09
2513943,3.894219529466152e-09
2513968,4.337464028754983e-09
2513984,5.6197070445548124e-09
2514008,3.403484548110661e-09
2514107,1.1144433124976304e-08
2514206,1.5996377376112262e-08
2514305,9.64056785953206e-09
2514404,6.680327810710228e-09
2514453,1.0756594188098578e-08
2514503,1.814927922980721e-08
2514552,7.147317551032389e-09
2514602,5.342679232499294e-09
2514651,2.7544479598663025e-09
2514701,4.179162421866115e-09
2514800,5.5643014821437096e-09
2514909,4.6857275639104934e-09
2515005,1.2925326202476069e-08
2515104,1.4896181208234293e-08
2515203,3.7042576011995106e-09
2515302,9.301802420788994e-08
2515401,2.640470802905834e-08
2515500,2.6721311242832823e-08
2515609,4.51951087667718e-09
2515708,2.8177686026218493e-09
2515807,1.0337094929843079e-08
2515906,8.484966129243323e-09
2515930,4.844029170799359e-09
2515971,1.8204684792213857e-08
2516003,3.438310901625033e-08
2516102,1.255331742628723e-08
2516151,1.1207753767731852e-08
2516201,4.4443176134039304e-08
2516300,2.1212415323097315e-08
2516409,1.4967416931332258e-08
2516508,1.2379185658709476e-08
2516607,1.5814330528188052e-08
2516706,1.8331326077718478e-08
2516755,7.954655746165615e-09
2516805,1.5727264644398775e-08
2516904,9.688058341598719e-09
2517001,1.5687689242683438e-08
2517100,2.611976513666321e-09
2517209,1.0091727439165332e-08
2517407,3.8308988867106045e-09
2600054,1.4466392345538928e-07
2600104,2.475045623706209e-08
2600203,4.610534300638122e-08
2600302,1.930488096009183e-08
2600401,3.159700073500642e-08
2600500,9.043770801560721e-08
2600609,2.593771828872933e-08
2600708,5.204165326470451e-08
2600807,2.2542148820973434e-08
2600906,2.1497358215502115e-08
2601003,1.4033437450687184e-08
2601052,4.133254955867526e-08
2601102,1.2125903087686875e-07
2601201,4.3580432376505135e-08
2601300,8.87280506612105e-09
2601409,4.257521717274916e-08
2601508,1.46824740389404e-08
2601607,3.56495218713612e-08
2601706,4.2147802834148436e-08
2601805,2.668965092146314e-08
2601904,4.959589343827205e-08
2602001,6.859208626493505e-08
2602100,4.627947477395977e-08
2602209,8.192108156498826e-08
2602308,4.594704139948104e-08
2602407,1.9494842888361696e-08
2602506,1.2474166622842796e-08
2602605,8.38998516510917e-08
2602704,3.095587922711181e-08
2602803,9.64769143184111e-08
2602902,2.1076275941183088e-07
2603009,4.58045699532851e-08
2603108,1.4516257351707504e-08
2603207,4.971461964344395e-08
2603306,1.5632283680263845e-08
2603405,1.3447721505199217e-08
2603454,2.1034326015357584e-07
2603504,1.3661428674506052e-08
2603603,1.514154869891081e-08
2603702,2.308037428438746e-08
2603801,3.493716464036862e-08
2603900,2.8961278980317045e-08
2603926,3.765203719851456e-08
2604007,1.2824013174066336e-07
2604106,1.7665667820762674e-07
2604155,3.838022459019845e-08
2604205,2.5423238066339328e-08
2604304,1.2133818168031729e-08
2604403,2.2835006793710947e-08
2604502,2.6618415198352234e-08
2604601,3.497674004208396e-08
2604700,1.9336541281474454e-08
2604809,1.1666828427709569e-08
2604908,4.5345495293314694e-08
2605004,1.1128602964287419e-08
2605103,5.5761741026593486e-08
2605152,3.4066505802475845e-08
2605202,7.271584312440074e-08
2605301,8.017976388920272e-08
2605400,4.868565919866394e-08
2605459,4.749048206666039e-10
2605509,1.2798684916964973e-08
2605608,3.332248825010064e-08
2605707,4.355668713546817e-08
2605806,3.7145472056470215e-08
2605905,2.534408726289571e-08
2606002,1.0071939738303574e-07
2606101,3.843563015260511e-08
2606200,1.4631026016702694e-07
2606309,1.4991162172369227e-08
2606408,6.855251086321972e-08
2606507,3.2348933367727286e-08
2606606,4.6532757344981944e-08
2606705,1.2466251542498351e-08
2606804,2.0928263938742614e-07
2606903,1.8798315818047485e-08
2607000,3.4335618534189336e-08
2607109,6.806969096221322e-09
2607208,1.6524313235093766e-07
2607307,5.948974386882813e-08
2607406,5.3347641521548505e-09
2607505,4.168081309383236e-08
2607604,4.6675228791177873e-08
2607653,5.370382013704642e-08
2607703,1.6225914706097466e-08
2607752,4.206865203070481e-08
2607802,2.1552763777908764e-08
2607901,8.962324624816603e-07
2607950,2.2850836954402256e-08
2608008,4.447483645542193e-08
2608057,1.879040073770183e-08
2608107,3.8301073786754834e-08
2608206,1.4437106548263884e-08
2608255,1.8774570577010513e-08
2608305,2.9182901229956593e-08
2608404,1.4033437450687184e-08
2608453,3.3164186643213406e-08
2608503,2.734660259004907e-08
2608602,1.6297150429208375e-08
2608701,1.794348714084603e-08
2608750,2.4916672924294983e-08
2608800,4.455398725886555e-08
2608909,7.509828230806794e-08
2609006,1.4777455003075333e-08
2609105,2.326242113231167e-08
2609154,5.0846476132691606e-08
2609204,1.871916501460386e-08
2609303,2.422806093433937e-08
2609402,8.014810356783305e-08
2609501,1.9605654013174998e-08
2609600,4.678762293207325e-07
2609709,2.8019384419326315e-08
2609808,2.884255277514514e-08
2609907,6.981892371833059e-08
2610004,4.9532572795519745e-08
2610103,9.901765510898691e-09
2610202,3.0219776755082257e-08
2610301,3.7525395912997005e-08
2610400,3.52537678541431e-08
2610509,6.266369108695742e-08
2610608,1.0398832556528703e-07
2610707,2.774631414744518e-07
2610806,4.323216884134803e-08
2610905,8.121663941432838e-08
2611002,3.257055561737978e-08
2611101,2.1444327177200453e-07
2611200,2.786899789278473e-08
2611309,3.277634770632801e-08
2611408,1.7049083061929238e-08
2611507,2.0761255743472563e-08
2611533,1.1753894311498446e-08
2611606,1.040651018446373e-06
2611705,4.572541914984149e-08
2611804,2.8636760686183965e-08
2611903,3.360743114250544e-08
2612000,2.450508874638557e-08
2612109,1.5513557475104886e-08
2612208,4.427695944680641e-08
2612307,2.310411952542443e-08
2612406,2.8644675766529617e-08
2612455,2.7117065260050922e-08
2612471,2.412516488985878e-08
2612505,1.0294353495982866e-07
2612554,3.371032718697309e-08
2612604,8.790488230538547e-08
2612703,4.0715173291804667e-08
2612802,1.0281689367431975e-08
2612901,2.371358071194937e-08
2613008,6.203048465939551e-08
2613107,4.8004962289041046e-08
2613206,4.485476031194872e-08
2613305,1.8070128426363586e-08
2613404,3.8229838063656875e-08
2613503,5.3236830396717404e-08
2613602,2.406975932745213e-08
2613701,1.3740579477953554e-07
2613800,2.3998523604341225e-08
2613909,6.03208273049926e-08
2614006,3.1984839671891816e-08
2614105,5.429745116288004e-08
2614204,3.588697428170501e-08
2614303,3.5997785406518306e-08
2614402,9.403115449198758e-09
2614501,5.0893966614765536e-08
2614600,2.2589639303034428e-08
2614709,1.840256180082938e-08
2614808,4.2306104441048615e-08
2614857,3.5617861549991516e-08
2615003,5.686985227481712e-08
2615102,1.0614122741898598e-08
2615201,1.66058385626372e-08
2615300,6.177720208837335e-08
2615409,4.147502100487118e-08
2615508,2.0729595422089935e-08
2615607,5.202582310402613e-08
2615706,2.9499504443731074e-08
2615805,4.3192593439619755e-08
2615904,8.215853397532247e-09
2616001,2.6610500118006577e-08
2616100,1.4247144619994019e-08
2616183,1.8038468104980962e-08
2616209,3.1984839671891816e-08
2616308,2.402226884537819e-08
2616407,7.774983422346157e-08
2616506,1.0930725955676332e-08
2700102,3.0401823603006464e-08
2700201,2.6396792948712686e-08
2700300,2.405076313462514e-07
2700409,2.3871882318836607e-08
2700508,3.143078404777353e-08
2700607,2.2874582195441422e-09
2700706,3.076591729884194e-08
2700805,1.0906980714643003e-08
2700904,1.53631709485633e-08
2701001,1.0416245733287512e-08
2701100,8.9915312712877e-09
2701209,1.8711249934258208e-08
2701308,1.0724933866720804e-08
2701357,2.5407407905663305e-09
2701407,4.738758602217045e-08
2701506,1.718363942777951e-08
2701605,2.7797762169673824e-08
2701704,8.754078860954399e-09
2701803,1.986685166454283e-08
2701902,8.334579602698898e-09
2702009,2.098287799311211e-08
2702108,1.2964901604191838e-08
2702207,9.838444868143143e-09
2702306,6.069283608118668e-08
2702355,5.103643806096147e-08
2702405,3.709798157439628e-08
2702504,3.1953179350509184e-08
2702553,4.035899467631485e-08
2702603,3.8324819027791805e-08
2702702,7.527241407565673e-09
2702801,1.6455452036095617e-08
2702900,6.358184040691118e-08
2703007,1.1302734731865173e-08
2703106,4.361209269787482e-08
2703205,4.5044722240218585e-08
2703304,3.862559208087498e-08
2703403,1.3249844496596636e-08
2703502,1.1168178366009635e-08
2703601,6.664497650021342e-09
2703700,9.36354004747654e-09
2703759,2.780567725001948e-08
2703809,4.065185264905236e-08
2703908,8.89655030715438e-09
2704005,4.3580432376505135e-08
2704104,3.568909727308948e-08
2704203,5.6687805426892904e-08
2704302,8.643030283721751e-07
2704401,3.8221922983311216e-08
2704500,3.909258182120398e-08
2704609,1.9534418290077033e-08
2704708,6.901158552319014e-08
2704807,1.0416245733287512e-08
2704906,4.487850555299407e-09
2705002,4.040648515837584e-08
2705101,4.861442347556598e-08
2705200,1.2426676140776135e-08
2705309,1.178555463287622e-08
2705408,1.206258244493174e-08
2705507,9.126087637143238e-09
2705606,1.5252359823737055e-08
2705705,1.4714134360310084e-08
2705804,1.2561232506631675e-08
2705903,8.682843137854407e-09
2706000,2.2328441651666596e-08
2706109,2.2233460687531663e-08
2706208,7.3372794792990305e-09
2706307,1.2854090479375948e-07
2706406,5.328432087879135e-08
2706422,2.39193728008976e-08
2706448,2.0595039056239665e-08
2706505,1.8481712604273004e-08
2706604,4.10001161842168e-09
2706703,1.054367852683221e-07
2706802,1.7175724347433853e-08
2706901,1.2830345238342747e-08
2707008,4.440360073232747e-09
2707107,2.5423238066339328e-08
2707206,2.9388693318917772e-08
2707305,1.2830345238342747e-08
2707404,1.3946371566897907e-08
2707503,2.5692350798052816e-08
2707602,1.5133633618565153e-08
2707701,5.766927538961191e-08
2707800,4.12375685945501e-09
2707909,5.437660196632615e-09
2708006,4.3121357716521784e-08
2708105,1.726279023122313e-08
2708204,1.3724749317258359e-08
2708303,1.1840960195287324e-08
2708402,6.164264572252306e-08
2708501,5.999630901087247e-08
2708600,1.8212599872559516e-08
2708709,1.8766655496664857e-08
2708808,6.26953514083271e-08
2708907,5.896734856610332e-09
2708956,2.565277539633748e-08
2709004,7.3214493186101435e-09
2709103,4.076266377387861e-08
2709152,4.2488151288959885e-08
2709202,5.53818171700667e-08
2709301,3.001398466612108e-08
2709400,3.0670936334707005e-08
2800100,4.6065767604660584e-09
2800209,2.4869182442233987e-08
2800308,1.2379977166743615e-07
2800407,9.157747958521012e-09
2800506,3.0401823603006464e-08
2800605,1.9668974655940247e-08
2800670,3.160491581535208e-08
2800704,8.52454153096554e-09
2801009,2.9641975889939944e-08
2801108,4.3612092697883124e-09
2801207,4.572541914984149e-08
2801306,4.4933911115392336e-08
2801405,3.7976555492634697e-08
2801504,5.247698268365973e-09
2801603,6.7911389355324356e-09
2801702,3.663099183408021e-08
2801900,9.798869466420928e-09
2802007,7.178977872410163e-09
2802106,5.004705301790974e-08
2802205,3.6488520387884065e-09
2802304,3.120916179813398e-08
2802403,2.9554910006150667e-08
2802502,6.672412730365785e-09
2802601,8.097127192365597e-09
2802700,2.1536933617230395e-08
2802809,1.786433633740241e-08
2802908,3.927462866911525e-08
2803005,3.3021715197017476e-08
2803104,6.799054015876879e-09
2803203,6.460288577134554e-08
2803302,2.68083771266221e-08
2803401,1.5418576510969953e-08
2803500,1.7910243803405923e-07
2803609,3.646477514684731e-08
2803708,1.461915339617515e-08
2803807,8.334579602698898e-09
2803906,2.5573624592893857e-08
2804003,6.4270452396880395e-09
2804102,1.4191739057574424e-08
2804201,2.1441952653095462e-08
2804300,4.9231799742437935e-09
2804409,3.379739307076237e-08
2804458,1.0685358464998588e-08
2804508,5.03874014727212e-08
2804607,4.626364461326846e-08
2804706,1.3257759576942294e-08
2804805,1.2641966326144716e-07
2804904,3.029101247818022e-08
2805000,8.279174040287794e-09
2805109,2.7489074036245e-08
2805208,1.2125903087687287e-08
2805307,5.524726080421492e-09
2805406,4.835322582419815e-08
