COD_MUN,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040
1100296,3.16870861468631,3.09256911986058,3.03465090467687,2.98899187908662,2.96260146814213,2.94134496037682,2.9245730866829,2.90728477241391,2.88550980503825,2.8549617744124,2.82479507555121,2.79490310400044,2.76981184863957,2.74119783653563,2.7132900232678,2.69327293872803,2.66636292724546,2.64691785587285,2.62409451567031,2.60172967474197,2.58627124126092,2.57190306769835,2.55769365848455,2.54364039662474,2.52974072232625,2.51599213144404,2.50239217397677,2.49564718159409,2.4822656953657,2.47562862131392,2.46246038396651
1100304,3.3535911449298,3.32115958224112,3.30551103960088,3.28981672763312,3.27409501060831,3.25841723237106,3.23755210389838,3.21705770713929,3.19184290426273,3.17220190221774,3.15288949461989,3.12897963123446,3.10544435229278,3.07740506128622,3.04978926846793,3.02265861289159,2.99590561854177,2.96961001566596,2.94374461179955,2.91843568315237,2.90178566066562,2.88566462921747,2.86972173071351,2.8539540288964,2.83835865168931,2.82293278945188,2.80767369329268,2.80010583967194,2.78509186734126,2.77764509764249,2.7628703896763
1100320,3.37741661671555,3.30704878008176,3.25569525562621,3.21653505656046,3.18303307697844,3.15451620644978,3.13042991903401,3.10061162808593,3.07516748603412,3.04458151535577,3.01418721784544,2.98448926904561,2.95098734962778,2.91845614576198,2.88261599020558,2.85168756244156,2.82136601741547,2.78770620980582,2.75858024369866,2.73011549507336,2.70216912214079,2.68715707146223,2.6723108997967,2.65762787287473,2.64310531619235,2.62874061338696,2.61453120466595,2.60748395074502,2.59350280355604,2.58656830408129,2.57280996203831
1100338,3.4890919252981,3.35632929742344,3.24955552898799,3.16098248880735,3.09673135030131,3.04927735902262,3.00769822087446,2.9755824423611,2.93906262970855,2.90273158481322,2.87104557790783,2.83589025374348,2.8056143921425,2.7761854298861,2.75123088653136,2.72323394765483,2.69575864566501,2.66882269474761,2.64578878181962,2.62320383120366,2.60415032580936,2.58968282399931,2.57537518408771,2.56122477098832,2.54722900721244,2.53338537130367,2.51969139632365,2.51289977530929,2.499425781876,2.49274282523998,2.47948355489296
1100346,3.26348089291642,3.20970049215647,3.1736215612855,3.1641523051925,3.15995234088269,3.15580689931465,3.14117915719697,3.11601039795453,3.08558490160946,3.04577247969368,3.00644741569324,2.96372959495696,2.92632795590472,2.89429152121509,2.85881196253122,2.82819056662896,2.79810848668242,2.76868801938931,2.73975425979931,2.7113780004313,2.68717920481851,2.67225043145841,2.65748661691996,2.64288504210172,2.62844304733614,2.61415803077453,2.60002744682439,2.59301928659037,2.57911569792232,2.57221966664446,2.55853764714103
1100379,3.54601459528081,3.51772287862513,3.49730269853699,3.48986438118702,3.47679751974728,3.45684302682898,3.41818468154391,3.37371846183763,3.31830050903889,3.25854655266793,3.2006036645435,3.14476575472247,3.09564357459238,3.04835246725738,3.00690563762146,2.96658539678961,2.92717567701089,2.88443558913971,2.85086108867244,2.81021838161988,2.77817783636345,2.76274351505032,2.74747973872408,2.73238369620362,2.71745263775442,2.70268387341879,2.68807477140032,2.68082928684129,2.6664548670727,2.65932530860459,2.64517996121839
1100403,3.34269267743676,3.21717771050316,3.11250890062484,3.02898219522091,2.96913241213419,2.91640730785706,2.87805623778552,2.84396578065584,2.80211389513949,2.76464714675717,2.72045263102768,2.68105494252452,2.6464173796562,2.61291779584463,2.58081280839089,2.55286404309193,2.53209224254678,2.50832015256412,2.49118312917811,2.47444751737775,2.45767885407079,2.44402508265929,2.43052218165012,2.41716766416852,2.40395909769766,2.39089410260148,2.37797035069552,2.37156072710874,2.35884458379985,2.35253751272017,2.34002401531209
1100452,4.04117931846184,4.0435137622902,4.01233839161652,3.96600835692304,3.92835278476704,3.89110528109133,3.85435378923069,3.81054398853308,3.78183280674842,3.74668850768128,3.70562670531039,3.67253529695439,3.64027714627767,3.61534530419582,3.59070125200168,3.56619080154353,3.55470891788572,3.53086078571874,3.51963113896309,3.50255054780506,3.49137824441908,3.47198169861676,3.45279947928738,3.43382805357701,3.41506396585254,3.39650383560335,3.37814435541089,3.36903884501896,3.35097429357113,3.34201446925676,3.32423779654796
1100502,3.04556204654801,3.00571427301872,2.99023034598113,2.99296932470054,2.99542465367749,2.99208155350947,2.97927158658375,2.96047520487767,2.93634564825583,2.90309412745453,2.87435356940574,2.83784275440533,2.80625586979872,2.77199853301891,2.74624359355595,2.71736620039883,2.68556881146109,2.65791541357766,2.63074117113853,2.60748700370696,2.58482138777151,2.57046126895056,2.5562598254757,2.54221444181924,2.5283225596235,2.51458167614728,2.50098934276271,2.49424813159622,2.48087414697641,2.47424079364225,2.46107993835692
1100601,3.38460172670173,3.27536737517913,3.194182147938,3.12201583185064,3.06730375128919,3.02332641805393,2.98011267968923,2.94143335709395,2.89928822243671,2.85811155507251,2.81785337113001,2.77857789437383,2.74416622544779,2.71073067554462,2.681362644874,2.65211053798124,2.62693436963813,2.60226998074555,2.58089582061387,2.56326640226737,2.54576297838783,2.53161985073012,2.51763300072607,2.50379985237044,2.49011788596405,2.4765846365838,2.46319769260227,2.45655834572194,2.44338645110682,2.43685333225358,2.42389134644373
1100700,3.52656077784308,3.46254500621293,3.3960899609692,3.33375911939025,3.27989794287541,3.23308619751222,3.18268444168201,3.13726474435998,3.09191491718195,3.04202778332312,2.98904982801604,2.95072469641404,2.90542064018609,2.86999596843404,2.83587289752555,2.79896721420007,2.7706935035319,2.73920025627823,2.70814553977908,2.68142601936011,2.65149026564176,2.63675976416597,2.62219203066229,2.60778438214217,2.59353419426162,2.57943889972758,2.56549598675608,2.55858090323383,2.54486197077681,2.53805752700468,2.52455722100998
1100809,3.55483720963856,3.45107696080435,3.35425510286043,3.27996684430307,3.23088104632457,3.18879985833573,3.1575285508844,3.12646678343694,3.09980268145774,3.07332408882307,3.04214340652856,3.01632607958283,2.99089011170465,2.96615147404837,2.9422174107654,2.91862499431977,2.89961710235216,2.88080585902597,2.86215485577891,2.84775485802472,2.8332877161903,2.81754722887813,2.80198066960256,2.78658517141793,2.77135793004406,2.75629620216338,2.74139730377331,2.73400809271193,2.7193485318931,2.71207754651371,2.69765160211736
1100908,3.09070658761098,3.02920734401992,2.97931252719432,2.93624193821635,2.90659666696838,2.87751130176894,2.85257264729406,2.82406270658231,2.79526169419836,2.76711674763762,2.73510473755526,2.7043713232766,2.67379679144385,2.64768843654938,2.62520847984809,2.59991426805998,2.58138637065241,2.56636096322027,2.54799974498512,2.53323799025005,2.51836336549885,2.50437245791274,2.49053614599057,2.47685188145216,2.46331717171746,2.4499295783929,2.436686715807,2.43011882708514,2.41708869932598,2.41062589531708,2.3978034171505
1100924,3.55379308689006,3.50575653407542,3.47250952204283,3.46599018276417,3.45471597970844,3.44965213177693,3.44999812343198,3.437033035957,3.4171099326394,3.38984212727161,3.35629972824517,3.32938226849168,3.29693473389166,3.26580965367235,3.24158889448592,3.20717129027464,3.17870986754116,3.15078322956771,3.12300557375653,3.09592865999112,3.06889962062375,3.05185017828696,3.03498912757819,3.01831336314094,3.00181984749537,2.98550560919376,2.96936774103596,2.96136405440244,2.94548542676489,2.93760979728157,2.92198421325347
1100940,4.07418187567601,3.99968430244845,3.93735752982621,3.88688366399382,3.84643812608161,3.81463748914222,3.78992192468617,3.7720587957381,3.74526368925404,3.71067456513692,3.68317444655648,3.65624649173837,3.63043056745694,3.61180176166255,3.59405972094078,3.58323632964546,3.56641585549078,3.54911510941225,3.53253144787639,3.51545173813277,3.50499949677537,3.48552727734884,3.46627022056791,3.44722477979556,3.42838748591688,3.40975494523256,3.39132383742049,3.38218280281828,3.36404777438494,3.35505299423953,3.33720696767442
1101005,3.34031638897525,3.21775106728246,3.11009808921877,3.02401708504009,2.96080261692066,2.90080069811494,2.85904005216018,2.81855048190622,2.77837942613232,2.73865474120586,2.70352195589049,2.66931332705025,2.63599542184822,2.6070293946988,2.58557814881139,2.56113887526089,2.5404682467128,2.51997843299117,2.50602560751523,2.4890163746944,2.47213196178449,2.45839789533013,2.44481558651615,2.43138253384298,2.41809629048865,2.40495446282296,2.39195470896986,2.385507391695,2.37271646734275,2.36637230566537,2.3537852189331
1101104,3.47075127422355,3.38670899166654,3.30818732951849,3.24584851330849,3.19745920020601,3.15608454258716,3.12048666776877,3.08485449905435,3.05313974056603,3.01617940995709,2.98010286028732,2.9444458196065,2.90565874082865,2.87718638225833,2.84530748273238,2.81882328553195,2.79697511540354,2.77530959424449,2.75384446895839,2.74015248970189,2.7228260951435,2.70769928350382,2.69273961895407,2.67794434632245,2.66331077065949,2.64883625560155,2.6345182217875,2.62741709450505,2.61332906718867,2.60634155631383,2.59247803739727
1101203,3.62913076491367,3.58621032879652,3.54485515212471,3.51766533933126,3.48534013211264,3.45439519254793,3.4243309910246,3.38802559559841,3.34103980167935,3.29457340208676,3.24399503351881,3.19471156122133,3.14713062863859,3.11098927709909,3.07637747235739,3.04297117720002,3.01456590790204,2.98259896295671,2.9555632723441,2.93305122260486,2.90690163044882,2.89075217694633,2.87478117044386,2.85898566950736,2.84336279699639,2.82790973831706,2.81262373973157,2.8050425436676,2.7900021010742,2.78254220240823,2.76774144601245
1101302,3.33415785595899,3.20624565312728,3.09294520524222,3.00189245549113,2.93422425603301,2.88259774573854,2.83326383977627,2.79720247776365,2.75768949361692,2.72273062780299,2.69163702091023,2.6612354532943,2.63520523799757,2.61000862812769,2.58932113387418,2.56908806935901,2.54629197466666,2.52359933102115,2.50141602012724,2.47647241529981,2.45487757658981,2.44123936783098,2.42775185751147,2.41441256159108,2.40121905032555,2.38816894679117,2.37525992545717,2.36885760759879,2.35615595822829,2.34985607598704,2.3373568415403
1101401,3.61854147985902,3.50956724007558,3.41446759788918,3.34277144754214,3.28014828428406,3.23567512790027,3.19721539958767,3.15357131518081,3.11520747070329,3.06738605129634,3.02034763465974,2.98343661202327,2.94309476862341,2.9038946299578,2.86978284413096,2.83629750580644,2.80365868803965,2.77150256486052,2.74366028645629,2.71618705673616,2.68554842628705,2.67062871280767,2.65587385804078,2.64128114453506,2.62684791423706,2.61257156687708,2.59844955840746,2.59144565124195,2.57755050029695,2.57065865403947,2.55698493779459
1101435,3.43666646806534,3.32484001171551,3.23742479433552,3.18159549508031,3.13939438497118,3.1146810525227,3.08524303852737,3.05657015064524,3.01312958170534,2.96962066112707,2.92263444270934,2.87698068329139,2.83306130213926,2.79860381920989,2.77429548472283,2.75397683306019,2.73540492090579,2.71660072963535,2.70969829329451,2.69862302092195,2.68454498266822,2.66963084387561,2.65488150219675,2.64029424119567,2.62586640381208,2.61159539074788,2.59747865890601,2.59047736872027,2.57658740963866,2.5696981384899,2.55602953137027
1101450,3.3393706135386,3.25890359961001,3.20292364432656,3.16945379925358,3.14176604268678,3.11911785686345,3.09585975382319,3.06656694091249,3.03617946421831,3.00458670435792,2.97301075897067,2.94209446425739,2.91181698585015,2.88731517725003,2.85990403854,2.83721406538465,2.81480782389167,2.79301903564942,2.77937693098711,2.76176118330985,2.74831435515732,2.73304594207313,2.71794624073571,2.70301247018222,2.68824191023585,2.67363189985414,2.6591798355306,2.65201223489575,2.63779233015099,2.63073940948215,2.61674611475086
1101468,3.53886584155292,3.45282313279029,3.37807498082994,3.32463700809988,3.28507629023642,3.25363655624635,3.22859241442212,3.19780721790772,3.16568741402659,3.12420604674796,3.07673349746074,3.02757389200918,2.98461320469139,2.93874024041682,2.90004625840657,2.86167556037984,2.82863660220437,2.79684879134828,2.76154591289948,2.73116999555479,2.70082016076908,2.68581560432036,2.6709768440755,2.65630114713003,2.64178584031511,2.62742830857427,2.61322599339279,2.60618225756154,2.59220808996067,2.58527705228698,2.5715255786046
1101476,3.177929942176,3.07348236469564,2.99076549719962,2.92617753515646,2.88237818083485,2.85190118992049,2.83015882693892,2.80774153106798,2.78856649464256,2.76493342140892,2.73772890497664,2.71074639402866,2.68418291175299,2.6657051337313,2.64029707639225,2.61908867059418,2.60128345921393,2.58021634983402,2.56260658827754,2.54529020130727,2.52791631973824,2.51387234018414,2.49998354272456,2.48624736941288,2.47266131821392,2.45922294148448,2.44592984450349,2.43933704168811,2.42625748650479,2.41977016702217,2.40689904911248
1101484,3.36405142268476,3.33953500118912,3.31025300574631,3.27615601838252,3.25367197914185,3.2259733103075,3.19856990738195,3.17135218604727,3.14398189758496,3.11679215548939,3.08048416257929,3.05451627106868,3.02462579414252,3.00422103367203,2.9797010012344,2.95977391500262,2.94034049142891,2.92542451815238,2.90201249432567,2.88314621670099,2.86454532185082,2.84863118117387,2.83289288735523,2.81732754182031,2.80193230935135,2.78670441636575,2.77164114925026,2.76417041838974,2.7493491292831,2.74199792840266,2.72741283303882
1101492,3.64771466311023,3.53615989592573,3.43334107859405,3.35439316750555,3.29674118106147,3.24694103130944,3.2089471025998,3.17123060413912,3.13801913501154,3.1000043200523,3.06733871804655,3.03007868520825,2.99887111592893,2.96406042961317,2.93494620248033,2.90676017771893,2.87904639503118,2.85609419626472,2.83315710780757,2.81050340604649,2.79222906481097,2.77671668111757,2.7613757049788,2.7462033109954,2.73119673552548,2.71635327500632,2.70167028433061,2.69438815418417,2.67994103271401,2.67277541497948,2.65855852447427
1101500,3.3797386997404,3.3101982585793,3.24971385670618,3.19761565765195,3.16208439010298,3.12228407929986,3.09207391327369,3.05658119670919,3.02065539278156,2.98000042484234,2.93574266697036,2.89672303885342,2.85067247356594,2.80996903869187,2.77418408926814,2.73560497727177,2.70164036574939,2.66490637252217,2.6324745862896,2.59749046337612,2.56990814403979,2.5556308765729,2.54151136896753,2.52754702078639,2.51373528843237,2.50007368360393,2.48655977180067,2.47985745435646,2.46656063154489,2.45996554964236,2.44688062650597
1101559,3.21136290142036,3.18821011398918,3.15102077776984,3.11532708207996,3.07592779506593,3.04222677230779,3.00882478843558,2.97091332169867,2.93311507641871,2.89940733877538,2.85815980085954,2.81756922596336,2.78210494358647,2.74809344504854,2.71487497802024,2.68661841947754,2.65882015462244,2.63167364239208,2.60857727220105,2.58570463260042,2.56655222917738,2.55229360568195,2.5381925360373,2.52424642320193,2.51045272690029,2.49680896208018,2.48331269742028,2.47661913219813,2.46333967304425,2.45675320333023,2.4436853671423
1101609,3.25635960064839,3.0892174429635,2.94033356523348,2.81861582010271,2.72981111228405,2.65682232063715,2.60117630583952,2.55349267458321,2.51289179410462,2.47599304887048,2.43681377654458,2.40760503718785,2.37643997667368,2.34911246424351,2.32785987325025,2.30718621904521,2.29454414323319,2.27949449472521,2.26697733364497,2.25712654513589,2.24973957963876,2.23724102641854,2.22488057875877,2.21265596019417,2.20056494401823,2.18860535193119,2.17677505273156,2.17090773453013,2.1592674785809,2.1534940361248,2.1420392806135
1101708,3.46872228046125,3.42262228174319,3.3674281940012,3.30926015007603,3.25330996833152,3.18403293467782,3.12218107249511,3.06644329223308,3.00247967789601,2.94901274423613,2.89652403822508,2.84589640805573,2.79704105125869,2.75786180335532,2.71663766564048,2.68046788906918,2.64905874707371,2.61482318451109,2.58806900612381,2.55851012987321,2.52961385465695,2.5155604443533,2.50166232035135,2.48791692298678,2.47432174854423,2.46087434773692,2.44757232423564,2.44097509425118,2.4278867559442,2.42139508012617,2.40851531906167
1101757,3.45976058415194,3.3475006831634,3.24930817994777,3.17312613122486,3.12193507202609,3.07731996756837,3.04367118503356,3.01446855121454,2.9754994823371,2.93279290416574,2.89487816777639,2.85344954828469,2.81347061678972,2.78269197906052,2.75694164108438,2.72808508484406,2.70747682470737,2.68702044196988,2.67059035395043,2.65063551056999,2.63460955024323,2.61997283051966,2.60549784250574,2.59118192029417,2.57702245624885,2.5630168994214,2.54916275401913,2.54229169538296,2.52866010452299,2.52189898124887,2.50848462496563
1101807,3.34193727854574,3.27702213206796,3.22057184371145,3.17605088138438,3.14758124605324,3.10904658307635,3.08505949757603,3.05118973669415,3.01702347575186,2.98316381502918,2.94970949620846,2.9167903759663,2.88056558876075,2.84959839330217,2.8151554022314,2.78946764640177,2.7640630321457,2.73550555503687,2.71117856683811,2.69065495364633,2.67059535881585,2.65575871793355,2.64108601783446,2.62657455619801,2.61222168977069,2.59802483276107,2.58398145528669,2.57701654570371,2.56319876261682,2.5563452899895,2.54274770865977
1200013,3.58573471109562,3.50767564189816,3.45159687159483,3.40254082558181,3.37137021024987,3.33468944788858,3.30981678403283,3.27884121414631,3.24294018590301,3.20727497552682,3.16717446449357,3.12823911141834,3.0901832336765,3.05362159521192,3.02265818969417,2.99702062044273,2.9721537575417,2.95175476606868,2.93160736108382,2.91615171281185,2.90078279740608,2.88111647335587,2.86171501562283,2.85211194510061,2.8330978654666,2.82368558019927,2.80504739155109,2.79582026197362,2.78665363816387,2.77754692692804,2.76849954280124
1200054,4.01044605713835,3.99005892340337,3.97781667739175,3.98092830205575,3.99171479129229,3.99380205306992,3.99563431029385,3.98879245597498,3.96569123106115,3.95074407049932,3.92804478580783,3.89023618966153,3.86864481385509,3.84721579858253,3.81887057627592,3.79088233057797,3.75606806034553,3.71511073711292,3.68165115340447,3.65526777112836,3.62275295528057,3.5981919182956,3.57396166968756,3.56196850972217,3.53822205299069,3.52646716244919,3.50319015147593,3.49166649966187,3.48021841277772,3.46884514999088,3.4575459801212
